company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 18:55:54+00:00,1.38,1.38,1.36,,68000000.0,227000000.0,249000000.0,-21000000.0,228000000.0,-1000000.0,4132000000.0,5315000000.0,,,16000000.0,,,148000000.0,,713000000.0,4132000000.0,1183000000.0,22000000.0,861000000.0,322000000.0,-6000000.0,316000000.0,5315000000.0,165200000.0,165300000.0,167900000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:56:50+00:00,-0.21,-0.21,-0.21,0.0,-3000000.0,-30000000.0,65000000.0,-95000000.0,-33000000.0,3000000.0,3719000000.0,4599000000.0,,,-31000000.0,,,141000000.0,,636000000.0,3719000000.0,880000000.0,10000000.0,777000000.0,103000000.0,-41000000.0,62000000.0,4599000000.0,157100000.0,158900000.0,160100000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 11:13:42+00:00,0.09,0.09,0.09,,-12000000.0,17000000.0,17000000.0,,15000000.0,2000000.0,911000000.0,1135000000.0,,,-24000000.0,,,36000000.0,,159000000.0,911000000.0,224000000.0,,195000000.0,29000000.0,-24000000.0,5000000.0,1135000000.0,166700000.0,159000000.0,160200000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 16:14:41+00:00,0.14,0.14,0.14,,13000000.0,24000000.0,21000000.0,3000000.0,23000000.0,1000000.0,895000000.0,1124000000.0,,,,,,34000000.0,,156000000.0,895000000.0,229000000.0,5000000.0,190000000.0,39000000.0,-5000000.0,34000000.0,1124000000.0,164300000.0,158700000.0,159800000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q4,2010-10-01,2010-12-31,,0.25,0.25,0.25,,22000000.0,38000000.0,66000000.0,-26000000.0,39000000.0,1000000.0,987000000.0,1299000000.0,-2000000.0,-2000000.0,-13000000.0,,,39000000.0,,171000000.0,987000000.0,312000000.0,1000000.0,210000000.0,102000000.0,-14000000.0,88000000.0,1299000000.0,159500000.0,159800000.0,161200000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 18:07:28+00:00,0.84,0.84,0.83,,-11000000.0,137000000.0,147000000.0,-10000000.0,134000000.0,3000000.0,3721000000.0,4711000000.0,,,-11000000.0,,,156000000.0,,685000000.0,3721000000.0,990000000.0,2000000.0,841000000.0,149000000.0,-13000000.0,136000000.0,4711000000.0,159500000.0,159800000.0,161200000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.59,0.59,0.58,,-33000000.0,99000000.0,81000000.0,16000000.0,95000000.0,2000000.0,2734000000.0,3412000000.0,2000000.0,2000000.0,2000000.0,,,117000000.0,,514000000.0,2734000000.0,678000000.0,1000000.0,631000000.0,47000000.0,1000000.0,48000000.0,3412000000.0,159600000.0,160100000.0,161500000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 17:09:50+00:00,0.52,0.52,0.51,,-45000000.0,85000000.0,80000000.0,5000000.0,83000000.0,2000000.0,961000000.0,1207000000.0,,,1000000.0,,,39000000.0,,173000000.0,961000000.0,246000000.0,0.0,212000000.0,34000000.0,1000000.0,35000000.0,1207000000.0,159600000.0,160100000.0,161500000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.07,0.07,0.07,,12000000.0,14000000.0,1000000.0,11000000.0,12000000.0,,1773000000.0,2205000000.0,2000000.0,2000000.0,1000000.0,,,78000000.0,,341000000.0,1773000000.0,432000000.0,1000000.0,419000000.0,13000000.0,,13000000.0,2205000000.0,163200000.0,160400000.0,161600000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q2,2010-04-01,2010-06-30,2011-07-29 16:18:09+00:00,0.19,0.19,0.19,,11000000.0,31000000.0,20000000.0,11000000.0,31000000.0,0.0,935000000.0,1176000000.0,,,0.0,,,39000000.0,,171000000.0,935000000.0,241000000.0,0.0,210000000.0,31000000.0,,31000000.0,1176000000.0,163200000.0,160400000.0,161600000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q1,2010-01-01,2010-03-31,2011-05-02 16:54:23+00:00,-0.12,-0.12,-0.12,,1000000.0,-17000000.0,-19000000.0,0.0,-19000000.0,,838000000.0,1029000000.0,2000000.0,2000000.0,1000000.0,,,39000000.0,,170000000.0,838000000.0,191000000.0,1000000.0,209000000.0,-18000000.0,,-18000000.0,1029000000.0,158300000.0,159900000.0,159900000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q4,2011-10-01,2011-12-31,,-1.59,-1.59,-1.59,,-87000000.0,-255000000.0,-187000000.0,-68000000.0,-252000000.0,-3000000.0,1447000000.0,1601000000.0,,,-7000000.0,,,84000000.0,,328000000.0,1447000000.0,154000000.0,9000000.0,412000000.0,-258000000.0,-16000000.0,-274000000.0,1601000000.0,158300000.0,158300000.0,158000000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 20:31:24+00:00,-1.2,-1.2,-1.2,,-66000000.0,-191000000.0,-98000000.0,-93000000.0,-190000000.0,-1000000.0,4340000000.0,5291000000.0,,,-3000000.0,,,209000000.0,,890000000.0,4340000000.0,951000000.0,13000000.0,1099000000.0,-148000000.0,-16000000.0,-164000000.0,5291000000.0,158300000.0,158300000.0,158000000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.39,0.39,0.39,,21000000.0,64000000.0,89000000.0,-25000000.0,62000000.0,2000000.0,2893000000.0,3690000000.0,,,4000000.0,,,125000000.0,,562000000.0,2893000000.0,797000000.0,4000000.0,687000000.0,110000000.0,,110000000.0,3690000000.0,160000000.0,157400000.0,160200000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.64,0.64,0.64,,43000000.0,102000000.0,155000000.0,-51000000.0,101000000.0,3000000.0,3880000000.0,4989000000.0,-2000000.0,-2000000.0,-9000000.0,,,164000000.0,,733000000.0,3880000000.0,1109000000.0,5000000.0,897000000.0,212000000.0,-14000000.0,198000000.0,4989000000.0,160000000.0,157400000.0,160200000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q3,2011-07-01,2011-09-30,2012-10-26 16:04:22+00:00,0.1,0.1,0.1,,2000000.0,15000000.0,22000000.0,-7000000.0,16000000.0,-1000000.0,1061000000.0,1360000000.0,,,-1000000.0,,,44000000.0,,227000000.0,1061000000.0,299000000.0,3000000.0,271000000.0,28000000.0,-4000000.0,24000000.0,1360000000.0,160000000.0,157400000.0,160200000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.29,0.29,0.29,,19000000.0,49000000.0,67000000.0,-18000000.0,46000000.0,3000000.0,1832000000.0,2330000000.0,,,5000000.0,,,81000000.0,,335000000.0,1832000000.0,498000000.0,1000000.0,416000000.0,82000000.0,4000000.0,86000000.0,2330000000.0,157100000.0,157800000.0,160700000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.06,1.06,1.05,,-4000000.0,172000000.0,213000000.0,-39000000.0,168000000.0,6000000.0,3780000000.0,4836000000.0,-2000000.0,-2000000.0,-7000000.0,,,159000000.0,,679000000.0,3780000000.0,1056000000.0,2000000.0,838000000.0,218000000.0,-9000000.0,209000000.0,4836000000.0,157100000.0,157800000.0,160700000.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q2,2011-04-01,2011-06-30,2012-07-31 16:35:13+00:00,0.21,0.21,0.21,,13000000.0,35000000.0,47000000.0,-12000000.0,33000000.0,2000000.0,993000000.0,1272000000.0,,,-1000000.0,,,41000000.0,,176000000.0,993000000.0,279000000.0,1000000.0,217000000.0,62000000.0,-2000000.0,60000000.0,1272000000.0,157100000.0,157800000.0,160700000.0
