company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2009.0,FY,,2009-12-31,2011-02-24 18:55:54+00:00,557000000.0,896000000.0,-1509000000.0,279000000.0,451000000.0,,272000000.0,329000000.0,125000000.0,244000000.0,100000000.0,,,11000000.0,686000000.0,356000000.0,28000000.0,165000000.0,617000000.0,1623000000.0,266000000.0,367000000.0,,478000000.0,42000000.0,,,1801000000.0,4000000.0,4094000000.0,564000000.0,2299000000.0,1382000000.0,564000000.0,592000000.0,3502000000.0,4094000000.0,1439000000.0,2120000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,FY,,2010-12-31,2012-02-28 16:56:50+00:00,499000000.0,928000000.0,-1335000000.0,244000000.0,496000000.0,0.0,283000000.0,362000000.0,175000000.0,286000000.0,115000000.0,,15000000.0,10000000.0,741000000.0,429000000.0,33000000.0,165000000.0,630000000.0,1568000000.0,313000000.0,379000000.0,,408000000.0,42000000.0,0.0,,1935000000.0,1000000.0,4361000000.0,883000000.0,2478000000.0,1416000000.0,883000000.0,916000000.0,3445000000.0,4361000000.0,1454000000.0,2029000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q3,,2010-09-30,2010-10-29 11:13:42+00:00,567000000.0,957000000.0,-1386000000.0,269000000.0,360000000.0,,273000000.0,348000000.0,173000000.0,272000000.0,101000000.0,,,10000000.0,815000000.0,410000000.0,34000000.0,144000000.0,618000000.0,1575000000.0,354000000.0,373000000.0,,431000000.0,42000000.0,,,1896000000.0,,4318000000.0,783000000.0,2486000000.0,1461000000.0,783000000.0,817000000.0,3501000000.0,4318000000.0,1422000000.0,2040000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2010.0,Q2,,2010-06-30,2010-08-02 16:14:41+00:00,546000000.0,879000000.0,-1419000000.0,281000000.0,447000000.0,,284000000.0,345000000.0,153000000.0,249000000.0,99000000.0,,,10000000.0,729000000.0,392000000.0,31000000.0,158000000.0,596000000.0,1566000000.0,294000000.0,326000000.0,,440000000.0,31000000.0,,,1813000000.0,,4125000000.0,678000000.0,2349000000.0,1370000000.0,678000000.0,709000000.0,3416000000.0,4125000000.0,1384000000.0,2046000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,FY,,2011-12-31,2013-03-01 18:07:28+00:00,525000000.0,1032000000.0,-1492000000.0,220000000.0,398000000.0,0.0,289000000.0,418000000.0,221000000.0,339000000.0,913000000.0,,312000000.0,852000000.0,774000000.0,365000000.0,35000000.0,148000000.0,714000000.0,1918000000.0,311000000.0,394000000.0,,433000000.0,59000000.0,15000000.0,,1988000000.0,1000000.0,5591000000.0,785000000.0,2515000000.0,1559000000.0,785000000.0,820000000.0,4756000000.0,5591000000.0,2711000000.0,3197000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q3,,2011-09-30,2011-11-04 17:09:50+00:00,568000000.0,1128000000.0,-1229000000.0,201000000.0,341000000.0,0.0,254000000.0,419000000.0,205000000.0,309000000.0,918000000.0,,328000000.0,1061000000.0,850000000.0,459000000.0,38000000.0,149000000.0,554000000.0,1523000000.0,365000000.0,443000000.0,,428000000.0,50000000.0,,,1997000000.0,1000000.0,5680000000.0,1022000000.0,2684000000.0,1636000000.0,1022000000.0,1060000000.0,4620000000.0,5680000000.0,2537000000.0,2984000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q2,,2011-06-30,2011-07-29 16:18:09+00:00,548000000.0,980000000.0,-1263000000.0,221000000.0,457000000.0,0.0,241000000.0,396000000.0,171000000.0,325000000.0,115000000.0,,,10000000.0,810000000.0,453000000.0,37000000.0,136000000.0,628000000.0,1583000000.0,328000000.0,402000000.0,,408000000.0,40000000.0,,,1981000000.0,1000000.0,4504000000.0,959000000.0,2575000000.0,1518000000.0,959000000.0,996000000.0,3508000000.0,4504000000.0,1476000000.0,1990000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2011.0,Q1,,2011-03-31,2011-05-02 16:54:23+00:00,540000000.0,946000000.0,-1296000000.0,237000000.0,480000000.0,,263000000.0,424000000.0,150000000.0,314000000.0,116000000.0,,,10000000.0,793000000.0,434000000.0,35000000.0,138000000.0,624000000.0,1590000000.0,349000000.0,389000000.0,,416000000.0,43000000.0,,,1948000000.0,1000000.0,4472000000.0,915000000.0,2568000000.0,1504000000.0,915000000.0,950000000.0,3522000000.0,4472000000.0,1470000000.0,2018000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2012.0,FY,,2012-12-31,2014-02-26 20:31:24+00:00,611000000.0,1086000000.0,-37000000.0,171000000.0,1069000000.0,0.0,360000000.0,455000000.0,186000000.0,368000000.0,1003000000.0,,304000000.0,1891000000.0,797000000.0,308000000.0,30000000.0,138000000.0,532000000.0,1051000000.0,454000000.0,418000000.0,,448000000.0,79000000.0,15000000.0,0.0,929000000.0,72000000.0,6369000000.0,1252000000.0,3406000000.0,1742000000.0,1252000000.0,1282000000.0,5072000000.0,6369000000.0,2655000000.0,3330000000.0,0.0
NCR Corp,NCR,549300YKTY8JX1DV2R67,70866,2012.0,Q3,,2012-09-30,2012-10-26 16:04:22+00:00,612000000.0,1124000000.0,-1507000000.0,188000000.0,581000000.0,0.0,339000000.0,477000000.0,193000000.0,355000000.0,966000000.0,,299000000.0,1408000000.0,826000000.0,303000000.0,36000000.0,161000000.0,717000000.0,1449000000.0,425000000.0,394000000.0,,438000000.0,62000000.0,14000000.0,,2154000000.0,54000000.0,6034000000.0,986000000.0,2956000000.0,1730000000.0,986000000.0,1022000000.0,4998000000.0,6034000000.0,2775000000.0,3268000000.0,0.0
