company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 12:51:03+00:00,-812757000.0,161043000.0,448102000.0,132757000.0,363701000.0,160457000.0,66996000.0,153983000.0,116665000.0,1062108000.0,-1389928000.0,-924048000.0,2484297000.0,-1389928000.0,-924048000.0,2484297000.0,237317000.0,1869862000.0,1869862000.0,-64292000.0,16212000.0,-2664000.0,-502430000.0,-28734000.0,-353355000.0,-284722000.0,-1757761000.0,-40000000.0,91184000.0,21821000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,Q4,2008-10-01,2008-12-31,,-222743000.0,51477000.0,128065000.0,91201000.0,83015000.0,106053000.0,-62163000.0,162526000.0,10856000.0,351545000.0,-351590000.0,-300352000.0,589437000.0,-351590000.0,-300352000.0,589437000.0,-124668000.0,233774000.0,233774000.0,58645000.0,29000.0,-92503000.0,-158461000.0,-16474000.0,-88017000.0,-156548000.0,-399011000.0,,5394000.0,7938000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 14:40:22+00:00,-1546982000.0,324292000.0,619885000.0,157175000.0,367615000.0,106053000.0,-82002000.0,-3112000.0,56189000.0,1629036000.0,-461479000.0,-1763317000.0,2222224000.0,-461479000.0,-1763317000.0,2222224000.0,-84574000.0,1519003000.0,1519003000.0,14426000.0,4003000.0,9182000.0,-598690000.0,-19583000.0,-362312000.0,-161423000.0,-1390594000.0,,26932000.0,23393000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,Q3,2008-07-01,2008-09-30,,-646045000.0,87188000.0,183630000.0,25069000.0,94825000.0,,-33435000.0,85314000.0,10138000.0,737745000.0,196307000.0,-624187000.0,688759000.0,196307000.0,-624187000.0,688759000.0,227444000.0,453518000.0,453518000.0,-32086000.0,561000.0,99828000.0,-145423000.0,-641000.0,-89308000.0,-705000.0,-406009000.0,,7114000.0,4865000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 13:08:42+00:00,-1324239000.0,272815000.0,491820000.0,65974000.0,284600000.0,,-19839000.0,-165638000.0,45333000.0,1277491000.0,-109889000.0,-1462965000.0,1632787000.0,-109889000.0,-1462965000.0,1632787000.0,40094000.0,1285229000.0,1285229000.0,-44219000.0,3974000.0,101685000.0,-440229000.0,-3109000.0,-274295000.0,-4875000.0,-991583000.0,,21538000.0,15455000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 16:54:18+00:00,-678194000.0,185627000.0,308190000.0,40905000.0,189775000.0,,13596000.0,-250952000.0,35195000.0,539746000.0,-306196000.0,-838778000.0,944028000.0,-306196000.0,-838778000.0,944028000.0,-187350000.0,831711000.0,831711000.0,-12133000.0,3413000.0,1857000.0,-294806000.0,-2468000.0,-184987000.0,-4170000.0,-585574000.0,,14424000.0,10590000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q4,2009-10-01,2009-12-31,,-163062000.0,54559000.0,87282000.0,115537000.0,103890000.0,943000.0,-35275000.0,-194781000.0,46405000.0,-4679000.0,26576000.0,-233301000.0,527273000.0,26576000.0,-233301000.0,527273000.0,285273000.0,533088000.0,533088000.0,30517000.0,3442000.0,12599000.0,-155282000.0,-16099000.0,-81386000.0,136690000.0,,,9651000.0,4053000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 13:18:59+00:00,-281404000.0,308615000.0,355069000.0,156144000.0,376226000.0,17259000.0,87951000.0,409137000.0,101733000.0,2153440000.0,-1256324000.0,-514000000.0,2167552000.0,-1256324000.0,-514000000.0,2167552000.0,485179000.0,972697000.0,972697000.0,100877000.0,4051000.0,-23481000.0,-619681000.0,-17586000.0,-255739000.0,-2895867000.0,,,20215000.0,26736000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q3TTM,2008-10-01,2009-09-30,,-341085000.0,305533000.0,395852000.0,131808000.0,355351000.0,122369000.0,61063000.0,766444000.0,66184000.0,2509664000.0,-1634490000.0,-581051000.0,2229716000.0,-1634490000.0,-581051000.0,2229716000.0,75238000.0,673383000.0,673383000.0,129005000.0,638000.0,-128583000.0,-622860000.0,-17961000.0,-262370000.0,-3189105000.0,-399011000.0,,15958000.0,30621000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q3,2009-07-01,2009-09-30,,-4702000.0,61542000.0,84937000.0,14042000.0,89703000.0,631000.0,25725000.0,98890000.0,39373000.0,124000.0,-219770000.0,-48698000.0,569196000.0,-219770000.0,-48698000.0,569196000.0,326453000.0,302418000.0,302418000.0,16643000.0,581000.0,-4914000.0,-154892000.0,-964000.0,-53015000.0,-104956000.0,,,6488000.0,7778000.0
