company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,FY,,2008-12-31,2010-02-26 12:51:03+00:00,683991000.0,2571987000.0,1315106000.0,3553303000.0,-253211000.0,742950000.0,110815000.0,206496000.0,216751000.0,154726000.0,4517550000.0,5662735000.0,1779669000.0,1247883000.0,465894000.0,1774697000.0,2109432000.0,11616000.0,,75999000.0,125089000.0,,82071000.0,20546000.0,501028000.0,1330395000.0,375778000.0,9196465000.0,2433973000.0,15203551000.0,7663475000.0,5753979000.0,4825093000.0,7663475000.0,7675091000.0,7528460000.0,15203551000.0,7340140000.0,2703367000.0,-1390594000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,FY,,2009-12-31,2011-02-28 14:40:22+00:00,689572000.0,2491492000.0,1359394000.0,3920003000.0,400726000.0,1318772000.0,276335000.0,231858000.0,417267000.0,155724000.0,4860732000.0,6056530000.0,1723417000.0,2914874000.0,451293000.0,1356233000.0,2136527000.0,9669000.0,,673044000.0,207677000.0,,,,562376000.0,1305919000.0,276240000.0,9521740000.0,213681000.0,16081984000.0,8808207000.0,5674595000.0,2835638000.0,8808207000.0,8817876000.0,7264108000.0,16081984000.0,8270862000.0,4428470000.0,-1390594000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q3,,2009-09-30,2009-10-30 13:08:42+00:00,626314000.0,2410667000.0,1391824000.0,3841372000.0,249471000.0,942856000.0,204595000.0,243284000.0,225751000.0,155282000.0,4721777000.0,5948475000.0,1652292000.0,2869377000.0,456450000.0,1361201000.0,2107103000.0,8757000.0,,81870000.0,71468000.0,,0.0,0.0,579633000.0,1234447000.0,327083000.0,9170064000.0,67460000.0,14884216000.0,8233536000.0,5285091000.0,2466631000.0,8233536000.0,8242293000.0,6641923000.0,14884216000.0,7492022000.0,4175292000.0,-1390594000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q2,,2009-06-30,2009-08-07 16:54:18+00:00,575001000.0,2393176000.0,1326115000.0,-3793006000.0,130361000.0,616403000.0,151439000.0,218125000.0,206219000.0,154892000.0,4677193000.0,5930988000.0,1696585000.0,2855812000.0,450889000.0,1438637000.0,2137982000.0,11991000.0,,82448000.0,139167000.0,,12229000.0,5454000.0,564584000.0,1372380000.0,453424000.0,9022927000.0,180511000.0,14741675000.0,7914133000.0,5131994000.0,2448192000.0,7926124000.0,7938115000.0,6815551000.0,14741675000.0,7471699000.0,4367359000.0,-1390594000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2010.0,FY,,2010-12-31,2012-02-17 13:18:59+00:00,749489000.0,2581592000.0,1391396000.0,3995538000.0,427155000.0,1186367000.0,466191000.0,301486000.0,386498000.0,169233000.0,4971818000.0,6061694000.0,1731016000.0,2542087000.0,440760000.0,1634856000.0,2066156000.0,11389000.0,,615326000.0,194590000.0,,,,616747000.0,1080783000.0,266187000.0,10407946000.0,326236000.0,16412311000.0,9560610000.0,5970488000.0,3022852000.0,9560610000.0,9571999000.0,6840312000.0,16412311000.0,8375667000.0,3817460000.0,-1740682000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2010.0,Q3,,2010-09-30,2010-10-29 12:44:49+00:00,722923000.0,2627696000.0,1392438000.0,3849110000.0,62670000.0,1649101000.0,382779000.0,227338000.0,292480000.0,168617000.0,4729679000.0,5801677000.0,1669529000.0,2737374000.0,437967000.0,1544728000.0,1952567000.0,10332000.0,,594044000.0,182329000.0,,,,585098000.0,1271918000.0,285977000.0,10175663000.0,644883000.0,16303724000.0,8880430000.0,6334840000.0,3221341000.0,8880430000.0,8890762000.0,7412962000.0,16303724000.0,8016317000.0,4191621000.0,-1740682000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2010.0,Q2,,2010-06-30,2010-08-06 10:28:46+00:00,731714000.0,2582663000.0,1273037000.0,3759958000.0,-162181000.0,1265237000.0,349835000.0,217032000.0,309804000.0,156088000.0,4672253000.0,5703836000.0,1712933000.0,2724342000.0,445156000.0,1458179000.0,1943878000.0,9800000.0,,589752000.0,179674000.0,,,,541517000.0,1259519000.0,243359000.0,9925004000.0,305917000.0,15671959000.0,8722064000.0,5766470000.0,2776560000.0,8722064000.0,8731864000.0,6940095000.0,15671959000.0,7961611000.0,4163535000.0,-1390594000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2010.0,Q1,,2010-03-31,2010-05-06 18:08:45+00:00,696293000.0,2450438000.0,1282647000.0,3843118000.0,169493000.0,1417566000.0,294039000.0,229049000.0,381481000.0,155770000.0,4742039000.0,5878621000.0,1677346000.0,2807180000.0,445707000.0,1413084000.0,2035503000.0,9735000.0,,623196000.0,187056000.0,,,,550416000.0,1288772000.0,282214000.0,9660300000.0,324386000.0,15866558000.0,8733238000.0,5792351000.0,2840577000.0,8733238000.0,8742973000.0,7123585000.0,15866558000.0,8038704000.0,4283008000.0,-1390594000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2011.0,FY,,2011-12-31,2013-02-19 12:06:38+00:00,697000000.0,2819000000.0,1435000000.0,,224000000.0,1178000000.0,691000000.0,366000000.0,62000000.0,174000000.0,5198000000.0,,2233000000.0,3488000000.0,409000000.0,1716000000.0,2025000000.0,17000000.0,,634000000.0,117000000.0,,386000000.0,107000000.0,636000000.0,1368000000.0,384000000.0,11794000000.0,502000000.0,17984000000.0,10017000000.0,6849000000.0,2977000000.0,10017000000.0,10034000000.0,7950000000.0,17984000000.0,9110000000.0,4973000000.0,-2692000000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2011.0,Q3,,2011-09-30,2011-10-28 09:59:28+00:00,770386000.0,2985354000.0,1483243000.0,4058957000.0,341207000.0,1318885000.0,662131000.0,326228000.0,70422000.0,173950000.0,5123433000.0,6096891000.0,2308264000.0,3522123000.0,424441000.0,1794327000.0,2037934000.0,14563000.0,,519103000.0,122566000.0,,411515000.0,97091000.0,615671000.0,1230669000.0,498110000.0,11526086000.0,1040806000.0,18363265000.0,9837446000.0,7334419000.0,3635898000.0,9837446000.0,9852009000.0,8511256000.0,18363265000.0,8990912000.0,4875358000.0,-2691978000.0
