company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 12:51:03+00:00,145702000.0,3.39,3.39,,3.36,2154000.0,756249000.0,1869862000.0,1827691000.0,42171000.0,1869862000.0,10430965000.0,16110267000.0,58269000.0,,2903680000.0,10430965000.0,5679302000.0,102095000.0,3051536000.0,2627766000.0,-43826000.0,2583940000.0,16110267000.0,551600000.0,551600000.0,556500000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 14:40:22+00:00,184410000.0,2.93,2.93,1.15,2.91,1575000.0,660445000.0,1519003000.0,1691093000.0,-172090000.0,1519003000.0,11186871000.0,17100341000.0,4710000.0,,3226199000.0,11186871000.0,5913470000.0,154458000.0,3412184000.0,2501286000.0,-149748000.0,2351538000.0,17100341000.0,518609000.0,518609000.0,518609000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,Q3,2008-07-01,2008-09-30,2009-10-30 13:08:42+00:00,50491000.0,0.88,0.88,0.59,0.87,0.0,184935000.0,453518000.0,464586000.0,-11068000.0,453518000.0,2936599000.0,4464621000.0,16763000.0,,806533000.0,2936599000.0,1528022000.0,38240000.0,857024000.0,670998000.0,-21477000.0,649521000.0,4464621000.0,515400000.0,517914000.0,521086000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:54:18+00:00,42303000.0,1.01,1.01,0.56,1.01,0.0,216161000.0,528090000.0,528704000.0,-614000.0,528090000.0,2941457000.0,4555881000.0,24294000.0,,814962000.0,2941457000.0,1614424000.0,36588000.0,857265000.0,757159000.0,-12294000.0,744865000.0,4555881000.0,522900000.0,521488000.0,525209000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q4,2009-10-01,2009-12-31,,45410000.0,1.07,1.07,-0.62,1.07,3571000.0,-56518000.0,533088000.0,494747000.0,38341000.0,533088000.0,2237125000.0,3453357000.0,8587000.0,,694012000.0,2237125000.0,1216232000.0,43597000.0,742993000.0,473239000.0,-35010000.0,438229000.0,3453357000.0,500177000.0,500177000.0,500177000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 13:18:59+00:00,197469000.0,1.94,1.94,1.24,1.94,105568000.0,245282000.0,972697000.0,968638000.0,4059000.0,972697000.0,8953380000.0,13572996000.0,-4454000.0,,2933616000.0,8953380000.0,4619616000.0,164589000.0,3236653000.0,1382963000.0,-169043000.0,1213920000.0,13572996000.0,500177000.0,500177000.0,500177000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q3YTD,2009-01-01,2009-09-30,,152059000.0,0.87,0.87,1.86,0.87,101997000.0,301800000.0,439609000.0,473891000.0,-34282000.0,439609000.0,6716255000.0,10119639000.0,-13041000.0,,2239604000.0,6716255000.0,3403384000.0,120992000.0,2493660000.0,909724000.0,-134033000.0,775691000.0,10119639000.0,504000000.0,500313000.0,502187000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 12:44:49+00:00,49542000.0,0.6,0.6,0.62,0.6,12000000.0,146100000.0,302418000.0,302964000.0,-546000.0,302418000.0,2315175000.0,3580354000.0,11139000.0,,720042000.0,2315175000.0,1265179000.0,45670000.0,781584000.0,483595000.0,-34531000.0,449064000.0,3580354000.0,504000000.0,500313000.0,502187000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q2YTD,2009-01-01,2009-06-30,,102517000.0,0.27,0.27,1.24,0.27,89997000.0,155700000.0,137191000.0,170927000.0,-33736000.0,137191000.0,4401080000.0,6539285000.0,-24180000.0,,1519562000.0,4401080000.0,2138205000.0,75322000.0,1712076000.0,426129000.0,-99502000.0,326627000.0,6539285000.0,504500000.0,499389000.0,500875000.0
Illinois Tool Works Inc,ITW,76NA4I14SZCFAYMNSV04,49826,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 10:28:46+00:00,51947000.0,0.35,0.35,0.62,0.35,,92167000.0,176565000.0,178943000.0,-2378000.0,176565000.0,2248253000.0,3392906000.0,-19839000.0,,757871000.0,2248253000.0,1144653000.0,43886000.0,809818000.0,334835000.0,-63725000.0,271110000.0,3392906000.0,504500000.0,499389000.0,500875000.0
