company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fox Corp,FOXA,,1754301,2017.0,FY,2016-07-01,2017-06-30,2019-08-09 16:47:13+00:00,2.21,2.21,,169000000.0,2.21,832000000.0,1409000000.0,1409000000.0,1372000000.0,37000000.0,9921000000.0,-131000000.0,165000000.0,7192000000.0,9921000000.0,23000000.0,0.0,7526000000.0,2395000000.0,-154000000.0,2241000000.0,9921000000.0,620800000.0,620800000.0,620800000.0
Fox Corp,FOXA,,1754301,2018.0,FY,2017-07-01,2018-06-30,2019-08-09 16:47:13+00:00,3.52,3.52,,171000000.0,3.52,-58000000.0,2228000000.0,2228000000.0,2187000000.0,41000000.0,10153000000.0,-39000000.0,16000000.0,7714000000.0,10153000000.0,43000000.0,0.0,7901000000.0,2252000000.0,-82000000.0,2170000000.0,10153000000.0,621300000.0,621300000.0,621300000.0
Fox Corp,FOXA,,1754301,2018.0,Q3,2018-01-01,2018-03-31,2019-05-10 16:25:06+00:00,0.74,0.74,,43000000.0,0.74,188000000.0,466000000.0,466000000.0,457000000.0,9000000.0,2463000000.0,23000000.0,14000000.0,1768000000.0,2463000000.0,7000000.0,0.0,1825000000.0,638000000.0,16000000.0,654000000.0,2463000000.0,617600000.0,621000000.0,621000000.0
Fox Corp,FOXA,,1754301,2018.0,Q2,2017-10-01,2017-12-31,2019-03-18 16:41:05+00:00,,,,42000000.0,,-570000000.0,882000000.0,882000000.0,869000000.0,13000000.0,3108000000.0,-93000000.0,,2655000000.0,3108000000.0,6000000.0,,2697000000.0,411000000.0,-99000000.0,312000000.0,3108000000.0,,,
Fox Corp,FOXA,,1754301,2019.0,FY,2018-07-01,2019-06-30,2019-08-09 16:47:13+00:00,2.57,2.57,,212000000.0,2.57,581000000.0,1643000000.0,1643000000.0,1595000000.0,48000000.0,11389000000.0,-19000000.0,26000000.0,8746000000.0,11389000000.0,203000000.0,41000000.0,8984000000.0,2405000000.0,-181000000.0,2224000000.0,11389000000.0,620600000.0,620600000.0,620600000.0
Fox Corp,FOXA,,1754301,2019.0,Q4,2019-04-01,2019-06-30,,0.74,0.74,,60000000.0,0.74,191000000.0,465000000.0,465000000.0,454000000.0,11000000.0,2513000000.0,97000000.0,12000000.0,1813000000.0,2513000000.0,91000000.0,22000000.0,1885000000.0,628000000.0,28000000.0,656000000.0,2513000000.0,620600000.0,620600000.0,620600000.0
Fox Corp,FOXA,,1754301,2019.0,Q3,2019-01-01,2019-03-31,2020-05-06 17:52:00+00:00,0.85,0.85,,58000000.0,0.85,167000000.0,539000000.0,539000000.0,529000000.0,10000000.0,2752000000.0,84000000.0,14000000.0,1996000000.0,2752000000.0,81000000.0,19000000.0,2068000000.0,684000000.0,22000000.0,706000000.0,2752000000.0,622400000.0,621000000.0,621000000.0
Fox Corp,FOXA,,1754301,2019.0,Q3YTD,2018-07-01,2019-03-31,,1.83,1.83,,152000000.0,1.83,390000000.0,1178000000.0,1178000000.0,1141000000.0,37000000.0,8876000000.0,-116000000.0,14000000.0,6933000000.0,8876000000.0,112000000.0,19000000.0,7099000000.0,1777000000.0,-209000000.0,1568000000.0,8876000000.0,622400000.0,621000000.0,621000000.0
Fox Corp,FOXA,,1754301,2019.0,Q2,2018-10-01,2018-12-31,2020-02-05 17:31:05+00:00,0.01,0.01,,51000000.0,0.01,7000000.0,24000000.0,24000000.0,8000000.0,16000000.0,3583000000.0,-339000000.0,0.0,3147000000.0,3583000000.0,15000000.0,0.0,3198000000.0,385000000.0,-354000000.0,31000000.0,3583000000.0,800000000.0,621000000.0,621000000.0
Fox Corp,FOXA,,1754301,2019.0,Q2YTD,2018-07-01,2018-12-31,,0.98,0.98,,94000000.0,0.98,223000000.0,639000000.0,639000000.0,612000000.0,27000000.0,6124000000.0,-200000000.0,,4937000000.0,6124000000.0,31000000.0,,5031000000.0,1093000000.0,-231000000.0,862000000.0,6124000000.0,800000000.0,621000000.0,621000000.0
