company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Fox Corp,FOXA,,1754301,2017.0,FY,2016-07-01,2017-06-30,2019-08-09 16:47:13+00:00,,57000000.0,169000000.0,0.0,-276000000.0,0.0,-1431000000.0,-242000000.0,1655000000.0,-1431000000.0,-242000000.0,1655000000.0,-18000000.0,1409000000.0,1409000000.0,296000000.0,-1395000000.0,-38000000.0,-35000000.0,-13000000.0,-191000000.0,-1000000.0,,
Fox Corp,FOXA,,1754301,2018.0,FY,2017-07-01,2018-06-30,2019-08-09 16:47:13+00:00,,53000000.0,171000000.0,354000000.0,-1190000000.0,0.0,1036000000.0,128000000.0,1317000000.0,1036000000.0,128000000.0,1317000000.0,2481000000.0,2228000000.0,2228000000.0,55000000.0,1113000000.0,-11000000.0,-41000000.0,0.0,-215000000.0,-36000000.0,,
Fox Corp,FOXA,,1754301,2018.0,Q4,2018-04-01,2018-06-30,,,10000000.0,45000000.0,,28000000.0,,256000000.0,-69000000.0,532000000.0,256000000.0,-69000000.0,532000000.0,719000000.0,480000000.0,480000000.0,-31000000.0,268000000.0,-2000000.0,24000000.0,,-67000000.0,-36000000.0,,
Fox Corp,FOXA,,1754301,2018.0,Q3YTD,2017-07-01,2018-03-31,2019-05-10 16:25:06+00:00,,43000000.0,126000000.0,354000000.0,-1218000000.0,0.0,780000000.0,197000000.0,785000000.0,780000000.0,197000000.0,785000000.0,1762000000.0,1748000000.0,1748000000.0,86000000.0,845000000.0,-9000000.0,-65000000.0,0.0,-148000000.0,,,
Fox Corp,FOXA,,1754301,2018.0,Q3,2018-01-01,2018-03-31,,,11000000.0,43000000.0,,309000000.0,,947000000.0,-42000000.0,820000000.0,947000000.0,-42000000.0,820000000.0,1725000000.0,466000000.0,466000000.0,-9000000.0,975000000.0,-6000000.0,-28000000.0,,-36000000.0,,,
Fox Corp,FOXA,,1754301,2018.0,Q2YTD,2017-07-01,2017-12-31,2019-03-18 16:41:05+00:00,,32000000.0,83000000.0,354000000.0,-1527000000.0,,-167000000.0,239000000.0,-35000000.0,-167000000.0,239000000.0,-35000000.0,37000000.0,1282000000.0,1282000000.0,95000000.0,-130000000.0,-3000000.0,-37000000.0,0.0,-112000000.0,,,
Fox Corp,FOXA,,1754301,2019.0,FY,2018-07-01,2019-06-30,2019-08-09 16:47:13+00:00,,38000000.0,212000000.0,0.0,550000000.0,6768000000.0,-1153000000.0,-637000000.0,2524000000.0,-1153000000.0,-637000000.0,2524000000.0,734000000.0,1643000000.0,1643000000.0,81000000.0,-7733000000.0,-64000000.0,-188000000.0,-338000000.0,-235000000.0,,,
Fox Corp,FOXA,,1754301,2019.0,Q4,2019-04-01,2019-06-30,,,9000000.0,60000000.0,,420000000.0,-3000000.0,-158000000.0,-326000000.0,900000000.0,-158000000.0,-326000000.0,900000000.0,416000000.0,465000000.0,465000000.0,-54000000.0,,,-155000000.0,-238000000.0,-88000000.0,,,
Fox Corp,FOXA,,1754301,2019.0,Q3YTD,2018-07-01,2019-03-31,2020-05-06 17:52:00+00:00,0.0,29000000.0,152000000.0,,130000000.0,6771000000.0,-995000000.0,-311000000.0,1624000000.0,-995000000.0,-311000000.0,1624000000.0,318000000.0,1178000000.0,1178000000.0,135000000.0,-7733000000.0,-64000000.0,-33000000.0,-100000000.0,-147000000.0,,0.0,0.0
Fox Corp,FOXA,,1754301,2019.0,Q3TTM,2018-04-01,2019-03-31,,,39000000.0,197000000.0,,158000000.0,6771000000.0,-739000000.0,-380000000.0,2156000000.0,-739000000.0,-380000000.0,2156000000.0,1037000000.0,1658000000.0,1658000000.0,104000000.0,-7465000000.0,-66000000.0,-9000000.0,-100000000.0,-214000000.0,-36000000.0,,
Fox Corp,FOXA,,1754301,2019.0,Q3,2019-01-01,2019-03-31,,,10000000.0,58000000.0,,1046000000.0,6771000000.0,-661000000.0,-60000000.0,1588000000.0,-661000000.0,-60000000.0,1588000000.0,867000000.0,539000000.0,539000000.0,-65000000.0,-7421000000.0,-1000000.0,-11000000.0,,-59000000.0,,,
Fox Corp,FOXA,,1754301,2019.0,Q2YTD,2018-07-01,2018-12-31,2020-02-05 17:31:05+00:00,0.0,19000000.0,94000000.0,,-916000000.0,,-334000000.0,-251000000.0,36000000.0,-334000000.0,-251000000.0,36000000.0,-549000000.0,639000000.0,639000000.0,200000000.0,-312000000.0,-63000000.0,-22000000.0,-100000000.0,-88000000.0,0.0,0.0,
Fox Corp,FOXA,,1754301,2019.0,Q2,2018-10-01,2018-12-31,,,9000000.0,51000000.0,,-634000000.0,,-550000000.0,-44000000.0,-211000000.0,-550000000.0,-44000000.0,-211000000.0,-805000000.0,24000000.0,24000000.0,339000000.0,-541000000.0,2000000.0,-22000000.0,,-46000000.0,13000000.0,,
Fox Corp,FOXA,,1754301,2019.0,Q2TTM,2018-01-01,2018-12-31,,,40000000.0,182000000.0,,-579000000.0,,869000000.0,-362000000.0,1388000000.0,869000000.0,-362000000.0,1388000000.0,1895000000.0,1585000000.0,1585000000.0,160000000.0,931000000.0,-71000000.0,-26000000.0,-100000000.0,-191000000.0,-36000000.0,,
Fox Corp,FOXA,,1754301,2019.0,Q1,2018-07-01,2018-09-30,2019-11-06 17:19:28+00:00,,10000000.0,43000000.0,,-282000000.0,,216000000.0,-207000000.0,247000000.0,216000000.0,-207000000.0,247000000.0,256000000.0,615000000.0,615000000.0,-139000000.0,229000000.0,-65000000.0,,-100000000.0,-42000000.0,-13000000.0,,
