company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2008.0,FY,,2008-12-31,2010-02-26 16:09:10+00:00,4733000000.0,3150000000.0,-593000000.0,963000000.0,1285000000.0,,7463000000.0,,1694000000.0,400000000.0,1447000000.0,7087000000.0,2080000000.0,3507000000.0,29414000000.0,,,3330000000.0,1609000000.0,469000000.0,,461000000.0,828000000.0,,,873000000.0,535000000.0,,,,17259000000.0,98000000.0,,42686000000.0,21409000000.0,8403000000.0,7753000000.0,21409000000.0,21409000000.0,21277000000.0,42686000000.0,4869000000.0,13524000000.0,0.0,-2720000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,FY,,2009-12-31,2011-02-25 19:57:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21910000000.0,,,,21910000000.0,,,4294000000.0,16085000000.0,,
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,Q3,,2009-09-30,2009-11-06 14:56:32+00:00,6055000000.0,4368000000.0,-554000000.0,965000000.0,1370000000.0,,7499000000.0,,1204000000.0,367000000.0,1424000000.0,8581000000.0,1991000000.0,3680000000.0,31115000000.0,,,3725000000.0,1395000000.0,453000000.0,,208000000.0,513000000.0,,,806000000.0,414000000.0,,,,17857000000.0,105000000.0,,45415000000.0,22091000000.0,9626000000.0,8244000000.0,22091000000.0,22091000000.0,23324000000.0,45415000000.0,4674000000.0,15080000000.0,0.0,-2711000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,Q2,,2009-06-30,2009-08-28 13:09:00+00:00,5542000000.0,3929000000.0,-578000000.0,982000000.0,1496000000.0,,7490000000.0,,1114000000.0,310000000.0,1423000000.0,8518000000.0,2035000000.0,3498000000.0,30452000000.0,,,3312000000.0,1636000000.0,457000000.0,,191000000.0,704000000.0,,,960000000.0,407000000.0,,,,17614000000.0,103000000.0,,44441000000.0,21813000000.0,9114000000.0,7773000000.0,21813000000.0,21813000000.0,22628000000.0,44441000000.0,4875000000.0,14855000000.0,0.0,-2713000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2010.0,FY,,2010-12-31,2012-02-29 15:09:41+00:00,8049000000.0,6030000000.0,-997000000.0,1354000000.0,3951000000.0,,7526000000.0,,1771000000.0,418000000.0,1380000000.0,7601000000.0,1802000000.0,3453000000.0,32222000000.0,0.0,,3569000000.0,2171000000.0,,,303000000.0,580000000.0,,,781000000.0,435000000.0,,,92000000.0,19907000000.0,295000000.0,,50014000000.0,23771000000.0,13829000000.0,11113000000.0,23771000000.0,23771000000.0,26243000000.0,50014000000.0,3963000000.0,15130000000.0,0.0,-2665000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2010.0,Q3,,2010-09-30,2010-11-05 17:43:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23356000000.0,,,23356000000.0,,,,4536000000.0,15163000000.0,,
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2010.0,Q2,,2010-06-30,2010-09-02 14:08:57+00:00,6832000000.0,5028000000.0,-855000000.0,1148000000.0,2062000000.0,,7524000000.0,,1511000000.0,312000000.0,1383000000.0,7829000000.0,1868000000.0,3586000000.0,31703000000.0,,,4013000000.0,1989000000.0,,,584000000.0,546000000.0,,,1282000000.0,374000000.0,,,,18859000000.0,101000000.0,,47496000000.0,22841000000.0,11260000000.0,9302000000.0,22841000000.0,22841000000.0,24655000000.0,47496000000.0,4533000000.0,15353000000.0,0.0,-2687000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2010.0,Q1,,2010-03-31,2010-05-10 15:50:10+00:00,7202000000.0,4952000000.0,-925000000.0,1121000000.0,2718000000.0,,7520000000.0,,1087000000.0,360000000.0,1414000000.0,8440000000.0,2004000000.0,3848000000.0,31674000000.0,,,4099000000.0,2078000000.0,320000000.0,,221000000.0,638000000.0,,,574000000.0,375000000.0,,,,18328000000.0,98000000.0,,47725000000.0,22227000000.0,11739000000.0,9385000000.0,22227000000.0,22227000000.0,25498000000.0,47725000000.0,4312000000.0,16113000000.0,0.0,-2696000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2011.0,FY,,2011-12-31,2013-02-22 12:40:55+00:00,1882000000.0,1952000000.0,-370000000.0,1510000000.0,493000000.0,0.0,7450000000.0,,2015000000.0,193000000.0,536000000.0,4674000000.0,1383000000.0,361000000.0,25324000000.0,7000000.0,,2544000000.0,789000000.0,,,418000000.0,163000000.0,,,904000000.0,301000000.0,,,,12788000000.0,141000000.0,,31371000000.0,17152000000.0,3224000000.0,4394000000.0,17152000000.0,17159000000.0,14212000000.0,31371000000.0,2823000000.0,9818000000.0,0.0,-2716000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2011.0,Q3,,2011-09-30,2011-11-04 12:20:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16748000000.0,,,16748000000.0,,,,3069000000.0,9660000000.0,,
