company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:09:10+00:00,5.73,5.73,0.92,1564000000.0,5.69,454000000.0,0.0,2802000000.0,,3956000000.0,3766000000.0,190000000.0,3956000000.0,49129000000.0,64096000000.0,,,,182000000.0,5919000000.0,74000000.0,-36000000.0,1315000000.0,49129000000.0,15041000000.0,17000000.0,578000000.0,9216000000.0,5825000000.0,743000000.0,6568000000.0,64170000000.0,690400000.0,690400000.0,695300000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 19:57:38+00:00,,,,,,,,,,,,,3528000000.0,,,,,,,,,,,59512000000.0,17265000000.0,,,11251000000.0,6014000000.0,737000000.0,,76777000000.0,,709900000.0,712700000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 14:56:32+00:00,2.92,2.92,0.24,584000000.0,2.9,108000000.0,,1601000000.0,,2064000000.0,1992000000.0,72000000.0,2064000000.0,16978000000.0,22969000000.0,,,,,1643000000.0,47000000.0,-15000000.0,349000000.0,16978000000.0,6038000000.0,,224000000.0,2669000000.0,3369000000.0,224000000.0,3593000000.0,23016000000.0,706800000.0,706800000.0,711700000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2008.0,Q2,2008-04-01,2008-06-30,2009-08-28 13:09:00+00:00,1.09,1.09,0.24,493000000.0,1.08,130000000.0,,806000000.0,,774000000.0,768000000.0,6000000.0,774000000.0,17985000000.0,21889000000.0,,,,,1648000000.0,45000000.0,-12000000.0,361000000.0,17985000000.0,3949000000.0,,245000000.0,2620000000.0,1329000000.0,245000000.0,1574000000.0,21934000000.0,710100000.0,710100000.0,716700000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,Q4,2009-10-01,2009-12-31,,0.5,0.5,0.24,-57000000.0,0.5,126000000.0,18000000.0,489000000.0,,355000000.0,-282000000.0,637000000.0,355000000.0,-27410000000.0,-29231000000.0,,,,,-1490000000.0,-22000000.0,-2000000.0,-484000000.0,-27410000000.0,-1843000000.0,,161000000.0,-1889000000.0,46000000.0,161000000.0,207000000.0,-29253000000.0,710200000.0,709000000.0,711000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:09:41+00:00,2.06,2.06,0.96,1934000000.0,2.06,307000000.0,18000000.0,2047000000.0,,1463000000.0,716000000.0,747000000.0,1463000000.0,3170000000.0,8524000000.0,,,,,319000000.0,90000000.0,-202000000.0,451000000.0,3170000000.0,5444000000.0,0.0,146000000.0,2827000000.0,2617000000.0,146000000.0,2763000000.0,8614000000.0,710200000.0,709000000.0,711000000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.56,1.56,0.72,1991000000.0,1.56,181000000.0,,1558000000.0,,1108000000.0,998000000.0,110000000.0,1108000000.0,30580000000.0,37755000000.0,,,,,1809000000.0,112000000.0,-200000000.0,935000000.0,30580000000.0,7287000000.0,,-15000000.0,4716000000.0,2571000000.0,-15000000.0,2556000000.0,37867000000.0,712100000.0,712100000.0,712100000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 17:43:28+00:00,,,,,,,,,,,,,413000000.0,,,,,,,,,,,10963000000.0,3434000000.0,,,2492000000.0,942000000.0,40000000.0,,14397000000.0,,712100000.0,712100000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.98,0.98,0.48,1361000000.0,0.98,126000000.0,,968000000.0,,695000000.0,606000000.0,89000000.0,695000000.0,18359000000.0,23318000000.0,,,,,1578000000.0,77000000.0,-195000000.0,612000000.0,18359000000.0,5036000000.0,,20000000.0,3482000000.0,1554000000.0,20000000.0,1574000000.0,23395000000.0,712100000.0,712100000.0,712100000.0
Marathon Oil Corp,MRO,1FRVQX2CRLGC1XLP5727,101778,2009.0,Q2,2009-04-01,2009-06-30,2010-09-02 14:08:57+00:00,0.58,0.58,0.24,683000000.0,0.58,64000000.0,15000000.0,702000000.0,,413000000.0,328000000.0,85000000.0,413000000.0,9760000000.0,13039000000.0,,,,,1432000000.0,25000000.0,-191000000.0,321000000.0,9760000000.0,3304000000.0,0.0,50000000.0,2324000000.0,980000000.0,50000000.0,1030000000.0,13064000000.0,709000000.0,709000000.0,709000000.0
