company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2009.0,Q1,,2009-09-30,2009-11-06 15:47:27+00:00,5812000000.0,6600000000.0,2431000000.0,11140000000.0,-197000000.0,2390000000.0,5219000000.0,531000000.0,19506000000.0,7573000000.0,3203000000.0,7139000000.0,8366000000.0,36000000.0,316000000.0,313000000.0,,,,606000000.0,1182000000.0,,2305000000.0,9185000000.0,304000000.0,408000000.0,31861000000.0,14207000000.0,19155000000.0,8547000000.0,14207000000.0,14243000000.0,17618000000.0,31861000000.0,4340000000.0,9071000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2009.0,FY,,2009-06-30,2010-08-27 21:06:24+00:00,5786000000.0,7311000000.0,2695000000.0,10891000000.0,-355000000.0,1055000000.0,5204000000.0,532000000.0,18841000000.0,7592000000.0,3085000000.0,7782000000.0,7950000000.0,26000000.0,308000000.0,330000000.0,,,,607000000.0,1144000000.0,,2430000000.0,8778000000.0,404000000.0,500000000.0,31582000000.0,13627000000.0,19408000000.0,8885000000.0,13627000000.0,13653000000.0,17929000000.0,31582000000.0,4224000000.0,9044000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2010.0,FY,,2010-06-30,2011-08-24 21:58:50+00:00,5538000000.0,6122000000.0,2577000000.0,11292000000.0,-899000000.0,1046000000.0,5151000000.0,523000000.0,20004000000.0,6830000000.0,3477000000.0,7871000000.0,8712000000.0,22000000.0,439000000.0,624000000.0,,,,702000000.0,1075000000.0,,2337000000.0,10357000000.0,718000000.0,394000000.0,31808000000.0,14609000000.0,18394000000.0,8833000000.0,14609000000.0,14631000000.0,17177000000.0,31808000000.0,4702000000.0,8344000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2010.0,Q3,,2010-03-31,2010-05-07 20:05:13+00:00,6406000000.0,5876000000.0,2319000000.0,11365000000.0,-512000000.0,1659000000.0,5245000000.0,519000000.0,20007000000.0,6910000000.0,3344000000.0,8219000000.0,8642000000.0,25000000.0,425000000.0,538000000.0,,,,621000000.0,986000000.0,,2501000000.0,10011000000.0,511000000.0,407000000.0,32326000000.0,14744000000.0,19200000000.0,9236000000.0,14744000000.0,14769000000.0,17557000000.0,32326000000.0,4484000000.0,8321000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2011.0,FY,,2011-06-30,2013-02-28 17:24:04+00:00,2581000000.0,4808000000.0,,12228000000.0,176000000.0,615000000.0,6636000000.0,602000000.0,21728000000.0,8266000000.0,3906000000.0,12055000000.0,9500000000.0,30000000.0,1018000000.0,5891000000.0,8584000000.0,,,840000000.0,1012000000.0,,3396000000.0,11996000000.0,2053000000.0,739000000.0,42352000000.0,18808000000.0,27504000000.0,13218000000.0,18808000000.0,18838000000.0,23514000000.0,42352000000.0,5348000000.0,10296000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2011.0,Q3,,2011-03-31,2011-05-09 20:11:40+00:00,7703000000.0,10428000000.0,3252000000.0,12034000000.0,-152000000.0,858000000.0,5086000000.0,594000000.0,21349000000.0,8350000000.0,3909000000.0,13409000000.0,9315000000.0,28000000.0,517000000.0,741000000.0,,,,693000000.0,1353000000.0,,3051000000.0,11718000000.0,5908000000.0,765000000.0,43763000000.0,16652000000.0,29252000000.0,16863000000.0,16652000000.0,16680000000.0,27083000000.0,43763000000.0,5196000000.0,10220000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2011.0,Q2,,2010-12-31,2011-02-08 18:00:58+00:00,8141000000.0,10625000000.0,4085000000.0,11968000000.0,-451000000.0,526000000.0,5095000000.0,587000000.0,21162000000.0,6848000000.0,3798000000.0,12654000000.0,9194000000.0,18000000.0,546000000.0,695000000.0,,,,674000000.0,1249000000.0,,3224000000.0,11242000000.0,5837000000.0,633000000.0,42610000000.0,15886000000.0,28357000000.0,18063000000.0,15886000000.0,15904000000.0,26706000000.0,42610000000.0,5059000000.0,8643000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2011.0,Q1,,2010-09-30,2010-11-08 17:18:12+00:00,7025000000.0,8174000000.0,3141000000.0,11637000000.0,-375000000.0,862000000.0,5138000000.0,531000000.0,20545000000.0,6834000000.0,3777000000.0,9024000000.0,8908000000.0,19000000.0,395000000.0,586000000.0,,,,734000000.0,1185000000.0,,2932000000.0,10605000000.0,2069000000.0,508000000.0,36036000000.0,15368000000.0,22086000000.0,12235000000.0,15368000000.0,15387000000.0,20649000000.0,36036000000.0,5042000000.0,8414000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2012.0,FY,,2012-12-31,2013-11-01 17:15:31+00:00,4787000000.0,3450000000.0,,13050000000.0,-450000000.0,1714000000.0,6134000000.0,551000000.0,23173000000.0,6456000000.0,3887000000.0,13836000000.0,10123000000.0,211000000.0,1267000000.0,6548000000.0,9122000000.0,,,813000000.0,1289000000.0,,3638000000.0,13236000000.0,3084000000.0,576000000.0,45136000000.0,18920000000.0,29762000000.0,16993000000.0,18920000000.0,19131000000.0,26005000000.0,45136000000.0,5251000000.0,9012000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2012.0,Q3,,2012-03-31,2012-05-08 19:05:56+00:00,3122000000.0,3078000000.0,,12839000000.0,-423000000.0,818000000.0,6170000000.0,596000000.0,22639000000.0,6543000000.0,3705000000.0,13232000000.0,9800000000.0,198000000.0,873000000.0,6117000000.0,7885000000.0,,,542000000.0,1097000000.0,,3542000000.0,12606000000.0,3787000000.0,428000000.0,41858000000.0,18353000000.0,27215000000.0,14794000000.0,18353000000.0,18551000000.0,23307000000.0,41858000000.0,4843000000.0,8513000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2012.0,Q2,,2011-12-31,2012-02-03 18:46:28+00:00,4136000000.0,5093000000.0,,12302000000.0,-563000000.0,864000000.0,6218000000.0,591000000.0,21903000000.0,6762000000.0,3563000000.0,12415000000.0,9601000000.0,188000000.0,897000000.0,4807000000.0,8257000000.0,,,537000000.0,863000000.0,,3451000000.0,12322000000.0,2436000000.0,594000000.0,41516000000.0,17977000000.0,27224000000.0,14829000000.0,17977000000.0,18165000000.0,23351000000.0,41516000000.0,4691000000.0,8522000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2012.0,Q1,,2011-09-30,2011-11-04 21:11:22+00:00,7371000000.0,10336000000.0,4289000000.0,12202000000.0,-374000000.0,1320000000.0,6408000000.0,607000000.0,21857000000.0,6678000000.0,3508000000.0,11122000000.0,9655000000.0,26000000.0,836000000.0,618000000.0,,,,399000000.0,1046000000.0,,3377000000.0,12349000000.0,2819000000.0,506000000.0,41448000000.0,18383000000.0,27279000000.0,14479000000.0,18383000000.0,18409000000.0,23039000000.0,41448000000.0,4514000000.0,8560000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2013.0,FY,,2013-12-31,2015-02-20 16:20:45+00:00,9345000000.0,3224000000.0,,13393000000.0,-57000000.0,3121000000.0,6136000000.0,561000000.0,23530000000.0,5347000000.0,4046000000.0,11441000000.0,10137000000.0,38000000.0,1448000000.0,6350000000.0,4790000000.0,0.0,0.0,478000000.0,1105000000.0,,3961000000.0,14077000000.0,1523000000.0,433000000.0,43752000000.0,20156000000.0,28530000000.0,15658000000.0,20156000000.0,20194000000.0,23558000000.0,43752000000.0,5085000000.0,7900000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2013.0,Q3,,2013-09-30,2013-11-01 17:15:31+00:00,2942000000.0,3447000000.0,,13312000000.0,-398000000.0,3252000000.0,6108000000.0,552000000.0,23437000000.0,5364000000.0,3868000000.0,9278000000.0,10125000000.0,28000000.0,1282000000.0,5879000000.0,9291000000.0,,,813000000.0,1483000000.0,,3992000000.0,13828000000.0,1520000000.0,242000000.0,41448000000.0,19538000000.0,26090000000.0,13753000000.0,19538000000.0,19566000000.0,21882000000.0,41448000000.0,5233000000.0,8129000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2013.0,Q2,,2013-06-30,2013-08-07 16:31:17+00:00,2971000000.0,3520000000.0,,13268000000.0,-638000000.0,1848000000.0,6150000000.0,545000000.0,23359000000.0,5366000000.0,3865000000.0,10194000000.0,10091000000.0,23000000.0,1267000000.0,5539000000.0,7994000000.0,,,701000000.0,1469000000.0,,3754000000.0,13478000000.0,2158000000.0,181000000.0,40238000000.0,18990000000.0,25036000000.0,13123000000.0,18990000000.0,19013000000.0,21225000000.0,40238000000.0,5111000000.0,8102000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2013.0,Q1,,2013-03-31,2013-05-07 16:18:08+00:00,3474000000.0,3553000000.0,,13131000000.0,-591000000.0,1448000000.0,6175000000.0,544000000.0,23253000000.0,5374000000.0,3935000000.0,12408000000.0,10122000000.0,23000000.0,1256000000.0,6415000000.0,9179000000.0,,,760000000.0,1478000000.0,,3858000000.0,13369000000.0,3489000000.0,183000000.0,43226000000.0,18953000000.0,27865000000.0,16142000000.0,18953000000.0,18976000000.0,24250000000.0,43226000000.0,5239000000.0,8108000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2014.0,FY,,2014-12-31,2016-02-19 14:51:18+00:00,10200000000.0,2704000000.0,,12914000000.0,-1241000000.0,1099000000.0,5115000000.0,3392000000.0,22765000000.0,5528000000.0,4377000000.0,9374000000.0,9851000000.0,55000000.0,1662000000.0,6056000000.0,5040000000.0,1403000000.0,230000000.0,349000000.0,1575000000.0,,4877000000.0,15701000000.0,132000000.0,515000000.0,43997000000.0,19575000000.0,26028000000.0,15602000000.0,19575000000.0,19630000000.0,24367000000.0,43997000000.0,8118000000.0,8765000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2014.0,Q3,,2014-09-30,2014-11-05 15:39:34+00:00,8879000000.0,2121000000.0,,13660000000.0,-469000000.0,4539000000.0,5541000000.0,732000000.0,23655000000.0,5346000000.0,4031000000.0,8034000000.0,9995000000.0,35000000.0,1522000000.0,6846000000.0,4677000000.0,,,424000000.0,941000000.0,,4751000000.0,15154000000.0,195000000.0,348000000.0,41821000000.0,20226000000.0,26639000000.0,13751000000.0,20226000000.0,20261000000.0,21560000000.0,41821000000.0,5187000000.0,7809000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2014.0,Q2,,2014-06-30,2014-08-05 16:38:24+00:00,8280000000.0,4089000000.0,,13691000000.0,-70000000.0,1630000000.0,5692000000.0,753000000.0,23801000000.0,5369000000.0,3958000000.0,9024000000.0,10110000000.0,35000000.0,1489000000.0,5186000000.0,3358000000.0,,,451000000.0,962000000.0,,4363000000.0,14562000000.0,253000000.0,366000000.0,39930000000.0,20184000000.0,24658000000.0,11891000000.0,20184000000.0,20219000000.0,19711000000.0,39930000000.0,5162000000.0,7820000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2014.0,Q1,,2014-03-31,2014-05-02 15:33:11+00:00,8737000000.0,2779000000.0,,13530000000.0,-158000000.0,1083000000.0,5995000000.0,758000000.0,23632000000.0,5353000000.0,3919000000.0,11394000000.0,10102000000.0,39000000.0,1480000000.0,6307000000.0,4399000000.0,,,439000000.0,1093000000.0,,4211000000.0,14186000000.0,320000000.0,452000000.0,41444000000.0,20023000000.0,26226000000.0,13456000000.0,20023000000.0,20062000000.0,21382000000.0,41444000000.0,5116000000.0,7926000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2015.0,FY,,2015-12-31,2017-02-17 15:20:17+00:00,9294000000.0,1738000000.0,,13421000000.0,-2146000000.0,910000000.0,3180000000.0,3688000000.0,23274000000.0,5779000000.0,4340000000.0,8243000000.0,9853000000.0,16000000.0,1563000000.0,5286000000.0,4113000000.0,,,447000000.0,1395000000.0,0.0,5214000000.0,16865000000.0,98000000.0,438000000.0,40157000000.0,17899000000.0,21829000000.0,13505000000.0,17899000000.0,17915000000.0,22242000000.0,40157000000.0,8475000000.0,8737000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2015.0,Q3,,2015-09-30,2015-11-03 16:03:34+00:00,8872000000.0,2132000000.0,,13310000000.0,-1862000000.0,720000000.0,3412000000.0,3213000000.0,23210000000.0,5829000000.0,4345000000.0,7428000000.0,9900000000.0,15000000.0,1678000000.0,6183000000.0,4127000000.0,999000000.0,178000000.0,374000000.0,1362000000.0,,5166000000.0,16313000000.0,953000000.0,417000000.0,40877000000.0,17863000000.0,23045000000.0,14130000000.0,17863000000.0,17878000000.0,22999000000.0,40877000000.0,7932000000.0,8869000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2015.0,Q2,,2015-06-30,2015-08-04 16:31:30+00:00,8380000000.0,2224000000.0,,13147000000.0,-1705000000.0,867000000.0,4017000000.0,3256000000.0,23044000000.0,5965000000.0,4422000000.0,7845000000.0,9897000000.0,14000000.0,1618000000.0,5167000000.0,3306000000.0,1444000000.0,215000000.0,405000000.0,1568000000.0,,4732000000.0,16232000000.0,958000000.0,309000000.0,40568000000.0,18544000000.0,22588000000.0,12859000000.0,18544000000.0,18558000000.0,22010000000.0,40568000000.0,8083000000.0,9151000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2015.0,Q1,,2015-03-31,2015-05-05 17:33:37+00:00,8990000000.0,2036000000.0,,12957000000.0,-1879000000.0,890000000.0,4584000000.0,3124000000.0,22790000000.0,5575000000.0,4466000000.0,8372000000.0,9833000000.0,33000000.0,1614000000.0,6149000000.0,4145000000.0,1318000000.0,234000000.0,396000000.0,1534000000.0,,4725000000.0,16019000000.0,866000000.0,406000000.0,41715000000.0,18724000000.0,23896000000.0,14235000000.0,18724000000.0,18757000000.0,22958000000.0,41715000000.0,7986000000.0,8723000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2016.0,FY,,2016-12-31,2018-02-16 16:02:09+00:00,8764000000.0,1905000000.0,,13739000000.0,-2598000000.0,619000000.0,2327000000.0,3703000000.0,23497000000.0,6504000000.0,4684000000.0,8831000000.0,9758000000.0,8000000.0,1669000000.0,4383000000.0,3982000000.0,,,579000000.0,1218000000.0,24000000.0,5011000000.0,17444000000.0,427000000.0,296000000.0,39769000000.0,17173000000.0,21045000000.0,13173000000.0,17173000000.0,17181000000.0,22564000000.0,39769000000.0,8966000000.0,9391000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2016.0,Q3,,2016-09-30,2016-11-01 16:26:14+00:00,8407000000.0,2253000000.0,,13802000000.0,-2190000000.0,701000000.0,2536000000.0,3852000000.0,23655000000.0,6594000000.0,4959000000.0,7228000000.0,9853000000.0,18000000.0,1642000000.0,4708000000.0,3851000000.0,,,646000000.0,1284000000.0,40000000.0,5397000000.0,17192000000.0,479000000.0,256000000.0,39853000000.0,17538000000.0,20543000000.0,12737000000.0,17538000000.0,17556000000.0,22257000000.0,39853000000.0,9457000000.0,9520000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2016.0,Q2,,2016-06-30,2016-08-02 15:07:32+00:00,8410000000.0,2257000000.0,,13678000000.0,-2138000000.0,334000000.0,2714000000.0,3865000000.0,23480000000.0,5561000000.0,4916000000.0,8000000000.0,9802000000.0,14000000.0,1685000000.0,4340000000.0,3543000000.0,,,648000000.0,1364000000.0,41000000.0,5540000000.0,17079000000.0,1825000000.0,396000000.0,40098000000.0,17655000000.0,20867000000.0,13778000000.0,17655000000.0,17669000000.0,22388000000.0,40098000000.0,9429000000.0,8610000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2016.0,Q1,,2016-03-31,2016-05-03 14:47:26+00:00,8394000000.0,1965000000.0,,13690000000.0,-1947000000.0,706000000.0,2875000000.0,3889000000.0,23581000000.0,5851000000.0,4530000000.0,7914000000.0,9891000000.0,14000000.0,1621000000.0,4589000000.0,3678000000.0,,,401000000.0,1429000000.0,,5271000000.0,16971000000.0,795000000.0,525000000.0,39681000000.0,17899000000.0,20970000000.0,12867000000.0,17899000000.0,17913000000.0,21768000000.0,39681000000.0,8820000000.0,8901000000.0
Archer Daniels Midland Co,ADM,549300LO13MQ9HYSTR83,7084,2017.0,FY,,2017-12-31,2019-02-19 16:46:04+00:00,8867000000.0,1947000000.0,,14655000000.0,-1637000000.0,804000000.0,2398000000.0,3918000000.0,24793000000.0,6623000000.0,5180000000.0,9173000000.0,10138000000.0,9000000.0,1053000000.0,3175000000.0,2833000000.0,0.0,0.0,802000000.0,1342000000.0,53000000.0,4826000000.0,17552000000.0,870000000.0,0.0,39963000000.0,18313000000.0,19925000000.0,12570000000.0,18313000000.0,18322000000.0,21588000000.0,39963000000.0,9900000000.0,9018000000.0
