company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 13:53:44+00:00,3817000000.0,101000000.0,2793000000.0,141000000.0,-530000000.0,1415000000.0,121000000.0,22000000.0,-10105000000.0,-4740000000.0,8910000000.0,-10105000000.0,-4740000000.0,8910000000.0,-6465000000.0,4702000000.0,4702000000.0,,,-208000000.0,-2182000000.0,,-4673000000.0,-214000000.0,-7852000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q4,2010-10-01,2010-12-31,,-13950000000.0,-460000000.0,4270000000.0,1654000000.0,36000000.0,-1995000000.0,774000000.0,2076000000.0,-10430000000.0,-7080000000.0,13055000000.0,-10430000000.0,-7080000000.0,13055000000.0,-4419000000.0,9516000000.0,9516000000.0,1264000000.0,75000000.0,-1098000000.0,-2253000000.0,-1254000000.0,-7670000000.0,-5344000000.0,-5758000000.0,1288000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:05:06+00:00,,,14760000000.0,3261000000.0,-153000000.0,991000000.0,1043000000.0,2450000000.0,-26924000000.0,-24204000000.0,48413000000.0,-26924000000.0,-24204000000.0,48413000000.0,-2868000000.0,31398000000.0,31398000000.0,1264000000.0,122000000.0,-628000000.0,-8786000000.0,-1254000000.0,-26871000000.0,-8660000000.0,-13093000000.0,1288000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-03 15:42:58+00:00,13950000000.0,460000000.0,10490000000.0,1607000000.0,-189000000.0,2986000000.0,269000000.0,374000000.0,-16494000000.0,-17124000000.0,35358000000.0,-16494000000.0,-17124000000.0,35358000000.0,1551000000.0,21882000000.0,21882000000.0,,47000000.0,470000000.0,-6533000000.0,,-19201000000.0,-3316000000.0,-7335000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q3TTM,2009-10-01,2010-09-30,,1808000000.0,-263000000.0,13683000000.0,3152000000.0,-155000000.0,3632000000.0,725000000.0,1743000000.0,-20389000000.0,-23546000000.0,43862000000.0,-20389000000.0,-23546000000.0,43862000000.0,-228000000.0,28021000000.0,28021000000.0,-1474000000.0,205000000.0,1822000000.0,-8554000000.0,-2768000000.0,-25964000000.0,-4801000000.0,-9707000000.0,212000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q3,2010-07-01,2010-09-30,,4463000000.0,166000000.0,3844000000.0,755000000.0,491000000.0,1672000000.0,158000000.0,341000000.0,-7697000000.0,-6879000000.0,13077000000.0,-7697000000.0,-6879000000.0,13077000000.0,-1008000000.0,7561000000.0,7561000000.0,,19000000.0,167000000.0,-2340000000.0,,-7801000000.0,-2603000000.0,-3272000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-04 15:04:53+00:00,9487000000.0,294000000.0,6646000000.0,852000000.0,-680000000.0,1314000000.0,111000000.0,33000000.0,-8797000000.0,-10245000000.0,22281000000.0,-8797000000.0,-10245000000.0,22281000000.0,2559000000.0,14321000000.0,14321000000.0,,28000000.0,303000000.0,-4193000000.0,,-11400000000.0,-713000000.0,-4063000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q2TTM,2009-07-01,2010-06-30,,947000000.0,99000000.0,12766000000.0,1486000000.0,-265000000.0,2989000000.0,678000000.0,1449000000.0,-18720000000.0,-22951000000.0,39612000000.0,-18720000000.0,-22951000000.0,39612000000.0,-2324000000.0,25331000000.0,25331000000.0,-1474000000.0,210000000.0,689000000.0,-8332000000.0,-2768000000.0,-23653000000.0,-2057000000.0,-10668000000.0,1295000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q2,2010-04-01,2010-06-30,,5591000000.0,164000000.0,3366000000.0,428000000.0,-470000000.0,-1877000000.0,69000000.0,6000000.0,-4177000000.0,-5078000000.0,9235000000.0,-4177000000.0,-5078000000.0,9235000000.0,-490000000.0,7746000000.0,7746000000.0,,28000000.0,138000000.0,-2123000000.0,,-5644000000.0,-589000000.0,-1568000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q1,2010-01-01,2010-03-31,2010-05-06 13:53:44+00:00,3896000000.0,130000000.0,3280000000.0,424000000.0,-210000000.0,3191000000.0,42000000.0,27000000.0,-4620000000.0,-5167000000.0,13046000000.0,-4620000000.0,-5167000000.0,13046000000.0,3049000000.0,6575000000.0,6575000000.0,,,165000000.0,-2070000000.0,,-5756000000.0,-124000000.0,-2495000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q1TTM,2009-04-01,2010-03-31,,79000000.0,29000000.0,12404000000.0,1828000000.0,840000000.0,113000000.0,673000000.0,1566000000.0,-21798000000.0,-22846000000.0,32574000000.0,-21798000000.0,-22846000000.0,32574000000.0,-11230000000.0,21531000000.0,21531000000.0,-1474000000.0,237000000.0,373000000.0,-8304000000.0,-2768000000.0,-23574000000.0,-1624000000.0,-14346000000.0,1295000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q4,2011-10-01,2011-12-31,,-20349000000.0,-390000000.0,4075000000.0,6887000000.0,-52000000.0,-326000000.0,308000000.0,1455000000.0,-7045000000.0,-2012000000.0,10751000000.0,-7045000000.0,-2012000000.0,10751000000.0,1642000000.0,9724000000.0,9724000000.0,-2722000000.0,40000000.0,-920000000.0,-2293000000.0,-464000000.0,-8634000000.0,-1133000000.0,-5422000000.0,1119000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 16:07:02+00:00,,,15583000000.0,11133000000.0,-85000000.0,278000000.0,924000000.0,3326000000.0,-28256000000.0,-22165000000.0,55345000000.0,-28256000000.0,-22165000000.0,55345000000.0,4839000000.0,42206000000.0,42206000000.0,-2722000000.0,260000000.0,224000000.0,-9342000000.0,-5340000000.0,-30975000000.0,-1369000000.0,-22055000000.0,2793000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-03 11:41:58+00:00,20349000000.0,390000000.0,11508000000.0,4246000000.0,-33000000.0,604000000.0,616000000.0,1871000000.0,-21211000000.0,-20153000000.0,44594000000.0,-21211000000.0,-20153000000.0,44594000000.0,3197000000.0,32482000000.0,32482000000.0,,220000000.0,1144000000.0,-7049000000.0,-4876000000.0,-22341000000.0,-236000000.0,-16633000000.0,1674000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q3TTM,2010-10-01,2011-09-30,,6399000000.0,-70000000.0,15778000000.0,5900000000.0,3000000.0,-1391000000.0,1390000000.0,3947000000.0,-31641000000.0,-27233000000.0,57649000000.0,-31641000000.0,-27233000000.0,57649000000.0,-1222000000.0,41998000000.0,41998000000.0,1264000000.0,295000000.0,46000000.0,-9302000000.0,-6130000000.0,-30011000000.0,-5580000000.0,-22391000000.0,2962000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q3,2011-07-01,2011-09-30,,6802000000.0,128000000.0,3866000000.0,4246000000.0,-421000000.0,-288000000.0,164000000.0,440000000.0,-7397000000.0,-4296000000.0,14849000000.0,-7397000000.0,-4296000000.0,14849000000.0,2735000000.0,10671000000.0,10671000000.0,600000000.0,49000000.0,273000000.0,-2389000000.0,-173000000.0,-7478000000.0,-193000000.0,-5468000000.0,1674000000.0,-2838000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-02 13:10:52+00:00,13547000000.0,262000000.0,7642000000.0,,388000000.0,892000000.0,452000000.0,1431000000.0,-13814000000.0,-15857000000.0,29745000000.0,-13814000000.0,-15857000000.0,29745000000.0,462000000.0,21811000000.0,21811000000.0,-600000000.0,171000000.0,871000000.0,-4660000000.0,-4703000000.0,-14863000000.0,-43000000.0,-11165000000.0,,2838000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q2TTM,2010-07-01,2011-06-30,,4060000000.0,-32000000.0,15756000000.0,2409000000.0,915000000.0,569000000.0,1384000000.0,3848000000.0,-31941000000.0,-29816000000.0,55877000000.0,-31941000000.0,-29816000000.0,55877000000.0,-4965000000.0,38888000000.0,38888000000.0,664000000.0,265000000.0,-60000000.0,-9253000000.0,-5957000000.0,-30334000000.0,-7990000000.0,-20195000000.0,1288000000.0,2838000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q2,2011-04-01,2011-06-30,,8374000000.0,159000000.0,3881000000.0,,134000000.0,-1290000000.0,68000000.0,590000000.0,-7065000000.0,-10504000000.0,12889000000.0,-7065000000.0,-10504000000.0,12889000000.0,-4546000000.0,10898000000.0,10898000000.0,-600000000.0,171000000.0,-827000000.0,-2368000000.0,-4703000000.0,-7812000000.0,-14000000.0,-5512000000.0,,2838000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q1,2011-01-01,2011-03-31,2011-05-05 12:53:46+00:00,5173000000.0,103000000.0,3761000000.0,,254000000.0,2182000000.0,384000000.0,841000000.0,-6749000000.0,-5353000000.0,16856000000.0,-6749000000.0,-5353000000.0,16856000000.0,5008000000.0,10913000000.0,10913000000.0,,,1698000000.0,-2292000000.0,,-7051000000.0,-29000000.0,-5653000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q1TTM,2010-04-01,2011-03-31,,1277000000.0,-27000000.0,15241000000.0,2837000000.0,311000000.0,-18000000.0,1385000000.0,3264000000.0,-29053000000.0,-24390000000.0,52223000000.0,-29053000000.0,-24390000000.0,52223000000.0,-909000000.0,35736000000.0,35736000000.0,1264000000.0,122000000.0,905000000.0,-9008000000.0,-1254000000.0,-28166000000.0,-8565000000.0,-16251000000.0,1288000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q4,2012-10-01,2012-12-31,,-17895000000.0,-387000000.0,4110000000.0,7655000000.0,30000000.0,-34000000.0,9000000.0,1356000000.0,-7725000000.0,-9002000000.0,13224000000.0,-7725000000.0,-9002000000.0,13224000000.0,-3473000000.0,10302000000.0,10302000000.0,-1154000000.0,130000000.0,-1470000000.0,-2626000000.0,170000000.0,-10057000000.0,-1340000000.0,-5254000000.0,1550000000.0,-6850000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 16:26:23+00:00,,,15888000000.0,7655000000.0,217000000.0,5448000000.0,193000000.0,1953000000.0,-33868000000.0,-25601000000.0,56170000000.0,-33868000000.0,-25601000000.0,56170000000.0,-3082000000.0,47681000000.0,47681000000.0,-12847000000.0,130000000.0,63000000.0,-10215000000.0,-598000000.0,-34271000000.0,-4861000000.0,-21068000000.0,1550000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-06 12:14:21+00:00,17895000000.0,387000000.0,11778000000.0,,187000000.0,5482000000.0,184000000.0,597000000.0,-26143000000.0,-16599000000.0,42946000000.0,-26143000000.0,-16599000000.0,42946000000.0,391000000.0,37379000000.0,37379000000.0,-11693000000.0,,1533000000.0,-7589000000.0,-768000000.0,-24214000000.0,-3521000000.0,-15814000000.0,,6850000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q3TTM,2011-10-01,2012-09-30,,-2454000000.0,-3000000.0,15853000000.0,6887000000.0,135000000.0,5156000000.0,492000000.0,2052000000.0,-33188000000.0,-18611000000.0,53697000000.0,-33188000000.0,-18611000000.0,53697000000.0,2033000000.0,47103000000.0,47103000000.0,-14415000000.0,40000000.0,613000000.0,-9882000000.0,-1232000000.0,-32848000000.0,-4654000000.0,-21236000000.0,1119000000.0,6850000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q3,2012-07-01,2012-09-30,,5568000000.0,97000000.0,4037000000.0,,163000000.0,63000000.0,98000000.0,208000000.0,-10860000000.0,-7492000000.0,13442000000.0,-10860000000.0,-7492000000.0,13442000000.0,-4747000000.0,9926000000.0,9926000000.0,-584000000.0,,298000000.0,-2772000000.0,-371000000.0,-8026000000.0,-3296000000.0,-5098000000.0,,607000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-02 13:10:52+00:00,12327000000.0,290000000.0,7741000000.0,,24000000.0,5419000000.0,86000000.0,389000000.0,-15283000000.0,-9107000000.0,29504000000.0,-15283000000.0,-9107000000.0,29504000000.0,5138000000.0,27453000000.0,27453000000.0,-11109000000.0,0.0,1235000000.0,-4817000000.0,-397000000.0,-16188000000.0,-225000000.0,-10716000000.0,,6243000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q2TTM,2011-07-01,2012-06-30,,-1220000000.0,28000000.0,15682000000.0,11133000000.0,-449000000.0,4805000000.0,558000000.0,2284000000.0,-29725000000.0,-15415000000.0,55104000000.0,-29725000000.0,-15415000000.0,55104000000.0,9515000000.0,47848000000.0,47848000000.0,-13231000000.0,89000000.0,588000000.0,-9499000000.0,-1034000000.0,-32300000000.0,-1551000000.0,-21606000000.0,2793000000.0,3405000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q2,2012-04-01,2012-06-30,,6911000000.0,191000000.0,3899000000.0,,-176000000.0,-227000000.0,4000000.0,260000000.0,-7153000000.0,-3756000000.0,10217000000.0,-7153000000.0,-3756000000.0,10217000000.0,-868000000.0,17654000000.0,17654000000.0,-11109000000.0,,1256000000.0,-2712000000.0,-397000000.0,-8345000000.0,307000000.0,-5012000000.0,,3730000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q1,2012-01-01,2012-03-31,2012-05-03 14:56:03+00:00,5416000000.0,99000000.0,3842000000.0,,200000000.0,5646000000.0,82000000.0,129000000.0,-8130000000.0,-5351000000.0,19287000000.0,-8130000000.0,-5351000000.0,19287000000.0,6006000000.0,9799000000.0,9799000000.0,,,-21000000.0,-2105000000.0,,-7843000000.0,-532000000.0,-5704000000.0,,2513000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q1TTM,2011-04-01,2012-03-31,,243000000.0,-4000000.0,15664000000.0,11133000000.0,-139000000.0,3742000000.0,622000000.0,2614000000.0,-29637000000.0,-22163000000.0,57776000000.0,-29637000000.0,-22163000000.0,57776000000.0,5837000000.0,41092000000.0,41092000000.0,-2722000000.0,260000000.0,-1495000000.0,-9155000000.0,-5340000000.0,-31767000000.0,-1872000000.0,-22106000000.0,2793000000.0,2513000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q4,2013-10-01,2013-12-31,,-19871000000.0,-318000000.0,4380000000.0,1836000000.0,16000000.0,-1226000000.0,4000000.0,2684000000.0,-4178000000.0,-6712000000.0,10208000000.0,-4178000000.0,-6712000000.0,10208000000.0,-666000000.0,8643000000.0,8643000000.0,-1589000000.0,34000000.0,-455000000.0,-2829000000.0,-791000000.0,-8426000000.0,-769000000.0,-3302000000.0,1124000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,FY,2013-01-01,2013-12-31,2015-02-25 16:26:23+00:00,,,17182000000.0,2707000000.0,-175000000.0,-3616000000.0,50000000.0,12373000000.0,-15476000000.0,-34201000000.0,44914000000.0,-15476000000.0,-34201000000.0,44914000000.0,-4938000000.0,33448000000.0,33448000000.0,-2100000000.0,48000000.0,72000000.0,-11180000000.0,-4435000000.0,-33669000000.0,-769000000.0,-15998000000.0,1124000000.0,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-11-05 12:08:04+00:00,19871000000.0,318000000.0,12802000000.0,871000000.0,-191000000.0,-2390000000.0,46000000.0,9689000000.0,-11298000000.0,-27489000000.0,34706000000.0,-11298000000.0,-27489000000.0,34706000000.0,-4272000000.0,24805000000.0,24805000000.0,-511000000.0,14000000.0,527000000.0,-8351000000.0,-3644000000.0,-25243000000.0,,-12696000000.0,,
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q3TTM,2012-10-01,2013-09-30,,1976000000.0,-69000000.0,16912000000.0,8526000000.0,-161000000.0,-2424000000.0,55000000.0,11045000000.0,-19023000000.0,-36491000000.0,47930000000.0,-19023000000.0,-36491000000.0,47930000000.0,-7745000000.0,35107000000.0,35107000000.0,-1665000000.0,144000000.0,-943000000.0,-10977000000.0,-3474000000.0,-35300000000.0,-1340000000.0,-17950000000.0,1550000000.0,-6850000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q3,2013-07-01,2013-09-30,,5211000000.0,99000000.0,4287000000.0,871000000.0,101000000.0,1228000000.0,37000000.0,1921000000.0,-3882000000.0,-8942000000.0,13431000000.0,-3889000000.0,-8942000000.0,13431000000.0,701000000.0,8069000000.0,8069000000.0,-153000000.0,14000000.0,130000000.0,-2810000000.0,-180000000.0,-9098000000.0,,-3044000000.0,,-665000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-08-06 11:54:46+00:00,14660000000.0,219000000.0,8515000000.0,,-292000000.0,-3618000000.0,9000000.0,7768000000.0,-7416000000.0,-18547000000.0,21275000000.0,-7409000000.0,-18547000000.0,21275000000.0,-4973000000.0,16736000000.0,16736000000.0,-358000000.0,,397000000.0,-5541000000.0,-3464000000.0,-16145000000.0,,-9652000000.0,,665000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q2TTM,2012-07-01,2013-06-30,,2333000000.0,-71000000.0,16662000000.0,7655000000.0,-99000000.0,-3589000000.0,116000000.0,9332000000.0,-26001000000.0,-35041000000.0,47941000000.0,-25994000000.0,-35041000000.0,47941000000.0,-13193000000.0,36964000000.0,36964000000.0,-2096000000.0,130000000.0,-775000000.0,-10939000000.0,-3665000000.0,-34228000000.0,-4636000000.0,-20004000000.0,1550000000.0,-5578000000.0
