company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2008.0,FY,,2008-12-31,2010-02-26 16:17:17+00:00,36643000000.0,24702000000.0,-9931000000.0,31437000000.0,,5314000000.0,10057000000.0,,7025000000.0,28556000000.0,11646000000.0,121346000000.0,4558000000.0,19726000000.0,20729000000.0,3911000000.0,,5884000000.0,13949000000.0,,,,265680000000.0,2400000000.0,570000000.0,228052000000.0,112965000000.0,72266000000.0,49100000000.0,112965000000.0,117523000000.0,110529000000.0,228052000000.0,34440000000.0,61429000000.0,-148098000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2009.0,FY,,2009-12-31,2011-02-28 17:01:32+00:00,41275000000.0,27645000000.0,-5461000000.0,10693000000.0,,5503000000.0,8310000000.0,,7129000000.0,31665000000.0,11553000000.0,139116000000.0,4823000000.0,23148000000.0,17942000000.0,5175000000.0,,7307000000.0,17651000000.0,,,,276937000000.0,2476000000.0,169000000.0,233323000000.0,110569000000.0,55235000000.0,52061000000.0,110569000000.0,115392000000.0,117931000000.0,233323000000.0,38972000000.0,65870000000.0,-166410000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2009.0,Q3,,2009-09-30,2009-11-05 14:18:41+00:00,42645000000.0,26937000000.0,-6380000000.0,12472000000.0,,5445000000.0,7870000000.0,,7185000000.0,32064000000.0,12585000000.0,132874000000.0,4840000000.0,23238000000.0,18632000000.0,5179000000.0,,7045000000.0,15214000000.0,,,,272879000000.0,2418000000.0,151000000.0,229307000000.0,107265000000.0,57324000000.0,52933000000.0,107265000000.0,112105000000.0,117202000000.0,229307000000.0,39109000000.0,64269000000.0,-164679000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2009.0,Q2,,2009-06-30,2009-08-05 14:45:57+00:00,41895000000.0,26862000000.0,-8249000000.0,15576000000.0,0.0,5260000000.0,7562000000.0,,7117000000.0,30358000000.0,12441000000.0,127861000000.0,4561000000.0,21880000000.0,18287000000.0,4464000000.0,,6946000000.0,14610000000.0,,,,270160000000.0,2157000000.0,153000000.0,224661000000.0,106592000000.0,59496000000.0,51614000000.0,106592000000.0,111153000000.0,113508000000.0,224661000000.0,37304000000.0,61894000000.0,-160579000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,FY,,2010-12-31,2012-02-24 16:08:32+00:00,50034000000.0,32284000000.0,-4823000000.0,7825000000.0,0.0,9371000000.0,9812000000.0,,12227000000.0,35338000000.0,12976000000.0,199548000000.0,5840000000.0,35150000000.0,19367000000.0,5271000000.0,,8640000000.0,20454000000.0,,,628000000.0,298899000000.0,2787000000.0,,302510000000.0,146839000000.0,58984000000.0,62633000000.0,146839000000.0,152679000000.0,149831000000.0,302510000000.0,43978000000.0,87198000000.0,-156608000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q3,,2010-09-30,2010-11-03 15:42:58+00:00,48251000000.0,30244000000.0,-4339000000.0,12244000000.0,,9341000000.0,10443000000.0,,15248000000.0,33173000000.0,14302000000.0,195440000000.0,5569000000.0,35304000000.0,18012000000.0,5828000000.0,,8748000000.0,19090000000.0,,,,291861000000.0,3046000000.0,15000000.0,299994000000.0,145031000000.0,62633000000.0,61740000000.0,145031000000.0,150600000000.0,149394000000.0,299994000000.0,41921000000.0,87654000000.0,-151832000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q2,,2010-06-30,2010-08-04 15:04:53+00:00,45454000000.0,29206000000.0,-6755000000.0,13252000000.0,,9002000000.0,9421000000.0,,17486000000.0,32642000000.0,13439000000.0,188069000000.0,5195000000.0,34283000000.0,17143000000.0,6304000000.0,,8141000000.0,18968000000.0,,,,286745000000.0,2946000000.0,15000000.0,291068000000.0,140172000000.0,62216000000.0,57821000000.0,140172000000.0,145367000000.0,145701000000.0,291068000000.0,40783000000.0,87880000000.0,-148820000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2010.0,Q1,,2010-03-31,2010-05-06 13:53:44+00:00,46136000000.0,29052000000.0,-5537000000.0,13742000000.0,,5300000000.0,9212000000.0,,7054000000.0,32541000000.0,13488000000.0,140819000000.0,5125000000.0,23662000000.0,17587000000.0,5329000000.0,,7692000000.0,19035000000.0,,,,281251000000.0,2396000000.0,85000000.0,242748000000.0,112541000000.0,61696000000.0,57744000000.0,112541000000.0,117666000000.0,125082000000.0,242748000000.0,40233000000.0,67338000000.0,-168473000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,FY,,2011-12-31,2013-02-27 16:05:06+00:00,57067000000.0,38642000000.0,-9123000000.0,12664000000.0,0.0,9512000000.0,12727000000.0,,9322000000.0,34333000000.0,15024000000.0,214664000000.0,6348000000.0,36618000000.0,24994000000.0,6229000000.0,,9092000000.0,20061000000.0,,1808000000.0,404000000.0,330939000000.0,7711000000.0,,331052000000.0,154396000000.0,72963000000.0,77505000000.0,154396000000.0,160744000000.0,170308000000.0,331052000000.0,43425000000.0,92803000000.0,-176932000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q3,,2011-09-30,2011-11-03 11:41:58+00:00,54572000000.0,34368000000.0,-5328000000.0,11022000000.0,0.0,9506000000.0,12968000000.0,,9331000000.0,35342000000.0,16730000000.0,209194000000.0,6273000000.0,36891000000.0,19557000000.0,7023000000.0,,9315000000.0,20265000000.0,,,233000000.0,323786000000.0,7431000000.0,,323227000000.0,155939000000.0,69376000000.0,74971000000.0,155939000000.0,162212000000.0,161015000000.0,323227000000.0,44657000000.0,86044000000.0,-172025000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q2,,2011-06-30,2011-08-04 12:19:05+00:00,57853000000.0,35331000000.0,-2799000000.0,8287000000.0,0.0,9352000000.0,12315000000.0,,12123000000.0,35241000000.0,19048000000.0,209807000000.0,6284000000.0,37193000000.0,20257000000.0,7639000000.0,,8851000000.0,20263000000.0,,,246000000.0,315733000000.0,4365000000.0,1754000000.0,326204000000.0,155551000000.0,72305000000.0,74533000000.0,155551000000.0,161835000000.0,164369000000.0,326204000000.0,44092000000.0,89836000000.0,-166735000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q1,,2011-03-31,2011-05-05 12:53:46+00:00,57700000000.0,35146000000.0,-3656000000.0,12833000000.0,,9156000000.0,12316000000.0,,12316000000.0,35207000000.0,16262000000.0,203726000000.0,6051000000.0,36121000000.0,20076000000.0,7380000000.0,,8578000000.0,19913000000.0,,,401000000.0,307361000000.0,3560000000.0,,319533000000.0,151480000000.0,72022000000.0,73576000000.0,151480000000.0,157531000000.0,162002000000.0,319533000000.0,43785000000.0,88426000000.0,-161381000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,FY,,2012-12-31,2014-02-26 16:07:02+00:00,50728000000.0,34987000000.0,-12184000000.0,9582000000.0,0.0,9653000000.0,9758000000.0,,7928000000.0,34718000000.0,14542000000.0,226949000000.0,5797000000.0,37570000000.0,25267000000.0,5008000000.0,,7668000000.0,23676000000.0,,3555000000.0,341000000.0,365727000000.0,3653000000.0,,333795000000.0,165863000000.0,64460000000.0,64139000000.0,165863000000.0,171660000000.0,162135000000.0,333795000000.0,42386000000.0,97996000000.0,-197333000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q3,,2012-09-30,2012-11-06 12:14:21+00:00,53516000000.0,36635000000.0,-9113000000.0,13055000000.0,0.0,9645000000.0,13049000000.0,,8928000000.0,35105000000.0,16575000000.0,220330000000.0,5642000000.0,37642000000.0,21652000000.0,5667000000.0,,7618000000.0,24553000000.0,,,206000000.0,358369000000.0,3496000000.0,,335191000000.0,166713000000.0,72138000000.0,70061000000.0,166713000000.0,172355000000.0,162836000000.0,335191000000.0,42723000000.0,92775000000.0,-192188000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q2,,2012-06-30,2012-08-02 13:10:52+00:00,51322000000.0,33741000000.0,-10659000000.0,17802000000.0,0.0,9221000000.0,12110000000.0,214940000000.0,8877000000.0,33921000000.0,15158000000.0,214940000000.0,5174000000.0,36851000000.0,22117000000.0,5881000000.0,0.0,7987000000.0,23679000000.0,0.0,,215000000.0,351421000000.0,6704000000.0,,329645000000.0,162811000000.0,72797000000.0,70136000000.0,162811000000.0,167985000000.0,161660000000.0,329645000000.0,41908000000.0,91524000000.0,-187172000000.0
