company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2013.0,Q3,,2013-09-30,2013-11-05 16:37:24+00:00,773188000.0,578426000.0,784761000.0,767079000.0,-11261000.0,1302578000.0,0.0,2377586000.0,395763000.0,1397471000.0,1464082000.0,1020850000.0,1540763000.0,40128000.0,697003000.0,162875000.0,189496000.0,47777000.0,16350000.0,255558000.0,92288000.0,435769000.0,66680000.0,,-869753000.0,263689000.0,5775560000.0,1489707000.0,2364550000.0,2233751000.0,1489707000.0,1652582000.0,4056298000.0,5775560000.0,2714007000.0,1822547000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2013.0,Q2,,2013-06-30,2013-08-06 16:25:54+00:00,790266000.0,634509000.0,631216000.0,730014000.0,-51959000.0,1385260000.0,0.0,2357757000.0,1018135000.0,1369062000.0,1422709000.0,1044358000.0,1662035000.0,52438000.0,692695000.0,152967000.0,192821000.0,60212000.0,15274000.0,236901000.0,87409000.0,607376000.0,78759000.0,,-913527000.0,61658000.0,6082811000.0,1392271000.0,2687357000.0,2516549000.0,1392271000.0,1545238000.0,4458814000.0,6082811000.0,2702759000.0,1942265000.0,,
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2013.0,Q1,,2013-03-31,2013-05-07 16:41:45+00:00,713207000.0,486173000.0,572312000.0,727493000.0,-45102000.0,1246415000.0,0.0,2299298000.0,890755000.0,1328348000.0,1428806000.0,1058952000.0,1671202000.0,47730000.0,701313000.0,149278000.0,196845000.0,49935000.0,15519000.0,232171000.0,92996000.0,537246000.0,42262000.0,,-971657000.0,61368000.0,5688283000.0,1282539000.0,2319769000.0,2253161000.0,1282539000.0,1431817000.0,4214204000.0,5688283000.0,2667201000.0,1961043000.0,,
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2014.0,FY,,2014-12-31,2016-02-25 16:37:03+00:00,732259000.0,419301000.0,675880000.0,855439000.0,-70010000.0,1382029000.0,0.0,2416432000.0,543122000.0,1479037000.0,1550776000.0,1052193000.0,1995957000.0,,695337000.0,186893000.0,196759000.0,26089000.0,12035000.0,474103000.0,112204000.0,440272000.0,168855000.0,,-1042603000.0,47443000.0,5968361000.0,1296954000.0,2267691000.0,2010739000.0,1296954000.0,1483847000.0,4315659000.0,5968361000.0,3005333000.0,2304920000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2014.0,Q3,,2014-09-30,2014-10-30 16:32:28+00:00,742918000.0,607150000.0,763800000.0,834450000.0,-37577000.0,1358300000.0,0.0,2405314000.0,399534000.0,1484677000.0,1530391000.0,989311000.0,2027209000.0,,695941000.0,176520000.0,165224000.0,47882000.0,37734000.0,379867000.0,107684000.0,484603000.0,74436000.0,,-856147000.0,47947000.0,6047731000.0,1504725000.0,2497935000.0,1991933000.0,1504725000.0,1681245000.0,4292050000.0,6047731000.0,2853855000.0,2300117000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2014.0,Q2,,2014-06-30,2014-07-31 16:37:16+00:00,850752000.0,563394000.0,709490000.0,831678000.0,16828000.0,2041686000.0,0.0,2413131000.0,1001097000.0,1502707000.0,1541020000.0,1023880000.0,2038845000.0,,709342000.0,169650000.0,167179000.0,59179000.0,41851000.0,324845000.0,105673000.0,647087000.0,56171000.0,,-961310000.0,269628000.0,6872120000.0,1461784000.0,3311346000.0,2872818000.0,1461784000.0,1631434000.0,5184515000.0,6872120000.0,2851432000.0,2311697000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2014.0,Q1,,2014-03-31,2014-05-06 16:33:23+00:00,858185000.0,509119000.0,622021000.0,799203000.0,7493000.0,1629142000.0,0.0,2378343000.0,1020775000.0,1493536000.0,1497181000.0,1040380000.0,1523657000.0,,697978000.0,178701000.0,161437000.0,59385000.0,51377000.0,316524000.0,104227000.0,514111000.0,61009000.0,,-984244000.0,284059000.0,6260175000.0,1394727000.0,2711757000.0,2836417000.0,1394727000.0,1573428000.0,4625738000.0,6260175000.0,2850440000.0,1789321000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2015.0,FY,,2015-12-31,2017-02-23 16:34:33+00:00,721548000.0,452600000.0,686664000.0,894938000.0,-111657000.0,1303125000.0,0.0,2430586000.0,618640000.0,1604315000.0,1626220000.0,1147080000.0,2002662000.0,,731282000.0,209966000.0,199472000.0,36364000.0,32002000.0,385249000.0,142267000.0,496226000.0,263715000.0,,-1075111000.0,42352000.0,6156241000.0,1236953000.0,2288315000.0,2101206000.0,1236953000.0,1446919000.0,4445607000.0,6156241000.0,3136644000.0,2344401000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2015.0,Q3,,2015-09-30,2015-10-29 16:32:21+00:00,748932000.0,631344000.0,785861000.0,885185000.0,-94234000.0,1061383000.0,0.0,2429314000.0,521648000.0,1629510000.0,1604708000.0,1141894000.0,1993963000.0,,719523000.0,216355000.0,208758000.0,48477000.0,33192000.0,477832000.0,135972000.0,555391000.0,247104000.0,,-996777000.0,42131000.0,6265354000.0,1331438000.0,2296595000.0,2131764000.0,1331438000.0,1547793000.0,4470457000.0,6265354000.0,3249236000.0,2338693000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2015.0,Q2,,2015-06-30,2015-08-10 16:33:01+00:00,808807000.0,524227000.0,635490000.0,907942000.0,-87931000.0,1525819000.0,0.0,2432018000.0,1201446000.0,1619123000.0,1609705000.0,1154608000.0,1973173000.0,,701763000.0,193169000.0,194607000.0,46897000.0,24248000.0,485274000.0,128346000.0,655805000.0,245545000.0,,-1085826000.0,57289000.0,6713516000.0,1251396000.0,2752748000.0,2727280000.0,1251396000.0,1444565000.0,5023406000.0,6713516000.0,3259005000.0,2296126000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2015.0,Q1,,2015-03-31,2015-04-30 16:33:57+00:00,794302000.0,434543000.0,544471000.0,870467000.0,-114478000.0,1606658000.0,0.0,2418173000.0,1081883000.0,1421618000.0,1546259000.0,1034322000.0,1968771000.0,,675792000.0,192604000.0,195387000.0,38069000.0,22221000.0,553556000.0,111894000.0,573843000.0,166816000.0,,-1100882000.0,64104000.0,6338401000.0,1195948000.0,2653113000.0,2506981000.0,1195948000.0,1388552000.0,4783033000.0,6338401000.0,3009496000.0,2276052000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2016.0,FY,,2016-12-31,2018-02-27 16:35:53+00:00,781505000.0,568936000.0,781494000.0,993775000.0,-176707000.0,1526591000.0,0.0,2383045000.0,804973000.0,1747088000.0,1745311000.0,1180797000.0,2259736000.0,,751536000.0,223500000.0,197811000.0,49774000.0,39055000.0,411294000.0,149791000.0,528250000.0,347068000.0,,-1073457000.0,53317000.0,6764266000.0,1126016000.0,2673551000.0,2460344000.0,1126016000.0,1349516000.0,5067682000.0,6764266000.0,3339179000.0,2607338000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2016.0,Q3,,2016-09-30,2016-11-07 16:34:17+00:00,775583000.0,785418000.0,905729000.0,974287000.0,-144273000.0,1039706000.0,0.0,2403996000.0,518678000.0,1671629000.0,1694877000.0,1128116000.0,1984511000.0,,720590000.0,238290000.0,198660000.0,48798000.0,34314000.0,489489000.0,125040000.0,533283000.0,308773000.0,,-972100000.0,46693000.0,6417029000.0,1280758000.0,2407205000.0,2280997000.0,1280758000.0,1519048000.0,4589208000.0,6417029000.0,3289234000.0,2308211000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2016.0,Q2,,2016-06-30,2016-07-28 16:34:51+00:00,813809000.0,634562000.0,778101000.0,949441000.0,-136404000.0,1512099000.0,0.0,2414952000.0,1347953000.0,1670676000.0,1662253000.0,1179419000.0,1985190000.0,,712812000.0,227275000.0,198617000.0,43548000.0,38653000.0,510567000.0,127887000.0,779743000.0,292516000.0,,-1083176000.0,44918000.0,7043426000.0,1188507000.0,2969952000.0,3023434000.0,1188507000.0,1415782000.0,5335128000.0,7043426000.0,3360662000.0,2311694000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2016.0,Q1,,2016-03-31,2016-05-03 16:32:45+00:00,878922000.0,480681000.0,620142000.0,927422000.0,-112905000.0,1699281000.0,0.0,2425077000.0,1354101000.0,1619552000.0,1650212000.0,1154520000.0,1992851000.0,,722790000.0,220270000.0,204032000.0,38631000.0,29082000.0,464058000.0,135308000.0,747661000.0,264088000.0,,-1120919000.0,43990000.0,6927174000.0,1184388000.0,2966254000.0,2926237000.0,1184388000.0,1404658000.0,5258428000.0,6927174000.0,3238130000.0,2332191000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2017.0,FY,,2017-12-31,2019-02-28 16:48:26+00:00,1034303000.0,725304000.0,1109246000.0,1127793000.0,-108542000.0,1825322000.0,0.0,2376075000.0,925200000.0,1754589000.0,2013729000.0,1098288000.0,1952366000.0,,885936000.0,236948000.0,137635000.0,51903000.0,160638000.0,612708000.0,174391000.0,546713000.0,244727000.0,3500000.0,-1079472000.0,347593000.0,7504263000.0,1181196000.0,3152742000.0,3577000000.0,1181196000.0,1418144000.0,5841392000.0,7504263000.0,3465585000.0,2264392000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2017.0,Q3,,2017-09-30,2017-11-02 16:32:07+00:00,953467000.0,991215000.0,1227613000.0,1093010000.0,-117866000.0,1801013000.0,0.0,2392284000.0,909037000.0,1764512000.0,1937824000.0,1125912000.0,2240461000.0,,844814000.0,235568000.0,202049000.0,57225000.0,51086000.0,511657000.0,170318000.0,714176000.0,370277000.0,,-888579000.0,71674000.0,7810524000.0,1378974000.0,3563629000.0,3212877000.0,1378974000.0,1614542000.0,5825705000.0,7810524000.0,3402081000.0,2612828000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2017.0,Q2,,2017-06-30,2017-08-09 16:35:25+00:00,982029000.0,865107000.0,1000778000.0,1056070000.0,-136134000.0,2216812000.0,0.0,2394610000.0,1737491000.0,1754974000.0,1873443000.0,1167010000.0,2249157000.0,,817373000.0,230584000.0,205770000.0,52019000.0,49929000.0,527791000.0,155788000.0,850340000.0,346831000.0,,-1024972000.0,66430000.0,8251426000.0,1226639000.0,3984278000.0,3836657000.0,1226639000.0,1457223000.0,6447372000.0,8251426000.0,3449775000.0,2610715000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2017.0,Q1,,2017-03-31,2017-05-04 16:33:38+00:00,924421000.0,584638000.0,707811000.0,1019448000.0,-165231000.0,2227555000.0,0.0,2395289000.0,1796015000.0,1724113000.0,1801614000.0,1189525000.0,2258820000.0,,782166000.0,223824000.0,203206000.0,49463000.0,51141000.0,526264000.0,143277000.0,739793000.0,338316000.0,,-1106450000.0,59943000.0,7823517000.0,1116743000.0,3601449000.0,3539331000.0,1116743000.0,1340567000.0,6144634000.0,7823517000.0,3439902000.0,2605303000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2018.0,FY,,2018-12-31,2020-02-27 16:32:47+00:00,1127415000.0,829320000.0,1245465000.0,,-145231000.0,2371540000.0,0.0,2270300000.0,1227797000.0,1822943000.0,,1030305000.0,2732878000.0,,946593000.0,243762000.0,137067000.0,42685000.0,67047000.0,848971000.0,204977000.0,597866000.0,329355000.0,6663000.0,-1019223000.0,82142000.0,8496886000.0,1098981000.0,3848074000.0,3749866000.0,1098981000.0,1342743000.0,6824788000.0,8496886000.0,3702219000.0,3074922000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2018.0,Q3,,2018-09-30,2018-11-01 16:41:06+00:00,1160683000.0,1252585000.0,1409170000.0,1230516000.0,-134918000.0,1900305000.0,0.0,2330508000.0,890783000.0,1835353000.0,2143873000.0,1038488000.0,2731985000.0,,913357000.0,233540000.0,130911000.0,49764000.0,66330000.0,843454000.0,180626000.0,668900000.0,308450000.0,9493000.0,-871336000.0,81832000.0,8511699000.0,1317389000.0,3881047000.0,3608798000.0,1317389000.0,1550929000.0,6652320000.0,8511699000.0,3717295000.0,3043522000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2018.0,Q2,,2018-06-30,2018-07-26 16:36:31+00:00,1034581000.0,949422000.0,1180102000.0,1189883000.0,-125837000.0,2293264000.0,0.0,2339770000.0,1846156000.0,1823948000.0,2080322000.0,1105848000.0,2743104000.0,,890439000.0,242471000.0,134974000.0,59655000.0,60966000.0,869218000.0,169266000.0,953966000.0,293194000.0,7049000.0,-1044019000.0,84946000.0,8952809000.0,1163049000.0,4263356000.0,4206751000.0,1163049000.0,1405520000.0,7254095000.0,8952809000.0,3799014000.0,3047344000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2018.0,Q1,,2018-03-31,2018-05-03 16:32:36+00:00,1200835000.0,783807000.0,1020621000.0,1165973000.0,-92280000.0,2942407000.0,0.0,2350194000.0,2039018000.0,1772671000.0,2052874000.0,1128466000.0,2747399000.0,,886901000.0,234550000.0,138517000.0,44164000.0,58825000.0,684820000.0,155998000.0,867936000.0,264700000.0,6376000.0,-1113378000.0,119414000.0,9117548000.0,1137671000.0,4644690000.0,4438713000.0,1137671000.0,1372221000.0,7480627000.0,9117548000.0,3585957000.0,3041914000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2019.0,FY,,2019-12-31,2020-05-07 16:59:55+00:00,1106125000.0,994606000.0,1391486000.0,,-145713000.0,2470362000.0,0.0,2247732000.0,1391032000.0,1998498000.0,,1239095000.0,3271262000.0,,1117932000.0,318134000.0,178173000.0,57007000.0,181161000.0,2427191000.0,1505129000.0,667044000.0,449498000.0,3880000.0,-949334000.0,37795000.0,10975615000.0,1145820000.0,4192899000.0,4107599000.0,1145820000.0,1463954000.0,9062163000.0,10975615000.0,5664784000.0,4954564000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2019.0,Q3,,2019-09-30,2019-10-31 16:33:23+00:00,1105124000.0,1215465000.0,1511883000.0,1382580000.0,-181047000.0,1795166000.0,0.0,2264572000.0,1115874000.0,1915215000.0,2430719000.0,1047546000.0,2694934000.0,,1048139000.0,235559000.0,166305000.0,53268000.0,162217000.0,2106510000.0,1204874000.0,772196000.0,418816000.0,13628000.0,-789387000.0,64274000.0,9967133000.0,1287273000.0,3849723000.0,3959372000.0,1287273000.0,1522832000.0,8025485000.0,9967133000.0,5069271000.0,4066113000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2019.0,Q2,,2019-06-30,2019-07-25 16:36:17+00:00,1159844000.0,1096754000.0,1339881000.0,1344857000.0,-148791000.0,2270341000.0,0.0,2298111000.0,1890997000.0,1925725000.0,2370325000.0,1122336000.0,2708642000.0,,1025468000.0,233613000.0,169985000.0,44685000.0,159592000.0,2170971000.0,1251953000.0,858469000.0,385328000.0,14638000.0,-968312000.0,55409000.0,10529387000.0,1174143000.0,4284887000.0,4605723000.0,1174143000.0,1407756000.0,8736303000.0,10529387000.0,5219032000.0,4130580000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2019.0,Q1,,2019-03-31,2019-05-02 16:32:48+00:00,1227526000.0,920035000.0,1140215000.0,1315697000.0,-148120000.0,2670538000.0,0.0,2269860000.0,2068792000.0,1841234000.0,2258727000.0,1023734000.0,2715966000.0,,943030000.0,197186000.0,142710000.0,48351000.0,171511000.0,2069661000.0,1171552000.0,772296000.0,343029000.0,13654000.0,-1071667000.0,80838000.0,10302533000.0,1043208000.0,4424874000.0,4688882000.0,1043208000.0,1240394000.0,8719110000.0,10302533000.0,4934629000.0,4030228000.0,,-6865000.0
Live Nation Entertainment Inc,LYV,5493007B9BM9ZXJINO78,1335258,2020.0,Q1,,2020-03-31,2020-05-07 16:59:55+00:00,995395000.0,759432000.0,1229321000.0,,-259326000.0,3269863000.0,0.0,2262627000.0,2273494000.0,1999979000.0,,1274677000.0,3651019000.0,,1128169000.0,371478000.0,178535000.0,73513000.0,195810000.0,2607594000.0,1627396000.0,736369000.0,443606000.0,11848000.0,-1137082000.0,36036000.0,11861444000.0,859354000.0,4851025000.0,4730056000.0,859354000.0,1230832000.0,10187006000.0,11861444000.0,5882250000.0,5456950000.0,,-6865000.0
