company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2008.0,FY,,2008-12-31,2010-02-25 19:40:11+00:00,239000000.0,2612000000.0,-53000000.0,1641000000.0,,15959000000.0,911000000.0,12421000000.0,,7244000000.0,6743000000.0,853000000.0,1728000000.0,,,2262000000.0,1402000000.0,,380000000.0,,,294000000.0,1727000000.0,645000000.0,-2732000000.0,2000000.0,27139000000.0,13174000000.0,5452000000.0,3233000000.0,13174000000.0,13174000000.0,13965000000.0,27139000000.0,19959000000.0,10732000000.0,,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2009.0,FY,,2009-12-31,2011-02-17 14:39:34+00:00,212000000.0,2609000000.0,-43000000.0,864000000.0,,16101000000.0,572000000.0,11936000000.0,,6667000000.0,5915000000.0,891000000.0,1722000000.0,,,1875000000.0,1375000000.0,,198000000.0,578000000.0,,253000000.0,2064000000.0,319000000.0,-3757000000.0,3000000.0,25177000000.0,12301000000.0,4599000000.0,3022000000.0,12301000000.0,12301000000.0,12876000000.0,25177000000.0,18856000000.0,9854000000.0,0.0,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2009.0,Q3,,2009-09-30,2009-11-06 08:52:41+00:00,225000000.0,2431000000.0,-93000000.0,1381000000.0,,16071000000.0,825000000.0,12432000000.0,,6855000000.0,5774000000.0,942000000.0,1731000000.0,,,2133000000.0,1431000000.0,,264000000.0,,,249000000.0,1849000000.0,383000000.0,-2681000000.0,256000000.0,26229000000.0,13297000000.0,4962000000.0,3176000000.0,13297000000.0,13297000000.0,12932000000.0,26229000000.0,19536000000.0,9756000000.0,0.0,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2009.0,Q2,,2009-06-30,2009-08-06 16:55:58+00:00,213000000.0,2021000000.0,-22000000.0,1194000000.0,,16024000000.0,870000000.0,12425000000.0,,6981000000.0,5920000000.0,878000000.0,1719000000.0,,,2165000000.0,1444000000.0,,186000000.0,,,272000000.0,1944000000.0,410000000.0,-2588000000.0,330000000.0,26193000000.0,13414000000.0,4796000000.0,2750000000.0,13414000000.0,13414000000.0,12779000000.0,26193000000.0,19678000000.0,10029000000.0,0.0,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2010.0,FY,,2010-12-31,2012-02-17 16:40:03+00:00,184000000.0,1626000000.0,-129000000.0,213000000.0,0.0,16247000000.0,429000000.0,10186000000.0,,6343000000.0,4934000000.0,894000000.0,1697000000.0,,,1644000000.0,1320000000.0,,295000000.0,576000000.0,,287000000.0,1645000000.0,183000000.0,-4822000000.0,504000000.0,22128000000.0,11296000000.0,3615000000.0,2609000000.0,11296000000.0,11296000000.0,10832000000.0,22128000000.0,16816000000.0,8223000000.0,0.0,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2010.0,Q3,,2010-09-30,2010-11-05 14:14:49+00:00,195000000.0,1604000000.0,-117000000.0,624000000.0,,16213000000.0,480000000.0,10592000000.0,,6291000000.0,5133000000.0,923000000.0,1712000000.0,,,1924000000.0,1317000000.0,,252000000.0,,,335000000.0,1436000000.0,212000000.0,-5058000000.0,904000000.0,22486000000.0,11038000000.0,3556000000.0,2955000000.0,11038000000.0,11038000000.0,11448000000.0,22486000000.0,17218000000.0,8493000000.0,0.0,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2010.0,Q2,,2010-06-30,2010-08-05 14:54:36+00:00,180000000.0,2325000000.0,-37000000.0,811000000.0,,16178000000.0,550000000.0,10582000000.0,,6416000000.0,5183000000.0,885000000.0,1708000000.0,,,1982000000.0,1315000000.0,,368000000.0,,,326000000.0,1238000000.0,426000000.0,-5248000000.0,850000000.0,23019000000.0,10893000000.0,3987000000.0,3723000000.0,10893000000.0,10893000000.0,12126000000.0,23019000000.0,17324000000.0,8403000000.0,0.0,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2010.0,Q1,,2010-03-31,2010-05-06 16:49:45+00:00,232000000.0,2285000000.0,-18000000.0,519000000.0,,16145000000.0,520000000.0,10555000000.0,,6542000000.0,5671000000.0,906000000.0,1712000000.0,,,1970000000.0,1301000000.0,,146000000.0,,,297000000.0,1518000000.0,501000000.0,-5346000000.0,250000000.0,22853000000.0,10781000000.0,3747000000.0,2913000000.0,10781000000.0,10781000000.0,12072000000.0,22853000000.0,17394000000.0,9159000000.0,0.0,
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2011.0,FY,,2011-12-31,2013-02-22 16:02:54+00:00,203000000.0,1327000000.0,-138000000.0,267000000.0,0.0,16364000000.0,458000000.0,9761000000.0,,6473000000.0,4257000000.0,931000000.0,1670000000.0,,,1865000000.0,1246000000.0,,273000000.0,,,281000000.0,2008000000.0,203000000.0,-4381000000.0,4000000.0,21290000000.0,11353000000.0,3105000000.0,1807000000.0,11353000000.0,11353000000.0,9937000000.0,21290000000.0,16515000000.0,8130000000.0,0.0,-492000000.0
Boston Scientific Corp,BSX,Y6ZDD9FP4P8JSSJMW954,885725,2011.0,Q3,,2011-09-30,2011-11-08 16:50:25+00:00,256000000.0,1296000000.0,-132000000.0,276000000.0,0.0,16333000000.0,409000000.0,9769000000.0,,6564000000.0,4259000000.0,972000000.0,1684000000.0,,,1854000000.0,1237000000.0,,331000000.0,5000000.0,,272000000.0,1981000000.0,314000000.0,-4488000000.0,4000000.0,21502000000.0,11521000000.0,3213000000.0,1887000000.0,11521000000.0,11521000000.0,9981000000.0,21502000000.0,16605000000.0,8094000000.0,0.0,-192000000.0
