company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,FY,,2008-12-31,2010-02-10 16:34:31+00:00,838200000.0,988800000.0,376000000.0,3337500000.0,-1620600000.0,320300000.0,379500000.0,,2915100000.0,78700000.0,141600000.0,,2207500000.0,5983100000.0,,2940300000.0,101700000.0,999500000.0,2645600000.0,252800000.0,77600000.0,981500000.0,175000000.0,,,577000000.0,360100000.0,,,51900000.0,-32400000.0,393800000.0,25000000.0,7976500000.0,1040600000.0,2444700000.0,2003300000.0,1040600000.0,1293400000.0,6683100000.0,7976500000.0,2886200000.0,4679800000.0,-221500000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q3,,2008-09-30,2009-10-29 16:38:18+00:00,901500000.0,1194100000.0,,3597000000.0,-320600000.0,105200000.0,410500000.0,,2906800000.0,,,624900000.0,2333300000.0,6345900000.0,,2961100000.0,94500000.0,1141200000.0,2748900000.0,249100000.0,72100000.0,546600000.0,983300000.0,,,598700000.0,361400000.0,,,57300000.0,197300000.0,496400000.0,34000000.0,9237400000.0,2560700000.0,2837100000.0,2381200000.0,2560700000.0,2809800000.0,6427600000.0,9237400000.0,3651400000.0,4046400000.0,-222800000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q2,,2008-06-30,2009-08-07 10:40:26+00:00,1002100000.0,1438400000.0,,3807900000.0,43000000.0,141900000.0,366000000.0,,2900100000.0,,,614500000.0,2546600000.0,6811600000.0,,3260800000.0,95200000.0,1234700000.0,3003700000.0,257400000.0,130700000.0,585600000.0,909600000.0,,,662500000.0,382000000.0,,,51800000.0,118700000.0,528600000.0,23600000.0,10037000000.0,2838300000.0,3114500000.0,2440300000.0,2838300000.0,3095700000.0,6941300000.0,10037000000.0,3918800000.0,4501000000.0,-223500000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,FY,,2009-12-31,2011-02-10 16:21:01+00:00,850000000.0,983000000.0,609000000.0,3842000000.0,-1318000000.0,310000000.0,755000000.0,,2944000000.0,38000000.0,,46000000.0,2381000000.0,6553000000.0,,3258000000.0,114000000.0,889000000.0,2711000000.0,198000000.0,186000000.0,845000000.0,175000000.0,92000000.0,12000000.0,644000000.0,343000000.0,34000000.0,15000000.0,77000000.0,129000000.0,350000000.0,1000000.0,8727000000.0,1538000000.0,2797000000.0,2034000000.0,1538000000.0,1736000000.0,6991000000.0,8727000000.0,3219000000.0,4957000000.0,-217000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q3,,2009-09-30,2010-10-28 16:32:46+00:00,816100000.0,1146600000.0,,3849300000.0,-1250500000.0,197900000.0,1017100000.0,,2937000000.0,,,,2382300000.0,6559200000.0,,3343900000.0,124000000.0,1035400000.0,2709900000.0,242900000.0,160100000.0,949400000.0,905800000.0,,,658100000.0,368900000.0,,,45500000.0,288700000.0,377600000.0,900000.0,9119800000.0,1757200000.0,3245500000.0,2099500000.0,1757200000.0,2000100000.0,7119700000.0,9119800000.0,3164400000.0,5020200000.0,-218000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q2,,2009-06-30,2010-07-29 16:33:26+00:00,802500000.0,1126400000.0,,3554000000.0,-1424400000.0,236100000.0,677200000.0,,2929400000.0,,,,2290800000.0,6206300000.0,,3284400000.0,115700000.0,1039000000.0,2652300000.0,232300000.0,154200000.0,951400000.0,797600000.0,,,638000000.0,349700000.0,,,70000000.0,162000000.0,357800000.0,4800000.0,8614200000.0,1448200000.0,2917400000.0,1957900000.0,1448200000.0,1680500000.0,6933700000.0,8614200000.0,3044500000.0,4975800000.0,-218800000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q1,,2009-03-31,2010-04-29 16:30:49+00:00,754400000.0,945500000.0,,3224600000.0,-1700400000.0,285500000.0,362300000.0,,2923600000.0,,,,2130300000.0,5711000000.0,,2972000000.0,105300000.0,1044800000.0,2486400000.0,240200000.0,138600000.0,937800000.0,729100000.0,,,612700000.0,324400000.0,,,48400000.0,12700000.0,353600000.0,15900000.0,7751600000.0,1016000000.0,2416900000.0,1837100000.0,1016000000.0,1256200000.0,6495400000.0,7751600000.0,2848300000.0,4658300000.0,-219900000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,FY,,2010-12-31,2012-02-09 16:20:36+00:00,878000000.0,1075000000.0,645000000.0,3909000000.0,-897000000.0,306000000.0,640000000.0,0.0,3042000000.0,32000000.0,,54000000.0,2821000000.0,7016000000.0,,3924000000.0,299000000.0,946000000.0,3107000000.0,211000000.0,203000000.0,835000000.0,170000000.0,,,735000000.0,381000000.0,,,77000000.0,82000000.0,354000000.0,,9754000000.0,1815000000.0,2738000000.0,2079000000.0,1815000000.0,2026000000.0,7728000000.0,9754000000.0,3909000000.0,5649000000.0,-412000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q3,,2010-09-30,2011-10-27 16:08:39+00:00,838000000.0,1165000000.0,,3933000000.0,-1179000000.0,196000000.0,657000000.0,0.0,3036000000.0,,,45000000.0,2744000000.0,6975000000.0,,4006000000.0,287000000.0,986000000.0,3042000000.0,218000000.0,229000000.0,812000000.0,954000000.0,93000000.0,25000000.0,764000000.0,313000000.0,35000000.0,15000000.0,64000000.0,494000000.0,339000000.0,1000000.0,9883000000.0,1938000000.0,2966000000.0,2156000000.0,1938000000.0,2156000000.0,7727000000.0,9883000000.0,3875000000.0,5571000000.0,-413000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q2,,2010-06-30,2011-07-28 16:13:17+00:00,791000000.0,1076000000.0,,3633000000.0,-1452000000.0,233000000.0,648000000.0,0.0,3049000000.0,,,41000000.0,2222000000.0,6231000000.0,,3228000000.0,106000000.0,856000000.0,2598000000.0,205000000.0,160000000.0,798000000.0,831000000.0,78000000.0,25000000.0,627000000.0,262000000.0,36000000.0,15000000.0,69000000.0,355000000.0,272000000.0,1000000.0,8358000000.0,1538000000.0,2728000000.0,1919000000.0,1538000000.0,1743000000.0,6615000000.0,8358000000.0,3032000000.0,4696000000.0,-414000000.0
