company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,preferreddividends,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2007.0,FY,2007-01-01,2007-12-31,2010-02-10 16:34:31+00:00,8.46,8.46,,7.99,147800000.0,1400300000.0,358800000.0,1041500000.0,1319100000.0,59700000.0,5971400000.0,7566700000.0,,-230100000.0,,21500000.0,65800000.0,520600000.0,5971400000.0,1595300000.0,348600000.0,76400000.0,586400000.0,1008900000.0,-502300000.0,506600000.0,7566700000.0,155900000.0,155900000.0,165100000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 16:21:01+00:00,1.53,1.53,,1.52,210000000.0,328000000.0,225000000.0,103000000.0,258000000.0,70000000.0,5994000000.0,7540000000.0,,-387000000.0,,,66000000.0,499000000.0,5994000000.0,1546000000.0,253000000.0,94000000.0,565000000.0,981000000.0,-546000000.0,435000000.0,7540000000.0,163178000.0,163178000.0,163178000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 16:38:18+00:00,0.47,0.47,,0.46,42200000.0,96600000.0,96600000.0,,78600000.0,18000000.0,1601300000.0,2008600000.0,,-87600000.0,,,17100000.0,120800000.0,1601300000.0,407300000.0,66300000.0,23300000.0,137900000.0,269400000.0,-130600000.0,138800000.0,2008600000.0,167200000.0,165462000.0,170058000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 10:40:26+00:00,1.39,1.39,,1.35,75900000.0,248500000.0,244700000.0,3800000.0,231300000.0,17200000.0,1685400000.0,2210600000.0,,-9400000.0,,,17900000.0,130800000.0,1685400000.0,525200000.0,69200000.0,22700000.0,148700000.0,376500000.0,-55900000.0,320600000.0,2210600000.0,166400000.0,165350000.0,170550000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 16:20:36+00:00,0.96,0.96,,0.95,83000000.0,198000000.0,132000000.0,66000000.0,162000000.0,36000000.0,5317000000.0,6652000000.0,,-431000000.0,,,58000000.0,493000000.0,5317000000.0,1335000000.0,222000000.0,84000000.0,551000000.0,784000000.0,-569000000.0,215000000.0,6652000000.0,167687000.0,167687000.0,167687000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q4,2009-10-01,2009-12-31,,-0.95,-0.95,,-0.94,-61500000.0,-152300000.0,-218300000.0,66000000.0,-159100000.0,6800000.0,1269300000.0,1451400000.0,,-281300000.0,,,15700000.0,123900000.0,1269300000.0,182100000.0,57400000.0,16400000.0,139600000.0,42500000.0,-322300000.0,-279800000.0,1451400000.0,167687000.0,167687000.0,167687000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.91,1.91,,1.89,144500000.0,350300000.0,350300000.0,,321100000.0,29200000.0,4047700000.0,5200600000.0,,-149700000.0,,,42300000.0,369100000.0,4047700000.0,1152900000.0,164600000.0,67600000.0,411400000.0,741500000.0,-246700000.0,494800000.0,5200600000.0,168900000.0,167877352.0,171543156.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q3,2009-07-01,2009-09-30,2010-10-28 16:32:46+00:00,0.75,0.75,,0.74,63800000.0,129000000.0,129000000.0,,126700000.0,2300000.0,1425900000.0,1874600000.0,,-76200000.0,,,14300000.0,128200000.0,1425900000.0,448700000.0,58600000.0,21400000.0,142500000.0,306200000.0,-113400000.0,192800000.0,1874600000.0,168900000.0,167877352.0,171543156.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.16,1.16,,1.15,80700000.0,221300000.0,221300000.0,,194400000.0,26900000.0,2621800000.0,3326000000.0,,-73500000.0,,,28000000.0,240900000.0,2621800000.0,704200000.0,106000000.0,46200000.0,268900000.0,435300000.0,-133300000.0,302000000.0,3326000000.0,167800000.0,167764443.0,170493256.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 16:33:26+00:00,0.89,0.89,,0.88,49500000.0,162500000.0,162500000.0,,149300000.0,13200000.0,1399600000.0,1807000000.0,,-25100000.0,,,14100000.0,122400000.0,1399600000.0,407400000.0,57900000.0,24100000.0,136500000.0,270900000.0,-58900000.0,212000000.0,1807000000.0,167800000.0,167764443.0,170493256.0
