company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2007.0,FY,2007-01-01,2007-12-31,2010-02-10 16:34:31+00:00,-9800000.0,37500000.0,423400000.0,1770000000.0,51800000.0,-113100000.0,62800000.0,406400000.0,-1996200000.0,1444400000.0,653700000.0,,11300000.0,-1996200000.0,1444400000.0,665000000.0,165000000.0,1400300000.0,359000000.0,1041300000.0,-53100000.0,5700000.0,,-50100000.0,,-315800000.0,-2421000000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q4,2008-10-01,2008-12-31,,16000000.0,9500000.0,80700000.0,,-15200000.0,138000000.0,500000.0,-16800000.0,-77300000.0,-114400000.0,79100000.0,,97000000.0,-77300000.0,-114400000.0,176100000.0,-30800000.0,-211400000.0,-306500000.0,95100000.0,157400000.0,2100000.0,,-3500000.0,8100000.0,-138500000.0,-59600000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 16:21:01+00:00,,37000000.0,420000000.0,,-23000000.0,-258000000.0,15000000.0,686000000.0,-365000000.0,-377000000.0,660000000.0,,97000000.0,-365000000.0,-377000000.0,757000000.0,-8000000.0,328000000.0,225000000.0,103000000.0,236000000.0,-45000000.0,,-55000000.0,,-377000000.0,-966000000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q3,2008-07-01,2008-09-30,,600000.0,9200000.0,110100000.0,,-27100000.0,-13200000.0,600000.0,22800000.0,-133400000.0,-103700000.0,308700000.0,,,-133400000.0,-103700000.0,308700000.0,44500000.0,96600000.0,96600000.0,,106000000.0,-300000.0,,-4500000.0,5200000.0,-109500000.0,-152000000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 16:38:18+00:00,-16000000.0,27500000.0,339300000.0,,-7800000.0,-396000000.0,14500000.0,702800000.0,-287700000.0,-262600000.0,580900000.0,,,-287700000.0,-262600000.0,580900000.0,22800000.0,539400000.0,531500000.0,7900000.0,78600000.0,-47100000.0,,-51500000.0,-8100000.0,-238500000.0,-906400000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 10:40:26+00:00,-16600000.0,18300000.0,229200000.0,,19300000.0,-382800000.0,13900000.0,680000000.0,-154300000.0,-158900000.0,272200000.0,,,-154300000.0,-158900000.0,272200000.0,-21700000.0,442800000.0,434900000.0,7900000.0,-27400000.0,-46800000.0,,-47000000.0,-13300000.0,-129000000.0,-754400000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q4,2009-10-01,2009-12-31,,400000.0,5700000.0,89700000.0,,-96000000.0,72200000.0,900000.0,13400000.0,-105300000.0,-224900000.0,149600000.0,,71000000.0,-105300000.0,-224900000.0,220600000.0,-205600000.0,-152300000.0,-218300000.0,66000000.0,200300000.0,-3900000.0,,-3700000.0,,-234300000.0,-112000000.0,,-1600000.0,10600000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 16:20:36+00:00,-5000000.0,31000000.0,364000000.0,,-64000000.0,-44000000.0,7000000.0,1086000000.0,114000000.0,-418000000.0,729000000.0,,71000000.0,114000000.0,-418000000.0,800000000.0,432000000.0,198000000.0,132000000.0,66000000.0,246000000.0,14000000.0,,-62000000.0,,-428000000.0,-931000000.0,,,15000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q3TTM,2008-10-01,2009-09-30,,10600000.0,34800000.0,355000000.0,,16800000.0,21800000.0,6600000.0,1055800000.0,142000000.0,-307500000.0,658500000.0,,97000000.0,142000000.0,-307500000.0,755500000.0,606800000.0,138900000.0,43800000.0,95100000.0,203100000.0,20000000.0,,-61800000.0,8100000.0,-332200000.0,-878600000.0,,1600000.0,4400000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q3,2009-07-01,2009-09-30,,-5400000.0,12000000.0,92100000.0,,24500000.0,129900000.0,1800000.0,2200000.0,-6000000.0,-74800000.0,396200000.0,,,-6000000.0,-74800000.0,396200000.0,339900000.0,129000000.0,129000000.0,,33200000.0,-11200000.0,,-2900000.0,,-69600000.0,4100000.0,,,200000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 16:32:46+00:00,-5400000.0,25300000.0,274300000.0,,32000000.0,-116200000.0,6100000.0,1072600000.0,219300000.0,-193100000.0,579400000.0,,,219300000.0,-193100000.0,579400000.0,637600000.0,350300000.0,350300000.0,,45700000.0,17900000.0,,-58300000.0,,-193700000.0,-819000000.0,,1600000.0,4400000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q2TTM,2008-07-01,2009-06-30,,16600000.0,32000000.0,373000000.0,,-34800000.0,-121300000.0,5400000.0,1076400000.0,14600000.0,-336400000.0,571000000.0,,97000000.0,14600000.0,-336400000.0,668000000.0,311400000.0,106500000.0,11400000.0,95100000.0,275900000.0,30900000.0,,-63400000.0,13300000.0,-372100000.0,-1034700000.0,,1600000.0,4200000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q2,2009-04-01,2009-06-30,,,6600000.0,93800000.0,-100000.0,16400000.0,-15300000.0,300000.0,795500000.0,160200000.0,-73400000.0,211700000.0,,,160200000.0,-73400000.0,211700000.0,314900000.0,162500000.0,162500000.0,,-35900000.0,24700000.0,,-38400000.0,,-77500000.0,-621900000.0,,,4200000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-29 16:33:26+00:00,,13300000.0,182200000.0,,7500000.0,-246100000.0,4300000.0,1070400000.0,225300000.0,-118300000.0,183200000.0,,,225300000.0,-118300000.0,183200000.0,297700000.0,221300000.0,221300000.0,,12500000.0,29100000.0,,-55400000.0,,-124100000.0,-823100000.0,,1600000.0,4200000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 16:30:49+00:00,,6700000.0,88400000.0,100000.0,-8900000.0,-230800000.0,4000000.0,274900000.0,65100000.0,-44900000.0,-28500000.0,,,65100000.0,-44900000.0,-28500000.0,-17200000.0,58800000.0,58800000.0,,48400000.0,4400000.0,,-17000000.0,,-46600000.0,-201200000.0,,1600000.0,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q4,2010-10-01,2010-12-31,,-63000000.0,7000000.0,102000000.0,,3000000.0,50000000.0,1000000.0,22000000.0,-81000000.0,-169000000.0,230000000.0,,-43000000.0,-81000000.0,-169000000.0,187000000.0,-60000000.0,-403000000.0,-72000000.0,-331000000.0,143000000.0,-13000000.0,,-2000000.0,,-111000000.0,-89000000.0,,,5000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 16:38:58+00:00,-817000000.0,41000000.0,369000000.0,,3000000.0,-227000000.0,5000000.0,1392000000.0,547000000.0,-1314000000.0,600000000.0,,-8000000.0,547000000.0,-1314000000.0,592000000.0,-172000000.0,-3000000.0,297000000.0,-300000000.0,120000000.0,21000000.0,,-25000000.0,,-503000000.0,-647000000.0,-199000000.0,,6000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q3TTM,2009-10-01,2010-09-30,,-753600000.0,39700000.0,356700000.0,,-96000000.0,-204800000.0,4900000.0,1383400000.0,522700000.0,-1369900000.0,519600000.0,,106000000.0,522700000.0,-1369900000.0,625600000.0,-317600000.0,247700000.0,150700000.0,97000000.0,177300000.0,30100000.0,,-26700000.0,,-626300000.0,-670000000.0,-199000000.0,-1600000.0,11600000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q3,2010-07-01,2010-09-30,,-728000000.0,12000000.0,92000000.0,,20000000.0,25000000.0,1000000.0,680000000.0,650000000.0,-883000000.0,221000000.0,,10000000.0,650000000.0,-883000000.0,231000000.0,18000000.0,151000000.0,135000000.0,16000000.0,-43000000.0,12000000.0,,-1000000.0,,-156000000.0,-42000000.0,,,1000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 16:08:39+00:00,-754000000.0,34000000.0,267000000.0,,,-277000000.0,4000000.0,1370000000.0,628000000.0,-1145000000.0,370000000.0,,35000000.0,628000000.0,-1145000000.0,405000000.0,-112000000.0,400000000.0,369000000.0,31000000.0,-23000000.0,34000000.0,,-23000000.0,,-392000000.0,-558000000.0,-199000000.0,,1000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q2TTM,2009-07-01,2010-06-30,,-31000000.0,39700000.0,356800000.0,,-91500000.0,-99900000.0,5700000.0,705600000.0,-133300000.0,-561700000.0,694800000.0,,96000000.0,-133300000.0,-561700000.0,790800000.0,4300000.0,225700000.0,144700000.0,81000000.0,253500000.0,6900000.0,,-28600000.0,,-539900000.0,-623900000.0,-199000000.0,-1600000.0,10800000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q2,2010-04-01,2010-06-30,,,13000000.0,86000000.0,,-17000000.0,-114000000.0,2000000.0,690000000.0,168000000.0,-140000000.0,133000000.0,,17000000.0,168000000.0,-140000000.0,150000000.0,161000000.0,155000000.0,143000000.0,12000000.0,5000000.0,10000000.0,,-17000000.0,,-140000000.0,-462000000.0,-55000000.0,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 16:13:17+00:00,-26000000.0,22000000.0,175000000.0,,-20000000.0,-302000000.0,3000000.0,690000000.0,-22000000.0,-262000000.0,149000000.0,,25000000.0,-22000000.0,-262000000.0,174000000.0,-130000000.0,249000000.0,234000000.0,15000000.0,20000000.0,22000000.0,,-22000000.0,,-236000000.0,-516000000.0,-199000000.0,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q1TTM,2009-04-01,2010-03-31,,-31000000.0,33300000.0,364600000.0,-100000.0,-58100000.0,-1200000.0,4000000.0,811100000.0,-141100000.0,-495100000.0,773500000.0,,79000000.0,-141100000.0,-495100000.0,852500000.0,158200000.0,233200000.0,164200000.0,69000000.0,212600000.0,21600000.0,,-50000000.0,,-477400000.0,-783800000.0,-144000000.0,-1600000.0,15000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 16:20:30+00:00,-26000000.0,9000000.0,89000000.0,,-3000000.0,-188000000.0,1000000.0,,-190000000.0,-122000000.0,16000000.0,,8000000.0,-190000000.0,-122000000.0,24000000.0,-291000000.0,94000000.0,91000000.0,3000000.0,15000000.0,12000000.0,,-5000000.0,,-96000000.0,-54000000.0,-144000000.0,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q4,2011-10-01,2011-12-31,,4000000.0,12000000.0,97000000.0,,3000000.0,35000000.0,,-55000000.0,-7000000.0,-75000000.0,224000000.0,,-1000000.0,-7000000.0,-75000000.0,223000000.0,144000000.0,-766000000.0,-769000000.0,3000000.0,849000000.0,,,-3000000.0,,-81000000.0,51000000.0,,,2000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 16:14:22+00:00,-144000000.0,49000000.0,405000000.0,,6000000.0,-357000000.0,5000000.0,1545000000.0,-323000000.0,-426000000.0,505000000.0,,-2000000.0,-323000000.0,-426000000.0,503000000.0,-240000000.0,-480000000.0,-481000000.0,1000000.0,889000000.0,-22000000.0,,-35000000.0,,-285000000.0,-1816000000.0,,,3000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q3TTM,2010-10-01,2011-09-30,,-211000000.0,44000000.0,410000000.0,,6000000.0,-342000000.0,6000000.0,1622000000.0,-397000000.0,-520000000.0,511000000.0,,-44000000.0,-397000000.0,-520000000.0,467000000.0,-444000000.0,-117000000.0,216000000.0,-333000000.0,183000000.0,-35000000.0,,-34000000.0,,-315000000.0,-1956000000.0,,,6000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q3,2011-07-01,2011-09-30,,-1000000.0,12000000.0,100000000.0,,-11000000.0,-81000000.0,3000000.0,88000000.0,-128000000.0,-51000000.0,189000000.0,,-3000000.0,-128000000.0,-51000000.0,186000000.0,-4000000.0,120000000.0,123000000.0,-3000000.0,35000000.0,-13000000.0,,-1000000.0,,-51000000.0,-205000000.0,,,1000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 16:09:40+00:00,-148000000.0,37000000.0,308000000.0,,3000000.0,-392000000.0,5000000.0,1600000000.0,-316000000.0,-351000000.0,281000000.0,,-1000000.0,-316000000.0,-351000000.0,280000000.0,-384000000.0,286000000.0,288000000.0,-2000000.0,40000000.0,-22000000.0,,-32000000.0,,-204000000.0,-1867000000.0,,,1000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q2TTM,2010-07-01,2011-06-30,,-938000000.0,44000000.0,402000000.0,,37000000.0,-236000000.0,4000000.0,2214000000.0,381000000.0,-1352000000.0,543000000.0,,-31000000.0,381000000.0,-1352000000.0,512000000.0,-422000000.0,-86000000.0,228000000.0,-314000000.0,105000000.0,-10000000.0,,-34000000.0,,-420000000.0,-1793000000.0,,,6000000.0
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q2,2011-04-01,2011-06-30,,-147000000.0,12000000.0,107000000.0,-6000000.0,7000000.0,-16000000.0,,1507000000.0,-123000000.0,-233000000.0,177000000.0,,2000000.0,-123000000.0,-233000000.0,179000000.0,-170000000.0,80000000.0,78000000.0,2000000.0,-4000000.0,3000000.0,,-13000000.0,,-80000000.0,-1620000000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 16:05:09+00:00,-147000000.0,25000000.0,208000000.0,,14000000.0,-311000000.0,2000000.0,1512000000.0,-188000000.0,-300000000.0,92000000.0,,2000000.0,-188000000.0,-300000000.0,94000000.0,-380000000.0,166000000.0,165000000.0,1000000.0,5000000.0,-9000000.0,,-31000000.0,,-153000000.0,-1662000000.0,,,
Owens-Illinois Inc,OI,XRT4MR5HXMYMNAZQA715,812074,2011.0,Q1TTM,2010-04-01,2011-03-31,,-791000000.0,45000000.0,381000000.0,6000000.0,13000000.0,-334000000.0,6000000.0,1397000000.0,672000000.0,-1259000000.0,499000000.0,,-16000000.0,672000000.0,-1259000000.0,483000000.0,-91000000.0,-11000000.0,293000000.0,-304000000.0,114000000.0,-3000000.0,,-38000000.0,,-480000000.0,-635000000.0,-55000000.0,,6000000.0
