company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2008.0,FY,,2008-12-31,2010-02-24 10:09:09+00:00,1201000000.0,105000000.0,1065000000.0,-5182000000.0,2259000000.0,,10877000000.0,1970000000.0,836000000.0,,913000000.0,56000000.0,11662000000.0,2309000000.0,325000000.0,2024000000.0,101000000.0,735000000.0,0.0,6488000000.0,3793000000.0,,,1240000000.0,,99000000.0,,7646000000.0,,,23134000000.0,9087000000.0,7417000000.0,5149000000.0,9087000000.0,9188000000.0,13946000000.0,23134000000.0,13693000000.0,8797000000.0,-4254000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,FY,,2009-12-31,2011-02-23 09:09:43+00:00,1397000000.0,,1034000000.0,-4824000000.0,2642000000.0,,10995000000.0,2224000000.0,273000000.0,,868000000.0,,11922000000.0,2329000000.0,344000000.0,2001000000.0,112000000.0,436000000.0,23000000.0,5793000000.0,4493000000.0,,,1380000000.0,,116000000.0,,9102000000.0,,,23607000000.0,9827000000.0,7868000000.0,5523000000.0,9827000000.0,9939000000.0,13668000000.0,23607000000.0,13738000000.0,8145000000.0,-5446000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q3,,2009-09-27,2009-10-22 17:23:10+00:00,1266000000.0,105000000.0,988000000.0,-4967000000.0,2442000000.0,,10933000000.0,2002000000.0,382000000.0,,914000000.0,66000000.0,11668000000.0,2293000000.0,317000000.0,1945000000.0,104000000.0,445000000.0,,5778000000.0,4207000000.0,,,1207000000.0,,96000000.0,,8714000000.0,,,22880000000.0,9535000000.0,7549000000.0,5170000000.0,9535000000.0,9639000000.0,13241000000.0,22880000000.0,13386000000.0,8071000000.0,-5145000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q2,,2009-06-28,2009-07-23 11:48:03+00:00,1189000000.0,115000000.0,1016000000.0,-4962000000.0,2199000000.0,0.0,10903000000.0,1968000000.0,400000000.0,,912000000.0,72000000.0,11665000000.0,2295000000.0,294000000.0,1961000000.0,98000000.0,572000000.0,,6131000000.0,4493000000.0,,,1186000000.0,,93000000.0,,8344000000.0,,,23050000000.0,9441000000.0,7594000000.0,5085000000.0,9441000000.0,9539000000.0,13511000000.0,23050000000.0,13495000000.0,8426000000.0,-4844000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,FY,,2010-12-31,2012-02-22 16:37:34+00:00,1538000000.0,,1320000000.0,-5146000000.0,3638000000.0,0.0,11410000000.0,2201000000.0,266000000.0,,901000000.0,,12045000000.0,3610000000.0,363000000.0,2003000000.0,136000000.0,106000000.0,147000000.0,4815000000.0,4414000000.0,,,1446000000.0,,141000000.0,,10390000000.0,,,24422000000.0,9754000000.0,8822000000.0,5960000000.0,9754000000.0,9890000000.0,14532000000.0,24422000000.0,13597000000.0,8572000000.0,-6900000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,Q3,,2010-09-26,2010-10-28 10:37:41+00:00,1413000000.0,108000000.0,933000000.0,-4680000000.0,2149000000.0,,11363000000.0,2070000000.0,328000000.0,,898000000.0,147000000.0,11924000000.0,2326000000.0,324000000.0,1951000000.0,127000000.0,112000000.0,310000000.0,4675000000.0,4498000000.0,,,1193000000.0,,118000000.0,,10065000000.0,,,22852000000.0,10100000000.0,7525000000.0,5314000000.0,10100000000.0,10227000000.0,12625000000.0,22852000000.0,13376000000.0,7311000000.0,-6648000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,Q2,,2010-06-27,2010-08-19 15:10:07+00:00,1330000000.0,131000000.0,1214000000.0,-4712000000.0,2385000000.0,,11336000000.0,2159000000.0,301000000.0,,972000000.0,130000000.0,11921000000.0,2327000000.0,330000000.0,1953000000.0,120000000.0,326000000.0,23000000.0,5261000000.0,4461000000.0,,,1231000000.0,,112000000.0,,9473000000.0,,,23281000000.0,9875000000.0,7720000000.0,5675000000.0,9875000000.0,9995000000.0,13286000000.0,23281000000.0,13608000000.0,7611000000.0,-6222000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,Q1,,2010-03-28,2010-04-22 10:38:03+00:00,1310000000.0,113000000.0,1220000000.0,-4768000000.0,2613000000.0,,11190000000.0,2173000000.0,266000000.0,,656000000.0,121000000.0,11925000000.0,2328000000.0,329000000.0,1969000000.0,120000000.0,363000000.0,23000000.0,5854000000.0,4742000000.0,,,1243000000.0,,116000000.0,,9406000000.0,,,23800000000.0,10116000000.0,8179000000.0,5359000000.0,10116000000.0,10236000000.0,13564000000.0,23800000000.0,13652000000.0,8205000000.0,-5712000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2011.0,FY,,2011-12-31,2013-02-13 08:05:12+00:00,1507000000.0,,1140000000.0,-7001000000.0,4000000000.0,0.0,3526000000.0,2542000000.0,221000000.0,,941000000.0,,12544000000.0,4605000000.0,336000000.0,2006000000.0,159000000.0,657000000.0,5000000.0,6774000000.0,4526000000.0,,,1338000000.0,,226000000.0,,11656000000.0,,0.0,25854000000.0,8181000000.0,9309000000.0,6130000000.0,8181000000.0,8340000000.0,17514000000.0,25854000000.0,14539000000.0,11384000000.0,
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2011.0,Q3,,2011-10-02,2011-10-27 11:04:52+00:00,1349000000.0,,1273000000.0,-4808000000.0,2405000000.0,0.0,11643000000.0,2044000000.0,148000000.0,,1080000000.0,,12468000000.0,3612000000.0,423000000.0,1958000000.0,152000000.0,121000000.0,363000000.0,3992000000.0,4987000000.0,,,1461000000.0,,149000000.0,,11258000000.0,,,24120000000.0,10255000000.0,8112000000.0,5746000000.0,10255000000.0,10407000000.0,13713000000.0,24120000000.0,14050000000.0,7967000000.0,-7838000000.0
