company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 10:09:09+00:00,5.88,5.88,,5.75,532000000.0,2604000000.0,1719000000.0,885000000.0,2578000000.0,26000000.0,17011000000.0,21301000000.0,,-70000000.0,502000000.0,1434000000.0,17011000000.0,4290000000.0,196000000.0,163000000.0,1936000000.0,2354000000.0,-103000000.0,2251000000.0,21301000000.0,438400000.0,438400000.0,448300000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 09:09:43+00:00,4.01,4.01,1.12,3.92,824000000.0,1696000000.0,1698000000.0,-2000000.0,1672000000.0,24000000.0,18489000000.0,23174000000.0,,-33000000.0,517000000.0,1548000000.0,18489000000.0,4685000000.0,129000000.0,64000000.0,2065000000.0,2620000000.0,-98000000.0,2522000000.0,23174000000.0,417200000.0,417200000.0,417200000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2008.0,Q3,2008-06-30,2008-09-28,2009-10-22 17:23:10+00:00,,1.03,,1.0,222000000.0,437000000.0,437000000.0,0.0,427000000.0,10000000.0,4664000000.0,5864000000.0,,-18000000.0,130000000.0,380000000.0,4664000000.0,1200000000.0,29000000.0,16000000.0,510000000.0,690000000.0,-31000000.0,659000000.0,5864000000.0,,414600000.0,427000000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2008.0,Q2,2008-03-31,2008-06-29,2009-07-23 11:48:03+00:00,1.02,1.02,,0.99,221000000.0,432000000.0,432000000.0,0.0,426000000.0,6000000.0,4664000000.0,5870000000.0,,2000000.0,142000000.0,396000000.0,4664000000.0,1206000000.0,34000000.0,17000000.0,538000000.0,668000000.0,-15000000.0,653000000.0,5870000000.0,417600000.0,417600000.0,430300000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q4,2009-09-28,2009-12-31,,1.33,1.33,1.24,1.29,237000000.0,517000000.0,517000000.0,,504000000.0,13000000.0,5317000000.0,6667000000.0,,-21000000.0,158000000.0,392000000.0,5317000000.0,1350000000.0,28000000.0,3000000.0,550000000.0,800000000.0,-46000000.0,754000000.0,6667000000.0,390400000.0,390400000.0,390400000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 16:37:34+00:00,4.96,4.96,1.24,4.89,953000000.0,1976000000.0,1977000000.0,-1000000.0,1935000000.0,41000000.0,19747000000.0,24881000000.0,,-3000000.0,565000000.0,1527000000.0,19747000000.0,5134000000.0,123000000.0,14000000.0,2092000000.0,3042000000.0,-112000000.0,2930000000.0,24881000000.0,390400000.0,390400000.0,390400000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q3YTD,2009-01-01,2009-09-27,,3.63,3.63,,3.6,716000000.0,1459000000.0,1460000000.0,-1000000.0,1431000000.0,28000000.0,14430000000.0,18214000000.0,,18000000.0,407000000.0,1135000000.0,14430000000.0,3784000000.0,95000000.0,11000000.0,1542000000.0,2242000000.0,-66000000.0,2176000000.0,18214000000.0,388100000.0,388100000.0,388100000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q3,2009-06-29,2009-09-27,2010-10-28 10:37:41+00:00,1.26,1.26,,1.25,248000000.0,498000000.0,499000000.0,-1000000.0,490000000.0,8000000.0,4894000000.0,6205000000.0,,10000000.0,145000000.0,401000000.0,4894000000.0,1311000000.0,32000000.0,4000000.0,546000000.0,765000000.0,-18000000.0,747000000.0,6205000000.0,388100000.0,388100000.0,388100000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q2YTD,2009-01-01,2009-06-28,,2.37,2.37,,2.35,468000000.0,961000000.0,961000000.0,,941000000.0,20000000.0,9536000000.0,12009000000.0,,8000000.0,262000000.0,734000000.0,9536000000.0,2473000000.0,63000000.0,7000000.0,996000000.0,1477000000.0,-48000000.0,1429000000.0,12009000000.0,392500000.0,392500000.0,392500000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q2,2009-03-30,2009-06-28,2010-08-19 15:10:07+00:00,1.24,1.24,,1.23,246000000.0,501000000.0,504000000.0,-3000000.0,489000000.0,12000000.0,4839000000.0,6125000000.0,,13000000.0,151000000.0,370000000.0,4839000000.0,1286000000.0,31000000.0,3000000.0,521000000.0,765000000.0,-15000000.0,750000000.0,6125000000.0,392500000.0,392500000.0,392500000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2009.0,Q1,2009-01-01,2009-03-29,2010-04-22 10:38:03+00:00,1.13,1.13,,1.12,222000000.0,460000000.0,457000000.0,3000000.0,452000000.0,8000000.0,4697000000.0,5884000000.0,,-5000000.0,111000000.0,364000000.0,4697000000.0,1187000000.0,32000000.0,4000000.0,475000000.0,712000000.0,-33000000.0,679000000.0,5884000000.0,400000000.0,400000000.0,403600000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,Q4,2010-09-27,2010-12-31,,1.25,1.25,1.13,1.23,202000000.0,474000000.0,515000000.0,-41000000.0,459000000.0,15000000.0,5476000000.0,6852000000.0,,-67000000.0,143000000.0,423000000.0,5476000000.0,1376000000.0,28000000.0,2000000.0,566000000.0,810000000.0,-93000000.0,717000000.0,6852000000.0,372700000.0,372700000.0,372700000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 08:05:12+00:00,4.94,4.94,1.5,4.88,590000000.0,1879000000.0,1844000000.0,35000000.0,1840000000.0,39000000.0,20273000000.0,25150000000.0,,-65000000.0,625000000.0,1639000000.0,20273000000.0,4877000000.0,126000000.0,12000000.0,2264000000.0,2613000000.0,-179000000.0,2434000000.0,25150000000.0,372700000.0,372700000.0,372700000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,Q3YTD,2010-01-01,2010-09-26,,3.69,3.69,0.38,3.65,388000000.0,1405000000.0,1329000000.0,76000000.0,1381000000.0,24000000.0,14797000000.0,18298000000.0,,2000000.0,482000000.0,1216000000.0,14797000000.0,3501000000.0,98000000.0,10000000.0,1698000000.0,1803000000.0,-86000000.0,1717000000.0,18298000000.0,371700000.0,371700000.0,371700000.0
Raytheon Co,RTN,YR6K3WJN0KKLUPZSNL57,1047122,2010.0,Q3TTM,2009-09-28,2010-09-26,,5.02,5.02,1.62,4.94,625000000.0,1922000000.0,1846000000.0,76000000.0,1885000000.0,37000000.0,20114000000.0,24965000000.0,,-19000000.0,640000000.0,1608000000.0,20114000000.0,4851000000.0,126000000.0,13000000.0,2248000000.0,2603000000.0,-132000000.0,2471000000.0,24965000000.0,371700000.0,371700000.0,371700000.0
