company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 12:13:47+00:00,-1206232000.0,78699000.0,63961000.0,156177000.0,75202000.0,-13329000.0,-68453000.0,,172034000.0,-19521000.0,-1194002000.0,253663000.0,-19521000.0,-1194002000.0,253663000.0,-973189000.0,156794000.0,156794000.0,9145000.0,-11093000.0,-92529000.0,-64670000.0,-58708000.0,-29225000.0,1698000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,Q2TTM,2009-07-01,2010-06-30,,-1221760000.0,78471000.0,47798000.0,182918000.0,,-6918000.0,-16082000.0,202809000.0,1072921000.0,963401000.0,-1293531000.0,337272000.0,963401000.0,-1293531000.0,337272000.0,224000.0,159491000.0,159491000.0,10945000.0,-10556000.0,-101238000.0,-83124000.0,-200535000.0,,11353000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,Q2,2010-04-01,2010-06-30,,,20590000.0,9748000.0,59067000.0,,-4725000.0,2624000.0,,-49901000.0,-83228000.0,-21092000.0,125489000.0,-83228000.0,-21092000.0,125489000.0,16444000.0,61577000.0,61577000.0,2221000.0,1551000.0,-25184000.0,-21756000.0,-9694000.0,,664000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 10:29:53+00:00,-1222111000.0,40652000.0,37604000.0,101784000.0,,-5084000.0,-72014000.0,,251226000.0,151519000.0,-1260548000.0,128712000.0,151519000.0,-1260548000.0,128712000.0,-985401000.0,94026000.0,94026000.0,4916000.0,-10452000.0,-51105000.0,-39290000.0,-38150000.0,,853000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 11:51:14+00:00,-1222111000.0,20062000.0,27856000.0,42717000.0,,-359000.0,-74638000.0,,301127000.0,234747000.0,-1239456000.0,3223000.0,234747000.0,-1239456000.0,3223000.0,-1001845000.0,32449000.0,32449000.0,2695000.0,-12003000.0,-25921000.0,-17534000.0,-28456000.0,,189000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q4,2011-10-01,2011-12-31,,-50100000.0,91800000.0,69400000.0,,,3300000.0,,,79200000.0,-68900000.0,-92900000.0,170400000.0,-68900000.0,-92900000.0,170400000.0,11900000.0,0.0,,,-800000.0,-25100000.0,-43000000.0,-122200000.0,,200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 09:48:26+00:00,-152800000.0,91800000.0,69400000.0,220300000.0,0.0,-7400000.0,-41700000.0,,402800000.0,-80000000.0,-284100000.0,420900000.0,-80000000.0,-284100000.0,420900000.0,49400000.0,187300000.0,187300000.0,56200000.0,-3600000.0,-191600000.0,-135200000.0,-126500000.0,-161100000.0,3900000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-09 10:31:05+00:00,-102700000.0,,,166700000.0,,-10700000.0,-94800000.0,,323600000.0,-11100000.0,-191200000.0,250500000.0,-11100000.0,-191200000.0,250500000.0,37500000.0,164600000.0,164600000.0,14000000.0,-2800000.0,-166500000.0,-92200000.0,-4300000.0,-161100000.0,3700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q3TTM,2010-10-01,2011-09-30,,-76168000.0,29001000.0,8439000.0,220223000.0,-2000.0,-1871000.0,-92647000.0,,233066000.0,-144979000.0,-212598000.0,364837000.0,-144979000.0,-212598000.0,364837000.0,5389000.0,219306000.0,219306000.0,17955000.0,-2707000.0,-191771000.0,-140730000.0,-5992000.0,-177575000.0,4302000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q3,2011-07-01,2011-09-30,,-86900000.0,,,54600000.0,,-2000000.0,51000000.0,,128000000.0,-26600000.0,-114800000.0,168600000.0,-26600000.0,-114800000.0,168600000.0,25200000.0,56200000.0,56200000.0,6800000.0,,-114400000.0,-30900000.0,-2200000.0,-38000000.0,3000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-09 12:59:14+00:00,-15800000.0,,,112100000.0,,-8700000.0,-145800000.0,,195600000.0,15500000.0,-76400000.0,81900000.0,15500000.0,-76400000.0,81900000.0,12300000.0,108400000.0,108400000.0,7200000.0,-2800000.0,-52100000.0,-61300000.0,-2100000.0,-123100000.0,700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q2TTM,2010-07-01,2011-06-30,,26611000.0,67048000.0,34796000.0,220016000.0,75200000.0,-8116000.0,-140086000.0,,25874000.0,-289419000.0,-31252000.0,321188000.0,-289419000.0,-31252000.0,321188000.0,-7599000.0,225874000.0,225874000.0,15384000.0,-3348000.0,-118795000.0,-135210000.0,-24350000.0,-168800000.0,2147000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q2,2011-04-01,2011-06-30,,26000.0,-17707000.0,-26230000.0,56507000.0,,-6315000.0,-24893000.0,,62211000.0,-33943000.0,-33315000.0,90212000.0,-33943000.0,-33315000.0,90212000.0,16639000.0,55604000.0,55604000.0,2994000.0,226000.0,-25616000.0,-33383000.0,-2009000.0,-68755000.0,42000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q1TTM,2010-04-01,2011-03-31,,26585000.0,105345000.0,70774000.0,222576000.0,75200000.0,-6526000.0,-112569000.0,,-86238000.0,-338704000.0,-19029000.0,356465000.0,-338704000.0,-19029000.0,356465000.0,-7794000.0,231847000.0,231847000.0,14611000.0,-2023000.0,-118363000.0,-123583000.0,-32035000.0,-100045000.0,2769000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 10:38:11+00:00,-15826000.0,17707000.0,26230000.0,55593000.0,,-2385000.0,-120907000.0,,133389000.0,49443000.0,-43085000.0,-8312000.0,49443000.0,-43085000.0,-8312000.0,-4339000.0,52796000.0,52796000.0,4206000.0,-3026000.0,-26484000.0,-27917000.0,-91000.0,-54345000.0,658000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 11:27:22+00:00,-19100000.0,79300000.0,73500000.0,204300000.0,0.0,-500000.0,-12100000.0,,164900000.0,-265700000.0,-150800000.0,421300000.0,-265700000.0,-150800000.0,421300000.0,4300000.0,173800000.0,173800000.0,55300000.0,-4600000.0,-104300000.0,-136400000.0,-321700000.0,0.0,4700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q4,2012-10-01,2012-12-31,,,79300000.0,73500000.0,47100000.0,,-400000.0,26500000.0,,-62700000.0,-96600000.0,-43300000.0,131100000.0,-96600000.0,-43300000.0,131100000.0,-9200000.0,40100000.0,40100000.0,17400000.0,200000.0,-26000000.0,-44000000.0,-8100000.0,,700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q3TTM,2011-10-01,2012-09-30,,-69200000.0,91800000.0,69400000.0,210800000.0,,3200000.0,14500000.0,,306800000.0,-238000000.0,-200400000.0,460600000.0,-238000000.0,-200400000.0,460600000.0,25400000.0,156400000.0,156400000.0,80100000.0,-5600000.0,-103400000.0,-135400000.0,-435800000.0,,4200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q3,2012-07-01,2012-09-30,,-19100000.0,,,50200000.0,,1700000.0,33700000.0,,-60500000.0,-100300000.0,-52200000.0,146900000.0,-100300000.0,-52200000.0,146900000.0,-3900000.0,47400000.0,47400000.0,15600000.0,-3100000.0,-26100000.0,-33100000.0,-10600000.0,,
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-01 09:49:19+00:00,-19100000.0,,,157200000.0,0.0,-100000.0,-38600000.0,,227600000.0,-169100000.0,-107500000.0,290200000.0,-169100000.0,-107500000.0,290200000.0,13500000.0,133700000.0,133700000.0,37900000.0,-4800000.0,-78300000.0,-92400000.0,-313600000.0,0.0,4000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q2TTM,2011-07-01,2012-06-30,,-137000000.0,91800000.0,69400000.0,215200000.0,,-500000.0,31800000.0,,495300000.0,-164300000.0,-263000000.0,482300000.0,-164300000.0,-263000000.0,482300000.0,54500000.0,165200000.0,165200000.0,71300000.0,-2500000.0,-191700000.0,-133200000.0,-427400000.0,-38000000.0,7200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q2,2012-04-01,2012-06-30,,,,,52000000.0,,-2100000.0,-17700000.0,,282600000.0,-45300000.0,-32900000.0,94500000.0,-45300000.0,-32900000.0,94500000.0,14200000.0,42300000.0,42300000.0,17900000.0,100000.0,-26100000.0,-35600000.0,-301900000.0,,2700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-02 09:21:54+00:00,0.0,,,107000000.0,0.0,-1800000.0,-72300000.0,,288100000.0,-68800000.0,-55300000.0,143300000.0,-68800000.0,-55300000.0,143300000.0,17400000.0,86300000.0,86300000.0,22300000.0,-1700000.0,-52200000.0,-59300000.0,-303000000.0,0.0,4000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 16:35:38+00:00,0.0,,,55000000.0,,300000.0,-54600000.0,,5500000.0,-23500000.0,-22400000.0,48800000.0,-23500000.0,-22400000.0,48800000.0,3200000.0,44000000.0,44000000.0,4400000.0,-1800000.0,-26100000.0,-23700000.0,-1100000.0,0.0,1300000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q1TTM,2011-04-01,2012-03-31,,-136974000.0,74093000.0,43170000.0,219707000.0,,-4715000.0,24607000.0,,274911000.0,-152943000.0,-263415000.0,478012000.0,-152943000.0,-263415000.0,478012000.0,56939000.0,178504000.0,178504000.0,56394000.0,-2374000.0,-191216000.0,-130983000.0,-127509000.0,-106755000.0,4542000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 12:00:10+00:00,-59700000.0,121900000.0,66500000.0,190300000.0,30000000.0,-5100000.0,-26000000.0,,35100000.0,-184700000.0,-155800000.0,373200000.0,-184700000.0,-155800000.0,373200000.0,27600000.0,212600000.0,212600000.0,-3700000.0,-13300000.0,-107500000.0,-139800000.0,-21700000.0,-77300000.0,13700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q4,2013-10-01,2013-12-31,,-3400000.0,121900000.0,66500000.0,46800000.0,-400000.0,-4300000.0,25700000.0,,17400000.0,-70100000.0,-50300000.0,110800000.0,-70100000.0,-50300000.0,110800000.0,-13900000.0,56200000.0,56200000.0,-17900000.0,200000.0,-26700000.0,-49500000.0,-19300000.0,-41700000.0,3000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q3TTM,2012-10-01,2013-09-30,,-56300000.0,79300000.0,73500000.0,190600000.0,30400000.0,-1200000.0,-25200000.0,,-45000000.0,-211200000.0,-148800000.0,393500000.0,-211200000.0,-148800000.0,393500000.0,32300000.0,196500000.0,196500000.0,31600000.0,-13300000.0,-106800000.0,-134300000.0,-10500000.0,-35600000.0,11400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q3,2013-07-01,2013-09-30,,-56300000.0,,,46500000.0,-200000.0,4500000.0,51600000.0,,-43000000.0,-72000000.0,-87100000.0,160000000.0,-72000000.0,-87100000.0,160000000.0,5400000.0,54000000.0,54000000.0,7900000.0,-800000.0,-26800000.0,-35800000.0,-1400000.0,,5200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-31 10:32:51+00:00,-56300000.0,,,143500000.0,30400000.0,-800000.0,-51700000.0,,17700000.0,-114600000.0,-105500000.0,262400000.0,-114600000.0,-105500000.0,262400000.0,41500000.0,156400000.0,156400000.0,14200000.0,-13500000.0,-80800000.0,-90300000.0,-2400000.0,-35600000.0,10700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q2TTM,2012-07-01,2013-06-30,,-19100000.0,79300000.0,73500000.0,194300000.0,30600000.0,-4000000.0,-43100000.0,,-62500000.0,-239500000.0,-113900000.0,380400000.0,-239500000.0,-113900000.0,380400000.0,23000000.0,189900000.0,189900000.0,39300000.0,-15600000.0,-106100000.0,-131600000.0,-19700000.0,-35600000.0,6200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q2,2013-04-01,2013-06-30,,,,,47800000.0,30400000.0,-8400000.0,-10800000.0,,-68600000.0,-96400000.0,8300000.0,94000000.0,-96400000.0,8300000.0,94000000.0,-2500000.0,53100000.0,53100000.0,3900000.0,,-26800000.0,-27300000.0,-1000000.0,,5200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-01 10:00:30+00:00,,,,97000000.0,30600000.0,-5300000.0,-103300000.0,,60700000.0,-42600000.0,-18400000.0,102400000.0,-42600000.0,-18400000.0,102400000.0,36100000.0,102400000.0,102400000.0,6300000.0,-12700000.0,-54000000.0,-54500000.0,-1000000.0,-35600000.0,5500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q1TTM,2012-04-01,2013-03-31,,-19100000.0,79300000.0,73500000.0,198500000.0,200000.0,2300000.0,-50000000.0,,288700000.0,-188400000.0,-155100000.0,380900000.0,-188400000.0,-155100000.0,380900000.0,39700000.0,179100000.0,179100000.0,53300000.0,-15500000.0,-105400000.0,-139900000.0,-320600000.0,-35600000.0,3700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 11:08:43+00:00,,,,49200000.0,200000.0,3100000.0,-92500000.0,,129300000.0,53800000.0,-26700000.0,8400000.0,53800000.0,-26700000.0,8400000.0,38600000.0,49300000.0,49300000.0,2400000.0,-12700000.0,-27200000.0,-27200000.0,,-35600000.0,300000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 14:51:18+00:00,0.0,134800000.0,68400000.0,180600000.0,215600000.0,-12400000.0,-168400000.0,,297300000.0,-370800000.0,40500000.0,248100000.0,-370800000.0,40500000.0,248100000.0,-94600000.0,191100000.0,191100000.0,44800000.0,-7400000.0,-108400000.0,-185200000.0,-400200000.0,-152100000.0,10100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q2TTM,2013-07-01,2014-06-30,,-59700000.0,121900000.0,66500000.0,188100000.0,79200000.0,5600000.0,-59000000.0,,12200000.0,-250700000.0,-119100000.0,341200000.0,-250700000.0,-119100000.0,341200000.0,-23000000.0,225200000.0,225200000.0,-13100000.0,-8100000.0,-108100000.0,-154600000.0,-20900000.0,-125800000.0,16000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q2,2014-04-01,2014-06-30,,,,,47200000.0,,2800000.0,-58700000.0,,19400000.0,-55200000.0,-30500000.0,57900000.0,-55200000.0,-30500000.0,57900000.0,-25000000.0,65800000.0,65800000.0,3600000.0,-6400000.0,-27100000.0,-35800000.0,-200000.0,-40900000.0,5300000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-29 14:20:38+00:00,,,,94800000.0,79800000.0,5400000.0,-136300000.0,,37800000.0,-108600000.0,18300000.0,70400000.0,-108600000.0,18300000.0,70400000.0,-14500000.0,115000000.0,115000000.0,-3100000.0,-7500000.0,-54600000.0,-69300000.0,-200000.0,-84100000.0,7800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q1TTM,2013-04-01,2014-03-31,,-59700000.0,121900000.0,66500000.0,188700000.0,109600000.0,-5600000.0,-11100000.0,,-75800000.0,-291900000.0,-80300000.0,377300000.0,-291900000.0,-80300000.0,377300000.0,-500000.0,212500000.0,212500000.0,-12800000.0,-1700000.0,-107800000.0,-146100000.0,-21700000.0,-84900000.0,15900000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 09:50:23+00:00,,,,47600000.0,79800000.0,2600000.0,-77600000.0,,18400000.0,-53400000.0,48800000.0,12500000.0,-53400000.0,48800000.0,12500000.0,10500000.0,49200000.0,49200000.0,-6700000.0,-1100000.0,-27500000.0,-33500000.0,,-43200000.0,2500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:49:53+00:00,-66400000.0,84700000.0,48500000.0,158100000.0,13600000.0,-12400000.0,137400000.0,,14200000.0,-265300000.0,-262600000.0,552400000.0,-265300000.0,-262600000.0,552400000.0,12100000.0,239300000.0,239300000.0,17600000.0,-9200000.0,-109700000.0,-219400000.0,-10500000.0,-150100000.0,9600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q4,2015-10-01,2015-12-31,,-66400000.0,84700000.0,48500000.0,40000000.0,,200000.0,38100000.0,,12200000.0,-22300000.0,-137700000.0,140400000.0,-22300000.0,-137700000.0,140400000.0,-19400000.0,56800000.0,56800000.0,5500000.0,-2500000.0,-27500000.0,-71500000.0,41300000.0,-45800000.0,200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-28 10:36:05+00:00,0.0,,,118100000.0,13600000.0,-12600000.0,99300000.0,,2000000.0,-243000000.0,-124900000.0,412000000.0,-243000000.0,-124900000.0,412000000.0,31500000.0,182500000.0,182500000.0,12100000.0,-6700000.0,-82200000.0,-147900000.0,-51800000.0,-104300000.0,9400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q3,2015-07-01,2015-09-30,,,,,38000000.0,,-10300000.0,88600000.0,,-43500000.0,-142800000.0,-49600000.0,193500000.0,-142800000.0,-49600000.0,193500000.0,-9200000.0,62500000.0,62500000.0,4400000.0,-100000.0,-27000000.0,-51600000.0,-51300000.0,-20900000.0,2000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-29 09:39:25+00:00,0.0,,,80100000.0,13600000.0,-2300000.0,10700000.0,,45500000.0,-100200000.0,-75300000.0,218500000.0,-100200000.0,-75300000.0,218500000.0,40700000.0,120000000.0,120000000.0,7700000.0,-6600000.0,-55200000.0,-96300000.0,-500000.0,-83400000.0,7400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q2TTM,2014-07-01,2015-06-30,,,134800000.0,68400000.0,165900000.0,149400000.0,-20100000.0,-21400000.0,,305000000.0,-362400000.0,-53100000.0,396200000.0,-362400000.0,-53100000.0,396200000.0,-39400000.0,196100000.0,196100000.0,55600000.0,-6500000.0,-109000000.0,-212200000.0,-400500000.0,-151400000.0,9700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q2,2015-04-01,2015-06-30,,,,,40400000.0,13600000.0,-1600000.0,25800000.0,,11800000.0,-64400000.0,-39800000.0,133300000.0,-64400000.0,-39800000.0,133300000.0,27500000.0,65600000.0,65600000.0,1500000.0,-4400000.0,-27200000.0,-56800000.0,1300000.0,-45900000.0,3400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 11:22:10+00:00,,,,39700000.0,,-700000.0,-15100000.0,,33700000.0,-35800000.0,-35500000.0,85200000.0,-35800000.0,-35500000.0,85200000.0,13200000.0,54400000.0,54400000.0,6200000.0,-2200000.0,-28000000.0,-39500000.0,-1800000.0,-37500000.0,4000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q1TTM,2014-04-01,2015-03-31,,,134800000.0,68400000.0,172700000.0,135800000.0,-15700000.0,-105900000.0,,312600000.0,-353200000.0,-43800000.0,320800000.0,-353200000.0,-43800000.0,320800000.0,-91900000.0,196300000.0,196300000.0,57700000.0,-8500000.0,-108900000.0,-191200000.0,-402000000.0,-146400000.0,11600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,FY,2016-01-01,2016-12-31,2019-02-15 16:55:29+00:00,-114500000.0,93100000.0,57400000.0,162100000.0,,-800000.0,25100000.0,,299000000.0,-110400000.0,-311200000.0,437400000.0,-110400000.0,-311200000.0,437400000.0,15000000.0,236200000.0,236200000.0,14000000.0,-9700000.0,-113900000.0,-208300000.0,-141900000.0,-143900000.0,11600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q4,2016-10-01,2016-12-31,,,93100000.0,57400000.0,40700000.0,,-1700000.0,-16700000.0,,1900000.0,-17200000.0,-75000000.0,89000000.0,-17200000.0,-75000000.0,89000000.0,-4900000.0,60500000.0,60500000.0,4500000.0,500000.0,-27000000.0,-79300000.0,55900000.0,-48500000.0,4300000.0
