company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2009.0,FY,,2009-12-31,2011-03-01 11:46:36+00:00,380017000.0,467988000.0,89988000.0,953453000.0,72457000.0,1065687000.0,,579812000.0,23528000.0,646852000.0,2110646000.0,85299000.0,1227514000.0,399067000.0,1157193000.0,47951000.0,134676000.0,72606000.0,,,,34013000.0,189977000.0,,,1649804000.0,31322000.0,3928705000.0,1803732000.0,2005348000.0,524855000.0,1803732000.0,1851683000.0,2077022000.0,3928705000.0,766164000.0,1552167000.0,-498341000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,FY,,2010-12-31,2012-02-29 10:52:16+00:00,548042000.0,637738000.0,103024000.0,997331000.0,91117000.0,60404000.0,0.0,580698000.0,21246000.0,1013697000.0,2538084000.0,200116000.0,1283525000.0,673863000.0,1540753000.0,47809000.0,158289000.0,,,,,64346000.0,241326000.0,,94914000.0,1751908000.0,2947000.0,4285831000.0,1879623000.0,1466919000.0,675259000.0,1879623000.0,1927432000.0,2358399000.0,4285831000.0,1278159000.0,1683140000.0,-544100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,Q3,,2010-09-30,2010-11-09 12:56:23+00:00,545518000.0,668107000.0,101655000.0,,93193000.0,92498000.0,,576170000.0,30594000.0,989372000.0,,203203000.0,1374548000.0,656477000.0,1539826000.0,45828000.0,140064000.0,113946000.0,,,,63514000.0,218729000.0,,,1724158000.0,4052000.0,4326943000.0,1865955000.0,1531028000.0,681819000.0,1865955000.0,1911783000.0,2415160000.0,4326943000.0,1256089000.0,1733341000.0,-527566000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2010.0,Q2,,2010-06-30,2010-08-09 10:29:19+00:00,525928000.0,645464000.0,92525000.0,,25170000.0,80286000.0,,571269000.0,33405000.0,974716000.0,,204092000.0,1460801000.0,617796000.0,1532424000.0,42658000.0,143225000.0,115100000.0,,23950000.0,13521000.0,68035000.0,213703000.0,64721000.0,,1688568000.0,14152000.0,4326584000.0,1786666000.0,1482596000.0,679531000.0,1786666000.0,1829324000.0,2497260000.0,4326584000.0,1311564000.0,1817729000.0,-498341000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,FY,,2011-12-31,2013-02-28 11:35:02+00:00,415800000.0,665400000.0,95800000.0,1053000000.0,-90700000.0,109800000.0,0.0,545100000.0,23900000.0,1048400000.0,2493900000.0,222500000.0,1554800000.0,646000000.0,1440900000.0,,175500000.0,,131400000.0,,,59600000.0,326000000.0,,127800000.0,1832900000.0,15100000.0,4320400000.0,1582100000.0,1549000000.0,682000000.0,1582100000.0,1582100000.0,2738300000.0,4320400000.0,1330500000.0,2056300000.0,-705200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q3,,2011-09-30,2011-11-07 12:13:47+00:00,519216000.0,701968000.0,95665000.0,,9106000.0,97933000.0,,543037000.0,28611000.0,1023618000.0,,206047000.0,1591728000.0,685112000.0,1473439000.0,,187089000.0,,,,,61235000.0,224293000.0,,94868000.0,1835502000.0,15154000.0,4344220000.0,1682464000.0,1579881000.0,658646000.0,1682464000.0,1682464000.0,2661756000.0,4344220000.0,1290900000.0,2003110000.0,-705181000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q2,,2011-06-30,2011-08-09 10:29:53+00:00,558712000.0,762275000.0,97838000.0,,162664000.0,72733000.0,,586480000.0,18542000.0,1033032000.0,,195660000.0,1460218000.0,740376000.0,1527220000.0,52584000.0,175543000.0,,,,,70053000.0,230626000.0,,101941000.0,1804975000.0,22350000.0,4503290000.0,1886877000.0,1677325000.0,697442000.0,1886877000.0,1939461000.0,2563829000.0,4503290000.0,1298745000.0,1866387000.0,-667242000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2011.0,Q1,,2011-03-31,2011-05-10 11:51:14+00:00,522620000.0,712296000.0,86402000.0,,126462000.0,56065000.0,,582182000.0,32596000.0,1020804000.0,,197178000.0,1417305000.0,722508000.0,1531813000.0,49901000.0,167206000.0,101335000.0,,,,68084000.0,243837000.0,,,1776655000.0,3362000.0,4410083000.0,1886854000.0,1592204000.0,644980000.0,1886854000.0,1936755000.0,2473328000.0,4410083000.0,1286066000.0,1828348000.0,-598445000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,FY,,2012-12-31,2014-02-21 09:48:26+00:00,382100000.0,645200000.0,107900000.0,1150100000.0,-112900000.0,114100000.0,0.0,558100000.0,34300000.0,1034300000.0,2501400000.0,201200000.0,1417600000.0,661900000.0,1351300000.0,,198300000.0,,109800000.0,,,73900000.0,285900000.0,,103800000.0,1900900000.0,8900000.0,4185700000.0,1640900000.0,1525000000.0,643000000.0,1640900000.0,1640900000.0,2544800000.0,4185700000.0,1309400000.0,1901800000.0,-705200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q3,,2012-09-30,2012-11-09 10:31:05+00:00,407300000.0,687500000.0,122400000.0,,-117900000.0,123300000.0,,553400000.0,34900000.0,1035600000.0,,205800000.0,1494400000.0,653600000.0,1364800000.0,,179900000.0,,126900000.0,,,81200000.0,286900000.0,,125100000.0,1887300000.0,6600000.0,4276900000.0,1617600000.0,1589500000.0,698100000.0,1617600000.0,1617600000.0,2659300000.0,4276900000.0,1322600000.0,1961200000.0,-705200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q2,,2012-06-30,2012-08-09 12:59:14+00:00,413600000.0,703300000.0,106300000.0,,-137800000.0,127200000.0,,552000000.0,26300000.0,1030800000.0,,209500000.0,1549400000.0,645600000.0,1371900000.0,,183000000.0,,132400000.0,,,73200000.0,293600000.0,,133800000.0,1866200000.0,15500000.0,4295300000.0,1575200000.0,1609900000.0,694100000.0,1575200000.0,1575200000.0,2720100000.0,4295300000.0,1313500000.0,2026000000.0,-705200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2012.0,Q1,,2012-03-31,2012-05-10 10:38:11+00:00,429134000.0,702107000.0,98124000.0,,-48445000.0,112985000.0,,548201000.0,26629000.0,1055641000.0,,219373000.0,1552168000.0,681271000.0,1422673000.0,,181790000.0,,118483000.0,,,62345000.0,324058000.0,,134722000.0,1850371000.0,15785000.0,4391117000.0,1644946000.0,1631085000.0,688155000.0,1644946000.0,1644946000.0,2746171000.0,4391117000.0,1337359000.0,2058016000.0,-705181000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,FY,,2013-12-31,2015-02-20 11:27:22+00:00,362800000.0,615400000.0,99600000.0,1254800000.0,-98700000.0,141700000.0,0.0,560900000.0,32300000.0,1052200000.0,2539100000.0,190600000.0,1421400000.0,648500000.0,1284300000.0,,269800000.0,,92300000.0,,,78600000.0,132300000.0,,98900000.0,2005100000.0,14900000.0,4110200000.0,1684800000.0,1504500000.0,601900000.0,1684800000.0,1684800000.0,2425400000.0,4110200000.0,1321400000.0,1823500000.0,-782500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q3,,2013-09-30,2013-11-01 09:49:19+00:00,393200000.0,654800000.0,102000000.0,,-106800000.0,155600000.0,,559100000.0,37800000.0,1057300000.0,,196000000.0,1422400000.0,670100000.0,1287600000.0,,260400000.0,,104000000.0,,,60100000.0,160700000.0,,113900000.0,1975900000.0,27500000.0,4195400000.0,1687400000.0,1594400000.0,664500000.0,1687400000.0,1687400000.0,2508000000.0,4195400000.0,1313400000.0,1843500000.0,-740800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q2,,2013-06-30,2013-08-02 09:21:54+00:00,390300000.0,685400000.0,95500000.0,,-171100000.0,150200000.0,,555200000.0,40200000.0,1013000000.0,,186600000.0,1450300000.0,669500000.0,1274700000.0,,213600000.0,,107000000.0,,,56800000.0,248900000.0,,109300000.0,1949100000.0,7300000.0,4145500000.0,1592400000.0,1614400000.0,640300000.0,1592400000.0,1592400000.0,2553100000.0,4145500000.0,1256400000.0,1912800000.0,-740800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2013.0,Q1,,2013-03-31,2013-05-06 16:35:38+00:00,406600000.0,709700000.0,88500000.0,,-100300000.0,152700000.0,,549000000.0,45400000.0,1038600000.0,,198100000.0,1542800000.0,698000000.0,1330900000.0,,207900000.0,,92500000.0,,,71700000.0,281900000.0,,105700000.0,1923300000.0,8600000.0,4305400000.0,1631200000.0,1666100000.0,641600000.0,1631200000.0,1631200000.0,2674200000.0,4305400000.0,1308400000.0,2032600000.0,-740800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,FY,,2014-12-31,2016-02-19 12:00:10+00:00,268200000.0,496300000.0,90800000.0,1167400000.0,-291700000.0,47100000.0,0.0,572500000.0,23300000.0,963100000.0,2310300000.0,168600000.0,1311600000.0,575800000.0,1142900000.0,,223400000.0,,67800000.0,,,48400000.0,161400000.0,,168600000.0,2086800000.0,31300000.0,3610800000.0,1433000000.0,1287800000.0,481400000.0,1433000000.0,1433000000.0,2177800000.0,3610800000.0,1180100000.0,1696400000.0,-934600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q3,,2014-09-30,2014-10-31 10:32:51+00:00,321000000.0,562000000.0,85300000.0,,-162700000.0,126100000.0,,569400000.0,42100000.0,978500000.0,,175300000.0,1432900000.0,594900000.0,1128800000.0,,252500000.0,,73100000.0,249800000.0,87000000.0,87400000.0,114000000.0,,118000000.0,2054900000.0,17900000.0,4020800000.0,1595000000.0,1650800000.0,626400000.0,1595000000.0,1595000000.0,2425800000.0,4020800000.0,1241200000.0,1799400000.0,-866600000.0
