company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q2,,2014-06-30,2014-08-01 10:00:30+00:00,390600000.0,669500000.0,96400000.0,,-71000000.0,127200000.0,,567900000.0,31100000.0,1051600000.0,,184100000.0,1465100000.0,684100000.0,1236400000.0,,256400000.0,,81900000.0,,,86500000.0,120300000.0,,113600000.0,2065000000.0,15900000.0,4153000000.0,1695300000.0,1594400000.0,615900000.0,1695300000.0,1695300000.0,2457700000.0,4153000000.0,1322200000.0,1841800000.0,-866600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2014.0,Q1,,2014-03-31,2014-05-02 11:08:43+00:00,395000000.0,654100000.0,84300000.0,,-87400000.0,152200000.0,,563300000.0,56700000.0,1046300000.0,,187000000.0,1441500000.0,665900000.0,1242700000.0,,258500000.0,,90500000.0,,,89500000.0,126200000.0,,110500000.0,2026800000.0,18500000.0,4148200000.0,1677000000.0,1582700000.0,645000000.0,1677000000.0,1677000000.0,2471200000.0,4148200000.0,1322800000.0,1826200000.0,-825700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,FY,,2015-12-31,2017-02-17 14:51:18+00:00,334800000.0,451300000.0,93300000.0,1213200000.0,-509900000.0,59200000.0,0.0,586000000.0,35200000.0,949500000.0,2419500000.0,149800000.0,1353900000.0,525900000.0,1206300000.0,,172400000.0,,90400000.0,,,65200000.0,167000000.0,,82600000.0,2216000000.0,35400000.0,3489800000.0,1207400000.0,1119000000.0,589100000.0,1207400000.0,1207400000.0,2282400000.0,3489800000.0,1164500000.0,1693300000.0,-1084700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q3,,2015-09-30,2015-10-30 09:43:15+00:00,348700000.0,461800000.0,90600000.0,,-488200000.0,78600000.0,,583800000.0,38300000.0,904800000.0,,149100000.0,1293600000.0,538200000.0,1130600000.0,,219900000.0,,81400000.0,,,43200000.0,125700000.0,,141600000.0,2186600000.0,6400000.0,3447900000.0,1243300000.0,1220200000.0,565400000.0,1243300000.0,1243300000.0,2204600000.0,3447900000.0,1097100000.0,1639200000.0,-1038900000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q2,,2015-06-30,2015-07-29 14:20:38+00:00,299300000.0,498300000.0,83700000.0,,-371600000.0,87800000.0,,579800000.0,32800000.0,937400000.0,,157500000.0,1357800000.0,557000000.0,1146100000.0,,224600000.0,,60500000.0,,,42200000.0,147300000.0,,147500000.0,2151500000.0,26100000.0,3573800000.0,1341700000.0,1290600000.0,502400000.0,1341700000.0,1341700000.0,2232100000.0,3573800000.0,1137100000.0,1729700000.0,-1018000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2015.0,Q1,,2015-03-31,2015-05-01 09:50:23+00:00,310900000.0,568600000.0,68600000.0,,-387600000.0,60300000.0,,574600000.0,43500000.0,934500000.0,,160500000.0,1357100000.0,570900000.0,1124500000.0,,223300000.0,,57100000.0,,,51500000.0,152600000.0,,99900000.0,2113400000.0,29300000.0,3570700000.0,1328300000.0,1299700000.0,509400000.0,1328300000.0,1328300000.0,2242400000.0,3570700000.0,1146500000.0,1733000000.0,-972100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,FY,,2016-12-31,2018-02-23 16:49:53+00:00,378000000.0,461900000.0,79600000.0,1340300000.0,-447800000.0,74200000.0,0.0,594400000.0,31200000.0,1028800000.0,2624100000.0,155200000.0,1527800000.0,549400000.0,1283800000.0,,219700000.0,,70000000.0,,,82400000.0,132400000.0,,80000000.0,2341700000.0,17300000.0,3715700000.0,1259700000.0,1165500000.0,576100000.0,1259700000.0,1259700000.0,2456000000.0,3715700000.0,1266400000.0,1879900000.0,-1228600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q3,,2016-09-30,2016-10-28 10:36:05+00:00,422600000.0,474700000.0,77300000.0,,-435100000.0,79100000.0,,589700000.0,41500000.0,1037200000.0,,161600000.0,1485900000.0,568600000.0,1268900000.0,,198600000.0,,66100000.0,,,86400000.0,160700000.0,,76600000.0,2308500000.0,17400000.0,3753100000.0,1283000000.0,1199000000.0,624900000.0,1283000000.0,1283000000.0,2470100000.0,3753100000.0,1285200000.0,1845200000.0,-1180100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q2,,2016-06-30,2016-07-29 09:39:25+00:00,379100000.0,521500000.0,71000000.0,,-426200000.0,61800000.0,,585100000.0,41300000.0,1039500000.0,,166200000.0,1532300000.0,551000000.0,1258100000.0,,188400000.0,,74400000.0,,,84500000.0,161700000.0,,84700000.0,2267500000.0,21700000.0,3767300000.0,1297400000.0,1219000000.0,587500000.0,1297400000.0,1297400000.0,2469900000.0,3767300000.0,1290200000.0,1882400000.0,-1129000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q1,,2016-03-31,2016-04-29 11:22:10+00:00,366900000.0,489600000.0,64500000.0,,-462800000.0,50100000.0,,579800000.0,47200000.0,961400000.0,,147800000.0,1437200000.0,545500000.0,1222600000.0,,178500000.0,,66600000.0,,,76700000.0,160200000.0,,79400000.0,2244400000.0,19600000.0,3573100000.0,1232400000.0,1164600000.0,564800000.0,1232400000.0,1232400000.0,2340700000.0,3573100000.0,1185900000.0,1775900000.0,-1129000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,FY,,2017-12-31,2019-02-15 16:55:29+00:00,477200000.0,448700000.0,73100000.0,1457200000.0,-394500000.0,71100000.0,0.0,603300000.0,30500000.0,852700000.0,2775300000.0,142300000.0,1542400000.0,620200000.0,1318100000.0,,153500000.0,,64300000.0,,,149700000.0,136700000.0,,97100000.0,2324800000.0,21000000.0,3699900000.0,1201200000.0,1237100000.0,666100000.0,1201200000.0,1201200000.0,2498700000.0,3699900000.0,1144700000.0,1832600000.0,-1332400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q3,,2017-09-30,2017-10-27 14:57:49+00:00,506700000.0,493600000.0,77200000.0,,-383600000.0,44700000.0,,598900000.0,41500000.0,1047100000.0,,146400000.0,1530600000.0,627200000.0,1323400000.0,,235500000.0,,57400000.0,,,94900000.0,131000000.0,,99400000.0,2393000000.0,20900000.0,3876700000.0,1275900000.0,1264900000.0,703700000.0,1275900000.0,1275900000.0,2600800000.0,3876700000.0,1288400000.0,1897100000.0,-1332400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q2,,2017-06-30,2017-07-28 10:56:36+00:00,507000000.0,475300000.0,70000000.0,,-417500000.0,55000000.0,,594700000.0,31200000.0,1036500000.0,,149000000.0,1516800000.0,608500000.0,1311600000.0,,229900000.0,,67900000.0,,,93000000.0,123800000.0,,101400000.0,2365000000.0,19000000.0,3830300000.0,1264700000.0,1240200000.0,695100000.0,1264700000.0,1264700000.0,2565600000.0,3830300000.0,1278500000.0,1870500000.0,-1277500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q1,,2017-03-31,2017-04-28 16:33:01+00:00,449800000.0,475700000.0,68200000.0,,-415800000.0,50800000.0,,590300000.0,43700000.0,1037200000.0,,152300000.0,1536700000.0,580300000.0,1302400000.0,,227300000.0,,47300000.0,,,90900000.0,127500000.0,,89200000.0,2364800000.0,16500000.0,3778800000.0,1261800000.0,1196000000.0,625500000.0,1261800000.0,1261800000.0,2517000000.0,3778800000.0,1280400000.0,1891500000.0,-1277500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,FY,,2018-12-31,2019-04-26 16:43:15+00:00,515900000.0,443300000.0,94300000.0,,-525500000.0,76100000.0,,617100000.0,33300000.0,845200000.0,,121400000.0,1348600000.0,619500000.0,1250300000.0,,166700000.0,,46100000.0,,,119500000.0,138200000.0,,95700000.0,2456700000.0,12000000.0,3571000000.0,1215900000.0,1234600000.0,701600000.0,1215900000.0,1215900000.0,2355100000.0,3571000000.0,1086100000.0,1653500000.0,-1332400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q3,,2018-09-30,2018-10-26 16:02:16+00:00,513400000.0,483100000.0,98300000.0,,-483600000.0,62300000.0,,612200000.0,29600000.0,846300000.0,,125500000.0,1431400000.0,627700000.0,1253700000.0,,161300000.0,,51600000.0,,,119700000.0,118900000.0,,86100000.0,2391100000.0,12600000.0,3604400000.0,1187300000.0,1259200000.0,705500000.0,1187300000.0,1187300000.0,2417100000.0,3604400000.0,1091500000.0,1711600000.0,-1332400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q2,,2018-06-30,2018-07-27 12:51:29+00:00,484300000.0,480800000.0,78900000.0,,-468600000.0,51000000.0,,607400000.0,26500000.0,848700000.0,,130600000.0,1501700000.0,615800000.0,1272600000.0,,157100000.0,,61800000.0,,,130700000.0,128300000.0,,94200000.0,2362200000.0,17200000.0,3624400000.0,1168600000.0,1241800000.0,668700000.0,1168600000.0,1168600000.0,2455800000.0,3624400000.0,1110000000.0,1787100000.0,-1332400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q1,,2018-03-31,2018-04-27 15:23:31+00:00,487200000.0,499800000.0,72000000.0,,-375900000.0,59700000.0,,602500000.0,40800000.0,856100000.0,,139100000.0,1544200000.0,628100000.0,1325800000.0,,155300000.0,,57000000.0,,,147600000.0,133400000.0,,97600000.0,2344000000.0,25700000.0,3753800000.0,1238200000.0,1285200000.0,682700000.0,1238200000.0,1238200000.0,2515600000.0,3753800000.0,1142800000.0,1832900000.0,-1332400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2019.0,Q1,,2019-03-31,2019-04-26 16:43:15+00:00,465700000.0,482100000.0,87600000.0,,-521600000.0,57700000.0,,614400000.0,49600000.0,845200000.0,,117400000.0,1395000000.0,640100000.0,1239100000.0,,169500000.0,,44600000.0,,,165900000.0,173200000.0,,100300000.0,2487800000.0,14400000.0,3647800000.0,1248200000.0,1280200000.0,661900000.0,1248200000.0,1248200000.0,2399600000.0,3647800000.0,1128500000.0,1737700000.0,-1332400000.0
