company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 17:17:01+00:00,,0.43,0.43,0.39,,1581000.0,33149000.0,33149000.0,33149000.0,28366000.0,259099000.0,-282000.0,,,62581000.0,,133543000.0,28366000.0,230733000.0,2407000.0,2810000.0,196124000.0,34609000.0,121000.0,34730000.0,259099000.0,77100000.0,77680000.0,89967000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 17:29:44+00:00,0.0,1.73,1.73,1.63,,-211852000.0,295166000.0,295166000.0,295166000.0,45059000.0,386800000.0,-530000.0,,,81915000.0,0.0,172767000.0,45059000.0,341741000.0,4001000.0,786000.0,254682000.0,87059000.0,-3745000.0,83314000.0,386800000.0,170600000.0,170652000.0,181164000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,Q3,2009-07-01,2009-09-30,2010-11-02 15:45:35+00:00,,0.31,0.31,0.29,,951000.0,26731000.0,26731000.0,26731000.0,11895000.0,102628000.0,-250000.0,,,21323000.0,,41523000.0,11895000.0,90733000.0,80000.0,125000.0,62846000.0,27887000.0,-205000.0,27682000.0,102628000.0,86200000.0,87447000.0,90946000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 17:04:46+00:00,,0.2,0.2,0.19,,1092000.0,16802000.0,16802000.0,16802000.0,10313000.0,92256000.0,264000.0,,,18288000.0,,42705000.0,10313000.0,81943000.0,3504000.0,184000.0,60993000.0,20950000.0,-3056000.0,17894000.0,92256000.0,84000000.0,85128000.0,90159000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q4,2010-10-01,2010-12-31,,,0.15,0.15,0.15,,17798000.0,26450000.0,26450000.0,26450000.0,20222000.0,155976000.0,-1050000.0,,,27177000.0,722000.0,62825000.0,20222000.0,135754000.0,174000.0,442000.0,90724000.0,45030000.0,-782000.0,44248000.0,155976000.0,179700000.0,178542000.0,186074000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 10:05:39+00:00,0.0,0.54,0.54,0.52,0.0,51981000.0,97030000.0,97030000.0,97030000.0,64437000.0,540957000.0,-2434000.0,,,98394000.0,722000.0,226766000.0,64437000.0,476520000.0,704000.0,1511000.0,325882000.0,150638000.0,-1627000.0,149011000.0,540957000.0,179700000.0,178542000.0,186074000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q3YTD,2010-01-01,2010-09-30,,,0.39,0.39,0.39,,34183000.0,70580000.0,70580000.0,70580000.0,44215000.0,384981000.0,-1384000.0,,,71217000.0,,163941000.0,44215000.0,340766000.0,530000.0,1069000.0,235158000.0,105608000.0,-845000.0,104763000.0,384981000.0,174200000.0,178980000.0,186042000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q3,2010-07-01,2010-09-30,2011-10-31 16:22:44+00:00,,0.16,0.16,0.15,,14734000.0,27873000.0,27873000.0,27873000.0,16495000.0,141569000.0,-427000.0,,,25153000.0,,57208000.0,16495000.0,125074000.0,162000.0,483000.0,82361000.0,42713000.0,-106000.0,42607000.0,141569000.0,174200000.0,178980000.0,186042000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q2YTD,2010-01-01,2010-06-30,,,0.24,0.24,0.24,,19449000.0,42707000.0,42707000.0,42707000.0,27720000.0,243412000.0,-957000.0,,,46064000.0,,106733000.0,27720000.0,215692000.0,368000.0,586000.0,152797000.0,62895000.0,-739000.0,62156000.0,243412000.0,181400000.0,178004000.0,185150000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 15:07:28+00:00,,0.12,0.12,0.12,,10310000.0,21773000.0,21773000.0,21773000.0,13721000.0,125834000.0,-420000.0,,,23690000.0,,56098000.0,13721000.0,112113000.0,158000.0,336000.0,79788000.0,32325000.0,-242000.0,32083000.0,125834000.0,181400000.0,178004000.0,185150000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 17:21:24+00:00,,0.24,0.24,0.23,,9139000.0,20934000.0,20934000.0,20934000.0,13999000.0,117578000.0,-537000.0,,,22374000.0,,50635000.0,13999000.0,103579000.0,210000.0,250000.0,73009000.0,30570000.0,-497000.0,30073000.0,117578000.0,87200000.0,88506000.0,92090000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2011.0,Q4,2011-10-01,2011-12-31,,105000.0,0.26,0.26,0.26,,25908000.0,48170000.0,48170000.0,48170000.0,28798000.0,227559000.0,-1329000.0,,,34398000.0,2322000.0,86566000.0,28798000.0,198761000.0,183000.0,220000.0,123391000.0,75370000.0,-1292000.0,74078000.0,227559000.0,182600000.0,183220000.0,191806000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2011.0,FY,2011-01-01,2011-12-31,2014-02-10 16:43:11+00:00,382000.0,0.96,0.96,0.91,0.0,54353000.0,175315000.0,175315000.0,175315000.0,93140000.0,783431000.0,-2281000.0,,,137421000.0,13486000.0,308176000.0,93140000.0,690291000.0,788000.0,1911000.0,459465000.0,230826000.0,-1158000.0,229668000.0,783431000.0,182600000.0,183220000.0,191806000.0
