company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2009.0,FY,,2009-12-31,2011-02-17 17:17:01+00:00,11530000.0,113731000.0,66915000.0,-1942000.0,503000.0,157172000.0,,1093938000.0,1652000.0,16726000.0,,19954000.0,28589000.0,9918000.0,40885000.0,164691000.0,194308000.0,204000.0,20132000.0,4743000.0,5403000.0,2158000.0,5762000.0,-400964000.0,422000.0,19048000.0,786401000.0,688356000.0,373456000.0,85262000.0,688356000.0,688356000.0,98045000.0,786401000.0,248254000.0,12783000.0,0.0,-2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,FY,,2010-12-31,2012-02-17 17:29:44+00:00,16026000.0,168732000.0,107030000.0,-7140000.0,744000.0,267145000.0,0.0,1173486000.0,2896000.0,19643000.0,0.0,19954000.0,24146000.0,3718000.0,62165000.0,162240000.0,154569000.0,,26911000.0,11848000.0,4572000.0,9324000.0,7500000.0,-303934000.0,715000.0,94460000.0,1012037000.0,859736000.0,646556000.0,138515000.0,859736000.0,859736000.0,152301000.0,1012037000.0,203241000.0,13786000.0,0.0,-2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q3,,2010-09-30,2010-11-02 15:45:35+00:00,13322000.0,154088000.0,88199000.0,-4599000.0,306000.0,209956000.0,,1149475000.0,4166000.0,19714000.0,,19954000.0,25239000.0,3718000.0,60412000.0,162111000.0,164446000.0,217000.0,25469000.0,11037000.0,12270000.0,8537000.0,,-330384000.0,939000.0,88598000.0,942257000.0,811816000.0,558237000.0,117663000.0,811816000.0,811816000.0,130441000.0,942257000.0,221909000.0,12778000.0,0.0,-2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2010.0,Q2,,2010-06-30,2010-07-30 17:04:46+00:00,10955000.0,127023000.0,73775000.0,21383000.0,381000.0,212104000.0,,1131764000.0,2979000.0,16816000.0,,19954000.0,26299000.0,3718000.0,57747000.0,161871000.0,181095000.0,205000.0,41374000.0,1275000.0,8590000.0,3847000.0,,-358257000.0,245000.0,36721000.0,889594000.0,792214000.0,491785000.0,89229000.0,792214000.0,792214000.0,97380000.0,889594000.0,235938000.0,8151000.0,0.0,-2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2011.0,FY,,2011-12-31,2013-02-19 10:05:39+00:00,16029000.0,244288000.0,183624000.0,4179000.0,,540865000.0,0.0,1261608000.0,17905000.0,19132000.0,,79639000.0,91604000.0,0.0,81386000.0,165852000.0,103868000.0,3000.0,50849000.0,10227000.0,12518000.0,32471000.0,4750000.0,-128619000.0,0.0,,1394751000.0,1139844000.0,941270000.0,227785000.0,1134492000.0,1134492000.0,260259000.0,1394751000.0,287629000.0,32474000.0,0.0,2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2011.0,Q3,,2011-09-30,2011-10-31 16:22:44+00:00,14372000.0,221293000.0,172739000.0,-3104000.0,286000.0,438154000.0,0.0,1238297000.0,13636000.0,19995000.0,,80033000.0,92811000.0,,78302000.0,164153000.0,139459000.0,10004000.0,52578000.0,9067000.0,11230000.0,27780000.0,,-176789000.0,1430000.0,7034000.0,1305042000.0,1055728000.0,817356000.0,211244000.0,1055728000.0,1055728000.0,249314000.0,1305042000.0,323533000.0,38070000.0,0.0,-2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2011.0,Q2,,2011-06-30,2011-08-03 15:07:28+00:00,13446000.0,212720000.0,141248000.0,-19627000.0,378000.0,347868000.0,0.0,1218164000.0,13925000.0,20863000.0,,80033000.0,94019000.0,,75222000.0,163763000.0,135518000.0,9959000.0,23581000.0,17479000.0,5847000.0,27956000.0,,-242359000.0,1682000.0,20141000.0,1179575000.0,953502000.0,700395000.0,187780000.0,953502000.0,953502000.0,226073000.0,1179575000.0,315417000.0,38293000.0,0.0,-2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2011.0,Q1,,2011-03-31,2011-05-04 17:21:24+00:00,9025000.0,200729000.0,116623000.0,-14275000.0,462000.0,289430000.0,,1195420000.0,11615000.0,20470000.0,,79114000.0,95299000.0,0.0,74398000.0,160625000.0,144844000.0,10259000.0,24865000.0,15149000.0,5401000.0,25261000.0,,-277104000.0,64770000.0,59354000.0,1154529000.0,901365000.0,669246000.0,217182000.0,901365000.0,901365000.0,253164000.0,1154529000.0,324658000.0,35982000.0,0.0,-2676000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2012.0,FY,,2012-12-31,2014-02-10 16:43:11+00:00,21488000.0,295598000.0,249787000.0,6635000.0,0.0,989501000.0,0.0,1852241000.0,31266000.0,26086000.0,,253645000.0,646678000.0,101000000.0,94521000.0,165629000.0,13954000.0,19827000.0,75275000.0,9548000.0,38054000.0,161794000.0,14619000.0,126203000.0,48000000.0,0.0,2613560000.0,1970850000.0,1495600000.0,360089000.0,1970850000.0,1970850000.0,642710000.0,2613560000.0,952331000.0,282621000.0,0.0,-14229000.0
Alexion Pharmaceuticals Inc,ALXN,M1YXUUZR0EIMU8T0EM75,899866,2012.0,Q3,,2012-09-30,2012-10-29 13:26:34+00:00,21962000.0,311369000.0,247885000.0,2345000.0,,905526000.0,0.0,1827536000.0,35070000.0,19177000.0,,253839000.0,648306000.0,113000000.0,90049000.0,165047000.0,14509000.0,,84270000.0,9025000.0,13516000.0,158231000.0,,45230000.0,48000000.0,,2505608000.0,1877787000.0,1410391000.0,361942000.0,1872435000.0,1872435000.0,633173000.0,2505608000.0,930170000.0,271231000.0,0.0,2676000.0
