company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:04:40+00:00,-2675000000.0,114000000.0,444000000.0,687000000.0,,-731000000.0,18000000.0,2286000000.0,,858000000.0,-2386000000.0,1191000000.0,858000000.0,-2386000000.0,1191000000.0,-337000000.0,1068000000.0,1068000000.0,167000000.0,,-508000000.0,-349000000.0,,-2061000000.0,-79000000.0,-1018000000.0,,94000000.0,2764000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2009.0,Q4,2009-10-01,2009-12-31,,-177000000.0,14000000.0,283000000.0,207000000.0,,304000000.0,21000000.0,647000000.0,,-1349000000.0,-3818000000.0,476000000.0,-1349000000.0,-3818000000.0,476000000.0,-4691000000.0,1122000000.0,1122000000.0,-1157000000.0,-188000000.0,-490000000.0,-613000000.0,-50000000.0,-1912000000.0,-1194000000.0,-22000000.0,,107000000.0,-1296000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2009.0,FY,2009-01-01,2009-12-31,2012-03-14 16:24:54+00:00,-939000000.0,112000000.0,484000000.0,775000000.0,,84000000.0,73000000.0,2164000000.0,,576000000.0,-2672000000.0,1875000000.0,576000000.0,-2672000000.0,1875000000.0,-221000000.0,1122000000.0,1122000000.0,-106000000.0,-94000000.0,-303000000.0,-351000000.0,-50000000.0,-1912000000.0,-1194000000.0,-22000000.0,,123000000.0,409000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 15:04:10+00:00,-762000000.0,98000000.0,201000000.0,568000000.0,,-220000000.0,52000000.0,1517000000.0,,1925000000.0,1146000000.0,1399000000.0,1925000000.0,1146000000.0,1399000000.0,4470000000.0,,,1051000000.0,94000000.0,187000000.0,262000000.0,0.0,0.0,0.0,0.0,0.0,16000000.0,1705000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,Q4,2010-10-01,2010-12-31,,-611000000.0,36000000.0,221000000.0,223000000.0,,76000000.0,11000000.0,741000000.0,,463000000.0,-650000000.0,552000000.0,463000000.0,-650000000.0,552000000.0,365000000.0,271000000.0,271000000.0,-18000000.0,,-242000000.0,-122000000.0,385000000.0,-708000000.0,-167000000.0,,,112000000.0,414000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:20:02+00:00,-611000000.0,68000000.0,589000000.0,866000000.0,,186000000.0,40000000.0,1696000000.0,,-69000000.0,-1283000000.0,2154000000.0,-69000000.0,-1283000000.0,2154000000.0,802000000.0,703000000.0,703000000.0,399000000.0,,344000000.0,-398000000.0,,-2062000000.0,-905000000.0,-502000000.0,,371000000.0,675000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,Q3TTM,2009-10-01,2010-09-30,,-177000000.0,46000000.0,651000000.0,850000000.0,,414000000.0,50000000.0,1602000000.0,,-1881000000.0,-4451000000.0,2078000000.0,-1881000000.0,-4451000000.0,2078000000.0,-4254000000.0,1554000000.0,1554000000.0,-740000000.0,-188000000.0,96000000.0,-889000000.0,-435000000.0,-3266000000.0,-1932000000.0,-524000000.0,,366000000.0,-1035000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,Q3,2010-07-01,2010-09-30,,,27000000.0,69000000.0,218000000.0,,-314000000.0,7000000.0,150000000.0,,-470000000.0,534000000.0,295000000.0,-470000000.0,534000000.0,295000000.0,359000000.0,127000000.0,127000000.0,264000000.0,,739000000.0,-99000000.0,-15000000.0,-515000000.0,-28000000.0,-500000000.0,,223000000.0,102000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 15:28:57+00:00,,32000000.0,368000000.0,643000000.0,,110000000.0,29000000.0,955000000.0,,-532000000.0,-633000000.0,1602000000.0,-532000000.0,-633000000.0,1602000000.0,437000000.0,432000000.0,432000000.0,417000000.0,,586000000.0,-276000000.0,-385000000.0,-1354000000.0,-738000000.0,-502000000.0,,259000000.0,261000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,Q2,2010-04-01,2010-06-30,,,78000000.0,200000000.0,215000000.0,,-181000000.0,8000000.0,499000000.0,,218000000.0,-671000000.0,419000000.0,218000000.0,-671000000.0,419000000.0,-34000000.0,205000000.0,205000000.0,180000000.0,,-107000000.0,-89000000.0,-296000000.0,-393000000.0,-200000000.0,,,12000000.0,113000000.0
