company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:21:04+00:00,5.55,5.55,1.92,976000000.0,5.51,,394000000.0,1381000000.0,1381000000.0,,1331000000.0,42000000.0,4146000000.0,10036000000.0,,343000000.0,52000000.0,130000000.0,,0.0,8000000.0,0.0,2825000000.0,4489000000.0,5547000000.0,465000000.0,312000000.0,3801000000.0,1746000000.0,-23000000.0,1723000000.0,10036000000.0,239800000.0,239720000.0,241523000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q3YTD,2011-01-01,2011-09-30,,4.37,4.37,1.44,729000000.0,4.34,,289000000.0,1073000000.0,1073000000.0,,1046000000.0,21000000.0,3160000000.0,7432000000.0,,259000000.0,45000000.0,86000000.0,,,6000000.0,,2003000000.0,3419000000.0,4013000000.0,344000000.0,294000000.0,2732000000.0,1281000000.0,36000000.0,1317000000.0,7432000000.0,238800000.0,239545000.0,241880000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q3TTM,2010-10-01,2011-09-30,,5.41,5.41,1.83,952000000.0,5.36,,337000000.0,1344000000.0,1344000000.0,,1296000000.0,39000000.0,4106000000.0,9777000000.0,,343000000.0,52000000.0,144000000.0,,-15000000.0,9000000.0,,2720000000.0,4449000000.0,5328000000.0,457000000.0,271000000.0,3657000000.0,1671000000.0,-42000000.0,1629000000.0,9777000000.0,238800000.0,239545000.0,241880000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q3,2011-07-01,2011-09-30,2012-11-06 16:26:30+00:00,1.21,1.21,0.48,251000000.0,1.2,,75000000.0,319000000.0,319000000.0,,289000000.0,29000000.0,1050000000.0,2576000000.0,,84000000.0,6000000.0,12000000.0,,,1000000.0,,691000000.0,1134000000.0,1442000000.0,118000000.0,-6000000.0,942000000.0,500000000.0,-112000000.0,388000000.0,2576000000.0,238800000.0,239545000.0,241880000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q2YTD,2011-01-01,2011-06-30,,3.16,3.16,0.96,478000000.0,3.14,,214000000.0,754000000.0,754000000.0,,757000000.0,-8000000.0,2110000000.0,4856000000.0,,175000000.0,39000000.0,74000000.0,,,5000000.0,,1312000000.0,2285000000.0,2571000000.0,226000000.0,300000000.0,1790000000.0,781000000.0,148000000.0,929000000.0,4856000000.0,239500000.0,239415000.0,240761000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q2TTM,2010-07-01,2011-06-30,,4.73,4.73,1.74,919000000.0,4.69,,230000000.0,1152000000.0,1152000000.0,,1138000000.0,4000000.0,3859000000.0,9317000000.0,,335000000.0,42000000.0,198000000.0,,2000000.0,10000000.0,,2619000000.0,4194000000.0,5123000000.0,450000000.0,9000000.0,3540000000.0,1583000000.0,-243000000.0,1340000000.0,9317000000.0,239500000.0,239415000.0,240761000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 16:49:29+00:00,2.1,2.1,0.48,248000000.0,2.09,,100000000.0,494000000.0,494000000.0,,503000000.0,-12000000.0,1044000000.0,2422000000.0,,80000000.0,8000000.0,31000000.0,,,3000000.0,,673000000.0,1124000000.0,1298000000.0,118000000.0,296000000.0,921000000.0,377000000.0,209000000.0,586000000.0,2422000000.0,239500000.0,239415000.0,240761000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q1TTM,2010-04-01,2011-03-31,,3.53,3.53,1.65,886000000.0,3.49,,189000000.0,863000000.0,863000000.0,,857000000.0,-4000000.0,3580000000.0,8903000000.0,,332000000.0,61000000.0,175000000.0,,1000000.0,10000000.0,,2562000000.0,3912000000.0,4991000000.0,435000000.0,-291000000.0,3449000000.0,1542000000.0,-551000000.0,991000000.0,8903000000.0,239600000.0,240128000.0,241903000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 17:37:56+00:00,1.06,1.06,0.48,230000000.0,1.05,,114000000.0,260000000.0,260000000.0,,254000000.0,4000000.0,1066000000.0,2434000000.0,,95000000.0,31000000.0,43000000.0,,,2000000.0,,639000000.0,1161000000.0,1273000000.0,108000000.0,4000000.0,869000000.0,404000000.0,-61000000.0,343000000.0,2434000000.0,239600000.0,240128000.0,241903000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,FY,2012-01-01,2012-12-31,2014-02-27 16:21:04+00:00,3.56,3.56,2.4,1090000000.0,3.48,,59000000.0,920000000.0,920000000.0,,859000000.0,55000000.0,3690000000.0,9647000000.0,,359000000.0,36000000.0,172000000.0,,-7000000.0,6000000.0,0.0,2956000000.0,4049000000.0,5598000000.0,493000000.0,-295000000.0,4039000000.0,1559000000.0,-616000000.0,943000000.0,9647000000.0,241300000.0,241347000.0,246693000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q4,2012-10-01,2012-12-31,,1.21,1.21,0.6,287000000.0,1.17,,11000000.0,305000000.0,305000000.0,,293000000.0,11000000.0,1111000000.0,2668000000.0,,95000000.0,7000000.0,35000000.0,,,1000000.0,,826000000.0,1206000000.0,1462000000.0,141000000.0,66000000.0,1113000000.0,349000000.0,-40000000.0,309000000.0,2668000000.0,241300000.0,241347000.0,246693000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.35,2.35,1.8,803000000.0,2.31,,48000000.0,615000000.0,615000000.0,,566000000.0,44000000.0,2579000000.0,6979000000.0,,264000000.0,29000000.0,137000000.0,,-7000000.0,5000000.0,,2130000000.0,2843000000.0,4136000000.0,352000000.0,-361000000.0,2926000000.0,1210000000.0,-576000000.0,634000000.0,6979000000.0,241400000.0,241689000.0,245802000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.53,3.53,2.28,1050000000.0,3.48,,153000000.0,923000000.0,923000000.0,,851000000.0,65000000.0,3565000000.0,9583000000.0,,348000000.0,36000000.0,181000000.0,,-7000000.0,7000000.0,,2952000000.0,3913000000.0,5670000000.0,473000000.0,-343000000.0,3995000000.0,1675000000.0,-635000000.0,1040000000.0,9583000000.0,241400000.0,241689000.0,245802000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q3,2012-07-01,2012-09-30,2013-11-05 16:37:25+00:00,1.11,1.11,0.6,280000000.0,1.09,,49000000.0,290000000.0,290000000.0,,268000000.0,20000000.0,906000000.0,2507000000.0,,89000000.0,10000000.0,44000000.0,,0.0,2000000.0,0.0,732000000.0,995000000.0,1512000000.0,126000000.0,-89000000.0,1012000000.0,500000000.0,-171000000.0,329000000.0,2507000000.0,241400000.0,241689000.0,245802000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.24,1.24,1.2,523000000.0,1.22,,-1000000.0,325000000.0,325000000.0,,298000000.0,24000000.0,1673000000.0,4472000000.0,,175000000.0,19000000.0,93000000.0,,-7000000.0,3000000.0,,1398000000.0,1848000000.0,2624000000.0,226000000.0,-272000000.0,1914000000.0,710000000.0,-405000000.0,305000000.0,4472000000.0,238500000.0,241141000.0,246260000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.63,3.63,2.16,1021000000.0,3.59,,179000000.0,952000000.0,952000000.0,,872000000.0,74000000.0,3709000000.0,9652000000.0,,343000000.0,32000000.0,149000000.0,,-7000000.0,6000000.0,,2911000000.0,4052000000.0,5600000000.0,465000000.0,-260000000.0,3925000000.0,1675000000.0,-576000000.0,1099000000.0,9652000000.0,238500000.0,241141000.0,246260000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 14:56:23+00:00,0.26,0.26,0.6,266000000.0,0.25,,-118000000.0,74000000.0,74000000.0,,62000000.0,11000000.0,692000000.0,2089000000.0,,79000000.0,8000000.0,18000000.0,,-7000000.0,1000000.0,,727000000.0,771000000.0,1318000000.0,113000000.0,-289000000.0,986000000.0,332000000.0,-384000000.0,-52000000.0,2089000000.0,238500000.0,241141000.0,246260000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q1TTM,2011-04-01,2012-03-31,,5.47,5.47,2.04,1003000000.0,5.43,,397000000.0,1372000000.0,1372000000.0,,1313000000.0,51000000.0,4061000000.0,9985000000.0,,344000000.0,32000000.0,162000000.0,,,8000000.0,,2857000000.0,4405000000.0,5580000000.0,470000000.0,325000000.0,3860000000.0,1720000000.0,17000000.0,1737000000.0,9985000000.0,240800000.0,240566000.0,243761000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 16:03:45+00:00,0.98,0.98,0.6,257000000.0,0.97,,117000000.0,251000000.0,251000000.0,,236000000.0,13000000.0,981000000.0,2383000000.0,,96000000.0,11000000.0,75000000.0,,,2000000.0,,671000000.0,1077000000.0,1306000000.0,113000000.0,17000000.0,928000000.0,378000000.0,-21000000.0,357000000.0,2383000000.0,240800000.0,240566000.0,243761000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 13:38:18+00:00,4.1,4.1,2.52,1113000000.0,4.01,,366000000.0,1088000000.0,1088000000.0,,1001000000.0,79000000.0,4191000000.0,10557000000.0,,374000000.0,24000000.0,140000000.0,,-114000000.0,8000000.0,200000000.0,2995000000.0,4565000000.0,5992000000.0,559000000.0,51000000.0,4194000000.0,1798000000.0,-368000000.0,1430000000.0,10557000000.0,244100000.0,243863000.0,249332000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q4,2013-10-01,2013-12-31,,1.16,1.16,0.63,285000000.0,1.12,,39000000.0,320000000.0,320000000.0,,282000000.0,38000000.0,1079000000.0,2705000000.0,,91000000.0,11000000.0,61000000.0,,-1000000.0,,,833000000.0,1170000000.0,1535000000.0,146000000.0,15000000.0,1117000000.0,418000000.0,-70000000.0,348000000.0,2705000000.0,244100000.0,243863000.0,249332000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.94,2.94,1.89,828000000.0,2.89,,327000000.0,768000000.0,768000000.0,,719000000.0,41000000.0,3112000000.0,7852000000.0,,283000000.0,13000000.0,79000000.0,,-113000000.0,8000000.0,200000000.0,2162000000.0,3395000000.0,4457000000.0,413000000.0,36000000.0,3077000000.0,1380000000.0,-298000000.0,1082000000.0,7852000000.0,244600000.0,244140000.0,249259000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q3TTM,2012-10-01,2013-09-30,,4.15,4.15,2.49,1115000000.0,4.06,,338000000.0,1073000000.0,1073000000.0,,1012000000.0,52000000.0,4223000000.0,10520000000.0,,378000000.0,20000000.0,114000000.0,,-113000000.0,9000000.0,200000000.0,2988000000.0,4601000000.0,5919000000.0,554000000.0,102000000.0,4190000000.0,1729000000.0,-338000000.0,1391000000.0,10520000000.0,244600000.0,244140000.0,249259000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q3,2013-07-01,2013-09-30,2014-11-04 14:46:11+00:00,1.21,1.21,0.63,286000000.0,1.19,,117000000.0,323000000.0,323000000.0,,296000000.0,22000000.0,965000000.0,2551000000.0,,96000000.0,8000000.0,16000000.0,,-39000000.0,5000000.0,0.0,698000000.0,1061000000.0,1490000000.0,137000000.0,8000000.0,945000000.0,545000000.0,-113000000.0,432000000.0,2551000000.0,244600000.0,244140000.0,249259000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.73,1.73,1.26,542000000.0,1.7,,210000000.0,445000000.0,445000000.0,,423000000.0,19000000.0,2147000000.0,5301000000.0,,187000000.0,5000000.0,63000000.0,,-74000000.0,3000000.0,200000000.0,1464000000.0,2334000000.0,2967000000.0,276000000.0,28000000.0,2132000000.0,835000000.0,-185000000.0,650000000.0,5301000000.0,245000000.0,243603000.0,248515000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q2TTM,2012-07-01,2013-06-30,,4.05,4.05,2.46,1109000000.0,3.96,,270000000.0,1040000000.0,1040000000.0,,984000000.0,50000000.0,4164000000.0,10476000000.0,,371000000.0,22000000.0,142000000.0,,-74000000.0,6000000.0,200000000.0,3022000000.0,4535000000.0,5941000000.0,543000000.0,5000000.0,4257000000.0,1684000000.0,-396000000.0,1288000000.0,10476000000.0,245000000.0,243603000.0,248515000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 14:54:31+00:00,1.0,1.0,0.63,247000000.0,0.98,,32000000.0,267000000.0,267000000.0,,245000000.0,21000000.0,985000000.0,2651000000.0,,81000000.0,1000000.0,26000000.0,,0.0,1000000.0,200000000.0,740000000.0,1066000000.0,1585000000.0,138000000.0,12000000.0,1187000000.0,398000000.0,-100000000.0,298000000.0,2651000000.0,245000000.0,243603000.0,248515000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.31,3.31,2.43,1128000000.0,3.23,,120000000.0,847000000.0,847000000.0,,801000000.0,40000000.0,3871000000.0,9914000000.0,,369000000.0,29000000.0,134000000.0,,-81000000.0,6000000.0,,3009000000.0,4240000000.0,5674000000.0,518000000.0,-296000000.0,4056000000.0,1618000000.0,-680000000.0,938000000.0,9914000000.0,243800000.0,243294000.0,247534000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 15:00:07+00:00,0.73,0.73,0.63,295000000.0,0.72,,178000000.0,178000000.0,178000000.0,,178000000.0,-2000000.0,1162000000.0,2650000000.0,,106000000.0,4000000.0,37000000.0,,-74000000.0,2000000.0,0.0,724000000.0,1268000000.0,1382000000.0,138000000.0,16000000.0,945000000.0,437000000.0,-85000000.0,352000000.0,2650000000.0,243800000.0,243294000.0,247534000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 15:12:24+00:00,4.72,4.72,2.64,1156000000.0,4.63,0.0,300000000.0,1262000000.0,1262000000.0,,1161000000.0,100000000.0,4754000000.0,11035000000.0,,408000000.0,38000000.0,137000000.0,,-62000000.0,1000000.0,6000000.0,2935000000.0,5162000000.0,5873000000.0,554000000.0,103000000.0,4035000000.0,1838000000.0,-314000000.0,1524000000.0,11035000000.0,246000000.0,245891000.0,250655000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q4,2014-10-01,2014-12-31,,1.2,1.2,0.66,290000000.0,1.17,,9000000.0,321000000.0,321000000.0,,297000000.0,24000000.0,1136000000.0,2747000000.0,,107000000.0,16000000.0,19000000.0,,-14000000.0,,19000000.0,804000000.0,1243000000.0,1504000000.0,136000000.0,26000000.0,1099000000.0,405000000.0,-91000000.0,314000000.0,2747000000.0,246000000.0,245891000.0,250655000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q3,2014-07-01,2014-09-30,2015-11-03 15:23:25+00:00,1.41,1.41,0.66,292000000.0,1.39,,71000000.0,383000000.0,383000000.0,,348000000.0,35000000.0,1178000000.0,2815000000.0,,104000000.0,7000000.0,29000000.0,,-19000000.0,0.0,0.0,726000000.0,1282000000.0,1533000000.0,144000000.0,28000000.0,999000000.0,534000000.0,-87000000.0,447000000.0,2815000000.0,246800000.0,246137000.0,250771000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.52,3.52,1.98,866000000.0,3.46,,291000000.0,941000000.0,941000000.0,,864000000.0,76000000.0,3618000000.0,8288000000.0,,301000000.0,22000000.0,118000000.0,,-48000000.0,1000000.0,-13000000.0,2131000000.0,3919000000.0,4369000000.0,418000000.0,77000000.0,2936000000.0,1433000000.0,-223000000.0,1210000000.0,8288000000.0,246800000.0,246137000.0,250771000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.68,4.68,2.61,1151000000.0,4.58,,330000000.0,1261000000.0,1261000000.0,,1146000000.0,114000000.0,4697000000.0,10993000000.0,,392000000.0,33000000.0,179000000.0,,-49000000.0,1000000.0,-13000000.0,2964000000.0,5089000000.0,5904000000.0,564000000.0,92000000.0,4053000000.0,1851000000.0,-293000000.0,1558000000.0,10993000000.0,246800000.0,246137000.0,250771000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 16:41:57+00:00,1.1,1.1,0.66,288000000.0,1.08,,93000000.0,292000000.0,292000000.0,,269000000.0,22000000.0,1134000000.0,2678000000.0,,92000000.0,9000000.0,49000000.0,,-2000000.0,1000000.0,0.0,729000000.0,1226000000.0,1452000000.0,138000000.0,28000000.0,1015000000.0,437000000.0,-61000000.0,376000000.0,2678000000.0,244500000.0,245688000.0,250061000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.11,2.11,1.32,574000000.0,2.07,,220000000.0,558000000.0,558000000.0,,516000000.0,41000000.0,2440000000.0,5473000000.0,,197000000.0,15000000.0,89000000.0,,-29000000.0,1000000.0,-13000000.0,1405000000.0,2637000000.0,2836000000.0,274000000.0,49000000.0,1937000000.0,899000000.0,-136000000.0,763000000.0,5473000000.0,244500000.0,245688000.0,250061000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q2TTM,2013-07-01,2014-06-30,,4.48,4.48,2.58,1145000000.0,4.38,,376000000.0,1201000000.0,1201000000.0,,1094000000.0,101000000.0,4484000000.0,10729000000.0,,384000000.0,34000000.0,166000000.0,,-69000000.0,6000000.0,-13000000.0,2936000000.0,4868000000.0,5861000000.0,557000000.0,72000000.0,3999000000.0,1862000000.0,-319000000.0,1543000000.0,10729000000.0,244500000.0,245688000.0,250061000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 14:45:33+00:00,1.01,1.01,0.66,286000000.0,0.99,,127000000.0,266000000.0,266000000.0,,247000000.0,19000000.0,1306000000.0,2795000000.0,,105000000.0,6000000.0,40000000.0,,-27000000.0,,-13000000.0,676000000.0,1411000000.0,1384000000.0,136000000.0,21000000.0,922000000.0,462000000.0,-75000000.0,387000000.0,2795000000.0,244600000.0,245277000.0,249669000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2014.0,Q1TTM,2013-04-01,2014-03-31,,4.38,4.38,2.55,1104000000.0,4.28,,315000000.0,1176000000.0,1176000000.0,,1070000000.0,100000000.0,4335000000.0,10702000000.0,,373000000.0,26000000.0,143000000.0,,-67000000.0,6000000.0,187000000.0,2947000000.0,4708000000.0,5994000000.0,557000000.0,56000000.0,4171000000.0,1823000000.0,-358000000.0,1465000000.0,10702000000.0,244600000.0,245277000.0,249669000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2015.0,FY,2015-01-01,2015-12-31,2018-02-27 15:55:44+00:00,5.43,5.43,2.8,2315000000.0,5.37,18000000.0,341000000.0,-8079000000.0,-8079000000.0,,-8179000000.0,98000000.0,5978000000.0,6742000000.0,,814000000.0,155000000.0,126000000.0,0.0,,2000000.0,-52000000.0,5264000000.0,6792000000.0,-50000000.0,561000000.0,137000000.0,7545000000.0,-7595000000.0,-298000000.0,-7893000000.0,6742000000.0,-1506300000.0,248249000.0,250923000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2015.0,Q4,2015-10-01,2015-12-31,,1.48,1.48,0.7,1390000000.0,1.47,18000000.0,65000000.0,-9139000000.0,-9139000000.0,,-9159000000.0,19000000.0,3174000000.0,-788000000.0,,500000000.0,91000000.0,38000000.0,,62000000.0,1000000.0,-31000000.0,3192000000.0,3674000000.0,-4462000000.0,145000000.0,35000000.0,4631000000.0,-9093000000.0,-72000000.0,-9165000000.0,-788000000.0,-1506300000.0,248249000.0,250923000.0
