company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,dividendspayable,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2008.0,FY,,2008-12-31,2009-11-09 15:41:43+00:00,856000000.0,907000000.0,,6288000000.0,-513000000.0,3808000000.0,331000000.0,,2265000000.0,226000000.0,,280000000.0,170000000.0,156000000.0,1188000000.0,539000000.0,23153000000.0,,6544000000.0,3248000000.0,320000000.0,16865000000.0,240000000.0,155000000.0,,1003000000.0,1487000000.0,0.0,78000000.0,411000000.0,1237000000.0,,,-18000000.0,2084000000.0,1403000000.0,,,,79000000.0,27000000.0,6235000000.0,913000000.0,176000000.0,26400000000.0,7969000000.0,2476000000.0,3612000000.0,8069000000.0,8309000000.0,18012000000.0,26400000000.0,7059000000.0,14400000000.0,100000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2009.0,FY,,2009-12-31,2010-11-09 15:04:10+00:00,693000000.0,1012000000.0,,6753000000.0,-369000000.0,4015000000.0,110000000.0,0.0,2418000000.0,231000000.0,0.0,264000000.0,145000000.0,190000000.0,959000000.0,524000000.0,25034000000.0,,7460000000.0,4323000000.0,197000000.0,18281000000.0,144000000.0,146000000.0,0.0,1372000000.0,1252000000.0,,159000000.0,551000000.0,1405000000.0,,,-13000000.0,2130000000.0,1049000000.0,0.0,,,79000000.0,35000000.0,6971000000.0,1191000000.0,0.0,28512000000.0,9007000000.0,2295000000.0,3888000000.0,9107000000.0,9251000000.0,19182000000.0,28512000000.0,7936000000.0,15294000000.0,100000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2009.0,Q3,,2009-09-30,2009-11-09 15:41:43+00:00,581000000.0,637000000.0,,6607000000.0,-401000000.0,3960000000.0,756000000.0,,2381000000.0,256000000.0,,221000000.0,145000000.0,209000000.0,1218000000.0,527000000.0,24379000000.0,,6845000000.0,4113000000.0,296000000.0,17772000000.0,138000000.0,144000000.0,,1332000000.0,1518000000.0,,126000000.0,598000000.0,1681000000.0,,,-14000000.0,2069000000.0,1224000000.0,,,,79000000.0,27000000.0,6779000000.0,1473000000.0,0.0,28395000000.0,8745000000.0,2696000000.0,4310000000.0,8845000000.0,8983000000.0,19333000000.0,28395000000.0,7927000000.0,15023000000.0,100000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2009.0,Q2,,2009-06-30,2009-07-31 16:06:39+00:00,616000000.0,617000000.0,,6476000000.0,-395000000.0,3872000000.0,818000000.0,,2328000000.0,210000000.0,0.0,186000000.0,149000000.0,183000000.0,1212000000.0,529000000.0,23889000000.0,,6723000000.0,3489000000.0,169000000.0,17413000000.0,155000000.0,154000000.0,,1206000000.0,1512000000.0,,119000000.0,424000000.0,2304000000.0,940000000.0,,-15000000.0,1955000000.0,1291000000.0,,,,79000000.0,27000000.0,6559000000.0,915000000.0,0.0,27922000000.0,8477000000.0,3324000000.0,4353000000.0,8577000000.0,8732000000.0,19111000000.0,27922000000.0,7185000000.0,14758000000.0,100000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,FY,,2010-12-31,2012-03-14 16:24:54+00:00,864000000.0,925000000.0,,7211000000.0,-330000000.0,4217000000.0,912000000.0,,2036000000.0,323000000.0,,311000000.0,129000000.0,188000000.0,869000000.0,87000000.0,27087000000.0,453000000.0,8980000000.0,2951000000.0,258000000.0,19876000000.0,111000000.0,154000000.0,,1611000000.0,1105000000.0,,141000000.0,663000000.0,1787000000.0,,,-8000000.0,2667000000.0,1113000000.0,27000000.0,,,79000000.0,131000000.0,7329000000.0,507000000.0,,30283000000.0,9027000000.0,3353000000.0,3786000000.0,9127000000.0,9238000000.0,20966000000.0,30283000000.0,7054000000.0,17180000000.0,100000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,Q3,,2010-09-30,2010-11-09 15:04:10+00:00,702000000.0,662000000.0,,7065000000.0,-344000000.0,4106000000.0,547000000.0,0.0,2012000000.0,312000000.0,16000000.0,247000000.0,133000000.0,232000000.0,950000000.0,542000000.0,26286000000.0,,8032000000.0,3142000000.0,296000000.0,19221000000.0,105000000.0,147000000.0,0.0,1568000000.0,1225000000.0,,144000000.0,530000000.0,1560000000.0,,,-9000000.0,2572000000.0,1008000000.0,27000000.0,,,79000000.0,4000000.0,7143000000.0,887000000.0,0.0,28949000000.0,8802000000.0,2495000000.0,3777000000.0,8902000000.0,9007000000.0,19863000000.0,28949000000.0,7233000000.0,16086000000.0,100000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2010.0,Q1,,2010-03-31,2010-05-04 14:38:37+00:00,669000000.0,877000000.0,,6901000000.0,-372000000.0,4068000000.0,222000000.0,,2462000000.0,161000000.0,,162000000.0,144000000.0,223000000.0,978000000.0,523000000.0,25391000000.0,,7198000000.0,4380000000.0,160000000.0,18490000000.0,135000000.0,147000000.0,,1472000000.0,1268000000.0,,130000000.0,513000000.0,1801000000.0,,,-11000000.0,2294000000.0,1007000000.0,,,,79000000.0,44000000.0,6981000000.0,1239000000.0,,28772000000.0,9060000000.0,2107000000.0,4238000000.0,9160000000.0,9295000000.0,19398000000.0,28772000000.0,8175000000.0,15160000000.0,100000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,FY,,2011-12-31,2013-02-26 17:20:02+00:00,1107000000.0,1198000000.0,,7727000000.0,-489000000.0,4553000000.0,252000000.0,,2104000000.0,,178000000.0,323000000.0,142000000.0,219000000.0,1126000000.0,1036000000.0,31192000000.0,448000000.0,10078000000.0,1671000000.0,346000000.0,23465000000.0,383000000.0,142000000.0,,1569000000.0,1423000000.0,,147000000.0,365000000.0,1398000000.0,,,-2000000.0,3149000000.0,1075000000.0,22000000.0,,,79000000.0,24000000.0,8162000000.0,785000000.0,,33249000000.0,9775000000.0,2332000000.0,4152000000.0,9795000000.0,10178000000.0,22992000000.0,33249000000.0,7452000000.0,18840000000.0,20000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q3,,2011-09-30,2011-11-03 15:28:57+00:00,1008000000.0,951000000.0,,7427000000.0,-503000000.0,4271000000.0,657000000.0,,2089000000.0,301000000.0,94000000.0,266000000.0,137000000.0,261000000.0,824000000.0,1013000000.0,30130000000.0,448000000.0,10033000000.0,1807000000.0,369000000.0,22703000000.0,334000000.0,142000000.0,,1899000000.0,1085000000.0,,146000000.0,381000000.0,1451000000.0,,,-4000000.0,2881000000.0,1128000000.0,2000000.0,,,79000000.0,133000000.0,8048000000.0,778000000.0,,32616000000.0,9630000000.0,2938000000.0,3995000000.0,9650000000.0,9984000000.0,22553000000.0,32616000000.0,6975000000.0,18558000000.0,20000000.0
Sempra Energy,SRE,PBBKGKLRK5S5C0Y4T545,1032208,2011.0,Q2,,2011-06-30,2011-08-09 14:59:22+00:00,915000000.0,1014000000.0,,7244000000.0,-358000000.0,4297000000.0,392000000.0,,2074000000.0,243000000.0,31000000.0,269000000.0,135000000.0,217000000.0,868000000.0,1059000000.0,29400000000.0,450000000.0,9648000000.0,1952000000.0,211000000.0,22156000000.0,373000000.0,139000000.0,,1874000000.0,1106000000.0,,162000000.0,341000000.0,1411000000.0,,,-5000000.0,2798000000.0,1146000000.0,2000000.0,,,79000000.0,188000000.0,7868000000.0,597000000.0,,31836000000.0,9579000000.0,2551000000.0,3575000000.0,9599000000.0,9972000000.0,21785000000.0,31836000000.0,7129000000.0,18210000000.0,20000000.0
