company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2008.0,FY,2007-05-28,2008-05-25,2010-07-09 11:05:00+00:00,,459200000.0,600000.0,49400000.0,-28600000.0,842300000.0,2396600000.0,-1093000000.0,-442400000.0,1729900000.0,-1093000000.0,-442400000.0,1729900000.0,243900000.0,1318100000.0,1318100000.0,-18800000.0,247100000.0,-11500000.0,-1372700000.0,,-522000000.0,-1623900000.0,-1432400000.0,-150000000.0,64600000.0,25900000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q4,2009-02-23,2009-05-31,,,120000000.0,52200000.0,65400000.0,272500000.0,,,-818600000.0,-132600000.0,698300000.0,-818600000.0,-132600000.0,698300000.0,-187500000.0,368100000.0,368100000.0,-62300000.0,16700000.0,11900000.0,-141700000.0,6800000.0,-211500000.0,-629600000.0,-64000000.0,,5900000.0,2100000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,FY,2008-05-26,2009-05-31,2011-07-08 14:40:01+00:00,0.0,453600000.0,244700000.0,-46000000.0,392700000.0,,1850000000.0,-1404500000.0,-288900000.0,1828200000.0,-1404500000.0,-288900000.0,1828200000.0,88800000.0,1313700000.0,1313700000.0,-331800000.0,394300000.0,19000000.0,-579500000.0,,-562600000.0,-1772900000.0,-1296400000.0,,5900000.0,4100000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q3,2008-11-24,2009-02-22,,,110000000.0,,11000000.0,389900000.0,,641000000.0,-381700000.0,-97700000.0,766100000.0,-381700000.0,-97700000.0,766100000.0,297700000.0,288900000.0,288900000.0,-22700000.0,27400000.0,27200000.0,-143900000.0,-6800000.0,-109700000.0,-879600000.0,-26600000.0,,-9900000.0,1500000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q3YTD,2008-05-26,2009-02-22,2010-03-24 16:46:36+00:00,,333600000.0,192500000.0,-111400000.0,120200000.0,,1850000000.0,-585900000.0,-156300000.0,1129900000.0,-585900000.0,-156300000.0,1129900000.0,276300000.0,945600000.0,945600000.0,-269500000.0,377600000.0,7100000.0,-437800000.0,-6800000.0,-351100000.0,-1143300000.0,-1232400000.0,,,2000000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q2,2008-08-25,2008-11-23,,,112000000.0,192500000.0,-87700000.0,-128200000.0,,509000000.0,-131900000.0,66400000.0,137900000.0,-131900000.0,66400000.0,137900000.0,-15300000.0,378200000.0,378200000.0,-224100000.0,136900000.0,-19400000.0,-146400000.0,,-112800000.0,75500000.0,-706900000.0,,5800000.0,300000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q2YTD,2008-05-26,2008-11-23,2009-12-18 15:37:29+00:00,,223600000.0,192500000.0,-122400000.0,-269700000.0,,1209000000.0,-204200000.0,-58600000.0,363800000.0,-204200000.0,-58600000.0,363800000.0,-21400000.0,656700000.0,656700000.0,-246800000.0,350200000.0,-20100000.0,-293900000.0,,-241400000.0,-263700000.0,-1205800000.0,,9900000.0,500000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q1,2008-05-26,2008-08-24,2009-09-23 21:28:51+00:00,,111600000.0,,-34700000.0,-141500000.0,,700000000.0,-72300000.0,-125000000.0,225900000.0,-72300000.0,-125000000.0,225900000.0,-6100000.0,278500000.0,278500000.0,-22700000.0,213300000.0,-700000.0,-147500000.0,,-128600000.0,-339200000.0,-498900000.0,,4100000.0,200000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q4,2010-03-01,2010-05-30,,-130700000.0,116800000.0,,-35200000.0,316800000.0,,235800000.0,-369400000.0,-236500000.0,623000000.0,-369400000.0,-236500000.0,623000000.0,-18100000.0,212700000.0,212700000.0,-23300000.0,95400000.0,3100000.0,-165400000.0,121800000.0,-231000000.0,-167700000.0,-367500000.0,,,300000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,FY,2009-06-01,2010-05-30,2012-07-03 15:26:19+00:00,-130700000.0,457100000.0,0.0,-32800000.0,241200000.0,,235800000.0,-1503800000.0,-721200000.0,2181200000.0,-1503800000.0,-721200000.0,2181200000.0,-76600000.0,1535000000.0,1535000000.0,-52100000.0,502800000.0,52000000.0,-643700000.0,,-649900000.0,-906900000.0,-691800000.0,,,7400000.0
