company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2008.0,FY,2007-05-28,2008-05-25,2010-07-09 11:05:00+00:00,1.93,1.93,0.78,1.85,622200000.0,1318100000.0,1318100000.0,1294700000.0,23400000.0,8778300000.0,13652100000.0,,110800000.0,,,0.0,21000000.0,2623600000.0,8778300000.0,4873800000.0,399700000.0,2644600000.0,2229200000.0,-399700000.0,1829500000.0,13652100000.0,670800000.0,670800000.0,699800000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q4,2009-02-23,2009-05-31,,0.54,0.54,0.21,0.54,182400000.0,360400000.0,360400000.0,358800000.0,1600000.0,2024200000.0,3510300000.0,,12100000.0,,,43900000.0,35200000.0,775000000.0,2024200000.0,1486100000.0,101300000.0,854100000.0,632000000.0,-101300000.0,530700000.0,3510300000.0,663700000.0,663700000.0,663700000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,FY,2008-05-26,2009-05-31,2011-07-08 14:40:01+00:00,1.96,1.96,0.86,1.9,720400000.0,1313700000.0,1313700000.0,1304400000.0,9300000.0,9380900000.0,14555800000.0,,91900000.0,,,-84900000.0,41600000.0,2893200000.0,9380900000.0,5174900000.0,382800000.0,2849900000.0,2325000000.0,-382800000.0,1942200000.0,14555800000.0,663700000.0,663700000.0,663700000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q3YTD,2008-05-26,2009-02-22,,2.88,2.88,1.33,2.88,538000000.0,953300000.0,953300000.0,945600000.0,7700000.0,7356700000.0,11045500000.0,,79800000.0,,,-128800000.0,6400000.0,2118200000.0,7356700000.0,3688800000.0,281500000.0,1995800000.0,1693000000.0,-281500000.0,1411500000.0,11045500000.0,328300000.0,328300000.0,339900000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q3,2008-11-24,2009-02-22,2010-03-24 16:46:36+00:00,0.88,0.88,0.43,0.85,231700000.0,291100000.0,291100000.0,288900000.0,2200000.0,2259900000.0,3537400000.0,,15700000.0,,,0.0,1200000.0,670600000.0,2259900000.0,1277500000.0,98600000.0,671800000.0,605700000.0,-98600000.0,507100000.0,3537400000.0,328300000.0,328300000.0,339900000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q2YTD,2008-05-26,2008-11-23,,1.98,1.98,0.89,1.98,306300000.0,662200000.0,662200000.0,656700000.0,5500000.0,5096800000.0,7508100000.0,,64100000.0,,,-128800000.0,5200000.0,1447600000.0,5096800000.0,2411300000.0,182900000.0,1324000000.0,1087300000.0,-182900000.0,904400000.0,7508100000.0,331800000.0,331800000.0,347000000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q2,2008-08-25,2008-11-23,2009-12-18 15:37:29+00:00,1.14,1.14,0.43,1.09,173100000.0,380200000.0,380200000.0,378200000.0,2000000.0,2791200000.0,4010800000.0,,33300000.0,,,-128800000.0,2500000.0,729600000.0,2791200000.0,1219600000.0,96300000.0,603300000.0,616300000.0,-96300000.0,520000000.0,4010800000.0,331800000.0,331800000.0,347000000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2009.0,Q1,2008-05-26,2008-08-24,2009-09-23 21:28:51+00:00,,0.83,0.43,0.79,133200000.0,282000000.0,282000000.0,278500000.0,3500000.0,2305600000.0,3497300000.0,,30800000.0,,,,2700000.0,718000000.0,2305600000.0,1191700000.0,86600000.0,720700000.0,471000000.0,-86600000.0,384400000.0,3497300000.0,,335500000.0,352500000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,FY,2009-06-01,2010-05-30,2012-07-03 15:26:19+00:00,2.32,2.32,0.96,2.24,771200000.0,1530500000.0,1535000000.0,1530500000.0,,8835400000.0,14635600000.0,-4500000.0,101700000.0,,,0.0,31400000.0,3162700000.0,8835400000.0,5800200000.0,401600000.0,3194100000.0,2606100000.0,-401600000.0,2204500000.0,14635600000.0,659600000.0,659600000.0,659600000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q4,2010-03-01,2010-05-30,,0.32,0.32,0.25,0.32,148500000.0,208200000.0,212700000.0,211900000.0,-3700000.0,2257900000.0,3529200000.0,-4500000.0,15300000.0,,,,1000000.0,797400000.0,2257900000.0,1271300000.0,127000000.0,798400000.0,472900000.0,-127000000.0,345900000.0,3529200000.0,659600000.0,659600000.0,659600000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q3YTD,2009-06-01,2010-02-28,,1.99,1.99,0.72,1.99,622700000.0,1322300000.0,1322300000.0,1318600000.0,3700000.0,6577500000.0,11106400000.0,,86400000.0,,,,30400000.0,2365300000.0,6577500000.0,4528900000.0,274600000.0,2395700000.0,2133200000.0,-274600000.0,1858600000.0,11106400000.0,663600000.0,663600000.0,663600000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q3TTM,2009-02-23,2010-02-28,,2.53,2.53,0.93,2.53,805100000.0,1682700000.0,1682700000.0,1677400000.0,5300000.0,8601700000.0,14616700000.0,,98500000.0,,,43900000.0,65600000.0,3140300000.0,8601700000.0,6015000000.0,375900000.0,3249800000.0,2765200000.0,-375900000.0,2389300000.0,14616700000.0,663600000.0,663600000.0,663600000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q3,2009-11-30,2010-02-28,2011-03-23 15:22:34+00:00,0.5,0.5,0.25,0.48,157900000.0,333500000.0,333500000.0,332500000.0,1000000.0,2229500000.0,3589300000.0,,24000000.0,,,0.0,6300000.0,791900000.0,2229500000.0,1359800000.0,94200000.0,798200000.0,561600000.0,-94200000.0,467400000.0,3589300000.0,663600000.0,663600000.0,663600000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q2YTD,2009-06-01,2009-11-29,,1.5,1.5,0.48,1.5,464800000.0,988800000.0,988800000.0,986100000.0,2700000.0,4348000000.0,7517100000.0,,62400000.0,,,,24100000.0,1573400000.0,4348000000.0,3169100000.0,180400000.0,1597500000.0,1571600000.0,-180400000.0,1391200000.0,7517100000.0,657400000.0,657400000.0,657400000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q2TTM,2008-11-24,2009-11-29,,2.49,2.49,0.91,2.49,878900000.0,1640300000.0,1640300000.0,1633800000.0,6500000.0,8632100000.0,14564800000.0,,90200000.0,,,43900000.0,60500000.0,3019000000.0,8632100000.0,5932700000.0,380300000.0,3123400000.0,2809300000.0,-380300000.0,2429000000.0,14564800000.0,657400000.0,657400000.0,657400000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q2,2009-08-31,2009-11-29,2010-12-17 14:24:28+00:00,0.86,0.86,0.23,0.83,261600000.0,566800000.0,566800000.0,565500000.0,1300000.0,2306400000.0,4034700000.0,,38200000.0,,,,24900000.0,824700000.0,2306400000.0,1728300000.0,88500000.0,849600000.0,878700000.0,-88500000.0,790200000.0,4034700000.0,657400000.0,657400000.0,657400000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q1TTM,2008-08-25,2009-08-30,,2.22,2.22,0.9,2.22,790400000.0,1453700000.0,1453700000.0,1446500000.0,7200000.0,9116900000.0,14540900000.0,,85300000.0,,,-84900000.0,38100000.0,2923900000.0,9116900000.0,5424000000.0,388100000.0,2877100000.0,2546900000.0,-388100000.0,2158800000.0,14540900000.0,653000000.0,653000000.0,653000000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2010.0,Q1,2009-06-01,2009-08-30,2010-09-22 16:06:14+00:00,0.64,0.64,0.24,0.62,203200000.0,422000000.0,422000000.0,420600000.0,1400000.0,2041600000.0,3482400000.0,,24200000.0,,,,-800000.0,748700000.0,2041600000.0,1440800000.0,91900000.0,747900000.0,692900000.0,-91900000.0,601000000.0,3482400000.0,653000000.0,653000000.0,653000000.0
General Mills Inc,GIS,2TGYMUGI08PO8X8L6150,40704,2011.0,FY,2010-05-31,2011-05-29,2013-07-03 13:18:48+00:00,2.8,2.8,1.12,2.7,721100000.0,1798300000.0,1803500000.0,1798300000.0,,8926700000.0,14880200000.0,-5200000.0,96400000.0,,,-17400000.0,4400000.0,3192000000.0,8926700000.0,5953500000.0,346300000.0,3179000000.0,2774500000.0,-346300000.0,2428200000.0,14880200000.0,642700000.0,642700000.0,642700000.0
