company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:31:09+00:00,1.5,1.5,1.48,116300000.0,186232000.0,186232000.0,186232000.0,1948627000.0,3576553000.0,-10132000.0,,0.0,1292309000.0,1948627000.0,1627926000.0,26138000.0,3185000.0,1292309000.0,335617000.0,-33085000.0,302532000.0,3576553000.0,124200000.0,124526000.0,125413000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q4,2009-10-01,2009-12-31,,0.52,0.52,0.52,44050000.0,71923000.0,71923000.0,71923000.0,604163000.0,1173697000.0,1214000.0,,,444122000.0,604163000.0,569534000.0,11069000.0,416000.0,444122000.0,125412000.0,-9439000.0,115973000.0,1173697000.0,136100000.0,136230000.0,137882000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:33:21+00:00,2.26,2.26,2.23,189400000.0,307498000.0,307498000.0,307498000.0,2520534000.0,4847062000.0,2912000.0,0.0,0.0,1788909000.0,2520534000.0,2326528000.0,45176000.0,1543000.0,1788909000.0,537619000.0,-40721000.0,496898000.0,4847062000.0,136100000.0,136230000.0,137882000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.74,1.74,1.71,145350000.0,235575000.0,235575000.0,235575000.0,1916371000.0,3673365000.0,1698000.0,,,1344787000.0,1916371000.0,1756994000.0,34107000.0,1127000.0,1344787000.0,412207000.0,-31282000.0,380925000.0,3673365000.0,136300000.0,136774000.0,138704000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 16:30:55+00:00,0.64,0.64,0.63,52050000.0,87225000.0,87225000.0,87225000.0,647684000.0,1258239000.0,825000.0,,0.0,461359000.0,647684000.0,610555000.0,11086000.0,340000.0,461359000.0,149196000.0,-9921000.0,139275000.0,1258239000.0,136300000.0,136774000.0,138704000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.1,1.1,1.08,93300000.0,148350000.0,148350000.0,148350000.0,1268687000.0,2415126000.0,873000.0,,,883428000.0,1268687000.0,1146439000.0,23021000.0,787000.0,883428000.0,263011000.0,-21361000.0,241650000.0,2415126000.0,135700000.0,135773000.0,137548000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 14:07:53+00:00,0.63,0.63,0.62,53950000.0,85515000.0,85515000.0,85515000.0,647608000.0,1251377000.0,390000.0,,,454094000.0,647608000.0,603769000.0,10961000.0,361000.0,454094000.0,149675000.0,-10210000.0,139465000.0,1251377000.0,135700000.0,135773000.0,137548000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:51:43+00:00,0.47,0.47,0.46,39350000.0,62835000.0,62835000.0,62835000.0,621079000.0,1163749000.0,483000.0,,,429334000.0,621079000.0,542670000.0,12060000.0,426000.0,429334000.0,113336000.0,-11151000.0,102185000.0,1163749000.0,133700000.0,135043000.0,136234000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q4,2010-10-01,2010-12-31,,0.75,0.75,0.72,63500000.0,105760000.0,105760000.0,105760000.0,673733000.0,1310330000.0,12084000.0,,,472461000.0,673733000.0,636597000.0,7492000.0,532000.0,472461000.0,164136000.0,5124000.0,169260000.0,1310330000.0,138900000.0,138654000.0,141992000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:04:29+00:00,3.02,3.02,2.95,270000000.0,419373000.0,419373000.0,419373000.0,2776533000.0,5397525000.0,13929000.0,0.0,20900000.0,1887316000.0,2776533000.0,2620992000.0,39273000.0,1941000.0,1908216000.0,712776000.0,-23403000.0,689373000.0,5397525000.0,138900000.0,138654000.0,141992000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.27,2.27,2.23,206500000.0,313613000.0,313613000.0,313613000.0,2102800000.0,4087195000.0,1845000.0,,20900000.0,1414855000.0,2102800000.0,1984395000.0,31781000.0,1409000.0,1435755000.0,548640000.0,-28527000.0,520113000.0,4087195000.0,138700000.0,138831000.0,141706000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.79,2.79,2.75,250550000.0,385536000.0,385536000.0,385536000.0,2706963000.0,5260892000.0,3059000.0,,20900000.0,1858977000.0,2706963000.0,2553929000.0,42850000.0,1825000.0,1879877000.0,674052000.0,-37966000.0,636086000.0,5260892000.0,138700000.0,138831000.0,141706000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 16:30:43+00:00,0.84,0.84,0.82,73650000.0,116542000.0,116542000.0,116542000.0,732472000.0,1425887000.0,407000.0,,5900000.0,488484000.0,732472000.0,693415000.0,9756000.0,510000.0,494384000.0,199031000.0,-8839000.0,190192000.0,1425887000.0,138700000.0,138831000.0,141706000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.43,1.43,1.41,132850000.0,197071000.0,197071000.0,197071000.0,1370328000.0,2661308000.0,1438000.0,,15000000.0,926371000.0,1370328000.0,1290980000.0,22025000.0,899000.0,941371000.0,349609000.0,-19688000.0,329921000.0,2661308000.0,138300000.0,138230000.0,141117000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.59,2.59,2.56,228950000.0,356219000.0,356219000.0,356219000.0,2622175000.0,5093244000.0,3477000.0,,15000000.0,1831852000.0,2622175000.0,2471069000.0,44180000.0,1655000.0,1846852000.0,624217000.0,-39048000.0,585169000.0,5093244000.0,138300000.0,138230000.0,141117000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 16:30:54+00:00,0.72,0.72,0.71,71850000.0,99595000.0,99595000.0,99595000.0,708608000.0,1381241000.0,924000.0,,15000000.0,476469000.0,708608000.0,672633000.0,11146000.0,503000.0,491469000.0,181164000.0,-9719000.0,171445000.0,1381241000.0,138300000.0,138230000.0,141117000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.5,2.5,2.47,211050000.0,342139000.0,342139000.0,342139000.0,2561175000.0,4963380000.0,2943000.0,,,1809477000.0,2561175000.0,2402205000.0,43995000.0,1513000.0,1809477000.0,592728000.0,-39539000.0,553189000.0,4963380000.0,137300000.0,137583000.0,139612000.0
