company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,FY,,2009-12-31,2011-02-28 16:31:09+00:00,818153000.0,170997000.0,42790000.0,626861000.0,-7962000.0,,26935000.0,1043704000.0,85934000.0,8068000.0,44295000.0,744313000.0,2353240000.0,684040000.0,1913218000.0,1726379000.0,18321000.0,12481000.0,,29635000.0,199129000.0,71579000.0,174102000.0,1650123000.0,106708000.0,4781471000.0,2685865000.0,2226719000.0,1219143000.0,2685865000.0,2685865000.0,2095606000.0,4781471000.0,828373000.0,876463000.0,0.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,FY,,2010-12-31,2012-02-28 16:33:21+00:00,895736000.0,121807000.0,52725000.0,775339000.0,-2970000.0,,29721000.0,1143159000.0,33877000.0,4827000.0,45542000.0,743975000.0,2705434000.0,357273000.0,2023488000.0,1930095000.0,68736000.0,18047000.0,61845000.0,30514000.0,228697000.0,54458000.0,183175000.0,2069496000.0,1431000.0,5047827000.0,3209685000.0,2301252000.0,1228958000.0,3209685000.0,3209685000.0,1838142000.0,5047827000.0,816480000.0,609184000.0,0.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q3,,2010-09-30,2010-11-08 16:30:55+00:00,943147000.0,194159000.0,45589000.0,738275000.0,-4095000.0,,43193000.0,1114630000.0,41996000.0,,45515000.0,743921000.0,2629835000.0,326554000.0,1997718000.0,1891560000.0,57446000.0,19151000.0,,32530000.0,244313000.0,59191000.0,181886000.0,1963736000.0,104698000.0,5023419000.0,3074271000.0,2309596000.0,1383262000.0,3074271000.0,3074271000.0,1949148000.0,5023419000.0,822263000.0,565886000.0,
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q2,,2010-06-30,2010-08-05 14:07:53+00:00,854659000.0,196592000.0,53876000.0,701597000.0,-5466000.0,,31611000.0,1088724000.0,62588000.0,23635000.0,44716000.0,743780000.0,2532342000.0,479233000.0,1932479000.0,1830745000.0,26582000.0,21084000.0,,34227000.0,227068000.0,63413000.0,171148000.0,1847194000.0,105150000.0,4916519000.0,2930452000.0,2257497000.0,1309104000.0,2930452000.0,2930452000.0,1986067000.0,4916519000.0,828277000.0,676963000.0,
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q1,,2010-03-31,2010-05-07 16:51:43+00:00,794676000.0,187191000.0,62652000.0,663988000.0,-7067000.0,,29872000.0,1059786000.0,74056000.0,35060000.0,39661000.0,743824000.0,2448289000.0,596710000.0,1903108000.0,1784301000.0,23726000.0,11208000.0,,37331000.0,216965000.0,66974000.0,162307000.0,1747599000.0,105790000.0,4837865000.0,2800318000.0,2231558000.0,1254804000.0,2800318000.0,2800318000.0,2037547000.0,4837865000.0,822006000.0,782743000.0,
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2011.0,FY,,2011-12-31,2013-02-28 17:04:29+00:00,1279294000.0,135149000.0,52465000.0,933229000.0,,,361552000.0,1111377000.0,,1990000.0,41512000.0,743907000.0,3026996000.0,796912000.0,1985748000.0,2093767000.0,88864000.0,10889000.0,68604000.0,56557000.0,204087000.0,44328000.0,189864000.0,1733474000.0,662000.0,5500501000.0,2844851000.0,2607610000.0,1580010000.0,2844851000.0,2844851000.0,2655650000.0,5500501000.0,799124000.0,1075640000.0,0.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2011.0,Q3,,2011-09-30,2011-11-08 16:30:43+00:00,1190842000.0,136520000.0,49948000.0,893492000.0,0.0,,276717000.0,1099301000.0,20823000.0,12126000.0,39544000.0,743943000.0,2951367000.0,796962000.0,2009407000.0,2057875000.0,76919000.0,11961000.0,65035000.0,28012000.0,212783000.0,46490000.0,186307000.0,1731247000.0,804000.0,5396783000.0,2830548000.0,2536514000.0,1506047000.0,2830548000.0,2830548000.0,2566235000.0,5396783000.0,802394000.0,1060188000.0,
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2011.0,Q2,,2011-06-30,2011-08-08 16:30:54+00:00,1115252000.0,136184000.0,47893000.0,852001000.0,0.0,,268792000.0,1137095000.0,16238000.0,25432000.0,35720000.0,744028000.0,2860595000.0,497547000.0,2035282000.0,2008594000.0,73701000.0,13292000.0,67807000.0,29881000.0,232941000.0,45804000.0,183026000.0,2016290000.0,1005000.0,5365902000.0,3153385000.0,2554184000.0,1458243000.0,3153385000.0,3153385000.0,2212517000.0,5365902000.0,803124000.0,754274000.0,
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2011.0,Q1,,2011-03-31,2011-05-23 16:32:50+00:00,977627000.0,196865000.0,45351000.0,812612000.0,0.0,,230048000.0,1139636000.0,10018000.0,30870000.0,37502000.0,743895000.0,2785032000.0,497641000.0,2001314000.0,1972420000.0,63083000.0,16379000.0,,29166000.0,225416000.0,47981000.0,181538000.0,2048214000.0,1208000.0,5248086000.0,3187850000.0,2467411000.0,1317974000.0,3187850000.0,3187850000.0,2060236000.0,5248086000.0,808255000.0,742262000.0,
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2012.0,FY,,2012-12-31,2014-02-28 13:02:01+00:00,1929112000.0,122989000.0,60120000.0,1057980000.0,,,248128000.0,1085040000.0,,25404000.0,42417000.0,758410000.0,3269570000.0,1095734000.0,2276331000.0,2211590000.0,79544000.0,5347000.0,58185000.0,27315000.0,215590000.0,40892000.0,192737000.0,1023267000.0,222000.0,5749187000.0,2108307000.0,2732948000.0,2272865000.0,2108307000.0,2108307000.0,3640880000.0,5749187000.0,804649000.0,1368015000.0,0.0
