company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:31:09+00:00,-33767000.0,9385000.0,74227000.0,17824000.0,107345000.0,-24016000.0,22995000.0,925256000.0,52801000.0,-367597000.0,298542000.0,52801000.0,-367597000.0,298542000.0,-16254000.0,186232000.0,186232000.0,19596000.0,966000.0,1261000.0,,-341679000.0,-896416000.0,,5342000.0,1246000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q4,2009-10-01,2009-12-31,,,-2851000.0,32344000.0,9967000.0,41859000.0,-109202000.0,8504000.0,225400000.0,97010000.0,-95830000.0,-3780000.0,97010000.0,-95830000.0,-3780000.0,-2600000.0,71923000.0,71923000.0,-5509000.0,1242000.0,-1523000.0,,-97584000.0,-138136000.0,,1575000.0,1702000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:33:21+00:00,,7758000.0,130720000.0,36881000.0,148179000.0,-198172000.0,59508000.0,664970000.0,121095000.0,-410661000.0,285200000.0,121095000.0,-410661000.0,285200000.0,-4366000.0,307498000.0,307498000.0,19937000.0,10215000.0,-5989000.0,,-414779000.0,-613598000.0,0.0,5819000.0,4288000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q3,2009-07-01,2009-09-30,,,2789000.0,20338000.0,7266000.0,36196000.0,1621000.0,24587000.0,100900000.0,-64075000.0,-83631000.0,136217000.0,-64075000.0,-83631000.0,136217000.0,-11489000.0,87225000.0,87225000.0,8386000.0,4095000.0,-1150000.0,,-86023000.0,-193657000.0,,2321000.0,1221000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 16:30:55+00:00,,10609000.0,98376000.0,26914000.0,106320000.0,-88970000.0,51004000.0,439570000.0,24085000.0,-314831000.0,288980000.0,24085000.0,-314831000.0,288980000.0,-1766000.0,235575000.0,235575000.0,25446000.0,8973000.0,-4466000.0,,-317195000.0,-475462000.0,,4244000.0,2586000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q2,2009-04-01,2009-06-30,,,3686000.0,55224000.0,10907000.0,36260000.0,-67465000.0,16061000.0,165096000.0,18015000.0,-80608000.0,66213000.0,18015000.0,-80608000.0,66213000.0,3620000.0,85515000.0,85515000.0,8217000.0,2853000.0,-1489000.0,,-79910000.0,-165995000.0,,591000.0,200000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 14:07:53+00:00,,7820000.0,78038000.0,19648000.0,70124000.0,-90591000.0,26417000.0,338670000.0,88160000.0,-231200000.0,152763000.0,88160000.0,-231200000.0,152763000.0,9723000.0,148350000.0,148350000.0,17060000.0,4878000.0,-3316000.0,,-231172000.0,-281805000.0,,1923000.0,1365000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:51:43+00:00,,4134000.0,22814000.0,8741000.0,33864000.0,-23126000.0,10356000.0,173574000.0,70145000.0,-150592000.0,86550000.0,70145000.0,-150592000.0,86550000.0,6103000.0,62835000.0,62835000.0,8843000.0,2025000.0,-1827000.0,,-151262000.0,-115810000.0,,1332000.0,1165000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:04:29+00:00,,7852000.0,154146000.0,31211000.0,161442000.0,121380000.0,63116000.0,548700000.0,-349624000.0,-351277000.0,703687000.0,-349624000.0,-351277000.0,703687000.0,2786000.0,419373000.0,419373000.0,-6360000.0,18587000.0,-5346000.0,,-365419000.0,-980027000.0,0.0,17364000.0,2124000.0
O'Reilly Automotive Inc,ORLY,549300K2RLMQL149Q332,898173,2010.0,Q3TTM,2009-10-01,2010-09-30,,,5481000.0,154395000.0,34159000.0,160676000.0,37167000.0,54093000.0,543600000.0,-204580000.0,-370545000.0,589344000.0,-204580000.0,-370545000.0,588783000.0,13658000.0,385536000.0,385536000.0,484000.0,12997000.0,-6251000.0,,-374047000.0,-815270000.0,,6185000.0,3568000.0
