company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Covidien plc,COV,,1385187,2007.0,FY,2006-09-30,2007-09-28,2009-11-20 16:01:26+00:00,-0.69,-0.69,,-0.69,34000000.0,485000000.0,-342000000.0,-134000000.0,-208000000.0,-342000000.0,4593000000.0,9317000000.0,,-135000000.0,1202000000.0,305000000.0,57000000.0,2488000000.0,4593000000.0,4724000000.0,188000000.0,36000000.0,4086000000.0,638000000.0,-287000000.0,351000000.0,9317000000.0,495700000.0,497000000.0,497000000.0
Covidien plc,COV,,1385187,2008.0,FY,2007-09-29,2008-09-26,2010-11-22 16:02:33+00:00,2.72,2.72,,2.7,,536000000.0,1361000000.0,1443000000.0,-82000000.0,1361000000.0,4601000000.0,9910000000.0,,199000000.0,42000000.0,363000000.0,77000000.0,2881000000.0,4601000000.0,5309000000.0,209000000.0,43000000.0,3363000000.0,1946000000.0,33000000.0,1979000000.0,9910000000.0,500400000.0,500000000.0,505000000.0
Covidien plc,COV,,1385187,2008.0,Q3,2008-03-29,2008-06-27,2009-07-30 16:35:37+00:00,0.54,0.54,,0.53,,189000000.0,269000000.0,331000000.0,-62000000.0,269000000.0,1202000000.0,2595000000.0,,13000000.0,4000000.0,95000000.0,4000000.0,745000000.0,1202000000.0,1393000000.0,48000000.0,10000000.0,848000000.0,545000000.0,-25000000.0,520000000.0,2595000000.0,498100000.0,500000000.0,505000000.0
Covidien plc,COV,,1385187,2009.0,FY,2008-09-27,2009-09-25,2011-11-22 21:15:13+00:00,1.8,1.8,,1.79,,865000000.0,907000000.0,942000000.0,-35000000.0,907000000.0,4622000000.0,10263000000.0,,145000000.0,183000000.0,542000000.0,61000000.0,3042000000.0,4622000000.0,5641000000.0,175000000.0,24000000.0,3828000000.0,1813000000.0,-6000000.0,1807000000.0,10263000000.0,503900000.0,503000000.0,505000000.0
Covidien plc,COV,,1385187,2009.0,Q3,2009-03-28,2009-06-26,2010-07-30 16:02:06+00:00,0.56,0.56,,0.56,,140000000.0,281000000.0,273000000.0,8000000.0,843000000.0,1147000000.0,2516000000.0,-562000000.0,7000000.0,,189000000.0,5000000.0,734000000.0,1147000000.0,1369000000.0,43000000.0,8000000.0,928000000.0,441000000.0,-28000000.0,413000000.0,2516000000.0,1505400000.0,503000000.0,505000000.0
Covidien plc,COV,,1385187,2009.0,Q2,2008-12-27,2009-03-27,2010-04-30 16:36:51+00:00,0.36,0.36,,0.36,,330000000.0,184000000.0,185000000.0,-1000000.0,184000000.0,1250000000.0,2798000000.0,,5000000.0,183000000.0,120000000.0,9000000.0,688000000.0,1250000000.0,1548000000.0,43000000.0,5000000.0,1000000000.0,548000000.0,-33000000.0,515000000.0,2798000000.0,511100000.0,504000000.0,506000000.0
Covidien plc,COV,,1385187,2010.0,FY,2009-09-26,2010-09-24,2012-11-15 16:45:35+00:00,3.26,3.26,0.74,3.24,,363000000.0,1632000000.0,1563000000.0,69000000.0,1632000000.0,4624000000.0,10429000000.0,,40000000.0,,447000000.0,76000000.0,3219000000.0,4624000000.0,5805000000.0,199000000.0,22000000.0,3742000000.0,2063000000.0,-137000000.0,1926000000.0,10429000000.0,500600000.0,500000000.0,504000000.0
Covidien plc,COV,,1385187,2010.0,Q4,2010-06-26,2010-09-24,,0.88,0.88,0.74,0.88,,-18000000.0,443000000.0,382000000.0,61000000.0,443000000.0,1123000000.0,2559000000.0,,-9000000.0,,124000000.0,20000000.0,865000000.0,1123000000.0,1436000000.0,59000000.0,5000000.0,1009000000.0,427000000.0,-63000000.0,364000000.0,2559000000.0,500600000.0,500000000.0,504000000.0
Covidien plc,COV,,1385187,2010.0,Q3,2010-03-27,2010-06-25,2011-07-29 16:06:54+00:00,0.73,0.73,,0.72,,160000000.0,364000000.0,352000000.0,12000000.0,364000000.0,1138000000.0,2564000000.0,,21000000.0,,109000000.0,25000000.0,753000000.0,1138000000.0,1426000000.0,54000000.0,6000000.0,887000000.0,539000000.0,-27000000.0,512000000.0,2564000000.0,498600000.0,501000000.0,504000000.0
Covidien plc,COV,,1385187,2010.0,Q3YTD,2009-09-26,2010-06-25,,2.38,2.38,,2.36,,381000000.0,1189000000.0,1181000000.0,8000000.0,1189000000.0,3501000000.0,7870000000.0,,49000000.0,,323000000.0,56000000.0,2354000000.0,3501000000.0,4369000000.0,140000000.0,17000000.0,2733000000.0,1636000000.0,-74000000.0,1562000000.0,7870000000.0,498600000.0,501000000.0,504000000.0
Covidien plc,COV,,1385187,2010.0,Q2,2009-12-26,2010-03-26,2011-05-03 16:06:07+00:00,0.83,0.83,0.36,0.82,,107000000.0,413000000.0,422000000.0,-9000000.0,413000000.0,1098000000.0,2551000000.0,,21000000.0,,114000000.0,26000000.0,768000000.0,1098000000.0,1453000000.0,43000000.0,6000000.0,908000000.0,545000000.0,-16000000.0,529000000.0,2551000000.0,497600000.0,501000000.0,506000000.0
Covidien plc,COV,,1385187,2010.0,Q2YTD,2009-09-26,2010-03-26,,1.65,1.65,,1.64,,221000000.0,825000000.0,829000000.0,-4000000.0,825000000.0,2363000000.0,5306000000.0,,28000000.0,,214000000.0,31000000.0,1601000000.0,2363000000.0,2943000000.0,86000000.0,11000000.0,1846000000.0,1097000000.0,-47000000.0,1050000000.0,5306000000.0,497600000.0,501000000.0,506000000.0
