company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Covidien plc,COV,,1385187,2007.0,FY,2006-09-30,2007-09-28,2009-11-20 16:01:26+00:00,-122000000.0,425000000.0,199000000.0,381000000.0,0.0,20000000.0,317000000.0,4298000000.0,145000000.0,-1725000000.0,2133000000.0,,,,145000000.0,-1725000000.0,2133000000.0,630000000.0,-342000000.0,-134000000.0,-208000000.0,1569000000.0,-3591000000.0,-1256000000.0,57000000.0,0.0,,-369000000.0,-559000000.0,-3000000.0,22000000.0
Covidien plc,COV,,1385187,2008.0,FY,2007-09-29,2008-09-26,2010-11-22 16:02:33+00:00,-158000000.0,534000000.0,138000000.0,398000000.0,263000000.0,-7000000.0,-17000000.0,2898000000.0,-1283000000.0,996000000.0,591000000.0,,,,-1283000000.0,996000000.0,591000000.0,336000000.0,1361000000.0,1443000000.0,-82000000.0,-1233000000.0,157000000.0,1296000000.0,39000000.0,-320000000.0,,-409000000.0,-4012000000.0,-6000000.0,4000000.0
Covidien plc,COV,,1385187,2009.0,FY,2008-09-27,2009-09-25,2011-11-22 21:15:13+00:00,-664000000.0,706000000.0,176000000.0,419000000.0,6000000.0,-14000000.0,267000000.0,1000000.0,-573000000.0,-1001000000.0,1829000000.0,,,,-573000000.0,-1001000000.0,1829000000.0,259000000.0,907000000.0,942000000.0,-35000000.0,201000000.0,19000000.0,-7000000.0,18000000.0,-322000000.0,,-384000000.0,-39000000.0,-232000000.0,48000000.0
Covidien plc,COV,,1385187,2009.0,Q4,2009-06-27,2009-09-25,,-74000000.0,706000000.0,176000000.0,116000000.0,-1000000.0,31000000.0,423000000.0,-22000000.0,-269000000.0,-168000000.0,639000000.0,,,,-269000000.0,-168000000.0,639000000.0,246000000.0,56000000.0,124000000.0,-68000000.0,-24000000.0,10000000.0,-6000000.0,13000000.0,-80000000.0,,-112000000.0,-21000000.0,-156000000.0,25000000.0
Covidien plc,COV,,1385187,2009.0,Q3YTD,2008-09-27,2009-06-26,2010-07-30 16:02:06+00:00,-590000000.0,,,303000000.0,7000000.0,-45000000.0,-156000000.0,23000000.0,-304000000.0,-833000000.0,1190000000.0,,,,-304000000.0,-833000000.0,1190000000.0,13000000.0,851000000.0,818000000.0,33000000.0,225000000.0,9000000.0,-1000000.0,5000000.0,-242000000.0,,-272000000.0,-18000000.0,-76000000.0,23000000.0
Covidien plc,COV,,1385187,2009.0,Q3,2009-03-28,2009-06-26,,-504000000.0,,,105000000.0,7000000.0,23000000.0,32000000.0,23000000.0,-47000000.0,-563000000.0,503000000.0,,,,-47000000.0,-563000000.0,503000000.0,-79000000.0,281000000.0,252000000.0,29000000.0,114000000.0,2000000.0,-9000000.0,5000000.0,-81000000.0,,-80000000.0,80000000.0,-71000000.0,23000000.0
Covidien plc,COV,,1385187,2009.0,Q2YTD,2008-09-27,2009-03-27,2010-04-30 16:36:51+00:00,-86000000.0,,,198000000.0,,-68000000.0,-188000000.0,,-257000000.0,-270000000.0,687000000.0,,,,-257000000.0,-270000000.0,687000000.0,92000000.0,570000000.0,566000000.0,4000000.0,111000000.0,7000000.0,8000000.0,,-161000000.0,,-192000000.0,-98000000.0,-5000000.0,
Covidien plc,COV,,1385187,2010.0,FY,2009-09-26,2010-09-24,2012-11-15 16:45:35+00:00,-3082000000.0,240000000.0,175000000.0,489000000.0,263000000.0,13000000.0,-108000000.0,1735000000.0,1060000000.0,-3195000000.0,2185000000.0,,,,1060000000.0,-3195000000.0,2185000000.0,98000000.0,1632000000.0,1563000000.0,69000000.0,241000000.0,107000000.0,-29000000.0,35000000.0,-360000000.0,,-401000000.0,-91000000.0,-331000000.0,54000000.0
Covidien plc,COV,,1385187,2010.0,Q4,2010-06-26,2010-09-24,,-2823000000.0,240000000.0,175000000.0,140000000.0,245000000.0,-3000000.0,49000000.0,1735000000.0,1395000000.0,-2661000000.0,710000000.0,,9000000.0,-43000000.0,1395000000.0,-2652000000.0,667000000.0,-558000000.0,443000000.0,388000000.0,55000000.0,133000000.0,2000000.0,-2000000.0,35000000.0,-90000000.0,,-128000000.0,,-253000000.0,47000000.0
Covidien plc,COV,,1385187,2010.0,Q3YTD,2009-09-26,2010-06-25,2011-07-29 16:06:54+00:00,-259000000.0,,,349000000.0,18000000.0,16000000.0,-157000000.0,,-335000000.0,-534000000.0,1475000000.0,,,,-335000000.0,-534000000.0,1475000000.0,656000000.0,1189000000.0,1175000000.0,14000000.0,108000000.0,105000000.0,-27000000.0,34000000.0,-270000000.0,,-273000000.0,-92000000.0,-78000000.0,7000000.0
