company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2007.0,FY,2007-01-01,2007-12-30,2010-02-19 17:21:22+00:00,-26700000.0,13200000.0,,,345800000.0,38100000.0,-336600000.0,266500000.0,774900000.0,8400000.0,-439100000.0,598400000.0,17600000.0,8400000.0,-439100000.0,616000000.0,185300000.0,507300000.0,507300000.0,68700000.0,-73400000.0,-31700000.0,-131800000.0,-22800000.0,-428300000.0,-827800000.0,,32300000.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,Q4,2008-09-29,2008-12-28,,,17100000.0,,,49000000.0,38800000.0,-160700000.0,7400000.0,-5300000.0,-46900000.0,-54500000.0,21900000.0,-6000000.0,-46900000.0,-54500000.0,15900000.0,-85500000.0,94200000.0,94200000.0,22300000.0,24300000.0,-87800000.0,-36900000.0,78800000.0,-54000000.0,-36400000.0,,5400000.0,-35700000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,FY,2007-12-31,2008-12-28,2011-02-22 06:21:34+00:00,,17100000.0,,,294300000.0,38800000.0,-333400000.0,59000000.0,71600000.0,-266900000.0,-288600000.0,418500000.0,12100000.0,-266900000.0,-288600000.0,430600000.0,-124900000.0,390900000.0,390900000.0,49600000.0,20300000.0,-16300000.0,-159400000.0,-84300000.0,-249600000.0,-258400000.0,,22800000.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,Q3,2008-06-30,2008-09-28,,,,,,57200000.0,,26000000.0,5700000.0,-12500000.0,-62100000.0,-120700000.0,238300000.0,-3300000.0,-62100000.0,-120700000.0,235000000.0,52200000.0,172200000.0,172200000.0,-17100000.0,-21300000.0,-10500000.0,-37500000.0,-78800000.0,-40100000.0,3500000.0,,6500000.0,2200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,Q3YTD,2007-12-31,2008-09-28,2009-11-04 21:15:37+00:00,,,,,224400000.0,,-170900000.0,51600000.0,60900000.0,-220000000.0,-215000000.0,377500000.0,18100000.0,-220000000.0,-215000000.0,395600000.0,-39400000.0,296700000.0,296700000.0,27300000.0,12000000.0,-38600000.0,-122500000.0,-78800000.0,-176500000.0,-222000000.0,,43200000.0,35700000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,Q2YTD,2007-12-31,2008-06-29,2009-08-03 17:37:35+00:00,0.0,,,,167200000.0,,-196900000.0,45900000.0,73400000.0,-157900000.0,-94300000.0,139200000.0,21400000.0,-157900000.0,-94300000.0,160600000.0,-91600000.0,124500000.0,124500000.0,44400000.0,33300000.0,-28100000.0,-85000000.0,0.0,-136400000.0,-225500000.0,,36700000.0,33500000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q4,2009-09-27,2009-12-26,,-67800000.0,19400000.0,,,72700000.0,58000000.0,-88800000.0,17600000.0,-4400000.0,-25600000.0,-1700000.0,204400000.0,-12900000.0,-25600000.0,-1700000.0,191500000.0,164200000.0,222800000.0,222800000.0,-21700000.0,21700000.0,-163600000.0,-47500000.0,-168000000.0,-87100000.0,-13000000.0,,430700000.0,-3900000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,FY,2008-12-29,2009-12-26,2012-02-24 18:47:26+00:00,-67800000.0,19400000.0,,,208000000.0,58000000.0,-93000000.0,43100000.0,14700000.0,-117200000.0,-228200000.0,858300000.0,,-117200000.0,-228200000.0,858300000.0,512900000.0,723200000.0,723200000.0,700000.0,21700000.0,6700000.0,-173300000.0,-514500000.0,-158800000.0,-23400000.0,0.0,448200000.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q3TTM,2008-09-29,2009-09-26,,,17100000.0,,,184300000.0,38800000.0,-164900000.0,32900000.0,13800000.0,-138500000.0,-281000000.0,675800000.0,6900000.0,-138500000.0,-281000000.0,682700000.0,263200000.0,594600000.0,594600000.0,44700000.0,24300000.0,82500000.0,-162700000.0,-267700000.0,-125700000.0,-46800000.0,,22900000.0,-31800000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q3,2009-06-29,2009-09-26,,45700000.0,,,,46500000.0,,17400000.0,12100000.0,9100000.0,-29600000.0,-16200000.0,305300000.0,9000000.0,-29600000.0,-16200000.0,314300000.0,268500000.0,236400000.0,236400000.0,5000000.0,-15300000.0,182600000.0,-44400000.0,-134400000.0,-26500000.0,8900000.0,,-84900000.0,1300000.0
