company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2007.0,FY,2007-01-01,2007-12-30,2010-02-19 17:21:22+00:00,2.75,2.75,,2.71,1000000.0,507300000.0,525000000.0,-17700000.0,492000000.0,15300000.0,5832000000.0,8319700000.0,,17700000.0,,,112200000.0,1734400000.0,5832000000.0,2487700000.0,159400000.0,26600000.0,1846600000.0,641100000.0,-115100000.0,526000000.0,8319700000.0,178900000.0,178700000.0,181400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,FY,2007-12-31,2008-12-28,2011-02-22 06:21:34+00:00,2.07,2.07,0.76,2.04,96400000.0,390900000.0,403000000.0,-12100000.0,378700000.0,12200000.0,4718300000.0,6651800000.0,,-8400000.0,,-155600000.0,133900000.0,1333200000.0,4718300000.0,1933500000.0,131500000.0,17300000.0,1311500000.0,622000000.0,-122600000.0,499400000.0,6651800000.0,182900000.0,182600000.0,185500000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,Q3,2008-06-30,2008-09-28,2009-11-04 21:15:37+00:00,0.93,0.93,,0.92,54900000.0,172000000.0,168800000.0,3200000.0,171300000.0,700000.0,977100000.0,1373800000.0,,7700000.0,-106500000.0,,24800000.0,236800000.0,977100000.0,396700000.0,25600000.0,,155100000.0,241600000.0,-17900000.0,223700000.0,1373800000.0,184200000.0,183500000.0,185700000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,Q2,2008-03-31,2008-06-29,2009-08-03 17:37:35+00:00,0.43,0.43,,0.42,26500000.0,84800000.0,97200000.0,-12400000.0,79400000.0,5400000.0,1033600000.0,1757400000.0,,-6000000.0,0.0,,103900000.0,463200000.0,1033600000.0,723800000.0,27000000.0,,567100000.0,156700000.0,-33000000.0,123700000.0,1757400000.0,184700000.0,182400000.0,186000000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q4,2009-09-27,2009-12-26,,1.2,1.2,0.26,1.2,-86000000.0,222800000.0,218900000.0,3900000.0,222100000.0,700000.0,846400000.0,1191600000.0,,20300000.0,97100000.0,-146700000.0,11100000.0,247500000.0,846400000.0,345200000.0,34300000.0,10700000.0,209000000.0,136200000.0,-3300000.0,132900000.0,1191600000.0,184200000.0,184400000.0,185900000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,FY,2008-12-29,2009-12-26,2012-02-24 18:47:26+00:00,3.91,3.91,0.92,3.87,-14700000.0,723200000.0,732200000.0,-9000000.0,720400000.0,2800000.0,3121000000.0,4426500000.0,,49400000.0,,-382000000.0,32700000.0,900800000.0,3121000000.0,1305500000.0,96600000.0,10700000.0,551500000.0,754000000.0,-36500000.0,717500000.0,4426500000.0,184200000.0,184400000.0,185900000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q3YTD,2008-12-29,2009-09-26,,2.7,2.7,0.68,2.7,71300000.0,500400000.0,513300000.0,-12900000.0,498300000.0,2100000.0,2274600000.0,3234900000.0,,29100000.0,-97100000.0,-235300000.0,21600000.0,653300000.0,2274600000.0,960300000.0,62300000.0,,342500000.0,617800000.0,-33200000.0,584600000.0,3234900000.0,185300000.0,184600000.0,186200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q3,2009-06-29,2009-09-26,2010-11-03 18:14:41+00:00,1.27,1.27,0.24,1.26,25300000.0,236400000.0,245400000.0,-9000000.0,235300000.0,1100000.0,869200000.0,1250300000.0,,55900000.0,,-101200000.0,4300000.0,240700000.0,869200000.0,381100000.0,22500000.0,,143800000.0,237300000.0,33400000.0,270700000.0,1250300000.0,185300000.0,184600000.0,186200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q2YTD,2008-12-29,2009-06-28,,1.43,1.43,0.44,1.43,46000000.0,264000000.0,267900000.0,-3900000.0,263000000.0,1000000.0,1405400000.0,1984600000.0,,-26800000.0,-97100000.0,-134100000.0,17300000.0,412600000.0,1405400000.0,579200000.0,39800000.0,,198700000.0,380500000.0,-66600000.0,313900000.0,1984600000.0,183600000.0,184200000.0,185400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q2,2009-03-30,2009-06-28,2010-08-03 17:38:35+00:00,1.02,1.02,0.24,1.01,47300000.0,187800000.0,187800000.0,,187300000.0,500000.0,794100000.0,1160400000.0,,-8300000.0,,-134100000.0,7100000.0,230000000.0,794100000.0,366300000.0,19900000.0,,103000000.0,263300000.0,-28200000.0,235100000.0,1160400000.0,183600000.0,184200000.0,185400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q1,2008-12-29,2009-03-29,2010-05-04 17:59:00+00:00,0.41,0.41,,0.41,-1300000.0,76200000.0,80100000.0,-3900000.0,75700000.0,500000.0,611300000.0,824200000.0,,-18500000.0,-97100000.0,,10200000.0,182600000.0,611300000.0,212900000.0,19900000.0,,95700000.0,117200000.0,-38400000.0,78800000.0,824200000.0,184600000.0,183800000.0,184900000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q4,2010-09-26,2010-12-25,,0.58,0.58,0.28,0.58,14100000.0,109200000.0,110700000.0,-1500000.0,109800000.0,-600000.0,853900000.0,1213400000.0,,-10500000.0,,-66200000.0,-200000.0,264900000.0,853900000.0,359500000.0,110200000.0,84500000.0,198500000.0,161000000.0,-36200000.0,124800000.0,1213400000.0,186200000.0,185900000.0,187300000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,FY,2009-12-27,2010-12-25,2013-02-22 15:23:58+00:00,3.8,3.8,1.08,3.78,138700000.0,709900000.0,670300000.0,39600000.0,707700000.0,2200000.0,3260900000.0,4703100000.0,,43900000.0,,-456100000.0,21300000.0,1012500000.0,3260900000.0,1442200000.0,110200000.0,10800000.0,577700000.0,864500000.0,-55500000.0,809000000.0,4703100000.0,186200000.0,185900000.0,187300000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q3YTD,2009-12-27,2010-09-25,,3.22,3.22,0.8,3.2,124600000.0,600700000.0,559600000.0,41100000.0,597900000.0,2800000.0,2407000000.0,3489700000.0,,54400000.0,,-389900000.0,21500000.0,747600000.0,2407000000.0,1082700000.0,,-73700000.0,379200000.0,703500000.0,-19300000.0,684200000.0,3489700000.0,185600000.0,186000000.0,187400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q3TTM,2009-09-27,2010-09-25,,4.41,4.41,1.05,4.41,38600000.0,823500000.0,778500000.0,45000000.0,820000000.0,3500000.0,3253400000.0,4681300000.0,,74700000.0,97100000.0,-536600000.0,32600000.0,995100000.0,3253400000.0,1427900000.0,34300000.0,-63000000.0,588200000.0,839700000.0,-22600000.0,817100000.0,4681300000.0,185600000.0,186000000.0,187400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q3,2010-06-27,2010-09-25,2011-11-03 16:57:45+00:00,1.38,1.38,0.28,1.37,60700000.0,257000000.0,257900000.0,-900000.0,256100000.0,900000.0,842500000.0,1260100000.0,,41600000.0,,-135300000.0,3100000.0,248900000.0,842500000.0,417600000.0,,-23900000.0,116700000.0,300900000.0,17700000.0,318600000.0,1260100000.0,185600000.0,186000000.0,187400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q2YTD,2009-12-27,2010-06-26,,1.84,1.84,0.52,1.83,63900000.0,343700000.0,301700000.0,42000000.0,341800000.0,1900000.0,1564500000.0,2229600000.0,,12800000.0,,-254600000.0,18400000.0,498700000.0,1564500000.0,665100000.0,,-49800000.0,262500000.0,402600000.0,-37000000.0,365600000.0,2229600000.0,185300000.0,185700000.0,187400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q2TTM,2009-06-29,2010-06-26,,4.3,4.3,1.02,4.3,3200000.0,802900000.0,766000000.0,36900000.0,799200000.0,3700000.0,3280100000.0,4671500000.0,,89000000.0,97100000.0,-502500000.0,33800000.0,986900000.0,3280100000.0,1391400000.0,56800000.0,-39100000.0,615300000.0,776100000.0,-6900000.0,769200000.0,4671500000.0,185300000.0,185700000.0,187400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q2,2010-03-28,2010-06-26,2011-08-02 18:39:33+00:00,1.28,1.28,0.28,1.27,52200000.0,238300000.0,238900000.0,-600000.0,237200000.0,1100000.0,874100000.0,1282600000.0,,21400000.0,,-163600000.0,15800000.0,261200000.0,874100000.0,408500000.0,,-25400000.0,113400000.0,295100000.0,-4000000.0,291100000.0,1282600000.0,185300000.0,185700000.0,187400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q1TTM,2009-03-30,2010-03-27,,4.04,4.04,0.98,4.04,-1700000.0,752400000.0,714900000.0,37500000.0,749300000.0,3100000.0,3200100000.0,4549300000.0,,59300000.0,97100000.0,-473000000.0,25100000.0,955700000.0,3200100000.0,1349200000.0,76700000.0,-13700000.0,604900000.0,744300000.0,-31100000.0,713200000.0,4549300000.0,186800000.0,185500000.0,187200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q1,2009-12-27,2010-03-27,2011-05-03 19:25:26+00:00,0.56,0.56,0.24,0.56,11700000.0,105400000.0,62800000.0,42600000.0,104600000.0,800000.0,690400000.0,947000000.0,,-8600000.0,,-91000000.0,2600000.0,237500000.0,690400000.0,256600000.0,,-24400000.0,149100000.0,107500000.0,-33000000.0,74500000.0,947000000.0,186800000.0,185500000.0,187200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q4,2011-09-25,2011-12-31,,0.97,0.97,0.32,0.95,9000000.0,173600000.0,172800000.0,800000.0,173200000.0,400000.0,1005800000.0,1395600000.0,,-6200000.0,,-85500000.0,1200000.0,259900000.0,1005800000.0,389800000.0,118700000.0,92500000.0,175600000.0,214200000.0,-32400000.0,181800000.0,1395600000.0,184800000.0,184900000.0,186400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,FY,2010-12-26,2011-12-31,2014-02-14 14:51:23+00:00,3.66,3.66,1.24,3.63,99400000.0,677100000.0,674800000.0,2300000.0,676300000.0,800000.0,3703300000.0,5169900000.0,,-11000000.0,,-457900000.0,12300000.0,1019000000.0,3703300000.0,1466600000.0,118700000.0,10700000.0,573400000.0,893200000.0,-119000000.0,774200000.0,5169900000.0,184800000.0,184900000.0,186400000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q3YTD,2010-12-26,2011-09-24,,2.69,2.69,0.92,2.68,90400000.0,503500000.0,502000000.0,1500000.0,503100000.0,400000.0,2697500000.0,3774300000.0,,-4800000.0,,-372400000.0,11100000.0,759100000.0,2697500000.0,1076800000.0,,-81800000.0,397800000.0,679000000.0,-86600000.0,592400000.0,3774300000.0,186200000.0,185000000.0,186200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q3TTM,2010-09-26,2011-09-24,,3.27,3.27,1.2,3.26,104500000.0,612700000.0,612700000.0,,612900000.0,-200000.0,3551400000.0,4987700000.0,,-15300000.0,,-438600000.0,10900000.0,1024000000.0,3551400000.0,1436300000.0,110200000.0,2700000.0,596300000.0,840000000.0,-122800000.0,717200000.0,4987700000.0,186200000.0,185000000.0,186200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q3,2011-06-26,2011-09-24,2012-11-07 20:31:39+00:00,1.06,1.06,0.32,1.06,31100000.0,197000000.0,194300000.0,2700000.0,197400000.0,-400000.0,990000000.0,1393900000.0,,-2300000.0,,-99400000.0,100000.0,248200000.0,990000000.0,403900000.0,,-27300000.0,148900000.0,255000000.0,-29600000.0,225400000.0,1393900000.0,186200000.0,185000000.0,186200000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q2YTD,2010-12-26,2011-06-25,,1.63,1.63,0.6,1.62,59300000.0,306500000.0,307700000.0,-1200000.0,305700000.0,800000.0,1707500000.0,2380400000.0,,-2500000.0,,-273000000.0,11000000.0,510900000.0,1707500000.0,672900000.0,,-54500000.0,248900000.0,424000000.0,-57000000.0,367000000.0,2380400000.0,187200000.0,187100000.0,188800000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q2TTM,2010-06-27,2011-06-25,,3.59,3.59,1.16,3.57,134100000.0,672700000.0,676300000.0,-3600000.0,671600000.0,1100000.0,3403900000.0,4853900000.0,,28600000.0,,-474500000.0,13900000.0,1024700000.0,3403900000.0,1450000000.0,110200000.0,6100000.0,564100000.0,885900000.0,-75500000.0,810400000.0,4853900000.0,187200000.0,187100000.0,188800000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q2,2011-03-27,2011-06-25,2012-08-07 18:07:21+00:00,1.19,1.19,0.32,1.18,43200000.0,223800000.0,225300000.0,-1500000.0,222800000.0,1000000.0,973400000.0,1383100000.0,,-1800000.0,,-171800000.0,11000000.0,272500000.0,973400000.0,409700000.0,,-27700000.0,111700000.0,298000000.0,-29500000.0,268500000.0,1383100000.0,187200000.0,187100000.0,188800000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q1TTM,2010-03-28,2011-03-26,,3.68,3.68,1.12,3.66,143100000.0,687200000.0,689900000.0,-2700000.0,686000000.0,1200000.0,3304600000.0,4753400000.0,,51800000.0,,-466300000.0,18700000.0,1013400000.0,3304600000.0,1448800000.0,110200000.0,8400000.0,565800000.0,883000000.0,-50000000.0,833000000.0,4753400000.0,188400000.0,186900000.0,188700000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q1,2010-12-26,2011-03-26,2012-05-09 13:39:48+00:00,0.44,0.44,0.28,0.44,16100000.0,82700000.0,82400000.0,300000.0,82900000.0,-200000.0,734100000.0,997300000.0,,-700000.0,,-101200000.0,0.0,238400000.0,734100000.0,263200000.0,,-26800000.0,137200000.0,126000000.0,-27500000.0,98500000.0,997300000.0,188400000.0,186900000.0,188700000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2012.0,Q4,2012-09-30,2012-12-29,,0.34,0.34,0.32,0.34,68800000.0,59600000.0,59700000.0,-100000.0,60000000.0,-400000.0,1096600000.0,1480200000.0,,-12000000.0,,-74400000.0,22800000.0,272500000.0,1096600000.0,383600000.0,196300000.0,174100000.0,220900000.0,162700000.0,-34200000.0,128500000.0,1480200000.0,180800000.0,180800000.0,181800000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2012.0,FY,2012-01-01,2012-12-29,2015-02-12 13:07:23+00:00,2.45,2.45,1.28,2.44,154500000.0,439100000.0,437600000.0,1500000.0,443000000.0,-3900000.0,4051000000.0,5615000000.0,,-90300000.0,,-510900000.0,81400000.0,1126100000.0,4051000000.0,1564000000.0,196300000.0,11300000.0,696600000.0,867400000.0,-275300000.0,592100000.0,5615000000.0,180800000.0,180800000.0,181800000.0
