company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2008.0,FY,,2008-12-28,2010-02-19 17:21:22+00:00,152800000.0,472500000.0,690800000.0,-371400000.0,216200000.0,,4241900000.0,,107800000.0,1298000000.0,3923400000.0,1752000000.0,2418700000.0,206900000.0,1301900000.0,-16000000.0,75300000.0,629800000.0,581000000.0,51800000.0,162900000.0,47100000.0,17700000.0,1500000.0,16900000.0,203400000.0,273500000.0,7000000.0,124800000.0,2184900000.0,100000.0,10386600000.0,6055400000.0,1107100000.0,986100000.0,6055400000.0,6039400000.0,4347200000.0,10386600000.0,7977600000.0,3361100000.0,0.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,FY,,2009-12-26,2011-02-22 06:21:34+00:00,193400000.0,566700000.0,745000000.0,20700000.0,734200000.0,,4324000000.0,,167100000.0,1475000000.0,4534700000.0,1412700000.0,2613600000.0,199000000.0,1347400000.0,13200000.0,177900000.0,533000000.0,823800000.0,48700000.0,150500000.0,47600000.0,16900000.0,9900000.0,158200000.0,115900000.0,559200000.0,,18700000.0,2734900000.0,300300000.0,12021100000.0,7079600000.0,1707900000.0,1580900000.0,7079600000.0,7092800000.0,4928300000.0,12021100000.0,8965800000.0,3347400000.0,0.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2009.0,Q3,,2009-09-26,2009-11-04 21:15:37+00:00,185400000.0,661800000.0,633100000.0,162200000.0,565100000.0,,4299300000.0,,123800000.0,1441400000.0,4372300000.0,1376600000.0,2588100000.0,223700000.0,1251800000.0,15400000.0,121900000.0,697700000.0,489900000.0,50200000.0,,47600000.0,,9600000.0,155500000.0,157700000.0,476600000.0,,18400000.0,2557200000.0,300100000.0,11491200000.0,7018700000.0,1507800000.0,1397900000.0,7018700000.0,7034100000.0,4457100000.0,11491200000.0,8731600000.0,3059200000.0,0.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,FY,,2010-12-25,2012-02-24 18:47:26+00:00,227800000.0,570800000.0,804600000.0,171100000.0,1217600000.0,0.0,4386200000.0,0.0,219600000.0,1489100000.0,4655100000.0,1959600000.0,2574100000.0,215200000.0,1388700000.0,43800000.0,188200000.0,547500000.0,458600000.0,43000000.0,158700000.0,58000000.0,66800000.0,600000.0,14000000.0,138500000.0,531200000.0,,24200000.0,3241500000.0,1100000.0,12697600000.0,7798800000.0,2220900000.0,1333900000.0,7798800000.0,7842600000.0,4855000000.0,12697600000.0,9088000000.0,3521100000.0,0.0,0.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q3,,2010-09-25,2010-11-03 18:14:41+00:00,195600000.0,777900000.0,812800000.0,67600000.0,763500000.0,,4353300000.0,,191100000.0,1496000000.0,4608700000.0,1447200000.0,2606700000.0,230800000.0,1294500000.0,47400000.0,112800000.0,502800000.0,821600000.0,46000000.0,,83500000.0,,2100000.0,16900000.0,116200000.0,478400000.0,,19400000.0,3184600000.0,,12138700000.0,7605500000.0,1857800000.0,1216400000.0,7605500000.0,7652900000.0,4485800000.0,12138700000.0,8986400000.0,3269400000.0,0.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q2,,2010-06-26,2010-08-03 17:38:35+00:00,178400000.0,784500000.0,893600000.0,-15900000.0,798600000.0,,4343300000.0,,179500000.0,1442700000.0,4547600000.0,1433300000.0,2652000000.0,233700000.0,1240000000.0,14200000.0,149200000.0,507800000.0,795200000.0,42000000.0,,104700000.0,,2000000.0,16300000.0,110400000.0,464400000.0,,18600000.0,2978700000.0,300000000.0,12107400000.0,7306100000.0,1923500000.0,1567800000.0,7306100000.0,7320300000.0,4787100000.0,12107400000.0,8943900000.0,3219300000.0,0.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2010.0,Q1,,2010-03-27,2010-05-04 17:59:00+00:00,184500000.0,667000000.0,696100000.0,19200000.0,656600000.0,,4337500000.0,,184500000.0,1443500000.0,4590500000.0,1436600000.0,2724500000.0,224500000.0,1262500000.0,13800000.0,174800000.0,511200000.0,792000000.0,43300000.0,,75100000.0,,2100000.0,112000000.0,116100000.0,580200000.0,,18200000.0,2794700000.0,300000000.0,11980500000.0,7151400000.0,1625300000.0,1477100000.0,7151400000.0,7165200000.0,4815300000.0,11980500000.0,9092700000.0,3338200000.0,0.0,
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,FY,,2011-12-31,2013-02-22 15:23:58+00:00,268500000.0,588800000.0,646800000.0,-129700000.0,1078900000.0,0.0,4409000000.0,11600000.0,161300000.0,1453300000.0,4586000000.0,1914900000.0,2487900000.0,229200000.0,1430100000.0,42300000.0,149900000.0,532000000.0,697500000.0,32700000.0,137200000.0,72000000.0,140300000.0,300000.0,13400000.0,165900000.0,290000000.0,,22000000.0,3689700000.0,46900000.0,12423800000.0,7647900000.0,2118000000.0,1277200000.0,7647900000.0,7690200000.0,4733600000.0,12423800000.0,8875700000.0,3456400000.0,0.0,-321100000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q3,,2011-09-24,2011-11-03 16:57:45+00:00,261800000.0,723700000.0,623300000.0,189500000.0,987200000.0,0.0,4404100000.0,300000.0,236300000.0,1499700000.0,4566000000.0,1901300000.0,2589700000.0,201100000.0,1365600000.0,41800000.0,217600000.0,510400000.0,439800000.0,40500000.0,,84900000.0,104000000.0,300000.0,13700000.0,153300000.0,331800000.0,,22300000.0,3574500000.0,46400000.0,12429900000.0,7897000000.0,1997500000.0,1285500000.0,7897000000.0,7938800000.0,4491100000.0,12429900000.0,9066800000.0,3205600000.0,0.0,-271100000.0
Molson Coors Brewing Co,TAP,54930073LBBH6ZCBE225,24545,2011.0,Q2,,2011-06-25,2011-08-02 18:39:33+00:00,229500000.0,853800000.0,853400000.0,308900000.0,1184200000.0,,4399800000.0,300000.0,248400000.0,1553800000.0,4754500000.0,1951100000.0,2680000000.0,223200000.0,1407900000.0,42900000.0,170500000.0,499000000.0,463900000.0,42400000.0,,102900000.0,451500000.0,300000.0,14600000.0,130300000.0,130100000.0,,25500000.0,3435100000.0,50400000.0,13104100000.0,8143800000.0,2364700000.0,1847800000.0,8143800000.0,8186700000.0,4917400000.0,13104100000.0,9331500000.0,3069600000.0,0.0,
