company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2009.0,Q1,2009-01-01,2009-04-05,2010-05-04 16:29:27+00:00,1.53,1.53,,1.53,,276000000.0,590000000.0,593000000.0,-3000000.0,590000000.0,6849000000.0,8264000000.0,,3000000.0,510000000.0,6849000000.0,1415000000.0,39000000.0,510000000.0,905000000.0,-36000000.0,869000000.0,8264000000.0,385600000.0,385600000.0,385600000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q4,2010-10-04,2010-12-31,,1.93,1.93,-1.26,1.91,,314000000.0,729000000.0,729000000.0,,729000000.0,7006000000.0,8601000000.0,,,519000000.0,7006000000.0,1595000000.0,33000000.0,519000000.0,1076000000.0,-33000000.0,1043000000.0,8601000000.0,381240000.0,381240000.0,381240000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,FY,2010-01-01,2010-12-31,2013-02-08 09:16:17+00:00,6.88,6.88,,6.81,0.0,1162000000.0,2624000000.0,2628000000.0,-4000000.0,2624000000.0,26557000000.0,32466000000.0,,2000000.0,1964000000.0,26557000000.0,5909000000.0,157000000.0,1964000000.0,3945000000.0,-155000000.0,3790000000.0,32466000000.0,381240000.0,381240000.0,381240000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q3YTD,2010-01-01,2010-10-03,,4.95,4.95,1.26,4.9,,848000000.0,1895000000.0,1899000000.0,-4000000.0,1895000000.0,19551000000.0,23865000000.0,,2000000.0,1445000000.0,19551000000.0,4314000000.0,124000000.0,1445000000.0,2869000000.0,-122000000.0,2747000000.0,23865000000.0,379088000.0,379088000.0,379088000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q3TTM,2009-10-05,2010-10-03,,6.55,6.55,0.5,6.47,,1139000000.0,2509000000.0,2517000000.0,-8000000.0,2509000000.0,26015000000.0,31763000000.0,,3000000.0,1928000000.0,26015000000.0,5748000000.0,167000000.0,1928000000.0,3820000000.0,-164000000.0,3656000000.0,31763000000.0,379088000.0,379088000.0,379088000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q3,2010-07-05,2010-10-03,2011-11-01 15:37:48+00:00,1.71,1.71,0.42,1.7,,279000000.0,650000000.0,649000000.0,1000000.0,650000000.0,6564000000.0,8011000000.0,,0.0,481000000.0,6564000000.0,1447000000.0,38000000.0,481000000.0,966000000.0,-38000000.0,928000000.0,8011000000.0,379088000.0,379088000.0,379088000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q2YTD,2010-01-01,2010-07-04,,3.24,3.24,0.84,3.2,,569000000.0,1245000000.0,1250000000.0,-5000000.0,1245000000.0,12987000000.0,15854000000.0,,2000000.0,964000000.0,12987000000.0,2867000000.0,86000000.0,964000000.0,1903000000.0,-84000000.0,1819000000.0,15854000000.0,384304000.0,384304000.0,384304000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q2TTM,2009-07-06,2010-07-04,,6.32,6.32,0.46,6.24,,1113000000.0,2431000000.0,2443000000.0,-12000000.0,2431000000.0,25844000000.0,31471000000.0,,-3000000.0,1899000000.0,25844000000.0,5627000000.0,169000000.0,1899000000.0,3728000000.0,-172000000.0,3556000000.0,31471000000.0,384304000.0,384304000.0,384304000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q2,2010-04-05,2010-07-04,2011-08-03 11:19:47+00:00,1.69,1.69,0.42,1.67,,294000000.0,648000000.0,651000000.0,-3000000.0,648000000.0,6641000000.0,8104000000.0,,2000000.0,478000000.0,6641000000.0,1463000000.0,42000000.0,478000000.0,985000000.0,-40000000.0,945000000.0,8104000000.0,384304000.0,384304000.0,384304000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q1TTM,2009-04-06,2010-04-04,,6.23,6.23,0.42,6.17,,1105000000.0,2401000000.0,2413000000.0,-12000000.0,2401000000.0,25849000000.0,31467000000.0,,-5000000.0,1930000000.0,25849000000.0,5618000000.0,165000000.0,1930000000.0,3688000000.0,-170000000.0,3518000000.0,31467000000.0,384823000.0,384823000.0,384823000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2010.0,Q1,2010-01-01,2010-04-04,2011-05-03 16:57:09+00:00,1.55,1.55,0.42,1.53,,275000000.0,597000000.0,599000000.0,-2000000.0,597000000.0,6346000000.0,7750000000.0,,0.0,486000000.0,6346000000.0,1404000000.0,44000000.0,486000000.0,918000000.0,-44000000.0,874000000.0,7750000000.0,384823000.0,384823000.0,384823000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q4,2011-10-03,2011-12-31,,1.7,1.7,-1.41,1.67,,308000000.0,603000000.0,603000000.0,,603000000.0,7673000000.0,9147000000.0,,-1000000.0,524000000.0,7673000000.0,1474000000.0,38000000.0,524000000.0,950000000.0,-39000000.0,911000000.0,9147000000.0,364147000.0,364147000.0,364147000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,FY,2011-01-01,2011-12-31,2014-02-07 09:05:33+00:00,6.94,6.94,,6.87,0.0,1166000000.0,2526000000.0,2552000000.0,-26000000.0,2526000000.0,26821000000.0,32677000000.0,,33000000.0,2030000000.0,26821000000.0,5856000000.0,141000000.0,2030000000.0,3826000000.0,-108000000.0,3718000000.0,32677000000.0,364147000.0,364147000.0,364147000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q3YTD,2011-01-01,2011-10-02,,5.24,5.24,1.41,5.2,,858000000.0,1923000000.0,1949000000.0,-26000000.0,1923000000.0,19148000000.0,23530000000.0,,34000000.0,1506000000.0,19148000000.0,4382000000.0,103000000.0,1506000000.0,2876000000.0,-69000000.0,2807000000.0,23530000000.0,359710000.0,359710000.0,359710000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q3TTM,2010-10-04,2011-10-02,,7.17,7.17,0.15,7.11,,1172000000.0,2652000000.0,2678000000.0,-26000000.0,2652000000.0,26154000000.0,32131000000.0,,34000000.0,2025000000.0,26154000000.0,5977000000.0,136000000.0,2025000000.0,3952000000.0,-102000000.0,3850000000.0,32131000000.0,359710000.0,359710000.0,359710000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q3,2011-07-04,2011-10-02,2012-10-30 15:16:16+00:00,1.81,1.81,0.47,1.8,,287000000.0,652000000.0,665000000.0,-13000000.0,652000000.0,6363000000.0,7853000000.0,,-8000000.0,492000000.0,6363000000.0,1490000000.0,38000000.0,492000000.0,998000000.0,-46000000.0,952000000.0,7853000000.0,359710000.0,359710000.0,359710000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q2YTD,2011-01-01,2011-07-03,,3.43,3.43,0.94,3.4,,571000000.0,1271000000.0,1284000000.0,-13000000.0,1271000000.0,12785000000.0,15677000000.0,,42000000.0,1014000000.0,12785000000.0,2892000000.0,65000000.0,1014000000.0,1878000000.0,-23000000.0,1855000000.0,15677000000.0,367961000.0,367961000.0,367961000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q2TTM,2010-07-05,2011-07-03,,7.07,7.07,0.1,7.01,,1164000000.0,2650000000.0,2662000000.0,-12000000.0,2650000000.0,26355000000.0,32289000000.0,,42000000.0,2014000000.0,26355000000.0,5934000000.0,136000000.0,2014000000.0,3920000000.0,-94000000.0,3826000000.0,32289000000.0,367961000.0,367961000.0,367961000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q2,2011-04-04,2011-07-03,2012-08-01 10:54:59+00:00,1.77,1.77,0.47,1.76,,293000000.0,653000000.0,666000000.0,-13000000.0,653000000.0,6425000000.0,7879000000.0,,41000000.0,505000000.0,6425000000.0,1454000000.0,31000000.0,505000000.0,949000000.0,10000000.0,959000000.0,7879000000.0,367961000.0,367961000.0,367961000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q1,2011-01-01,2011-04-03,2012-05-01 17:19:15+00:00,1.66,1.66,0.47,1.64,,278000000.0,618000000.0,618000000.0,,618000000.0,6360000000.0,7798000000.0,,1000000.0,509000000.0,6360000000.0,1438000000.0,34000000.0,509000000.0,929000000.0,-33000000.0,896000000.0,7798000000.0,372680000.0,372680000.0,372680000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2011.0,Q1TTM,2010-04-05,2011-04-03,,6.99,6.99,0.05,6.92,,1165000000.0,2645000000.0,2647000000.0,-2000000.0,2645000000.0,26571000000.0,32514000000.0,,3000000.0,1987000000.0,26571000000.0,5943000000.0,147000000.0,1987000000.0,3956000000.0,-144000000.0,3812000000.0,32514000000.0,372680000.0,372680000.0,372680000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q4,2012-10-01,2012-12-31,,-6.02,-6.02,-1.53,-5.98,1994000000.0,40000000.0,-2130000000.0,-2179000000.0,49000000.0,-2130000000.0,6882000000.0,7557000000.0,,-128000000.0,651000000.0,6882000000.0,675000000.0,41000000.0,2645000000.0,-1970000000.0,-169000000.0,-2139000000.0,7557000000.0,353346000.0,353346000.0,353346000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,FY,2012-01-01,2012-12-31,2015-02-09 12:08:20+00:00,-0.94,-0.94,,-0.94,1994000000.0,854000000.0,-332000000.0,-381000000.0,49000000.0,-332000000.0,26012000000.0,30992000000.0,,-136000000.0,2221000000.0,26012000000.0,4980000000.0,156000000.0,4215000000.0,765000000.0,-292000000.0,473000000.0,30992000000.0,353346000.0,353346000.0,353346000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q3,2012-07-02,2012-09-30,2013-10-23 10:55:51+00:00,1.71,1.71,0.51,1.7,,263000000.0,600000000.0,600000000.0,,600000000.0,6519000000.0,7934000000.0,,-3000000.0,510000000.0,6519000000.0,1415000000.0,39000000.0,510000000.0,905000000.0,-42000000.0,863000000.0,7934000000.0,350470000.0,350470000.0,350470000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q3YTD,2012-01-01,2012-09-30,,5.08,5.08,1.53,5.04,,814000000.0,1798000000.0,1798000000.0,,1798000000.0,19130000000.0,23435000000.0,,-8000000.0,1570000000.0,19130000000.0,4305000000.0,115000000.0,1570000000.0,2735000000.0,-123000000.0,2612000000.0,23435000000.0,350470000.0,350470000.0,350470000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q3TTM,2011-10-03,2012-09-30,,6.78,6.78,0.12,6.71,,1122000000.0,2401000000.0,2401000000.0,,2401000000.0,26803000000.0,32582000000.0,,-9000000.0,2094000000.0,26803000000.0,5779000000.0,153000000.0,2094000000.0,3685000000.0,-162000000.0,3523000000.0,32582000000.0,350470000.0,350470000.0,350470000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q2,2012-04-02,2012-07-01,2013-07-24 10:37:55+00:00,1.79,1.79,0.51,1.77,,294000000.0,634000000.0,634000000.0,,634000000.0,6427000000.0,7922000000.0,,-5000000.0,525000000.0,6427000000.0,1495000000.0,37000000.0,525000000.0,970000000.0,-42000000.0,928000000.0,7922000000.0,355048000.0,355048000.0,355048000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q2YTD,2012-01-01,2012-07-01,,3.37,3.37,1.02,3.34,,551000000.0,1198000000.0,1198000000.0,,1198000000.0,12611000000.0,15501000000.0,,-5000000.0,1060000000.0,12611000000.0,2890000000.0,76000000.0,1060000000.0,1830000000.0,-81000000.0,1749000000.0,15501000000.0,355048000.0,355048000.0,355048000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q2TTM,2011-07-04,2012-07-01,,6.88,6.88,0.08,6.81,,1146000000.0,2453000000.0,2466000000.0,-13000000.0,2453000000.0,26647000000.0,32501000000.0,,-14000000.0,2076000000.0,26647000000.0,5854000000.0,152000000.0,2076000000.0,3778000000.0,-166000000.0,3612000000.0,32501000000.0,355048000.0,355048000.0,355048000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q1TTM,2011-04-04,2012-04-01,,6.86,6.86,0.04,6.8,,1145000000.0,2472000000.0,2498000000.0,-26000000.0,2472000000.0,26645000000.0,32458000000.0,,32000000.0,2056000000.0,26645000000.0,5813000000.0,146000000.0,2056000000.0,3757000000.0,-114000000.0,3643000000.0,32458000000.0,356987000.0,356987000.0,356987000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2012.0,Q1,2012-01-01,2012-04-01,2013-04-30 17:00:35+00:00,1.58,1.58,0.51,1.57,,257000000.0,564000000.0,564000000.0,,564000000.0,6184000000.0,7579000000.0,,0.0,535000000.0,6184000000.0,1395000000.0,39000000.0,535000000.0,860000000.0,-39000000.0,821000000.0,7579000000.0,356987000.0,356987000.0,356987000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,FY,2013-01-01,2013-12-31,2016-02-08 11:26:07+00:00,6.72,6.72,,6.67,,1125000000.0,2357000000.0,2486000000.0,-129000000.0,2357000000.0,25202000000.0,30930000000.0,,8000000.0,2039000000.0,25202000000.0,5728000000.0,86000000.0,2039000000.0,3689000000.0,-78000000.0,3611000000.0,30930000000.0,350714000.0,350714000.0,350714000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q4,2013-09-30,2013-12-31,,1.42,1.42,-1.68,1.4,,278000000.0,495000000.0,623000000.0,-128000000.0,495000000.0,6516000000.0,7957000000.0,,4000000.0,521000000.0,6516000000.0,1441000000.0,23000000.0,521000000.0,920000000.0,-19000000.0,901000000.0,7957000000.0,350714000.0,350714000.0,350714000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q3YTD,2013-01-01,2013-09-29,,5.3,5.3,1.68,5.27,,847000000.0,1862000000.0,1863000000.0,-1000000.0,1862000000.0,18686000000.0,22973000000.0,,4000000.0,1518000000.0,18686000000.0,4287000000.0,63000000.0,1518000000.0,2769000000.0,-59000000.0,2710000000.0,22973000000.0,349337000.0,349337000.0,349337000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q3TTM,2012-10-01,2013-09-29,,-0.72,-0.72,0.15,-0.71,1994000000.0,887000000.0,-268000000.0,-316000000.0,48000000.0,-268000000.0,25568000000.0,30530000000.0,,-124000000.0,2169000000.0,25568000000.0,4962000000.0,104000000.0,4163000000.0,799000000.0,-228000000.0,571000000.0,30530000000.0,349337000.0,349337000.0,349337000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q3,2013-07-01,2013-09-29,2014-10-22 10:10:00+00:00,1.86,1.86,0.56,1.84,,291000000.0,651000000.0,652000000.0,-1000000.0,651000000.0,6277000000.0,7735000000.0,,4000000.0,497000000.0,6277000000.0,1458000000.0,22000000.0,497000000.0,961000000.0,-18000000.0,943000000.0,7735000000.0,349337000.0,349337000.0,349337000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q2YTD,2013-01-01,2013-06-30,,3.44,3.44,1.12,3.43,,556000000.0,1211000000.0,1211000000.0,,1211000000.0,12409000000.0,15238000000.0,,,1021000000.0,12409000000.0,2829000000.0,41000000.0,1021000000.0,1808000000.0,-41000000.0,1767000000.0,15238000000.0,351110000.0,351110000.0,351110000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q2TTM,2012-07-02,2013-06-30,,-0.87,-0.87,0.1,-0.85,1994000000.0,859000000.0,-319000000.0,-368000000.0,49000000.0,-319000000.0,25810000000.0,30729000000.0,,-131000000.0,2182000000.0,25810000000.0,4919000000.0,121000000.0,4176000000.0,743000000.0,-252000000.0,491000000.0,30729000000.0,351110000.0,351110000.0,351110000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q2,2013-04-01,2013-06-30,2014-07-23 10:13:50+00:00,1.82,1.82,0.56,1.81,,303000000.0,640000000.0,640000000.0,0.0,640000000.0,6359000000.0,7834000000.0,,0.0,514000000.0,6359000000.0,1475000000.0,18000000.0,514000000.0,961000000.0,-18000000.0,943000000.0,7834000000.0,351110000.0,351110000.0,351110000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q1TTM,2012-04-02,2013-03-31,,-0.9,-0.9,0.05,-0.89,1994000000.0,850000000.0,-325000000.0,-374000000.0,49000000.0,-325000000.0,25878000000.0,30817000000.0,,-136000000.0,2193000000.0,25878000000.0,4939000000.0,140000000.0,4187000000.0,752000000.0,-276000000.0,476000000.0,30817000000.0,351873000.0,351873000.0,351873000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 10:28:08+00:00,1.62,1.62,0.56,1.62,,253000000.0,571000000.0,571000000.0,,571000000.0,6050000000.0,7404000000.0,,0.0,507000000.0,6050000000.0,1354000000.0,23000000.0,507000000.0,847000000.0,-23000000.0,824000000.0,7404000000.0,351873000.0,351873000.0,351873000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,FY,2014-01-01,2014-12-31,2017-02-06 09:42:26+00:00,7.56,7.56,,7.42,,1129000000.0,2533000000.0,2673000000.0,-140000000.0,2533000000.0,24979000000.0,30852000000.0,,-1000000.0,1984000000.0,24979000000.0,5873000000.0,86000000.0,1984000000.0,3889000000.0,-87000000.0,3802000000.0,30852000000.0,335192000.0,335192000.0,335192000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q4,2014-09-29,2014-12-31,,2.11,2.11,-1.86,2.07,,308000000.0,701000000.0,737000000.0,-36000000.0,701000000.0,6766000000.0,8362000000.0,,-3000000.0,529000000.0,6766000000.0,1596000000.0,19000000.0,529000000.0,1067000000.0,-22000000.0,1045000000.0,8362000000.0,335192000.0,335192000.0,335192000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q3,2014-06-30,2014-09-28,2015-10-28 10:15:21+00:00,2.1,2.1,0.62,2.06,,285000000.0,696000000.0,694000000.0,2000000.0,696000000.0,6274000000.0,7751000000.0,,1000000.0,478000000.0,6274000000.0,1477000000.0,21000000.0,478000000.0,999000000.0,-20000000.0,979000000.0,7751000000.0,331811000.0,331811000.0,331811000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q3YTD,2014-01-01,2014-09-28,,5.45,5.45,1.86,5.35,,821000000.0,1832000000.0,1936000000.0,-104000000.0,1832000000.0,18213000000.0,22490000000.0,,2000000.0,1455000000.0,18213000000.0,4277000000.0,67000000.0,1455000000.0,2822000000.0,-65000000.0,2757000000.0,22490000000.0,331811000.0,331811000.0,331811000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q3TTM,2013-09-30,2014-09-28,,6.87,6.87,0.18,6.75,,1099000000.0,2327000000.0,2559000000.0,-232000000.0,2327000000.0,24729000000.0,30447000000.0,,6000000.0,1976000000.0,24729000000.0,5718000000.0,90000000.0,1976000000.0,3742000000.0,-84000000.0,3658000000.0,30447000000.0,331811000.0,331811000.0,331811000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q2YTD,2014-01-01,2014-06-29,,3.35,3.35,1.24,3.29,,536000000.0,1136000000.0,1242000000.0,-106000000.0,1136000000.0,11939000000.0,14739000000.0,,1000000.0,977000000.0,11939000000.0,2800000000.0,46000000.0,977000000.0,1823000000.0,-45000000.0,1778000000.0,14739000000.0,336692000.0,336692000.0,336692000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q2TTM,2013-07-01,2014-06-29,,6.63,6.63,0.12,6.53,,1105000000.0,2282000000.0,2517000000.0,-235000000.0,2282000000.0,24732000000.0,30431000000.0,,9000000.0,1995000000.0,24732000000.0,5699000000.0,91000000.0,1995000000.0,3704000000.0,-82000000.0,3622000000.0,30431000000.0,336692000.0,336692000.0,336692000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q2,2014-03-31,2014-06-29,2015-07-29 10:08:00+00:00,1.61,1.61,0.62,1.58,,279000000.0,541000000.0,646000000.0,-105000000.0,541000000.0,6039000000.0,7474000000.0,,0.0,486000000.0,6039000000.0,1435000000.0,24000000.0,486000000.0,949000000.0,-24000000.0,925000000.0,7474000000.0,336692000.0,336692000.0,336692000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q1TTM,2013-04-01,2014-03-30,,6.84,6.84,0.06,6.76,,1129000000.0,2381000000.0,2511000000.0,-130000000.0,2381000000.0,25052000000.0,30791000000.0,,9000000.0,2023000000.0,25052000000.0,5739000000.0,85000000.0,2023000000.0,3716000000.0,-76000000.0,3640000000.0,30791000000.0,342232000.0,342232000.0,342232000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q1,2014-01-01,2014-03-30,2015-04-29 10:57:54+00:00,1.74,1.74,0.62,1.71,,257000000.0,595000000.0,596000000.0,-1000000.0,595000000.0,5900000000.0,7265000000.0,,1000000.0,491000000.0,5900000000.0,1365000000.0,22000000.0,491000000.0,874000000.0,-21000000.0,853000000.0,7265000000.0,342232000.0,342232000.0,342232000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2015.0,FY,2015-01-01,2015-12-31,2018-02-12 10:10:40+00:00,9.23,9.45,,9.29,,1183000000.0,3036000000.0,3036000000.0,0.0,3036000000.0,25549000000.0,31781000000.0,,7000000.0,1937000000.0,25549000000.0,6232000000.0,83000000.0,1937000000.0,4295000000.0,-76000000.0,4219000000.0,31781000000.0,321313000.0,321313000.0,321313000.0
