company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,FY,,2013-12-31,2015-02-09 12:08:20+00:00,2216000000.0,4370000000.0,-1185000000.0,5301000000.0,,2708000000.0,6584000000.0,11932000000.0,,1044000000.0,3908000000.0,2890000000.0,3359000000.0,5601000000.0,3458000000.0,997000000.0,4826000000.0,19428000000.0,1000000.0,35494000000.0,14501000000.0,18162000000.0,12259000000.0,14501000000.0,14501000000.0,20993000000.0,35494000000.0,13973000000.0,8734000000.0,-6450000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q3,,2013-09-29,2013-10-23 10:55:51+00:00,2443000000.0,4365000000.0,-2669000000.0,4065000000.0,0.0,2643000000.0,6266000000.0,12008000000.0,,1248000000.0,3908000000.0,2986000000.0,3365000000.0,5702000000.0,3356000000.0,1732000000.0,6893000000.0,19131000000.0,,35471000000.0,12605000000.0,17118000000.0,12065000000.0,12605000000.0,12605000000.0,22866000000.0,35471000000.0,14988000000.0,10801000000.0,-6500000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q2,,2013-06-30,2013-07-24 10:37:55+00:00,2444000000.0,4289000000.0,-2889000000.0,3757000000.0,0.0,2525000000.0,6113000000.0,11909000000.0,,1270000000.0,3907000000.0,2935000000.0,3351000000.0,5557000000.0,3284000000.0,1663000000.0,7227000000.0,18677000000.0,,34731000000.0,11756000000.0,16538000000.0,11841000000.0,11756000000.0,11756000000.0,22975000000.0,34731000000.0,14842000000.0,11134000000.0,-6557000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2013.0,Q1,,2013-03-31,2013-04-30 17:00:35+00:00,2503000000.0,4261000000.0,-2894000000.0,3745000000.0,0.0,2443000000.0,5958000000.0,11934000000.0,,1310000000.0,3909000000.0,2863000000.0,3374000000.0,5481000000.0,3308000000.0,1641000000.0,7349000000.0,18234000000.0,,34609000000.0,11582000000.0,16350000000.0,11769000000.0,11582000000.0,11582000000.0,23027000000.0,34609000000.0,14885000000.0,11258000000.0,-6201000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,FY,,2014-12-31,2016-02-08 11:26:07+00:00,2057000000.0,4050000000.0,-2932000000.0,4388000000.0,,3030000000.0,7335000000.0,11731000000.0,,912000000.0,3392000000.0,3221000000.0,3329000000.0,5748000000.0,3858000000.0,1958000000.0,6365000000.0,21127000000.0,501000000.0,35337000000.0,11829000000.0,17407000000.0,13751000000.0,11829000000.0,11829000000.0,23508000000.0,35337000000.0,14601000000.0,9757000000.0,-9396000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q3,,2014-09-28,2014-10-22 10:10:00+00:00,2390000000.0,4181000000.0,-1337000000.0,5105000000.0,0.0,2949000000.0,7990000000.0,11756000000.0,,929000000.0,3410000000.0,3139000000.0,3322000000.0,5744000000.0,3789000000.0,1135000000.0,4221000000.0,20631000000.0,501000000.0,35311000000.0,13010000000.0,18169000000.0,14670000000.0,13010000000.0,13010000000.0,22301000000.0,35311000000.0,13820000000.0,7631000000.0,-9233000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q2,,2014-06-29,2014-07-23 10:13:50+00:00,2486000000.0,4474000000.0,-1104000000.0,3841000000.0,0.0,2897000000.0,6694000000.0,11927000000.0,,983000000.0,3409000000.0,3158000000.0,3327000000.0,5710000000.0,3541000000.0,912000000.0,4582000000.0,20142000000.0,501000000.0,34332000000.0,13119000000.0,17183000000.0,13222000000.0,13119000000.0,13119000000.0,21213000000.0,34332000000.0,13822000000.0,7991000000.0,-8816000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2014.0,Q1,,2014-03-30,2014-04-23 10:28:08+00:00,2215000000.0,4286000000.0,-1203000000.0,4296000000.0,0.0,2807000000.0,6502000000.0,11946000000.0,,1184000000.0,3409000000.0,2977000000.0,3408000000.0,5405000000.0,3404000000.0,880000000.0,4660000000.0,19809000000.0,502000000.0,34382000000.0,13690000000.0,16964000000.0,12623000000.0,13690000000.0,13690000000.0,20692000000.0,34382000000.0,14010000000.0,8069000000.0,-7723000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2015.0,FY,,2015-12-31,2017-02-06 09:42:26+00:00,1964000000.0,3446000000.0,-3286000000.0,2785000000.0,,3212000000.0,5674000000.0,11443000000.0,,763000000.0,2898000000.0,3366000000.0,3466000000.0,4974000000.0,4306000000.0,1754000000.0,5916000000.0,23204000000.0,501000000.0,31997000000.0,10738000000.0,14571000000.0,12445000000.0,10738000000.0,10738000000.0,21259000000.0,31997000000.0,13960000000.0,8814000000.0,-12392000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2015.0,Q3,,2015-10-04,2015-10-28 10:15:21+00:00,2387000000.0,3796000000.0,-3185000000.0,3372000000.0,0.0,3179000000.0,5871000000.0,11533000000.0,,800000000.0,2912000000.0,3239000000.0,3370000000.0,4881000000.0,4419000000.0,1989000000.0,6156000000.0,22655000000.0,501000000.0,32980000000.0,10734000000.0,15288000000.0,13178000000.0,10734000000.0,10734000000.0,22246000000.0,32980000000.0,14322000000.0,9068000000.0,-11915000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2015.0,Q2,,2015-07-05,2015-07-29 10:08:00+00:00,2275000000.0,3595000000.0,-3092000000.0,4032000000.0,0.0,3139000000.0,6104000000.0,11644000000.0,,841000000.0,3411000000.0,3359000000.0,3329000000.0,4787000000.0,4327000000.0,2067000000.0,6259000000.0,22143000000.0,2000000.0,33654000000.0,11276000000.0,15773000000.0,12708000000.0,11276000000.0,11276000000.0,22378000000.0,33654000000.0,14552000000.0,9670000000.0,-10914000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2015.0,Q1,,2015-04-05,2015-04-29 10:57:54+00:00,2266000000.0,3661000000.0,-3216000000.0,4412000000.0,0.0,3070000000.0,6487000000.0,11699000000.0,,893000000.0,3410000000.0,3397000000.0,3323000000.0,4882000000.0,4358000000.0,2118000000.0,6343000000.0,21615000000.0,1000000.0,34385000000.0,11520000000.0,16352000000.0,13112000000.0,11520000000.0,11520000000.0,22865000000.0,34385000000.0,14710000000.0,9753000000.0,-9949000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2016.0,FY,,2016-12-31,2018-02-12 10:10:40+00:00,2538000000.0,7611000000.0,-3387000000.0,2334000000.0,,3301000000.0,6827000000.0,11445000000.0,,678000000.0,2988000000.0,5118000000.0,3477000000.0,1471000000.0,3185000000.0,1038000000.0,6433000000.0,24543000000.0,900000000.0,33172000000.0,10301000000.0,16534000000.0,13450000000.0,10301000000.0,10301000000.0,22871000000.0,33172000000.0,13161000000.0,9421000000.0,-14156000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2016.0,Q3,,2016-10-02,2016-10-26 10:41:02+00:00,2276000000.0,3502000000.0,-2891000000.0,2303000000.0,0.0,3271000000.0,5249000000.0,11581000000.0,,715000000.0,3885000000.0,3657000000.0,3445000000.0,5835000000.0,4367000000.0,1630000000.0,5573000000.0,24661000000.0,1000000.0,32668000000.0,11317000000.0,15297000000.0,11893000000.0,11317000000.0,11317000000.0,21351000000.0,32668000000.0,13926000000.0,9458000000.0,-13724000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2016.0,Q2,,2016-07-03,2016-07-27 10:07:14+00:00,2128000000.0,3539000000.0,-2965000000.0,1899000000.0,0.0,3238000000.0,5365000000.0,11572000000.0,,733000000.0,2899000000.0,3520000000.0,3440000000.0,5428000000.0,4105000000.0,1638000000.0,5740000000.0,24213000000.0,537000000.0,31769000000.0,10995000000.0,14386000000.0,12135000000.0,10995000000.0,10995000000.0,20774000000.0,31769000000.0,13943000000.0,8639000000.0,-13491000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2016.0,Q1,,2016-04-03,2016-04-27 10:09:09+00:00,2150000000.0,3654000000.0,-2941000000.0,1907000000.0,0.0,3222000000.0,5560000000.0,11595000000.0,,759000000.0,2899000000.0,3504000000.0,3477000000.0,5123000000.0,4212000000.0,1683000000.0,5798000000.0,23687000000.0,501000000.0,31702000000.0,10582000000.0,14188000000.0,12423000000.0,10582000000.0,10582000000.0,21120000000.0,31702000000.0,14037000000.0,8697000000.0,-13386000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2017.0,FY,,2017-12-31,2019-02-13 11:25:10+00:00,3207000000.0,8857000000.0,-2820000000.0,2983000000.0,,3354000000.0,6992000000.0,11914000000.0,,702000000.0,3980000000.0,5303000000.0,3517000000.0,1185000000.0,2898000000.0,585000000.0,6532000000.0,26444000000.0,2000000.0,35046000000.0,11435000000.0,18328000000.0,13099000000.0,11435000000.0,11435000000.0,23611000000.0,35046000000.0,13201000000.0,10512000000.0,-15543000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2017.0,Q3,,2017-10-01,2017-10-25 10:38:45+00:00,2718000000.0,9000000000.0,-2651000000.0,2722000000.0,0.0,3323000000.0,6610000000.0,11918000000.0,,715000000.0,3979000000.0,5781000000.0,3461000000.0,577000000.0,2978000000.0,740000000.0,6162000000.0,26058000000.0,903000000.0,34914000000.0,11564000000.0,18080000000.0,13209000000.0,11564000000.0,11564000000.0,23350000000.0,34914000000.0,13373000000.0,10141000000.0,-15166000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2017.0,Q2,,2017-07-02,2017-07-26 10:10:32+00:00,2620000000.0,8735000000.0,-2922000000.0,1856000000.0,0.0,3278000000.0,6822000000.0,11679000000.0,,685000000.0,2989000000.0,5839000000.0,3424000000.0,696000000.0,3072000000.0,879000000.0,6349000000.0,25546000000.0,989000000.0,33793000000.0,10952000000.0,17126000000.0,13503000000.0,10952000000.0,10952000000.0,22841000000.0,33793000000.0,13243000000.0,9338000000.0,-14950000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2017.0,Q1,,2017-04-02,2017-04-26 10:24:57+00:00,2466000000.0,8040000000.0,-3262000000.0,2168000000.0,0.0,3244000000.0,6686000000.0,11532000000.0,,679000000.0,2988000000.0,5822000000.0,3412000000.0,584000000.0,3112000000.0,974000000.0,6475000000.0,25049000000.0,901000000.0,33211000000.0,10583000000.0,16614000000.0,13165000000.0,10583000000.0,10583000000.0,22628000000.0,33211000000.0,13185000000.0,9463000000.0,-14448000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2018.0,FY,,2018-12-31,2020-02-10 16:10:04+00:00,3179000000.0,10335000000.0,-3778000000.0,963000000.0,0.0,3428000000.0,7270000000.0,19594000000.0,,2585000000.0,11444000000.0,5977000000.0,3978000000.0,914000000.0,3317000000.0,1062000000.0,7493000000.0,29326000000.0,973000000.0,45408000000.0,11732000000.0,18189000000.0,14739000000.0,11732000000.0,11732000000.0,33676000000.0,45408000000.0,23241000000.0,18937000000.0,-17244000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2018.0,Q3,,2018-09-30,2018-10-24 11:39:05+00:00,3033000000.0,11300000000.0,-3361000000.0,1010000000.0,0.0,3396000000.0,7327000000.0,19486000000.0,,2667000000.0,11403000000.0,6247000000.0,4244000000.0,1401000000.0,3651000000.0,608000000.0,7116000000.0,28691000000.0,1678000000.0,46963000000.0,12755000000.0,19958000000.0,15689000000.0,12755000000.0,12755000000.0,34208000000.0,46963000000.0,22761000000.0,18519000000.0,-15971000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2018.0,Q2,,2018-07-01,2018-07-25 10:53:42+00:00,3032000000.0,10999000000.0,-3558000000.0,1862000000.0,0.0,3347000000.0,7219000000.0,19738000000.0,,2738000000.0,11397000000.0,5890000000.0,4179000000.0,1076000000.0,3441000000.0,670000000.0,7188000000.0,28115000000.0,2881000000.0,47152000000.0,11994000000.0,19827000000.0,16573000000.0,11994000000.0,11994000000.0,35158000000.0,47152000000.0,23146000000.0,18585000000.0,-15910000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2018.0,Q1,,2018-04-01,2018-04-25 10:34:24+00:00,2851000000.0,9634000000.0,-3391000000.0,4332000000.0,0.0,3302000000.0,7095000000.0,11955000000.0,,702000000.0,3981000000.0,5543000000.0,3533000000.0,955000000.0,2798000000.0,565000000.0,6222000000.0,27605000000.0,2498000000.0,37219000000.0,11774000000.0,20464000000.0,15242000000.0,11774000000.0,11774000000.0,25445000000.0,37219000000.0,13222000000.0,10203000000.0,-15742000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2019.0,FY,,2019-12-31,2020-04-29 11:51:18+00:00,3162000000.0,11401000000.0,-4219000000.0,902000000.0,0.0,3521000000.0,7148000000.0,19677000000.0,,2315000000.0,9010000000.0,6306000000.0,4475000000.0,1171000000.0,3571000000.0,2594000000.0,9453000000.0,31633000000.0,2920000000.0,48841000000.0,13577000000.0,19780000000.0,16801000000.0,13577000000.0,13577000000.0,35264000000.0,48841000000.0,24586000000.0,18463000000.0,-17358000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2019.0,Q3,,2019-09-29,2019-10-23 11:21:41+00:00,2999000000.0,11566000000.0,-3531000000.0,974000000.0,0.0,3481000000.0,6854000000.0,19617000000.0,4217000000.0,2376000000.0,8989000000.0,6573000000.0,4217000000.0,1038000000.0,3713000000.0,2427000000.0,8059000000.0,30909000000.0,4661000000.0,48788000000.0,13513000000.0,20151000000.0,18227000000.0,13513000000.0,13513000000.0,35275000000.0,48788000000.0,24420000000.0,17048000000.0,-17346000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2019.0,Q2,,2019-06-30,2019-07-24 11:07:09+00:00,2860000000.0,11227000000.0,-3476000000.0,702000000.0,0.0,3441000000.0,6714000000.0,19662000000.0,,2457000000.0,8975000000.0,6480000000.0,4091000000.0,1148000000.0,3480000000.0,2307000000.0,8208000000.0,30291000000.0,4960000000.0,48074000000.0,12877000000.0,19557000000.0,18014000000.0,12877000000.0,12877000000.0,35197000000.0,48074000000.0,24426000000.0,17183000000.0,-17379000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2019.0,Q1,,2019-03-31,2019-04-24 15:15:08+00:00,3008000000.0,11085000000.0,-3683000000.0,673000000.0,0.0,3419000000.0,6695000000.0,19668000000.0,,2518000000.0,11451000000.0,6185000000.0,4054000000.0,924000000.0,3582000000.0,2359000000.0,8399000000.0,29781000000.0,2097000000.0,47466000000.0,12234000000.0,18867000000.0,15382000000.0,12234000000.0,12234000000.0,35232000000.0,47466000000.0,24545000000.0,19850000000.0,-17283000000.0
General Dynamics Corp,GD,9C1X8XOOTYY2FNYTVH06,40533,2020.0,Q1,,2020-03-29,2020-04-29 11:51:18+00:00,2788000000.0,11485000000.0,-4471000000.0,5330000000.0,0.0,3497000000.0,6825000000.0,19653000000.0,,2259000000.0,12951000000.0,6852000000.0,4537000000.0,1074000000.0,3780000000.0,2520000000.0,9119000000.0,31983000000.0,5047000000.0,53710000000.0,13200000000.0,24741000000.0,18440000000.0,13200000000.0,13200000000.0,40510000000.0,53710000000.0,24432000000.0,22070000000.0,-17809000000.0
