company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 11:03:42+00:00,0.46,0.46,0.03,55785000.0,0.46,6466000.0,9307000.0,28091000.0,47580000.0,47580000.0,47580000.0,55228000.0,244852000.0,,,,12898000.0,1794000.0,,17065000.0,55228000.0,191418000.0,14226000.0,,101521000.0,89897000.0,-14226000.0,75671000.0,246646000.0,103400000.0,103521000.0,104111000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,FY,2010-01-01,2010-12-31,2012-02-28 15:23:32+00:00,0.5,0.5,0.06,327083000.0,0.49,42725000.0,40903000.0,95112000.0,103386000.0,103386000.0,103386000.0,175177000.0,858018000.0,,,,37894000.0,5086000.0,-106294000.0,79177000.0,175177000.0,687927000.0,67941000.0,,421488000.0,266439000.0,-67941000.0,198498000.0,863104000.0,206800000.0,207822862.0,210389570.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q4,2010-10-01,2010-12-31,,0.24,0.24,0.02,106727000.0,0.24,14401000.0,-10109000.0,61897000.0,49110000.0,49110000.0,49110000.0,53272000.0,228968000.0,,,,6759000.0,1185000.0,-101907000.0,29501000.0,53272000.0,176881000.0,20502000.0,,45372000.0,131509000.0,-20502000.0,111007000.0,230153000.0,206800000.0,207822862.0,210389570.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q3,2010-07-01,2010-09-30,2010-10-29 13:04:42+00:00,0.04,0.04,0.03,85355000.0,0.04,9665000.0,35789000.0,1617000.0,3898000.0,3898000.0,3898000.0,36747000.0,218268000.0,,,,8489000.0,1127000.0,,21077000.0,36747000.0,182648000.0,16758000.0,,160375000.0,22273000.0,-16758000.0,5515000.0,219395000.0,97500000.0,103955000.0,105225000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.52,0.52,0.09,220356000.0,0.52,28324000.0,51012000.0,33215000.0,54276000.0,54276000.0,54276000.0,121905000.0,629050000.0,,,,31135000.0,3901000.0,-4387000.0,49676000.0,121905000.0,511046000.0,47439000.0,,376116000.0,134930000.0,-47439000.0,87491000.0,632951000.0,97500000.0,103955000.0,105225000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.87,0.87,0.12,305837000.0,0.87,47850000.0,45446000.0,45411000.0,90640000.0,90640000.0,90640000.0,176946000.0,878410000.0,,,,41253000.0,5125000.0,-1084000.0,68947000.0,176946000.0,706589000.0,62289000.0,,508249000.0,198340000.0,-62289000.0,136051000.0,883535000.0,97500000.0,103955000.0,105225000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q2,2010-04-01,2010-06-30,2011-07-29 12:15:21+00:00,0.21,0.21,0.03,76726000.0,0.21,10233000.0,,14617000.0,21682000.0,21682000.0,21682000.0,40907000.0,199087000.0,,,,11841000.0,1154000.0,-4387000.0,12853000.0,40907000.0,159334000.0,15769000.0,,107266000.0,52068000.0,-15769000.0,36299000.0,200241000.0,103200000.0,103915000.0,104964000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.48,0.48,0.06,135001000.0,0.48,18659000.0,15223000.0,31598000.0,50378000.0,50378000.0,50378000.0,85158000.0,410782000.0,,,,22646000.0,2774000.0,-4387000.0,28599000.0,85158000.0,328398000.0,30681000.0,,215741000.0,112657000.0,-30681000.0,81976000.0,413556000.0,103200000.0,103915000.0,104964000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q2TTM,2009-07-01,2010-06-30,,1.21,1.21,0.12,275368000.0,1.21,52580000.0,16808000.0,64763000.0,125639000.0,125639000.0,125639000.0,170997000.0,867127000.0,,,,43483000.0,4606000.0,-1084000.0,62791000.0,170997000.0,700736000.0,60388000.0,,449946000.0,250790000.0,-60388000.0,190402000.0,871733000.0,103200000.0,103915000.0,104964000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q1,2010-01-01,2010-03-31,2010-04-30 11:03:42+00:00,0.28,0.28,0.03,58275000.0,0.27,8426000.0,15223000.0,16981000.0,28696000.0,28696000.0,28696000.0,44251000.0,211695000.0,,,,10805000.0,1620000.0,,15746000.0,44251000.0,169064000.0,14912000.0,,108475000.0,60589000.0,-14912000.0,45677000.0,213315000.0,102500000.0,103794000.0,104978000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.25,1.25,0.12,253750000.0,1.25,52744000.0,23538000.0,63837000.0,129459000.0,129459000.0,129459000.0,163847000.0,855605000.0,,,,42556000.0,4149000.0,3303000.0,67055000.0,163847000.0,695907000.0,59665000.0,,442946000.0,252961000.0,-59665000.0,193296000.0,859754000.0,102500000.0,103794000.0,104978000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q4,2011-10-01,2011-12-31,,0.06,0.06,0.01,92499000.0,0.06,5357000.0,,54511000.0,26363000.0,26363000.0,26363000.0,65615000.0,265964000.0,,,,6506000.0,2061000.0,-26974000.0,26413000.0,65615000.0,202410000.0,17735000.0,,103801000.0,98609000.0,-17735000.0,80874000.0,268025000.0,422100000.0,416996000.0,421522000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 09:05:12+00:00,0.29,0.29,0.03,343141000.0,0.29,36447000.0,,112779000.0,122408000.0,122408000.0,122408000.0,224565000.0,973679000.0,,,,27576000.0,6185000.0,-63382000.0,104667000.0,224565000.0,755299000.0,71663000.0,,448449000.0,306850000.0,-71663000.0,235187000.0,979864000.0,422100000.0,416996000.0,421522000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q3,2011-07-01,2011-09-30,2011-10-28 15:42:13+00:00,0.27,0.27,0.03,90293000.0,0.27,20190000.0,0.0,18234000.0,28482000.0,28482000.0,28482000.0,55264000.0,261146000.0,,,,7042000.0,971000.0,-3854000.0,27949000.0,55264000.0,206853000.0,18517000.0,,141620000.0,65233000.0,-18517000.0,46716000.0,262117000.0,105500000.0,104285000.0,105460000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.92,0.92,0.09,250642000.0,0.92,31090000.0,,58268000.0,96045000.0,96045000.0,96045000.0,158950000.0,707715000.0,,,,21070000.0,4124000.0,-36408000.0,78254000.0,158950000.0,552889000.0,53928000.0,,344648000.0,208241000.0,-53928000.0,154313000.0,711839000.0,105500000.0,104285000.0,105460000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.39,1.39,0.12,357369000.0,1.39,45491000.0,-10109000.0,120165000.0,145155000.0,145155000.0,145155000.0,212222000.0,936683000.0,,,,27829000.0,5309000.0,-138315000.0,107755000.0,212222000.0,729770000.0,74430000.0,,390020000.0,339750000.0,-74430000.0,265320000.0,941992000.0,105500000.0,104285000.0,105460000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q2,2011-04-01,2011-06-30,2011-07-29 12:15:21+00:00,0.53,0.53,0.03,83225000.0,0.52,4592000.0,,33897000.0,54677000.0,54677000.0,54677000.0,48449000.0,239471000.0,,,,5877000.0,1225000.0,-34071000.0,26006000.0,48449000.0,192247000.0,18044000.0,,85629000.0,106618000.0,-18044000.0,88574000.0,240696000.0,103200000.0,104264000.0,105337000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.65,0.65,0.06,160349000.0,0.65,10900000.0,,40034000.0,67563000.0,67563000.0,67563000.0,103686000.0,446569000.0,,,,14028000.0,3153000.0,-32554000.0,50305000.0,103686000.0,346036000.0,35411000.0,,203028000.0,143008000.0,-35411000.0,107597000.0,449722000.0,103200000.0,104264000.0,105337000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.16,1.16,0.12,352431000.0,1.16,34966000.0,25680000.0,103548000.0,120571000.0,120571000.0,120571000.0,193705000.0,893805000.0,,,,29276000.0,5465000.0,-134461000.0,100883000.0,193705000.0,705565000.0,72671000.0,,408775000.0,296790000.0,-72671000.0,224119000.0,899270000.0,103200000.0,104264000.0,105337000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q1,2011-01-01,2011-03-31,2011-04-29 11:44:03+00:00,0.12,0.12,0.03,77124000.0,0.12,6308000.0,,6137000.0,12886000.0,12886000.0,12886000.0,55237000.0,207098000.0,,,,8151000.0,1928000.0,1517000.0,24299000.0,55237000.0,153789000.0,17367000.0,,117399000.0,36390000.0,-17367000.0,19023000.0,209026000.0,107400000.0,104144000.0,105320000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.84,0.84,0.12,345932000.0,0.84,40607000.0,25680000.0,84268000.0,87576000.0,87576000.0,87576000.0,186163000.0,853421000.0,,,,35240000.0,5394000.0,-104777000.0,87730000.0,186163000.0,672652000.0,70396000.0,,430412000.0,242240000.0,-70396000.0,171844000.0,858815000.0,107400000.0,104144000.0,105320000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q4,2012-10-01,2012-12-31,,0.1,0.1,0.01,115984000.0,0.1,7928000.0,,48089000.0,40867000.0,40867000.0,40867000.0,86952000.0,367195000.0,,,,9001000.0,2684000.0,16407000.0,27989000.0,86952000.0,282927000.0,16715000.0,53000.0,177309000.0,105618000.0,-16662000.0,88956000.0,369879000.0,424900000.0,419075000.0,421987000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 11:15:10+00:00,0.31,0.31,0.04,451405000.0,0.31,37476000.0,0.0,106110000.0,131730000.0,131730000.0,131730000.0,290054000.0,1196072000.0,,,,48874000.0,8474000.0,-50635000.0,121239000.0,290054000.0,914492000.0,68346000.0,53000.0,608359000.0,306133000.0,-68293000.0,237840000.0,1204546000.0,424900000.0,419075000.0,421987000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q3,2012-07-01,2012-09-30,2012-10-26 14:56:33+00:00,0.17,0.17,0.02,110448000.0,0.17,9303000.0,0.0,22948000.0,36608000.0,36608000.0,36608000.0,66957000.0,295004000.0,,,,10436000.0,1870000.0,126000.0,23829000.0,66957000.0,229917000.0,16219000.0,,154142000.0,75775000.0,-16219000.0,59556000.0,296874000.0,215300000.0,209656000.0,211226000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.43,0.43,0.06,335421000.0,0.43,29548000.0,,58021000.0,90863000.0,90863000.0,90863000.0,203102000.0,828877000.0,,,,39873000.0,5790000.0,-67042000.0,93250000.0,203102000.0,631565000.0,51631000.0,,431050000.0,200515000.0,-51631000.0,148884000.0,834667000.0,215300000.0,209656000.0,211226000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.56,0.56,0.07,427920000.0,0.56,34905000.0,,112532000.0,117226000.0,117226000.0,117226000.0,268717000.0,1094841000.0,,,,46379000.0,7851000.0,-94016000.0,119663000.0,268717000.0,833975000.0,69366000.0,,534851000.0,299124000.0,-69366000.0,229758000.0,1102692000.0,215300000.0,209656000.0,211226000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q2,2012-04-01,2012-06-30,2012-07-27 08:54:50+00:00,0.17,0.17,0.02,114616000.0,0.17,16244000.0,0.0,23647000.0,35937000.0,35937000.0,35937000.0,66695000.0,263666000.0,,,,10854000.0,1991000.0,-67703000.0,46872000.0,66695000.0,198962000.0,18495000.0,,120883000.0,78079000.0,-18495000.0,59584000.0,265657000.0,211400000.0,209512000.0,211158000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.26,0.26,0.04,224973000.0,0.26,20245000.0,,35073000.0,54255000.0,54255000.0,54255000.0,136145000.0,533873000.0,,,,29437000.0,3920000.0,-67168000.0,69421000.0,136145000.0,401648000.0,35412000.0,,276908000.0,124740000.0,-35412000.0,89328000.0,537793000.0,211400000.0,209512000.0,211158000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.52,0.52,0.07,407765000.0,0.52,45792000.0,,107818000.0,109100000.0,109100000.0,109100000.0,257024000.0,1060983000.0,,,,42985000.0,6952000.0,-97996000.0,123783000.0,257024000.0,810911000.0,71664000.0,,522329000.0,288582000.0,-71664000.0,216918000.0,1067935000.0,211400000.0,209512000.0,211158000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q1,2012-01-01,2012-03-31,2012-04-27 16:03:38+00:00,0.09,0.09,0.02,110357000.0,0.09,4001000.0,0.0,11426000.0,18318000.0,18318000.0,18318000.0,69450000.0,270207000.0,,,,18583000.0,1929000.0,535000.0,22549000.0,69450000.0,202686000.0,16917000.0,,156025000.0,46661000.0,-16917000.0,29744000.0,272136000.0,203500000.0,209128000.0,210813000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.61,0.61,0.06,376374000.0,0.61,34140000.0,,118068000.0,127840000.0,127840000.0,127840000.0,238778000.0,1036788000.0,,,,38008000.0,6186000.0,-64364000.0,102917000.0,238778000.0,804196000.0,71213000.0,,487075000.0,317121000.0,-71213000.0,245908000.0,1042974000.0,203500000.0,209128000.0,210813000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q4,2013-10-01,2013-12-31,,0.19,0.19,0.02,182030000.0,0.19,5721000.0,,73062000.0,77946000.0,77946000.0,77946000.0,118205000.0,482653000.0,,,,8462000.0,4810000.0,-16750000.0,22597000.0,118205000.0,369258000.0,16724000.0,534000.0,202060000.0,167198000.0,-16190000.0,151008000.0,487463000.0,417572000.0,420188000.0,422375000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,FY,2013-01-01,2013-12-31,2015-02-27 11:15:10+00:00,0.67,0.67,0.06,651052000.0,0.66,18165000.0,0.0,205765000.0,279773000.0,279773000.0,279773000.0,400281000.0,1733130000.0,,,,43045000.0,13148000.0,-21351000.0,104606000.0,400281000.0,1345997000.0,66044000.0,1102000.0,795517000.0,550480000.0,-64942000.0,485538000.0,1746278000.0,417572000.0,420188000.0,422375000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.48,0.48,0.04,469022000.0,0.48,12444000.0,,132703000.0,201827000.0,201827000.0,201827000.0,282076000.0,1250477000.0,,,,34583000.0,8338000.0,-4601000.0,82009000.0,282076000.0,976739000.0,49320000.0,568000.0,593457000.0,383282000.0,-48752000.0,334530000.0,1258815000.0,411100000.0,420986000.0,423453000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.58,0.58,0.05,585006000.0,0.58,20372000.0,,180792000.0,242694000.0,242694000.0,242694000.0,369028000.0,1617672000.0,,,,43584000.0,11022000.0,11806000.0,109998000.0,369028000.0,1259666000.0,66035000.0,621000.0,770766000.0,488900000.0,-65414000.0,423486000.0,1628694000.0,411100000.0,420986000.0,423453000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 10:55:37+00:00,0.17,0.17,0.02,168980000.0,0.17,3891000.0,,45847000.0,69889000.0,69889000.0,69889000.0,99639000.0,433275000.0,,,,11532000.0,2575000.0,-4421000.0,24697000.0,99639000.0,336211000.0,16074000.0,278000.0,204679000.0,131532000.0,-15796000.0,115736000.0,435850000.0,411100000.0,420986000.0,423453000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.31,0.31,0.02,300042000.0,0.31,8553000.0,,86856000.0,131938000.0,131938000.0,131938000.0,182437000.0,817202000.0,,,,23051000.0,5763000.0,-180000.0,57312000.0,182437000.0,640528000.0,33246000.0,290000.0,388778000.0,251750000.0,-32956000.0,218794000.0,822965000.0,424400000.0,420698000.0,423490000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.5,0.5,0.04,526474000.0,0.5,25784000.0,,157893000.0,209413000.0,209413000.0,209413000.0,336346000.0,1479401000.0,,,,42488000.0,10317000.0,16353000.0,109130000.0,336346000.0,1153372000.0,66180000.0,343000.0,720229000.0,433143000.0,-65837000.0,367306000.0,1489718000.0,424400000.0,420698000.0,423490000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 11:40:07+00:00,0.21,0.21,0.01,151389000.0,0.21,4529000.0,,58921000.0,89114000.0,89114000.0,89114000.0,96330000.0,446861000.0,,,,11364000.0,2819000.0,-276000.0,21608000.0,96330000.0,353350000.0,16991000.0,290000.0,188614000.0,164736000.0,-16701000.0,148035000.0,449680000.0,424400000.0,420698000.0,423490000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 09:43:35+00:00,0.1,0.1,0.01,148653000.0,0.1,4024000.0,,27935000.0,42824000.0,42824000.0,42824000.0,86107000.0,370341000.0,,,,11687000.0,2944000.0,96000.0,35704000.0,86107000.0,287178000.0,16255000.0,,200164000.0,87014000.0,-16255000.0,70759000.0,373285000.0,428200000.0,420300000.0,422752000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.37,0.37,0.05,489701000.0,0.37,37499000.0,,122619000.0,156236000.0,156236000.0,156236000.0,306711000.0,1296206000.0,,,,41978000.0,9489000.0,-51074000.0,134394000.0,306711000.0,998984000.0,67684000.0,53000.0,652498000.0,346486000.0,-67631000.0,278855000.0,1305695000.0,428200000.0,420300000.0,422752000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 11:04:42+00:00,0.25,0.25,0.08,632760000.0,0.25,28746000.0,771037000.0,-72067000.0,104468000.0,104468000.0,104468000.0,524880000.0,1938930000.0,,,,47012000.0,234081000.0,-17100000.0,82590000.0,524880000.0,1648131000.0,73785000.0,3080000.0,1545045000.0,103086000.0,-70705000.0,32401000.0,2173011000.0,417900000.0,415840000.0,417601000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2014.0,Q4,2014-10-01,2014-12-31,,-0.53,-0.53,0.02,173766000.0,-0.53,8784000.0,771037000.0,-290996000.0,-221771000.0,-221771000.0,-221771000.0,143361000.0,311092000.0,,,,10219000.0,306912000.0,-19835000.0,21248000.0,143361000.0,474643000.0,23472000.0,1261000.0,965219000.0,-490576000.0,-22211000.0,-512767000.0,618004000.0,835800000.0,415840000.0,417601000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2014.0,Q3,2014-07-01,2014-09-30,2015-10-23 10:28:55+00:00,0.24,0.24,0.02,154013000.0,0.24,8812000.0,,72131000.0,100788000.0,100788000.0,100788000.0,129448000.0,437034000.0,,,,10933000.0,74983000.0,-46000.0,19579000.0,129448000.0,382569000.0,17422000.0,1063000.0,193291000.0,189278000.0,-16359000.0,172919000.0,512017000.0,420000000.0,416173000.0,418093000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.78,0.78,0.06,458994000.0,0.78,19962000.0,,218929000.0,326239000.0,326239000.0,326239000.0,381519000.0,1474382000.0,,,,36793000.0,80625000.0,2735000.0,61342000.0,381519000.0,1173488000.0,50313000.0,1819000.0,579826000.0,593662000.0,-48494000.0,545168000.0,1555007000.0,420000000.0,416173000.0,418093000.0
Cabot Oil & Gas Corp,COG,FCNMH6O7VWU7LHXMK351,858470,2014.0,Q3TTM,2013-10-01,2014-09-30,,0.97,0.97,0.08,641024000.0,0.97,25683000.0,,291991000.0,404185000.0,404185000.0,404185000.0,499724000.0,1957035000.0,,,,45255000.0,85435000.0,-14015000.0,83939000.0,499724000.0,1542746000.0,67605000.0,2921000.0,781886000.0,760860000.0,-64684000.0,696176000.0,2042470000.0,420000000.0,416173000.0,418093000.0
