company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments,saleofplantpropertyandequipment
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2008.0,FY,2008-01-01,2008-12-31,2011-02-15 16:37:36+00:00,111069000.0,-5338000.0,11585000.0,123500000.0,,-56186000.0,-207567000.0,228285000.0,-56186000.0,-207567000.0,228285000.0,-35468000.0,135153000.0,135153000.0,-12599000.0,,-15209000.0,-151759000.0,,-99625000.0,-137986000.0,-39512000.0,45253000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2009.0,Q4,2009-10-01,2009-12-31,,28458000.0,3131000.0,1808000.0,,,-288601000.0,-46999000.0,62561000.0,-288601000.0,-46999000.0,62561000.0,-273039000.0,33366000.0,33366000.0,2548000.0,,-1947000.0,-42023000.0,-4942000.0,-17551000.0,-27713000.0,-248386000.0,212000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 17:31:50+00:00,115093000.0,16826000.0,115502000.0,674151000.0,,-9258000.0,-127341000.0,256765000.0,-9258000.0,-127341000.0,256765000.0,120166000.0,103872000.0,103872000.0,5284000.0,,-10427000.0,-162323000.0,15690000.0,-17551000.0,-102079000.0,-636588000.0,2716000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2009.0,Q3,2009-07-01,2009-09-30,,28410000.0,-11074000.0,110899000.0,147526000.0,,215728000.0,-25354000.0,47995000.0,215728000.0,-25354000.0,47995000.0,238369000.0,28839000.0,28839000.0,1820000.0,,-2209000.0,-39955000.0,,,-23093000.0,-2742000.0,2070000.0,-2122000.0
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 16:36:51+00:00,86635000.0,13695000.0,113694000.0,674151000.0,,279343000.0,-80342000.0,194204000.0,279343000.0,-80342000.0,194204000.0,393205000.0,70506000.0,70506000.0,2736000.0,,-8480000.0,-120300000.0,20632000.0,,-74366000.0,-388202000.0,2504000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 16:36:50+00:00,58225000.0,24769000.0,2795000.0,526625000.0,,63615000.0,-54988000.0,146209000.0,63615000.0,-54988000.0,146209000.0,154836000.0,41667000.0,41667000.0,916000.0,,-6271000.0,-80345000.0,20632000.0,,-51273000.0,-385460000.0,434000.0,2122000.0
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q4,2010-10-01,2010-12-31,,30116000.0,6112000.0,613000.0,50000000.0,,5356000.0,-75783000.0,77152000.0,5356000.0,-75783000.0,77050000.0,6623000.0,34305000.0,34305000.0,6619000.0,,-3855000.0,-42259000.0,,-39551000.0,-32447000.0,-2998000.0,70000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,FY,2010-01-01,2010-12-31,2013-02-12 16:40:10+00:00,119817000.0,4501000.0,6610000.0,234957000.0,,-189239000.0,-187088000.0,256735000.0,-189239000.0,-187088000.0,256735000.0,-119592000.0,128237000.0,128237000.0,4180000.0,,-24167000.0,-168466000.0,,-74063000.0,-89095000.0,-262340000.0,237000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q3TTM,2009-10-01,2010-09-30,,118159000.0,1520000.0,7805000.0,184957000.0,,-483196000.0,-158304000.0,242144000.0,-483196000.0,-158304000.0,242246000.0,-399254000.0,127298000.0,127298000.0,109000.0,,-22259000.0,-168230000.0,-4942000.0,-52063000.0,-84361000.0,-507728000.0,379000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q3,2010-07-01,2010-09-30,,29591000.0,-5896000.0,2508000.0,26550000.0,,-15363000.0,-49360000.0,50238000.0,-15363000.0,-49360000.0,50340000.0,-14383000.0,31010000.0,31010000.0,-4467000.0,,-3742000.0,-41932000.0,,-17792000.0,-27735000.0,-2489000.0,-91000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 17:08:36+00:00,89701000.0,-1611000.0,5997000.0,184957000.0,,-194595000.0,-111305000.0,179583000.0,-194595000.0,-111305000.0,179685000.0,-126215000.0,93932000.0,93932000.0,-2439000.0,,-20312000.0,-126207000.0,,-34512000.0,-56648000.0,-259342000.0,167000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q2TTM,2009-07-01,2010-06-30,,116978000.0,-3658000.0,116196000.0,305933000.0,,-252105000.0,-134298000.0,239901000.0,-252105000.0,-134298000.0,239901000.0,-146502000.0,125127000.0,125127000.0,6396000.0,,-20726000.0,-166253000.0,-4942000.0,-34271000.0,-79719000.0,-507981000.0,2540000.0,-2122000.0
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q2,2010-04-01,2010-06-30,,31178000.0,9377000.0,2122000.0,9791000.0,,-33711000.0,-36710000.0,71384000.0,-33711000.0,-36710000.0,71384000.0,963000.0,32368000.0,32368000.0,-1539000.0,,-2629000.0,-42087000.0,,-16720000.0,-17439000.0,-3537000.0,78000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-03 17:06:10+00:00,60110000.0,4285000.0,3489000.0,158407000.0,,-179232000.0,-61945000.0,129345000.0,-179232000.0,-61945000.0,129345000.0,-111832000.0,62922000.0,62922000.0,2028000.0,,-16570000.0,-84275000.0,,-16720000.0,-28913000.0,-256853000.0,258000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 16:39:32+00:00,28932000.0,-5092000.0,1367000.0,148616000.0,,-145521000.0,-25235000.0,57961000.0,-145521000.0,-25235000.0,57961000.0,-112795000.0,30554000.0,30554000.0,3567000.0,,-13941000.0,-42188000.0,,,-11474000.0,-253316000.0,180000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q4,2011-10-01,2011-12-31,,31853000.0,7165000.0,1128000.0,195352000.0,,69032000.0,-95056000.0,71760000.0,69032000.0,-95056000.0,71760000.0,45736000.0,32455000.0,32455000.0,287000.0,,-2954000.0,-43292000.0,,-77253000.0,-53120000.0,-84156000.0,38271000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,FY,2011-01-01,2011-12-31,2014-02-11 17:05:39+00:00,126568000.0,-16135000.0,154921000.0,272193000.0,,3667000.0,-196369000.0,244711000.0,3667000.0,-196369000.0,244711000.0,52009000.0,149612000.0,149612000.0,-15334000.0,,-2785000.0,-175336000.0,,-110504000.0,-142462000.0,-248111000.0,59382000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q3TTM,2010-10-01,2011-09-30,,124831000.0,-17188000.0,154406000.0,126841000.0,,-60009000.0,-177096000.0,250103000.0,-60009000.0,-177096000.0,250001000.0,12896000.0,151462000.0,151462000.0,-9002000.0,,-3686000.0,-174303000.0,,-72802000.0,-121789000.0,-166953000.0,21181000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q3,2011-07-01,2011-09-30,,32083000.0,-11968000.0,57006000.0,-35159000.0,,-27478000.0,-24553000.0,54253000.0,-27478000.0,-24553000.0,54253000.0,2222000.0,48302000.0,48302000.0,-14164000.0,,-2208000.0,-46391000.0,,-7108000.0,-34340000.0,-2934000.0,19103000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-01 16:41:13+00:00,94715000.0,-23300000.0,153793000.0,76841000.0,,-65365000.0,-101313000.0,172951000.0,-65365000.0,-101313000.0,172951000.0,6273000.0,117157000.0,117157000.0,-15621000.0,,169000.0,-132044000.0,,-33251000.0,-89342000.0,-163955000.0,21111000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q2TTM,2010-07-01,2011-06-30,,122339000.0,-11116000.0,99908000.0,188550000.0,,-47894000.0,-201903000.0,246088000.0,-47894000.0,-201903000.0,246088000.0,-3709000.0,134170000.0,134170000.0,695000.0,,-5220000.0,-169844000.0,,-83486000.0,-115184000.0,-166508000.0,1987000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q2,2011-04-01,2011-06-30,,32063000.0,6000000.0,47775000.0,-3000000.0,,-39000000.0,-23852000.0,72699000.0,-39000000.0,-23852000.0,72699000.0,9847000.0,36471000.0,36471000.0,-1835000.0,,6170000.0,-43053000.0,,-6862000.0,-24827000.0,-40722000.0,1667000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-01 16:50:27+00:00,62632000.0,-11332000.0,96787000.0,112000000.0,,-37887000.0,-76760000.0,118698000.0,-37887000.0,-76760000.0,118698000.0,4051000.0,68855000.0,68855000.0,-1457000.0,,2377000.0,-85653000.0,,-26143000.0,-55002000.0,-161021000.0,2008000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q1TTM,2010-04-01,2011-03-31,,121454000.0,-7739000.0,54255000.0,201341000.0,,-42605000.0,-214761000.0,244773000.0,-42605000.0,-214761000.0,244773000.0,-12593000.0,130067000.0,130067000.0,991000.0,,-14019000.0,-168878000.0,,-93344000.0,-107796000.0,-129323000.0,398000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 16:37:24+00:00,30569000.0,-17332000.0,49012000.0,115000000.0,,1113000.0,-52908000.0,45999000.0,1113000.0,-52908000.0,45999000.0,-5796000.0,32384000.0,32384000.0,378000.0,,-3793000.0,-42600000.0,,-19281000.0,-30175000.0,-120299000.0,341000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q4,2012-10-01,2012-12-31,,35337000.0,13699000.0,18602000.0,,,-68047000.0,-130123000.0,87478000.0,-68047000.0,-130123000.0,87478000.0,-110692000.0,38858000.0,38858000.0,-416000.0,,-4226000.0,-49547000.0,,-71938000.0,-54655000.0,-37102000.0,696000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,FY,2012-01-01,2012-12-31,2015-02-10 16:10:36+00:00,142039000.0,7631000.0,112270000.0,250206000.0,,-53893000.0,-273558000.0,296633000.0,-53893000.0,-273558000.0,296633000.0,-30818000.0,156232000.0,156232000.0,-9269000.0,,-13138000.0,-187955000.0,,-80865000.0,-180671000.0,-228414000.0,1116000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-31 16:43:45+00:00,106702000.0,-6068000.0,93668000.0,250206000.0,,14154000.0,-143435000.0,209155000.0,14154000.0,-143435000.0,209155000.0,79874000.0,117374000.0,117374000.0,-8853000.0,0.0,-8912000.0,-138408000.0,,-8927000.0,-126016000.0,-191312000.0,420000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q3TTM,2011-10-01,2012-09-30,,138555000.0,1097000.0,94796000.0,445558000.0,,83186000.0,-238491000.0,280915000.0,83186000.0,-238491000.0,280915000.0,125610000.0,149829000.0,149829000.0,-8566000.0,,-11866000.0,-181700000.0,,-86180000.0,-179136000.0,-275468000.0,38691000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q3,2012-07-01,2012-09-30,,34932000.0,-15936000.0,54039000.0,244807000.0,,75733000.0,-70087000.0,59260000.0,75733000.0,-70087000.0,59260000.0,64906000.0,39656000.0,39656000.0,608000.0,,-3382000.0,-45071000.0,,-8927000.0,-57950000.0,-178042000.0,172000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q2TTM,2011-07-01,2012-06-30,,135706000.0,5065000.0,97763000.0,165592000.0,,-20025000.0,-192957000.0,275908000.0,-20025000.0,-192957000.0,275908000.0,62926000.0,158475000.0,158475000.0,-23338000.0,,-10692000.0,-183020000.0,,-84361000.0,-155526000.0,-100360000.0,57622000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q2,2012-04-01,2012-06-30,,35199000.0,11064000.0,17227000.0,5399000.0,,-32780000.0,-34066000.0,80438000.0,-32780000.0,-34066000.0,80438000.0,13592000.0,33596000.0,33596000.0,579000.0,,-3144000.0,-45428000.0,,,-31027000.0,-9978000.0,105000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-01 16:47:44+00:00,71770000.0,9868000.0,39629000.0,5399000.0,,-61579000.0,-73348000.0,149895000.0,-61579000.0,-73348000.0,149895000.0,14968000.0,77718000.0,77718000.0,-9461000.0,0.0,-5530000.0,-93337000.0,,0.0,-68066000.0,-13270000.0,248000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 16:39:11+00:00,36571000.0,-1196000.0,22402000.0,,,-28799000.0,-39282000.0,69457000.0,-28799000.0,-39282000.0,69457000.0,1376000.0,44122000.0,44122000.0,-10040000.0,,-2386000.0,-47909000.0,,,-37039000.0,-3292000.0,143000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q1TTM,2011-04-01,2012-03-31,,132570000.0,1000.0,128311000.0,157193000.0,,-26245000.0,-182743000.0,268169000.0,-26245000.0,-182743000.0,268169000.0,59181000.0,161350000.0,161350000.0,-25752000.0,,-1378000.0,-180645000.0,,-91223000.0,-149326000.0,-131104000.0,59184000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,FY,2013-01-01,2013-12-31,2016-02-09 16:23:43+00:00,161099000.0,136000.0,186548000.0,565249000.0,,82639000.0,-345198000.0,314498000.0,82639000.0,-345198000.0,314498000.0,51939000.0,167608000.0,167608000.0,-14345000.0,,-11436000.0,-200134000.0,,-87276000.0,-290142000.0,-469024000.0,43656000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q4,2013-10-01,2013-12-31,,41214000.0,3956000.0,68461000.0,295902000.0,,17037000.0,-143711000.0,87770000.0,17037000.0,-143711000.0,87770000.0,-38904000.0,29603000.0,29603000.0,12997000.0,,-3043000.0,-52606000.0,,-40074000.0,-101291000.0,-294720000.0,697000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q3TTM,2012-10-01,2013-09-30,,155222000.0,9879000.0,136689000.0,269347000.0,,-2445000.0,-331610000.0,314206000.0,-2445000.0,-331610000.0,314206000.0,-19849000.0,176863000.0,176863000.0,-27758000.0,,-12619000.0,-197075000.0,,-119140000.0,-243506000.0,-211406000.0,43655000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q3,2013-07-01,2013-09-30,,39408000.0,1050000.0,34867000.0,4000.0,,-17258000.0,-43309000.0,80032000.0,-17258000.0,-43309000.0,80032000.0,19465000.0,63366000.0,63366000.0,-23792000.0,1929000.0,-2045000.0,-49259000.0,,,-75547000.0,-4799000.0,34283000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-30 16:25:31+00:00,119885000.0,-3820000.0,118087000.0,269347000.0,,65602000.0,-201487000.0,226728000.0,65602000.0,-201487000.0,226728000.0,90843000.0,138005000.0,138005000.0,-27342000.0,,-8393000.0,-147528000.0,,-47202000.0,-188851000.0,-174304000.0,42959000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q2TTM,2012-07-01,2013-06-30,,150746000.0,-7107000.0,155861000.0,514150000.0,,90546000.0,-358388000.0,293434000.0,90546000.0,-358388000.0,293434000.0,25592000.0,153153000.0,153153000.0,-3358000.0,-1929000.0,-13956000.0,-192887000.0,,-128067000.0,-225909000.0,-384649000.0,9544000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q2,2013-04-01,2013-06-30,,39853000.0,5367000.0,50678000.0,269343000.0,,110592000.0,-112503000.0,79003000.0,110592000.0,-112503000.0,79003000.0,77092000.0,38797000.0,38797000.0,-5014000.0,-1929000.0,-3500000.0,-50090000.0,,-47202000.0,-70477000.0,-157410000.0,8676000.0,
