company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q2,,2012-06-30,2012-08-01 16:50:27+00:00,-10375000.0,71703000.0,82774000.0,0.0,1811000000.0,10336000.0,2038618000.0,55887000.0,3095249000.0,24377000.0,12745000.0,436683000.0,-568541000.0,54173000.0,155374000.0,81858000.0,3680929000.0,1232084000.0,1242081000.0,1266458000.0,2332613000.0,3680929000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q1,,2012-03-31,2012-05-07 16:37:24+00:00,-2582000.0,71708000.0,69182000.0,0.0,1791099000.0,11032000.0,2043566000.0,56076000.0,3100734000.0,24555000.0,12441000.0,431824000.0,-556783000.0,55770000.0,136825000.0,82252000.0,3668848000.0,1231734000.0,1241731000.0,1266286000.0,2320310000.0,3668848000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,FY,,2013-12-31,2015-02-10 16:10:36+00:00,-1417000.0,71671000.0,88927000.0,0.0,2063375000.0,14056000.0,2250191000.0,55155000.0,3267787000.0,23137000.0,12772000.0,793369000.0,-623795000.0,100283000.0,208655000.0,104425000.0,4219294000.0,1438163000.0,1448160000.0,1471297000.0,2643572000.0,4219294000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q3,,2013-09-30,2013-10-31 16:43:45+00:00,-3539000.0,71677000.0,127831000.0,0.0,2001625000.0,12637000.0,2234521000.0,55198000.0,3258318000.0,23118000.0,12596000.0,705492000.0,-600091000.0,103272000.0,212480000.0,93820000.0,4159476000.0,1397995000.0,1407992000.0,1431110000.0,2634546000.0,4159476000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q2,,2013-06-30,2013-08-01 16:47:44+00:00,-2368000.0,71682000.0,108366000.0,0.0,1963657000.0,13411000.0,2238296000.0,55494000.0,3263611000.0,23070000.0,12758000.0,644321000.0,-610569000.0,97302000.0,187228000.0,94150000.0,4085203000.0,1350720000.0,1360717000.0,1383787000.0,2607266000.0,4085203000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2013.0,Q1,,2013-03-31,2013-05-01 16:39:11+00:00,-10773000.0,71687000.0,31274000.0,0.0,1910853000.0,10103000.0,2124208000.0,55693000.0,3239545000.0,23477000.0,13065000.0,569317000.0,-600024000.0,94501000.0,174692000.0,94249000.0,3905932000.0,1300056000.0,1310053000.0,1333530000.0,2478153000.0,3905932000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2014.0,FY,,2014-12-31,2016-02-09 16:23:43+00:00,-3515000.0,71647000.0,47951000.0,0.0,2281910000.0,15068000.0,2338030000.0,50988000.0,3661707000.0,88155000.0,14115000.0,771156000.0,-683991000.0,105164000.0,206305000.0,119053000.0,4546870000.0,1594404000.0,1604401000.0,1692556000.0,2735261000.0,4546870000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2014.0,Q3,,2014-09-30,2014-10-30 16:25:31+00:00,-1760000.0,71653000.0,23917000.0,0.0,2224419000.0,13074000.0,2293283000.0,51191000.0,3620912000.0,88277000.0,13729000.0,770304000.0,-659334000.0,107859000.0,220410000.0,110865000.0,4479398000.0,1563325000.0,1573322000.0,1661599000.0,2706934000.0,4479398000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2014.0,Q2,,2014-06-30,2014-08-07 16:25:05+00:00,-4060000.0,71659000.0,41312000.0,0.0,2170830000.0,13238000.0,2286092000.0,54932000.0,3587617000.0,88295000.0,13502000.0,734386000.0,-647006000.0,109242000.0,222246000.0,110688000.0,4431485000.0,1519764000.0,1529761000.0,1618056000.0,2702741000.0,4431485000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2014.0,Q1,,2014-03-31,2014-05-08 16:47:54+00:00,-1960000.0,71665000.0,75699000.0,0.0,2115339000.0,13698000.0,2320272000.0,55287000.0,3432147000.0,88530000.0,13122000.0,828816000.0,-637638000.0,105285000.0,210667000.0,110368000.0,4405647000.0,1475741000.0,1485738000.0,1574268000.0,2721011000.0,4405647000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2015.0,FY,,2015-12-31,2017-02-13 16:19:07+00:00,-4110000.0,71620000.0,21046000.0,0.0,2382563000.0,,2555596000.0,41618000.0,4056730000.0,118182000.0,15439000.0,777165000.0,-724701000.0,121787000.0,212870000.0,137316000.0,4896559000.0,1653752000.0,1663749000.0,1781931000.0,2977312000.0,4896559000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2015.0,Q3,,2015-09-30,2015-11-04 16:36:32+00:00,-7130000.0,71627000.0,12864000.0,0.0,2390040000.0,16920000.0,2461198000.0,41250000.0,3877805000.0,111871000.0,15872000.0,834964000.0,-727203000.0,115300000.0,221059000.0,121172000.0,4783803000.0,1655707000.0,1665704000.0,1777575000.0,2885056000.0,4783803000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2015.0,Q2,,2015-06-30,2015-08-05 16:26:07+00:00,-4909000.0,71633000.0,22175000.0,0.0,2344723000.0,15553000.0,2467872000.0,50677000.0,3828291000.0,105994000.0,14901000.0,817142000.0,-714239000.0,118570000.0,198936000.0,120360000.0,4733838000.0,1625575000.0,1635572000.0,1741566000.0,2871912000.0,4733838000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2015.0,Q1,,2015-03-31,2015-05-07 16:30:51+00:00,-5976000.0,71640000.0,171437000.0,0.0,2285240000.0,16577000.0,2565093000.0,50911000.0,3707928000.0,100357000.0,14371000.0,833897000.0,-697692000.0,108498000.0,210077000.0,119145000.0,4780750000.0,1581572000.0,1591569000.0,1691926000.0,2969679000.0,4780750000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2016.0,FY,,2016-12-31,2018-02-13 16:27:50+00:00,-2577000.0,71590000.0,23368000.0,0.0,2719047000.0,,2726862000.0,29904000.0,4396723000.0,99102000.0,16285000.0,973284000.0,-739737000.0,115817000.0,273196000.0,143694000.0,5423279000.0,1976733000.0,1976733000.0,2075835000.0,3203750000.0,5423279000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2016.0,Q3,,2016-09-30,2016-11-02 16:39:39+00:00,-5394000.0,71597000.0,101281000.0,0.0,2705211000.0,,2737967000.0,29904000.0,4328904000.0,98525000.0,16228000.0,937248000.0,-737124000.0,119231000.0,255238000.0,125861000.0,5397337000.0,1962693000.0,1972690000.0,2071215000.0,3200261000.0,5397337000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2016.0,Q2,,2016-06-30,2016-08-04 16:18:53+00:00,-7293000.0,71605000.0,18622000.0,0.0,2646700000.0,,2593348000.0,41618000.0,4299997000.0,99247000.0,15868000.0,828231000.0,-725665000.0,118646000.0,239913000.0,126102000.0,5188468000.0,1913742000.0,1923739000.0,2022986000.0,3039380000.0,5188468000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2016.0,Q1,,2016-03-31,2016-05-04 16:24:20+00:00,-6885000.0,71612000.0,19716000.0,0.0,2566291000.0,,2587710000.0,41618000.0,4289697000.0,113990000.0,15845000.0,774426000.0,-714452000.0,122117000.0,233000000.0,126232000.0,5125457000.0,1844954000.0,1854951000.0,1968941000.0,3030284000.0,5125457000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2017.0,Q3,,2017-09-30,2017-11-01 18:10:01+00:00,-742000.0,71565000.0,22850000.0,0.0,2774618000.0,,3191897000.0,30429000.0,4929883000.0,124837000.0,16698000.0,1237975000.0,-724919000.0,175464000.0,279907000.0,151815000.0,6221137000.0,2048957000.0,2208954000.0,2333791000.0,3735531000.0,6221137000.0,159997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2017.0,Q2,,2017-06-30,2017-08-02 16:29:08+00:00,-1100000.0,71573000.0,96326000.0,0.0,2742528000.0,,3071415000.0,30429000.0,4563388000.0,94310000.0,16618000.0,1113360000.0,-759058000.0,143002000.0,262173000.0,152045000.0,5803503000.0,1982370000.0,1992367000.0,2086677000.0,3564781000.0,5803503000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2017.0,Q1,,2017-03-31,2017-05-03 16:13:25+00:00,-1493000.0,71582000.0,20112000.0,0.0,2737646000.0,,2941787000.0,29904000.0,4527903000.0,95110000.0,16499000.0,1078281000.0,-764458000.0,144979000.0,263548000.0,141003000.0,5656200000.0,1971695000.0,1981692000.0,2076802000.0,3438395000.0,5656200000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2018.0,Q3,,2018-09-30,2018-10-31 16:16:39+00:00,127000.0,71529000.0,41872000.0,0.0,2947296000.0,,3185105000.0,30429000.0,5238249000.0,121668000.0,17698000.0,975114000.0,-635652000.0,173953000.0,262492000.0,141448000.0,6285664000.0,2311771000.0,2311771000.0,2433439000.0,3710777000.0,6285664000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2018.0,Q2,,2018-06-30,2018-08-01 16:25:21+00:00,412000.0,71538000.0,56116000.0,0.0,2885508000.0,,3248946000.0,30429000.0,5211506000.0,122648000.0,17187000.0,1004652000.0,-620976000.0,181601000.0,254422000.0,141417000.0,6302703000.0,2264944000.0,2264944000.0,2387592000.0,3773694000.0,6302703000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2018.0,Q1,,2018-03-31,2018-05-02 16:26:27+00:00,489000.0,71547000.0,64407000.0,0.0,2860452000.0,,3263867000.0,30429000.0,5129852000.0,121483000.0,17072000.0,1068937000.0,-609314000.0,169460000.0,257028000.0,141541000.0,6293625000.0,2251627000.0,2251627000.0,2373110000.0,3778974000.0,6293625000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2019.0,FY,,2019-12-31,2020-05-06 16:24:48+00:00,-813000.0,,127432000.0,0.0,3167281000.0,,3356594000.0,30429000.0,5414344000.0,100791000.0,21701000.0,1222787000.0,-631127000.0,303628000.0,337179000.0,139758000.0,6794992000.0,2535341000.0,2535341000.0,2636132000.0,4019102000.0,6794992000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2019.0,Q3,,2019-09-30,2019-10-30 16:14:36+00:00,-1135000.0,0.0,162543000.0,0.0,3168218000.0,,3276911000.0,30429000.0,5206697000.0,103193000.0,20354000.0,1207896000.0,-697155000.0,311639000.0,303258000.0,122282000.0,6607565000.0,2469928000.0,2469928000.0,2573121000.0,3912162000.0,6607565000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2019.0,Q2,,2019-06-30,2019-08-01 16:17:52+00:00,-1024000.0,0.0,105903000.0,0.0,3089698000.0,,3157783000.0,30429000.0,5240030000.0,103480000.0,20588000.0,1007379000.0,-681508000.0,304128000.0,255886000.0,134710000.0,6383741000.0,2407166000.0,2407166000.0,2510646000.0,3738385000.0,6383741000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2019.0,Q1,,2019-03-31,2019-05-02 16:26:34+00:00,-625000.0,0.0,43003000.0,0.0,3072733000.0,,3156559000.0,30429000.0,5283448000.0,113405000.0,19381000.0,994486000.0,-683950000.0,304579000.0,234576000.0,134708000.0,6351366000.0,2388158000.0,2388158000.0,2501563000.0,3715095000.0,6351366000.0,,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2020.0,Q1,,2020-03-31,2020-05-06 16:24:48+00:00,-7265000.0,,994688000.0,0.0,3167659000.0,,4354413000.0,30332000.0,5609638000.0,97501000.0,21941000.0,1125256000.0,-658287000.0,296551000.0,327867000.0,159534000.0,7759914000.0,2502107000.0,2502107000.0,2599608000.0,5000772000.0,7759914000.0,,
