company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2009.0,FY,,2009-12-31,2011-02-15 16:37:36+00:00,,62275000.0,135389000.0,,1653789000.0,10348000.0,1731573000.0,48336000.0,2681475000.0,31726000.0,11710000.0,346761000.0,-486449000.0,57827000.0,149861000.0,,3222309000.0,1167340000.0,1177337000.0,1209063000.0,2013246000.0,3222309000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,FY,,2010-12-31,2012-02-15 17:31:50+00:00,0.0,59940000.0,15797000.0,,1612321000.0,6916000.0,1707209000.0,44813000.0,2660644000.0,21032000.0,11751000.0,431383000.0,-527582000.0,55348000.0,144175000.0,65362000.0,3159553000.0,1084739000.0,1094736000.0,1115768000.0,1978423000.0,3159553000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q3,,2010-09-30,2010-11-03 16:36:51+00:00,,61306000.0,9174000.0,,1664549000.0,7430000.0,1659883000.0,43828000.0,2676830000.0,31380000.0,11778000.0,389897000.0,-519050000.0,53272000.0,154044000.0,,3127159000.0,1145499000.0,1155496000.0,1186876000.0,1940283000.0,3127159000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2010.0,Q2,,2010-06-30,2010-08-04 16:36:50+00:00,,61634000.0,23557000.0,,1660510000.0,7958000.0,1635504000.0,42289000.0,2673223000.0,31287000.0,12093000.0,304688000.0,-507389000.0,52330000.0,147679000.0,,3103645000.0,1153121000.0,1163118000.0,1194405000.0,1909240000.0,3103645000.0,9997000.0,51930000.0
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,FY,,2011-12-31,2013-02-12 16:40:10+00:00,-3940000.0,63093000.0,67806000.0,0.0,1765576000.0,11816000.0,2047317000.0,55967000.0,3105020000.0,24512000.0,12221000.0,425601000.0,-555541000.0,68761000.0,148889000.0,85325000.0,3666210000.0,1206095000.0,1216092000.0,1240604000.0,2340281000.0,3666210000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q3,,2011-09-30,2011-11-03 17:08:36+00:00,,63455000.0,22070000.0,0.0,1824889000.0,9324000.0,1667420000.0,56076000.0,2709708000.0,30721000.0,12038000.0,457670000.0,-542480000.0,54990000.0,133818000.0,,3254848000.0,1282409000.0,1292406000.0,1323127000.0,1931721000.0,3254848000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q2,,2011-06-30,2011-08-03 17:06:10+00:00,,59252000.0,19848000.0,0.0,1768157000.0,5890000.0,1701040000.0,56619000.0,2710948000.0,31331000.0,11865000.0,427363000.0,-545589000.0,55611000.0,129004000.0,,3220668000.0,1222568000.0,1232565000.0,1263896000.0,1956772000.0,3220668000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2011.0,Q1,,2011-03-31,2011-05-05 16:39:32+00:00,,59599000.0,10001000.0,,1718619000.0,6374000.0,1744456000.0,44925000.0,2754000000.0,31253000.0,11735000.0,402161000.0,-538200000.0,57418000.0,122584000.0,,3217461000.0,1180419000.0,1190416000.0,1221669000.0,1995792000.0,3217461000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,FY,,2012-12-31,2014-02-11 17:05:39+00:00,-12388000.0,71693000.0,36988000.0,0.0,1876173000.0,10861000.0,2136909000.0,55648000.0,3249518000.0,23781000.0,12957000.0,545550000.0,-586970000.0,103379000.0,168614000.0,94420000.0,3898565000.0,1276815000.0,1286812000.0,1310593000.0,2493552000.0,3898565000.0,9997000.0,
Federal Realty Investment Trust,FRT,549300LI6XZ51GOCJ427,34903,2012.0,Q3,,2012-09-30,2012-11-01 16:41:13+00:00,-13227000.0,71698000.0,147680000.0,0.0,1868141000.0,11591000.0,2106717000.0,55661000.0,3080810000.0,24225000.0,13009000.0,508597000.0,-577214000.0,50353000.0,168789000.0,81851000.0,3804339000.0,1277700000.0,1287697000.0,1311922000.0,2410566000.0,3804339000.0,9997000.0,
