company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundssold,goodwill,interestbearingdeposits,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,FY,,2008-12-31,2010-02-26 16:04:22+00:00,299045000.0,49797000.0,47657000.0,184915000.0,,4648986000.0,76896000.0,152109000.0,17949846000.0,29490558000.0,,29440761000.0,73502000.0,514196000.0,966570000.0,,278390000.0,,2196235000.0,30464100000.0,54145328000.0,4938796000.0,4938796000.0,4938796000.0,49206532000.0,54145328000.0,22951530000.0,-1954082000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,FY,,2009-12-31,2011-03-01 15:15:51+00:00,304091000.0,140074000.0,184533000.0,198752000.0,,4690829000.0,362449000.0,152109000.0,23992007000.0,31861228000.0,,31721154000.0,70116000.0,586041000.0,1079324000.0,,275560000.0,,2401606000.0,30075000000.0,60267760000.0,5339152000.0,5339152000.0,5339152000.0,54928608000.0,60267760000.0,26363029000.0,-1937816000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q3,,2009-09-30,2009-11-06 15:17:36+00:00,310520000.0,114833000.0,196336000.0,217461000.0,,4678223000.0,453017000.0,152109000.0,22523737000.0,31202979000.0,,31088146000.0,71110000.0,590212000.0,933792000.0,,275405000.0,,2347827000.0,30225000000.0,58884535000.0,5270181000.0,5270181000.0,5270181000.0,53614354000.0,58884535000.0,25658380000.0,-1952205000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q2,,2009-06-30,2009-08-07 14:51:18+00:00,302371000.0,88053000.0,149708000.0,281376000.0,,4452032000.0,330735000.0,152109000.0,21074875000.0,30806940000.0,,30718887000.0,72319000.0,617390000.0,929777000.0,,545809000.0,,2295449000.0,30025000000.0,57406339000.0,5143265000.0,5143265000.0,5143265000.0,52263074000.0,57406339000.0,24618765000.0,-1753924000.0
Hudson City Bancorp Inc ,HCBK,,921847,2010.0,FY,,2010-12-31,2012-02-28 15:05:00+00:00,245546000.0,236574000.0,85406000.0,175769000.0,,4712670000.0,493628000.0,152109000.0,24605896000.0,31010530000.0,,30773956000.0,69444000.0,567230000.0,1191871000.0,,269469000.0,,2642338000.0,30213200000.0,61166033000.0,5510238000.0,5510238000.0,5510238000.0,55655795000.0,61166033000.0,28063710000.0,-1930176000.0
Hudson City Bancorp Inc ,HCBK,,921847,2010.0,Q3,,2010-09-30,2010-11-08 16:30:34+00:00,273606000.0,216283000.0,252516000.0,147614000.0,,4707092000.0,485479000.0,152109000.0,24323915000.0,31842844000.0,,31626561000.0,70456000.0,590706000.0,1091068000.0,,254241000.0,,2595547000.0,29825000000.0,60616632000.0,5622770000.0,5622770000.0,5622770000.0,54993862000.0,60616632000.0,26769739000.0,-1932385000.0
Hudson City Bancorp Inc ,HCBK,,921847,2010.0,Q2,,2010-06-30,2010-08-05 11:20:04+00:00,283550000.0,192983000.0,230661000.0,319004000.0,,4701650000.0,,152109000.0,24553676000.0,32255812000.0,,32062829000.0,70617000.0,614789000.0,1092654000.0,,246413000.0,,2544987000.0,29975000000.0,60933134000.0,5543256000.0,5543256000.0,5543256000.0,55389878000.0,60933134000.0,26952371000.0,-1934042000.0
Hudson City Bancorp Inc ,HCBK,,921847,2010.0,Q1,,2010-03-31,2010-05-07 14:41:42+00:00,301174000.0,165830000.0,158489000.0,475098000.0,,4696566000.0,,152109000.0,24813775000.0,32178682000.0,,32012852000.0,70647000.0,575025000.0,1100838000.0,,346194000.0,,2476277000.0,30100580000.0,61231651000.0,5396077000.0,5396077000.0,5396077000.0,55835574000.0,61231651000.0,27118933000.0,-1935255000.0
Hudson City Bancorp Inc ,HCBK,,921847,2011.0,FY,,2011-12-31,2013-02-28 15:10:22+00:00,129088000.0,273791000.0,39651000.0,194029000.0,0.0,4728305000.0,560051000.0,152109000.0,24903311000.0,29411150000.0,,29137359000.0,70610000.0,604449000.0,1280347000.0,,,212685000.0,1709821000.0,15075000000.0,45355885000.0,4560440000.0,4560440000.0,4560440000.0,40795445000.0,45355885000.0,13832292000.0,-1917337000.0
Hudson City Bancorp Inc ,HCBK,,921847,2011.0,Q3,,2011-09-30,2011-11-08 15:47:50+00:00,164899000.0,268754000.0,63106000.0,158061000.0,,4725361000.0,3102168000.0,152109000.0,24826814000.0,30138927000.0,,29870173000.0,69989000.0,594605000.0,1247756000.0,,224927000.0,,2110033000.0,20225000000.0,50850815000.0,4979469000.0,4979469000.0,4979469000.0,45871346000.0,50850815000.0,16085660000.0,-1919031000.0
