company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Hudson City Bancorp Inc ,HCBK,,921847,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:04:22+00:00,161983000.0,1413140000.0,22484000.0,-39013000.0,,10725000000.0,8197594000.0,-8510099000.0,347803000.0,8197594000.0,-8510099000.0,347803000.0,35298000.0,1737795000.0,295858000.0,295858000.0,63674000.0,7390000.0,-165376000.0,4800000.0,-16560255000.0,-11694000.0,-3557000000.0,-550215000.0,8061850000.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,Q4,2008-10-01,2008-12-31,,73268000.0,447058000.0,6268000.0,-30938000.0,,1150000000.0,2080790000.0,-2310541000.0,106590000.0,2080790000.0,-2310541000.0,106590000.0,-123161000.0,1176579000.0,124278000.0,124278000.0,-2018000.0,30842000.0,-63186000.0,9000000.0,-3511863000.0,-2019000.0,-200000000.0,-13445000.0,1203341000.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 15:15:51+00:00,282009000.0,1689934000.0,26329000.0,-74985000.0,,6650000000.0,9212675000.0,-9622852000.0,454444000.0,9212675000.0,-9622852000.0,454444000.0,44267000.0,3310660000.0,445558000.0,445558000.0,38042000.0,53055000.0,-217995000.0,19500000.0,-17576749000.0,-8565000.0,-566000000.0,-17045000.0,7962462000.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,Q3,2008-07-01,2008-09-30,,67769000.0,421361000.0,6575000.0,-11709000.0,,1800000000.0,2322575000.0,-2270980000.0,147791000.0,2322575000.0,-2270980000.0,147791000.0,199386000.0,568118000.0,121908000.0,121908000.0,26017000.0,12555000.0,-58098000.0,5000000.0,-3522267000.0,-2442000.0,,,1253729000.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:17:36+00:00,208741000.0,1242876000.0,20061000.0,-44047000.0,,5500000000.0,7131885000.0,-7312311000.0,347854000.0,7131885000.0,-7312311000.0,347854000.0,167428000.0,2134081000.0,321280000.0,321280000.0,40060000.0,22213000.0,-154809000.0,10500000.0,-14064886000.0,-6546000.0,-366000000.0,-3600000.0,6759121000.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 14:51:18+00:00,140972000.0,821515000.0,13486000.0,-32338000.0,,3700000000.0,4809310000.0,-5041331000.0,200063000.0,4809310000.0,-5041331000.0,200063000.0,-31958000.0,1565963000.0,199372000.0,199372000.0,14043000.0,9658000.0,-96711000.0,5500000.0,-10542619000.0,-4104000.0,-366000000.0,-3600000.0,5505392000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q4,2009-10-01,2009-12-31,,71365000.0,413626000.0,17294000.0,-147251000.0,,,1351021000.0,-1530819000.0,70521000.0,1351021000.0,-1530819000.0,70521000.0,-109277000.0,1464099000.0,136576000.0,136576000.0,18902000.0,10404000.0,-73482000.0,45000000.0,-5613396000.0,-1435000.0,-50000000.0,,4084012000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:05:00+00:00,350712000.0,1696279000.0,65984000.0,-169892000.0,,750000000.0,5570455000.0,-5793681000.0,522616000.0,5570455000.0,-5793681000.0,522616000.0,299390000.0,6114006000.0,527244000.0,527244000.0,-38220000.0,38334000.0,-288408000.0,137500000.0,-22181270000.0,-6316000.0,-1000000000.0,-43477000.0,16393905000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q3TTM,2008-10-01,2009-09-30,,352615000.0,1729711000.0,54958000.0,-53579000.0,,1900000000.0,6300224000.0,-6573403000.0,558685000.0,6300224000.0,-6573403000.0,558685000.0,285506000.0,5826486000.0,514946000.0,514946000.0,-59140000.0,58772000.0,-278112000.0,101500000.0,-20079737000.0,-6900000.0,-1150000000.0,-56922000.0,13513234000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q3,2009-07-01,2009-09-30,,92501000.0,417745000.0,17406000.0,-14485000.0,,,1359504000.0,-1437425000.0,136288000.0,1359504000.0,-1437425000.0,136288000.0,58367000.0,1421684000.0,135086000.0,135086000.0,-41719000.0,11354000.0,-73517000.0,40000000.0,-5180873000.0,-1067000.0,,-17000.0,3744515000.0
