company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,fedfundsandrepointerestincome,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,propertyliabilityinsuranceclaims,provisionforcreditlosses,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hudson City Bancorp Inc ,HCBK,,921847,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:04:22+00:00,0.59,0.59,,606936000.0,0.58,12293000.0,185885000.0,881504000.0,1233708000.0,873386000.0,295858000.0,295858000.0,295858000.0,647183000.0,29589000.0,,6000.0,29993000.0,,,1701000.0,4800000.0,106630000.0,7267000.0,1480322000.0,2127505000.0,167913000.0,7273000.0,481743000.0,654456000.0,501500000.0,501500000.0,510100000.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 15:15:51+00:00,0.92,0.92,,581357000.0,0.9,4295000.0,287328000.0,1099225000.0,1549705000.0,1129891000.0,445558000.0,445558000.0,445558000.0,941977000.0,30457000.0,,,36101000.0,8485000.0,,4320000.0,19500000.0,127198000.0,,1711248000.0,2653225000.0,198076000.0,8485000.0,732886000.0,950462000.0,484300000.0,484300000.0,495100000.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:17:36+00:00,0.25,0.25,,133983000.0,0.25,815000.0,80928000.0,279509000.0,400993000.0,292256000.0,121908000.0,121908000.0,121908000.0,255078000.0,7633000.0,,0.0,8793000.0,,,945000.0,5000000.0,32052000.0,2181000.0,426239000.0,681317000.0,49423000.0,2181000.0,202836000.0,257259000.0,487600000.0,484759567.0,495715998.0
Hudson City Bancorp Inc ,HCBK,,921847,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 14:51:18+00:00,0.23,0.23,,141399000.0,0.22,1205000.0,73240000.0,269482000.0,375973000.0,272129000.0,110703000.0,110703000.0,110703000.0,233132000.0,7433000.0,,0.0,9122000.0,,,423000.0,3000000.0,31299000.0,2088000.0,413528000.0,646660000.0,48277000.0,2088000.0,183943000.0,235220000.0,481300000.0,483885720.0,496078754.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q4,2009-10-01,2009-12-31,,0.28,0.28,,108465000.0,0.28,479000.0,89474000.0,314236000.0,431825000.0,306282000.0,136576000.0,136576000.0,136576000.0,331793000.0,8010000.0,,,9220000.0,2192000.0,,11800000.0,45000000.0,33905000.0,,414747000.0,746540000.0,62935000.0,2192000.0,226050000.0,333985000.0,488200000.0,488200000.0,492800000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:05:00+00:00,1.08,1.08,,483468000.0,1.07,1186000.0,346722000.0,1240135000.0,1700465000.0,1214840000.0,527244000.0,527244000.0,527244000.0,1243478000.0,32270000.0,,24185000.0,61161000.0,9399000.0,,35094000.0,137500000.0,137071000.0,,1698308000.0,2941786000.0,265596000.0,33584000.0,873966000.0,1277062000.0,488200000.0,488200000.0,492800000.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.8,0.8,,375003000.0,0.79,707000.0,257248000.0,925899000.0,1268640000.0,908558000.0,390668000.0,390668000.0,390668000.0,911685000.0,24260000.0,,24185000.0,51941000.0,7207000.0,,23294000.0,92500000.0,103166000.0,,1283561000.0,2195246000.0,202661000.0,31392000.0,647916000.0,943077000.0,482500000.0,489545739.0,491992378.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 16:30:34+00:00,0.28,0.28,,112925000.0,0.27,344000.0,89964000.0,314088000.0,429733000.0,305783000.0,135086000.0,135086000.0,135086000.0,325457000.0,7965000.0,,,9982000.0,2513000.0,,10930000.0,40000000.0,34043000.0,,418708000.0,744165000.0,62920000.0,2513000.0,225050000.0,327970000.0,482500000.0,489545739.0,491992378.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.52,0.52,,262078000.0,0.52,363000.0,167284000.0,611811000.0,838907000.0,602775000.0,255582000.0,255582000.0,255582000.0,586228000.0,16295000.0,,24185000.0,41959000.0,4694000.0,,12364000.0,52500000.0,69123000.0,,864853000.0,1451081000.0,139741000.0,28879000.0,422866000.0,615107000.0,492000000.0,486984601.0,489447012.0
Hudson City Bancorp Inc ,HCBK,,921847,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 11:20:04+00:00,0.26,0.26,,123254000.0,0.26,187000.0,83637000.0,308863000.0,418709000.0,302108000.0,127919000.0,127919000.0,127919000.0,302397000.0,7815000.0,,24037000.0,30992000.0,2569000.0,,9748000.0,32500000.0,36392000.0,,425362000.0,727759000.0,84947000.0,26606000.0,211556000.0,329003000.0,492000000.0,486984601.0,489447012.0
