company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments
Corteva Inc,CTVA,,1755672,2019.0,Q2,2019-04-01,2019-06-30,,-9000000.0,257000000.0,-743000000.0,,-2427000000.0,-640000000.0,-1997000000.0,-172000000.0,453000000.0,-1997000000.0,-172000000.0,453000000.0,-1716000000.0,242000000.0,242000000.0,3124000000.0,5259000000.0,4000000.0,,3000000.0,-171000000.0,-6616000000.0,1000000.0
Corteva Inc,CTVA,,1755672,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-06 16:51:45+00:00,-9000000.0,257000000.0,-485000000.0,146000000.0,-2377000000.0,1174000000.0,-685000000.0,-674000000.0,-1088000000.0,-685000000.0,-674000000.0,-1088000000.0,-2447000000.0,418000000.0,418000000.0,1099000000.0,5382000000.0,-1000000.0,-317000000.0,-13000000.0,-834000000.0,-6924000000.0,37000000.0
