company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2008.0,FY,,2008-12-31,2010-02-26 16:54:14+00:00,1854384000.0,950362000.0,-84218000.0,1621046000.0,,1256956000.0,95545000.0,709217000.0,,1218627000.0,1336925000.0,931647000.0,,99149000.0,148110000.0,,,205064000.0,128860000.0,1809913000.0,161279000.0,,5902371000.0,2344527000.0,4056443000.0,2111208000.0,2344527000.0,2344527000.0,3557844000.0,5902371000.0,914281000.0,1446636000.0,0.0,-638124000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,FY,,2009-12-31,2011-02-28 13:02:02+00:00,2208200000.0,959000000.0,9500000.0,1861000000.0,,2246600000.0,65900000.0,1441600000.0,,1232300000.0,1664200000.0,1192400000.0,,123000000.0,230000000.0,,,377200000.0,154100000.0,2285400000.0,22200000.0,,7725400000.0,3919700000.0,4714200000.0,2296300000.0,3919700000.0,3919700000.0,3805700000.0,7725400000.0,1818800000.0,1509400000.0,0.0,-621800000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,Q3,,2009-09-30,2009-11-06 16:38:22+00:00,1867627000.0,877706000.0,44023000.0,1527528000.0,,1270387000.0,38101000.0,720730000.0,,1229067000.0,1698565000.0,1045599000.0,,119723000.0,216765000.0,,,220052000.0,112967000.0,2188098000.0,61042000.0,,6306945000.0,2878418000.0,4320564000.0,1966770000.0,2878418000.0,2878418000.0,3428527000.0,6306945000.0,940782000.0,1461757000.0,,-624090000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,FY,,2010-12-31,2012-02-27 19:12:04+00:00,2016000000.0,1056100000.0,-27100000.0,1832500000.0,0.0,2261900000.0,38000000.0,1475800000.0,,772900000.0,1779300000.0,1247800000.0,,95700000.0,265000000.0,,,348600000.0,170200000.0,2848300000.0,519900000.0,0.0,8005100000.0,4392400000.0,4932900000.0,2573900000.0,4392400000.0,4392400000.0,3612700000.0,8005100000.0,1824400000.0,1038800000.0,0.0,-690700000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q3,,2010-09-30,2010-11-02 17:53:46+00:00,1933800000.0,1042400000.0,1100000.0,1511800000.0,,2253000000.0,56600000.0,1457800000.0,,773900000.0,1881300000.0,1205900000.0,,134700000.0,332700000.0,,,368300000.0,177300000.0,2683600000.0,514800000.0,,7800200000.0,4209100000.0,4768200000.0,2505200000.0,4209100000.0,4209100000.0,3591100000.0,7800200000.0,1826100000.0,1085900000.0,,-728600000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q2,,2010-06-30,2010-08-20 17:47:02+00:00,1879500000.0,940100000.0,-140900000.0,1428500000.0,,2247200000.0,48200000.0,1443000000.0,,773800000.0,1800300000.0,1164000000.0,,146900000.0,291700000.0,,,362400000.0,177500000.0,2535000000.0,497100000.0,,7430000000.0,3907000000.0,4460600000.0,2424800000.0,3907000000.0,3907000000.0,3523000000.0,7430000000.0,1805400000.0,1098200000.0,,-734300000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q1,,2010-03-31,2010-04-30 19:08:16+00:00,1961600000.0,903700000.0,-47500000.0,1619000000.0,,2242000000.0,45600000.0,1452400000.0,,1257000000.0,1736100000.0,1190800000.0,,135000000.0,263300000.0,,,367400000.0,175600000.0,2405800000.0,6200000.0,,7532700000.0,3951700000.0,4522100000.0,2013400000.0,3951700000.0,3951700000.0,3581000000.0,7532700000.0,1819800000.0,1567600000.0,,-648600000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,FY,,2011-12-31,2013-02-22 15:20:30+00:00,2669700000.0,1757300000.0,-90800000.0,898900000.0,0.0,2075000000.0,0.0,1615300000.0,,1574200000.0,2399900000.0,1500100000.0,,184500000.0,349000000.0,,,417700000.0,215300000.0,3370200000.0,10600000.0,423500000.0,9361700000.0,4707400000.0,5828600000.0,2680300000.0,4707400000.0,4707400000.0,4654300000.0,9361700000.0,2033000000.0,1974000000.0,0.0,-647000000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q3,,2011-09-30,2011-11-02 14:32:43+00:00,2029800000.0,1396200000.0,-77500000.0,1536500000.0,,2073500000.0,0.0,1496700000.0,,1576300000.0,2177700000.0,1339500000.0,,159500000.0,328600000.0,,,351600000.0,240500000.0,3270400000.0,10900000.0,,8626800000.0,4609800000.0,5439000000.0,2040700000.0,4609800000.0,4609800000.0,4017000000.0,8626800000.0,1848300000.0,1976300000.0,,-656600000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q2,,2011-06-30,2011-07-29 18:11:34+00:00,1928400000.0,1287800000.0,77900000.0,2043100000.0,,2217800000.0,23800000.0,1531300000.0,,1523600000.0,2108000000.0,1342400000.0,,85500000.0,268500000.0,,,345900000.0,193200000.0,3105900000.0,431000000.0,,8927000000.0,4741500000.0,5707400000.0,2383200000.0,4741500000.0,4741500000.0,4185500000.0,8927000000.0,1877200000.0,1802300000.0,,-660100000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q1,,2011-03-31,2011-05-05 14:57:34+00:00,1798400000.0,1099900000.0,49100000.0,1449600000.0,,2259600000.0,9000000.0,1511100000.0,,777900000.0,1985200000.0,1306800000.0,,105000000.0,285100000.0,,,345800000.0,169300000.0,2957800000.0,519300000.0,,7983500000.0,4604600000.0,4819800000.0,2326700000.0,4604600000.0,4604600000.0,3378900000.0,7983500000.0,1856900000.0,1052200000.0,,-661900000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2012.0,FY,,2012-12-31,2014-02-26 16:18:44+00:00,3045700000.0,1966700000.0,-30000000.0,1185800000.0,0.0,2097200000.0,94100000.0,1923900000.0,335800000.0,2047000000.0,2741200000.0,1765100000.0,0.0,131700000.0,499900000.0,,,222800000.0,244400000.0,4120700000.0,29200000.0,517000000.0,11158200000.0,5566100000.0,6910600000.0,3169000000.0,5566100000.0,5566100000.0,5592100000.0,11158200000.0,2482500000.0,2423100000.0,0.0,-621800000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2012.0,Q3,,2012-09-30,2012-11-01 17:48:37+00:00,2693200000.0,1899400000.0,-37300000.0,990700000.0,,2086300000.0,31300000.0,1918100000.0,,2017800000.0,2797000000.0,1667200000.0,,168400000.0,388800000.0,,,500900000.0,253700000.0,3902400000.0,30000000.0,364100000.0,10526200000.0,5331800000.0,6440000000.0,2754500000.0,5331800000.0,5331800000.0,5194400000.0,10526200000.0,2419000000.0,2439900000.0,,-619600000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2012.0,Q2,,2012-06-30,2012-07-30 17:18:45+00:00,2621100000.0,1824000000.0,-89800000.0,829000000.0,,2076000000.0,,1966900000.0,,2016100000.0,2650000000.0,1614100000.0,,165500000.0,359300000.0,,,427500000.0,229400000.0,3678800000.0,21500000.0,419500000.0,10090300000.0,5036700000.0,6081800000.0,2642600000.0,5036700000.0,5036700000.0,5053600000.0,10090300000.0,2394400000.0,2411000000.0,,-628300000.0
