company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:54:14+00:00,2.23,2.23,109774000.0,2.11,,199762000.0,488181000.0,488181000.0,,488181000.0,,3242238000.0,4666368000.0,,-30745000.0,35725000.0,0.0,577588000.0,3242238000.0,1424130000.0,43845000.0,,692342000.0,731788000.0,-43845000.0,687943000.0,4666368000.0,218900000.0,218900000.0,231400000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 16:54:14+00:00,2.67,2.67,132079000.0,2.54,,270732000.0,580703000.0,580703000.0,,580703000.0,,4127931000.0,5848877000.0,,-27350000.0,26196000.0,0.0,668296000.0,4127931000.0,1720946000.0,70290000.0,,799221000.0,921725000.0,-70290000.0,851435000.0,5848877000.0,217500000.0,217500000.0,228600000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 16:38:22+00:00,,0.75,32496000.0,0.71,,79190000.0,162980000.0,162980000.0,,162980000.0,,1050826000.0,1504733000.0,,-9692000.0,,0.0,165308000.0,1050826000.0,453907000.0,23625000.0,,188112000.0,265795000.0,-23625000.0,242170000.0,1504733000.0,,218478000.0,229219000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 16:08:40+00:00,0.69,0.69,31309000.0,0.64,,69659000.0,148785000.0,148785000.0,,148785000.0,,1063245000.0,1480633000.0,,,,0.0,161855000.0,1063245000.0,417388000.0,12181000.0,6401000.0,193164000.0,224224000.0,-5780000.0,218444000.0,1480633000.0,215600000.0,216634000.0,233107000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,Q4,2009-10-01,2009-12-31,,0.98,0.41,44302000.0,0.41,,36049000.0,97352000.0,97352000.0,,97352000.0,,1027604000.0,1464371000.0,,-3700000.0,,42583000.0,198376000.0,1027604000.0,436767000.0,18583000.0,-3222000.0,281561000.0,155206000.0,-21805000.0,133401000.0,1464371000.0,221400000.0,221400000.0,221400000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,FY,2009-01-01,2009-12-31,2011-02-28 13:02:02+00:00,2.15,2.15,156600000.0,2.11,,167300000.0,475500000.0,475500000.0,,475500000.0,,3540100000.0,5223200000.0,,-5900000.0,0.0,81600000.0,715600000.0,3540100000.0,1683100000.0,92400000.0,,947900000.0,735200000.0,-92400000.0,642800000.0,5223200000.0,221400000.0,221400000.0,221400000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,Q3,2009-07-01,2009-09-30,2009-11-06 16:38:22+00:00,,0.57,38347000.0,0.56,,43672000.0,124944000.0,124944000.0,,124944000.0,,828012000.0,1231791000.0,,,,5853000.0,169739000.0,828012000.0,403779000.0,22598000.0,1374000.0,213939000.0,189840000.0,-21224000.0,168616000.0,1231791000.0,,219537000.0,221912000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.17,1.74,112298000.0,1.7,,131251000.0,378148000.0,378148000.0,,378148000.0,,2512496000.0,3758829000.0,,-2200000.0,,39017000.0,517224000.0,2512496000.0,1246333000.0,73817000.0,3222000.0,666339000.0,579994000.0,-70595000.0,509399000.0,3758829000.0,,219537000.0,221912000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,Q2,2009-04-01,2009-06-30,2009-08-06 16:08:40+00:00,0.64,0.64,37251000.0,0.62,,34879000.0,138604000.0,138604000.0,,138604000.0,,840784000.0,1270038000.0,,,,10864000.0,182885000.0,840784000.0,429254000.0,26619000.0,1848000.0,231000000.0,198254000.0,-24771000.0,173483000.0,1270038000.0,216600000.0,217084000.0,221852000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.17,1.17,73951000.0,1.14,,87579000.0,253204000.0,253204000.0,,253204000.0,,1684484000.0,2527038000.0,,-2200000.0,,33164000.0,347485000.0,1684484000.0,842554000.0,51219000.0,1848000.0,452400000.0,390154000.0,-49371000.0,340783000.0,2527038000.0,216600000.0,217084000.0,221852000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 19:08:16+00:00,0.53,0.53,36700000.0,0.52,,52700000.0,114600000.0,114600000.0,,114600000.0,,843700000.0,1257000000.0,,-2200000.0,,22300000.0,164600000.0,843700000.0,413300000.0,24600000.0,,221400000.0,191900000.0,-24600000.0,167300000.0,1257000000.0,216200000.0,216900000.0,220000000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,FY,2010-01-01,2010-12-31,2012-02-27 19:12:04+00:00,2.32,2.32,201600000.0,2.27,,170400000.0,562900000.0,562900000.0,,562900000.0,,4212400000.0,6134800000.0,,,,47200000.0,862300000.0,4212400000.0,1922400000.0,,-78000000.0,1111100000.0,811300000.0,-78000000.0,733300000.0,6134800000.0,243100000.0,243100000.0,243100000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q4,2010-10-01,2010-12-31,,0.69,0.69,47900000.0,0.66,,137000000.0,78400000.0,78400000.0,,78400000.0,,1264900000.0,1808300000.0,,,,8100000.0,250400000.0,1264900000.0,543400000.0,-59400000.0,-81000000.0,306400000.0,237000000.0,-21600000.0,215400000.0,1808300000.0,243100000.0,243100000.0,243100000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q3,2010-07-01,2010-09-30,2010-11-02 17:53:46+00:00,0.61,0.61,52700000.0,0.61,,36400000.0,148700000.0,148700000.0,,148700000.0,,1048700000.0,1527100000.0,,,,10400000.0,210200000.0,1048700000.0,478400000.0,21400000.0,1400000.0,273300000.0,205100000.0,-20000000.0,185100000.0,1527100000.0,243800000.0,242200000.0,245500000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.63,1.63,153700000.0,1.61,,33400000.0,484500000.0,484500000.0,,484500000.0,,2947500000.0,4326500000.0,,,,39100000.0,611900000.0,2947500000.0,1379000000.0,59400000.0,3000000.0,804700000.0,574300000.0,-56400000.0,517900000.0,4326500000.0,243800000.0,242200000.0,245500000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.61,2.04,198002000.0,2.02,,69449000.0,581852000.0,581852000.0,,581852000.0,,3975104000.0,5790871000.0,,-3700000.0,,81683000.0,810276000.0,3975104000.0,1815767000.0,77983000.0,-222000.0,1086261000.0,729506000.0,-78205000.0,651301000.0,5790871000.0,243800000.0,242200000.0,245500000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q2,2010-04-01,2010-06-30,2010-08-20 17:47:02+00:00,0.53,0.53,52900000.0,0.52,,-43100000.0,215400000.0,215400000.0,,215400000.0,,984700000.0,1452700000.0,,,,18400000.0,205000000.0,984700000.0,468000000.0,20100000.0,700000.0,276300000.0,191700000.0,-19400000.0,172300000.0,1452700000.0,406400000.0,242900000.0,246400000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.02,1.02,101000000.0,1.0,,-3000000.0,335800000.0,335800000.0,,335800000.0,,1898800000.0,2799400000.0,,,,28700000.0,401700000.0,1898800000.0,900600000.0,38000000.0,1600000.0,531400000.0,369200000.0,-36400000.0,332800000.0,2799400000.0,406400000.0,242900000.0,246400000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.0,2.0,183649000.0,1.97,,76721000.0,558096000.0,558096000.0,,558096000.0,,3754416000.0,5495562000.0,,-3700000.0,,77136000.0,769815000.0,3754416000.0,1741146000.0,79181000.0,-248000.0,1026900000.0,714246000.0,-79429000.0,634817000.0,5495562000.0,406400000.0,242900000.0,246400000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q1,2010-01-01,2010-03-31,2010-04-30 19:08:16+00:00,0.49,0.49,48100000.0,0.48,,40100000.0,120400000.0,120400000.0,,120400000.0,,914100000.0,1346700000.0,,,,10300000.0,196700000.0,914100000.0,432600000.0,17900000.0,900000.0,255100000.0,177500000.0,-17000000.0,160500000.0,1346700000.0,245700000.0,244400000.0,249000000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.11,2.11,168000000.0,2.07,,154700000.0,481300000.0,481300000.0,,481300000.0,,3610500000.0,5312900000.0,,-3700000.0,,69600000.0,747700000.0,3610500000.0,1702400000.0,85700000.0,900000.0,981600000.0,720800000.0,-84800000.0,636000000.0,5312900000.0,245700000.0,244400000.0,249000000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q4,2011-10-01,2011-12-31,,0.41,0.41,61100000.0,0.4,,25900000.0,99900000.0,99900000.0,,99900000.0,,1430500000.0,2030700000.0,,,,114200000.0,277900000.0,1430500000.0,600200000.0,21200000.0,,453200000.0,147000000.0,-21200000.0,125800000.0,2030700000.0,245000000.0,245000000.0,245000000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 16:18:44+00:00,2.13,2.13,206600000.0,2.09,,129200000.0,521900000.0,521900000.0,,521900000.0,0.0,4838400000.0,6959000000.0,,,,177400000.0,1001500000.0,4838400000.0,2120600000.0,84000000.0,,1385500000.0,735100000.0,-84000000.0,651100000.0,6959000000.0,245000000.0,245000000.0,245000000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q3,2011-07-01,2011-09-30,2011-11-02 14:32:43+00:00,0.67,0.67,53100000.0,0.67,,33500000.0,164500000.0,164500000.0,,164500000.0,,1136600000.0,1685900000.0,,,,34200000.0,243400000.0,1136600000.0,549300000.0,20600000.0,,330700000.0,218600000.0,-20600000.0,198000000.0,1685900000.0,245500000.0,245100000.0,247100000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.72,1.72,145500000.0,1.69,,103300000.0,422000000.0,422000000.0,,422000000.0,,3407900000.0,4928300000.0,,,,63200000.0,723600000.0,3407900000.0,1520400000.0,62800000.0,,932300000.0,588100000.0,-62800000.0,525300000.0,4928300000.0,245500000.0,245100000.0,247100000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.41,2.41,193400000.0,2.35,,240300000.0,500400000.0,500400000.0,,500400000.0,,4672800000.0,6736600000.0,,,,71300000.0,974000000.0,4672800000.0,2063800000.0,3400000.0,-81000000.0,1238700000.0,825100000.0,-84400000.0,740700000.0,6736600000.0,245500000.0,245100000.0,247100000.0
Cameron International Corp ,CAM,P2PV5Z2Z2UKRY3P3V155,941548,2011.0,Q2,2011-04-01,2011-06-30,2011-07-29 18:11:34+00:00,0.6,0.6,47600000.0,0.59,,39400000.0,148000000.0,148000000.0,,148000000.0,,1213400000.0,1741100000.0,,,,20100000.0,250500000.0,1213400000.0,527700000.0,22100000.0,,318200000.0,209500000.0,-22100000.0,187400000.0,1741100000.0,246700000.0,245000000.0,249900000.0
