company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 15:54:59+00:00,1.74,1.74,0.405,1.71,29000000.0,142000000.0,166300000.0,-24300000.0,132400000.0,9600000.0,1830100000.0,2632900000.0,,,,94600000.0,164900000.0,315300000.0,1830100000.0,802800000.0,36900000.0,4800000.0,574800000.0,228000000.0,-32100000.0,195300000.0,2632900000.0,76100000.0,76100000.0,77400000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 08:57:34+00:00,4.1,4.1,0.48,4.02,125400000.0,321600000.0,346500000.0,-24900000.0,304600000.0,17000000.0,2134400000.0,3115300000.0,,,,93800000.0,49600000.0,336800000.0,2134400000.0,980900000.0,32900000.0,4100000.0,480200000.0,500700000.0,-28800000.0,471900000.0,3115300000.0,74300000.0,74300000.0,75800000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 14:54:58+00:00,1.07,1.07,,1.05,23300000.0,84700000.0,90600000.0,-5900000.0,80000000.0,4700000.0,580800000.0,820800000.0,,,,23400000.0,15600000.0,81900000.0,580800000.0,240000000.0,7500000.0,2300000.0,120900000.0,119100000.0,-5200000.0,113900000.0,820800000.0,74800000.0,74800000.0,76200000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 16:21:15+00:00,1.13,1.13,,1.1,42500000.0,88200000.0,96000000.0,-7800000.0,84400000.0,3800000.0,536400000.0,806600000.0,,,,23000000.0,10700000.0,90000000.0,536400000.0,270200000.0,8300000.0,300000.0,123700000.0,146500000.0,-8000000.0,138500000.0,806600000.0,74700000.0,74700000.0,76700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q4,2009-10-01,2009-12-31,,0.86,0.86,0.12,0.86,-21200000.0,66800000.0,69300000.0,-2500000.0,62100000.0,4700000.0,502400000.0,722100000.0,,,,28600000.0,47900000.0,87700000.0,502400000.0,219700000.0,7500000.0,100000.0,164200000.0,55500000.0,-7400000.0,48100000.0,722100000.0,72163000.0,72163000.0,72163000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 08:23:32+00:00,3.15,3.15,0.5,3.12,53000000.0,238800000.0,257000000.0,-18200000.0,228500000.0,10300000.0,1943600000.0,2826200000.0,,,,92800000.0,132800000.0,322300000.0,1943600000.0,882600000.0,27200000.0,2500000.0,547900000.0,334700000.0,-24700000.0,310000000.0,2826200000.0,72163000.0,72163000.0,72163000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.32,2.32,0.57,2.32,74200000.0,172000000.0,187700000.0,-15700000.0,166400000.0,5600000.0,1441200000.0,2104100000.0,,,,64200000.0,84900000.0,234600000.0,1441200000.0,662900000.0,19700000.0,2400000.0,383700000.0,279200000.0,-17300000.0,261900000.0,2104100000.0,71800000.0,71800000.0,73700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q3,2009-07-01,2009-09-30,2010-11-02 15:27:34+00:00,0.39,0.39,,0.38,27200000.0,29400000.0,35500000.0,-6100000.0,28000000.0,1400000.0,510000000.0,713300000.0,,,,23200000.0,32300000.0,79800000.0,510000000.0,203300000.0,6200000.0,900000.0,135300000.0,68000000.0,-5300000.0,62700000.0,713300000.0,71800000.0,71800000.0,73700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.9,1.9,0.37,1.9,47000000.0,142600000.0,152200000.0,-9600000.0,138400000.0,4200000.0,931200000.0,1390800000.0,,,,41000000.0,52600000.0,154800000.0,931200000.0,459600000.0,13500000.0,1500000.0,248400000.0,211200000.0,-12000000.0,199200000.0,1390800000.0,72900000.0,72900000.0,73700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 14:46:44+00:00,0.95,0.95,,0.94,13600000.0,71700000.0,76900000.0,-5200000.0,69300000.0,2400000.0,477300000.0,700300000.0,,,,21000000.0,30100000.0,74700000.0,477300000.0,223000000.0,6500000.0,-200000.0,125800000.0,97200000.0,-6700000.0,90500000.0,700300000.0,72900000.0,72900000.0,73700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 13:05:30+00:00,0.95,0.95,,0.94,33400000.0,70900000.0,75300000.0,-4400000.0,69100000.0,1800000.0,453900000.0,690500000.0,,,,20000000.0,22500000.0,80100000.0,453900000.0,236600000.0,7000000.0,1700000.0,122600000.0,114000000.0,-5300000.0,108700000.0,690500000.0,72700000.0,72700000.0,73500000.0
