company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,FY,,2008-12-31,2010-02-22 15:54:59+00:00,372300000.0,687700000.0,242400000.0,-276100000.0,158800000.0,52400000.0,,404800000.0,,176900000.0,24600000.0,68800000.0,197000000.0,,592900000.0,20600000.0,380800000.0,939200000.0,63500000.0,243600000.0,,366100000.0,20300000.0,,,160700000.0,113100000.0,,37500000.0,135000000.0,1524700000.0,30700000.0,2993900000.0,902900000.0,1432800000.0,759100000.0,902900000.0,966400000.0,2027500000.0,2993900000.0,621900000.0,1268400000.0,0.0,-750500000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,FY,,2009-12-31,2011-02-22 08:57:34+00:00,290500000.0,749600000.0,248100000.0,-279200000.0,167000000.0,76600000.0,,397900000.0,,173000000.0,3600000.0,61600000.0,209500000.0,,588000000.0,22400000.0,350500000.0,964500000.0,56700000.0,240700000.0,,364800000.0,49500000.0,,,211400000.0,132400000.0,,41700000.0,138000000.0,1716900000.0,55900000.0,3136200000.0,1076400000.0,1487700000.0,709200000.0,1076400000.0,1133100000.0,2003100000.0,3136200000.0,684000000.0,1293900000.0,0.0,-759200000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q3,,2009-09-30,2009-11-04 14:54:58+00:00,262500000.0,715400000.0,372600000.0,-227300000.0,150500000.0,59900000.0,,400000000.0,,134000000.0,4000000.0,10200000.0,212800000.0,,541900000.0,22200000.0,380600000.0,948800000.0,52300000.0,221800000.0,,286700000.0,44200000.0,,,204800000.0,131000000.0,,48500000.0,145200000.0,1664200000.0,71700000.0,3045500000.0,1069400000.0,1435100000.0,765200000.0,1069400000.0,1121700000.0,1923800000.0,3045500000.0,661600000.0,1158600000.0,0.0,-767500000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q2,,2009-06-30,2009-08-05 16:21:15+00:00,266200000.0,701500000.0,329000000.0,-249700000.0,154400000.0,67000000.0,,401700000.0,,132000000.0,11300000.0,10200000.0,201900000.0,,561200000.0,21000000.0,390400000.0,948400000.0,59100000.0,239300000.0,,339100000.0,27900000.0,,,194200000.0,114600000.0,,40800000.0,132800000.0,1644900000.0,72600000.0,3028500000.0,1042100000.0,1423700000.0,717200000.0,1042100000.0,1101200000.0,1927300000.0,3028500000.0,656400000.0,1210100000.0,0.0,-754800000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2010.0,FY,,2010-12-31,2012-02-21 08:23:32+00:00,389300000.0,852900000.0,323900000.0,-311700000.0,209900000.0,161500000.0,0.0,452900000.0,,108700000.0,15400000.0,75800000.0,194400000.0,54000000.0,503000000.0,22400000.0,347800000.0,918500000.0,57700000.0,314700000.0,,307500000.0,24100000.0,,,169700000.0,108300000.0,,38600000.0,175300000.0,1853000000.0,134900000.0,3319900000.0,1131500000.0,1646200000.0,963400000.0,1131500000.0,1189200000.0,2130700000.0,3319900000.0,755200000.0,1167300000.0,0.0,-862700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2010.0,Q3,,2010-09-30,2010-11-02 15:27:34+00:00,322900000.0,813700000.0,293300000.0,-290800000.0,218100000.0,267300000.0,,449300000.0,,145100000.0,5700000.0,61300000.0,199200000.0,,535300000.0,22400000.0,366900000.0,943200000.0,54900000.0,254700000.0,,281300000.0,18400000.0,,,221900000.0,133800000.0,,43700000.0,169400000.0,1915600000.0,132900000.0,3403800000.0,1302200000.0,1762400000.0,834500000.0,1302200000.0,1357100000.0,2046700000.0,3403800000.0,698200000.0,1212200000.0,0.0,-771900000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2010.0,Q2,,2010-06-30,2010-08-04 14:46:44+00:00,288800000.0,830900000.0,279900000.0,-323800000.0,216100000.0,162400000.0,,406700000.0,,159000000.0,8700000.0,53800000.0,184100000.0,,562900000.0,21400000.0,346000000.0,917000000.0,57600000.0,215700000.0,,314800000.0,30700000.0,,,222300000.0,131300000.0,,44200000.0,160300000.0,1841800000.0,75300000.0,3219100000.0,1155000000.0,1658600000.0,737200000.0,1155000000.0,1212600000.0,2006500000.0,3219100000.0,643500000.0,1269300000.0,0.0,-769700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2010.0,Q1,,2010-03-31,2010-05-05 13:05:30+00:00,272900000.0,892500000.0,260300000.0,-298300000.0,172400000.0,86700000.0,,398300000.0,,159100000.0,7400000.0,47300000.0,197700000.0,,609900000.0,21700000.0,345500000.0,937500000.0,54700000.0,224600000.0,,349900000.0,56600000.0,,,213600000.0,137400000.0,,41900000.0,154100000.0,1785100000.0,90000000.0,3233000000.0,1132300000.0,1637900000.0,734500000.0,1132300000.0,1187000000.0,2046000000.0,3233000000.0,657600000.0,1311500000.0,0.0,-752800000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2011.0,FY,,2011-12-31,2013-02-19 12:33:44+00:00,382100000.0,931300000.0,301300000.0,-390000000.0,213300000.0,158900000.0,0.0,473100000.0,76200000.0,135500000.0,15500000.0,79800000.0,225900000.0,187300000.0,779100000.0,28300000.0,470300000.0,986800000.0,63500000.0,246900000.0,,368700000.0,18500000.0,,,198900000.0,116800000.0,,41600000.0,173400000.0,2176200000.0,46500000.0,3743500000.0,1240600000.0,1869400000.0,919900000.0,1240600000.0,1304100000.0,2439400000.0,3743500000.0,887300000.0,1519500000.0,0.0,-1018700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2011.0,Q3,,2011-09-30,2011-11-02 13:47:24+00:00,345600000.0,854300000.0,372300000.0,-293500000.0,208600000.0,109400000.0,0.0,468700000.0,,101200000.0,33700000.0,66600000.0,204200000.0,,493600000.0,26000000.0,444300000.0,954800000.0,60300000.0,266000000.0,,252700000.0,13800000.0,,,248300000.0,107100000.0,,39800000.0,181100000.0,2108800000.0,77500000.0,3389600000.0,1318000000.0,1690300000.0,909500000.0,1318000000.0,1378300000.0,2011300000.0,3389600000.0,744500000.0,1101800000.0,0.0,-966000000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2011.0,Q2,,2011-06-30,2011-08-03 14:54:32+00:00,320900000.0,858400000.0,381300000.0,-270000000.0,214800000.0,186600000.0,0.0,464400000.0,,101000000.0,16500000.0,56300000.0,210200000.0,,485500000.0,25400000.0,421300000.0,957400000.0,60600000.0,274800000.0,,267300000.0,12900000.0,,,245300000.0,110300000.0,,41700000.0,185800000.0,2032700000.0,137400000.0,3466200000.0,1360700000.0,1753100000.0,925300000.0,1360700000.0,1421300000.0,2044900000.0,3466200000.0,755700000.0,1119600000.0,0.0,-866400000.0
