company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 15:54:59+00:00,0.0,,133700000.0,4400000.0,4400000.0,-74600000.0,14600000.0,0.0,-243400000.0,-120600000.0,314700000.0,,,-45100000.0,-243400000.0,-120600000.0,269600000.0,-90000000.0,142000000.0,166300000.0,-24300000.0,89300000.0,,-15200000.0,,-39900000.0,-115400000.0,-101700000.0,-116400000.0,,5600000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,Q4,2008-10-01,2008-12-31,,-800000.0,,29900000.0,,1500000.0,-77600000.0,300000.0,65800000.0,-21900000.0,-50400000.0,40200000.0,,,-12000000.0,-21900000.0,-50400000.0,28200000.0,-42600000.0,63300000.0,68100000.0,-4800000.0,19800000.0,,-2900000.0,,-9300000.0,-48900000.0,-18400000.0,-60300000.0,,2200000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 08:57:34+00:00,-90600000.0,,124200000.0,,-1500000.0,-93800000.0,13100000.0,191800000.0,-137500000.0,-191700000.0,357400000.0,,,-49800000.0,-137500000.0,-191700000.0,307600000.0,-23100000.0,321600000.0,346500000.0,-24900000.0,-19500000.0,0.0,-8100000.0,,-46900000.0,-174800000.0,-108600000.0,-186900000.0,,81800000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,Q3,2008-07-01,2008-09-30,,-89800000.0,,32600000.0,,-4900000.0,76200000.0,2000000.0,51300000.0,-40300000.0,-150800000.0,178800000.0,,,-11100000.0,-40300000.0,-150800000.0,167700000.0,-28300000.0,80000000.0,85900000.0,-5900000.0,-15900000.0,,-2500000.0,,-16100000.0,-59500000.0,-12500000.0,-65000000.0,,1000000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-04 14:54:58+00:00,-89800000.0,,94300000.0,,-3000000.0,-16200000.0,12800000.0,126000000.0,-115600000.0,-141300000.0,317200000.0,,,-37800000.0,-115600000.0,-141300000.0,279400000.0,19500000.0,258300000.0,278400000.0,-20100000.0,-39300000.0,,-5200000.0,,-37600000.0,-125900000.0,-90200000.0,-126600000.0,,79600000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-05 16:21:15+00:00,0.0,,61700000.0,,1900000.0,-92400000.0,10800000.0,74700000.0,-75300000.0,9500000.0,138400000.0,,,-26700000.0,-75300000.0,9500000.0,111700000.0,47800000.0,178300000.0,192500000.0,-14200000.0,-23400000.0,,-2700000.0,,-21500000.0,-66400000.0,-77700000.0,-61600000.0,,78600000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q4,2009-10-01,2009-12-31,,,,33700000.0,,-800000.0,-16700000.0,4200000.0,323200000.0,18700000.0,-59500000.0,69200000.0,,,-10900000.0,18700000.0,-59500000.0,58300000.0,16700000.0,66800000.0,69300000.0,-2500000.0,-17100000.0,,-2000000.0,,-9000000.0,-54400000.0,-299500000.0,-200000.0,,-3100000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 08:23:32+00:00,-34300000.0,,127200000.0,,1200000.0,-72200000.0,10200000.0,379100000.0,-77800000.0,-200700000.0,343500000.0,,,-42000000.0,-77800000.0,-200700000.0,301500000.0,24200000.0,238800000.0,257000000.0,-18200000.0,31500000.0,0.0,-9100000.0,,-49700000.0,-161200000.0,-380800000.0,-36600000.0,,3900000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q3TTM,2008-10-01,2009-09-30,,-35100000.0,,123400000.0,,3500000.0,-133100000.0,6300000.0,121700000.0,-118400000.0,-191600000.0,314500000.0,,,-43100000.0,-118400000.0,-191600000.0,271400000.0,-35100000.0,235300000.0,255800000.0,-20500000.0,68400000.0,,-10000000.0,,-50000000.0,-155700000.0,-99700000.0,-96700000.0,,9200000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q3,2009-07-01,2009-09-30,,-2500000.0,,32300000.0,,1600000.0,54400000.0,3700000.0,-900000.0,-63400000.0,-34700000.0,100400000.0,,,-11000000.0,-63400000.0,-34700000.0,89400000.0,-7100000.0,29400000.0,35500000.0,-6100000.0,-21800000.0,,-2600000.0,,-14000000.0,-35000000.0,-31900000.0,-20300000.0,,5400000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 15:27:34+00:00,-34300000.0,,93500000.0,,2000000.0,-55500000.0,6000000.0,55900000.0,-96500000.0,-141200000.0,274300000.0,,,-31100000.0,-96500000.0,-141200000.0,243200000.0,7500000.0,172000000.0,187700000.0,-15700000.0,48600000.0,0.0,-7100000.0,,-40700000.0,-106800000.0,-81300000.0,-36400000.0,,7000000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q2TTM,2008-07-01,2009-06-30,,-122400000.0,,123700000.0,,-3000000.0,-111300000.0,4600000.0,173900000.0,-95300000.0,-307700000.0,392900000.0,,,-43200000.0,-95300000.0,-307700000.0,349700000.0,-56300000.0,285900000.0,306200000.0,-20300000.0,74300000.0,,-9900000.0,,-52100000.0,-180200000.0,-80300000.0,-141400000.0,,4800000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q2,2009-04-01,2009-06-30,,-18900000.0,,30900000.0,,800000.0,11000000.0,1600000.0,6800000.0,-65200000.0,-62100000.0,149100000.0,,,-10500000.0,-65200000.0,-62100000.0,138600000.0,12100000.0,71700000.0,76900000.0,-5200000.0,30300000.0,,-3100000.0,,-9200000.0,-40800000.0,-49400000.0,-15000000.0,,700000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 14:46:44+00:00,-31800000.0,,61200000.0,,400000.0,-109900000.0,2300000.0,56800000.0,-33100000.0,-106500000.0,173900000.0,,,-20100000.0,-33100000.0,-106500000.0,153800000.0,14600000.0,142600000.0,152200000.0,-9600000.0,70400000.0,0.0,-4500000.0,,-26700000.0,-71800000.0,-49400000.0,-16100000.0,,1600000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 13:05:30+00:00,-12900000.0,,30300000.0,,-400000.0,-120900000.0,700000.0,50000000.0,32100000.0,-44400000.0,24800000.0,,,-9600000.0,32100000.0,-44400000.0,15200000.0,2500000.0,70900000.0,75300000.0,-4400000.0,40100000.0,,-1400000.0,,-17500000.0,-31000000.0,0.0,-1100000.0,,900000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2010.0,Q4,2010-10-01,2010-12-31,,-7500000.0,,34600000.0,,1100000.0,62200000.0,5700000.0,700000.0,-129900000.0,-46700000.0,91500000.0,,,-21800000.0,-129900000.0,-46700000.0,69700000.0,-105800000.0,-50300000.0,-42000000.0,-8300000.0,36700000.0,4800000.0,7900000.0,,-9100000.0,-47000000.0,-31300000.0,-100700000.0,,-100000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 12:33:44+00:00,-7500000.0,,133600000.0,,1000000.0,34900000.0,18100000.0,35000000.0,-116600000.0,-154000000.0,399700000.0,,,-45200000.0,-116600000.0,-154000000.0,354500000.0,84900000.0,184900000.0,218500000.0,-33600000.0,12700000.0,56300000.0,-6800000.0,,-47400000.0,-142300000.0,-40900000.0,-137700000.0,,2600000.0
FMC Corp,FMC,CKDHZ2X64EEBQCSP7013,37785,2010.0,Q3TTM,2009-10-01,2010-09-30,,,,132700000.0,,-900000.0,-44000000.0,16600000.0,357500000.0,32000000.0,-166800000.0,377400000.0,,,-34300000.0,32000000.0,-166800000.0,343100000.0,207400000.0,302000000.0,329800000.0,-27800000.0,-41100000.0,51500000.0,-16700000.0,,-47300000.0,-149700000.0,-309100000.0,-37200000.0,,-400000.0
