company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,FY,,2008-12-31,2010-02-24 16:17:26+00:00,564000000.0,945500000.0,1030200000.0,-3100000.0,1431600000.0,68700000.0,,6264000000.0,359900000.0,136800000.0,10521500000.0,564100000.0,7198500000.0,281900000.0,6738200000.0,1100000.0,1239900000.0,174700000.0,,107700000.0,490000000.0,203100000.0,1477200000.0,504000000.0,19921400000.0,7281400000.0,1325700000.0,2565800000.0,7281400000.0,7282500000.0,12638900000.0,19921400000.0,11857500000.0,10073100000.0,0.0,-456700000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,FY,,2009-12-31,2011-02-18 16:11:53+00:00,592800000.0,865100000.0,985600000.0,19000000.0,1685200000.0,48000000.0,,6320100000.0,331100000.0,195300000.0,10667100000.0,500000000.0,6419600000.0,240500000.0,6657700000.0,2600000.0,1040500000.0,156500000.0,,96200000.0,210100000.0,279200000.0,1683100000.0,543000000.0,19540300000.0,7564500000.0,1264900000.0,2548700000.0,7564500000.0,7567100000.0,11973200000.0,19540300000.0,11617700000.0,9424500000.0,0.0,-457700000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q3,,2009-09-30,2009-11-03 19:59:02+00:00,458800000.0,928200000.0,953500000.0,-4400000.0,1554700000.0,107300000.0,,6293700000.0,332700000.0,179500000.0,10534000000.0,517700000.0,6813300000.0,254900000.0,6585600000.0,2300000.0,1323200000.0,189300000.0,,110500000.0,233600000.0,186400000.0,1720100000.0,242500000.0,19530100000.0,7552200000.0,1404300000.0,2098000000.0,7552200000.0,7554500000.0,11975600000.0,19530100000.0,11540200000.0,9877600000.0,0.0,-457200000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q2,,2009-06-30,2009-08-07 06:32:30+00:00,462900000.0,913500000.0,935700000.0,-1400000.0,1583900000.0,67600000.0,,6278600000.0,352500000.0,135100000.0,10539500000.0,529700000.0,6768500000.0,259300000.0,6612900000.0,1700000.0,1235100000.0,136700000.0,,107900000.0,252100000.0,179000000.0,1671900000.0,327300000.0,19446400000.0,7491900000.0,1252900000.0,2186300000.0,7491900000.0,7493600000.0,11952800000.0,19446400000.0,11580600000.0,9766500000.0,0.0,-457200000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2010.0,FY,,2010-12-31,2012-02-17 13:58:44+00:00,606500000.0,828900000.0,803300000.0,21900000.0,1721100000.0,88300000.0,0.0,6435100000.0,295100000.0,121500000.0,10655300000.0,451300000.0,5865100000.0,172800000.0,6698500000.0,2400000.0,1044800000.0,207400000.0,,93100000.0,237900000.0,305500000.0,1890300000.0,878500000.0,19461900000.0,7846500000.0,1246100000.0,2676500000.0,7846500000.0,7848900000.0,11613000000.0,19461900000.0,11517300000.0,8936500000.0,0.0,-500800000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2010.0,Q3,,2010-09-30,2010-11-04 19:47:53+00:00,473000000.0,895700000.0,865000000.0,14700000.0,1715000000.0,120500000.0,,6408800000.0,321800000.0,113200000.0,10646800000.0,450700000.0,5836000000.0,206100000.0,6586900000.0,2100000.0,964600000.0,200800000.0,,83600000.0,237300000.0,321100000.0,1819500000.0,1091900000.0,19458000000.0,7783900000.0,1330200000.0,2835300000.0,7783900000.0,7786000000.0,11672000000.0,19458000000.0,11540900000.0,8836700000.0,0.0,-459100000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2010.0,Q2,,2010-06-30,2010-07-29 18:04:23+00:00,470500000.0,898400000.0,872000000.0,12000000.0,1719200000.0,56000000.0,,6368400000.0,331300000.0,195500000.0,10661400000.0,465700000.0,6425000000.0,315200000.0,6603700000.0,2300000.0,977000000.0,138800000.0,,99700000.0,236700000.0,298300000.0,1762300000.0,692500000.0,19571400000.0,7683600000.0,1288700000.0,2466000000.0,7683600000.0,7685900000.0,11885500000.0,19571400000.0,11679000000.0,9419500000.0,0.0,-459100000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2010.0,Q1,,2010-03-31,2010-04-29 20:51:48+00:00,412200000.0,850700000.0,952900000.0,12200000.0,1699500000.0,81400000.0,,6336600000.0,329900000.0,198200000.0,10665400000.0,483200000.0,6638300000.0,221800000.0,6599400000.0,2100000.0,989300000.0,135700000.0,,84200000.0,229500000.0,314600000.0,1675500000.0,475700000.0,19465300000.0,7566600000.0,1266000000.0,2254900000.0,7566600000.0,7568700000.0,11896600000.0,19465300000.0,11599900000.0,9641700000.0,0.0,-457700000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2011.0,FY,,2011-12-31,2013-02-15 15:24:35+00:00,563600000.0,825800000.0,936700000.0,-21500000.0,1700400000.0,66300000.0,0.0,6499600000.0,290200000.0,157700000.0,10647000000.0,409600000.0,6887000000.0,189600000.0,6792300000.0,2100000.0,1161100000.0,215900000.0,,72200000.0,247300000.0,222100000.0,2164700000.0,34800000.0,19551500000.0,7681300000.0,1265700000.0,1897500000.0,7681300000.0,7683400000.0,11868100000.0,19551500000.0,11493500000.0,9970600000.0,0.0,-961500000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2011.0,Q3,,2011-09-30,2011-10-27 17:56:35+00:00,515200000.0,901300000.0,943000000.0,-2200000.0,1714600000.0,72600000.0,0.0,6490000000.0,306800000.0,104600000.0,10646700000.0,427600000.0,7021600000.0,160500000.0,6708900000.0,2100000.0,1069700000.0,175900000.0,,82800000.0,258100000.0,178300000.0,2055300000.0,9700000.0,19456200000.0,7612400000.0,1254400000.0,1857500000.0,7612400000.0,7614500000.0,11841700000.0,19456200000.0,11492900000.0,9984200000.0,0.0,-930700000.0
