company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 16:17:26+00:00,1.53,1.53,0.55,305500000.0,1.51,0.0,177900000.0,290200000.0,290200000.0,290200000.0,0.0,2003900000.0,3176200000.0,14100000.0,17100000.0,,0.0,313700000.0,2003900000.0,1172300000.0,94800000.0,12800000.0,636300000.0,536000000.0,-67900000.0,468100000.0,3176200000.0,189700000.0,190100000.0,192000000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 16:11:53+00:00,0.38,0.38,0.72,354100000.0,0.37,89800000.0,85400000.0,73900000.0,73900000.0,73800000.0,100000.0,2416700000.0,3685100000.0,-1600000.0,23900000.0,,82700000.0,434700000.0,2416700000.0,1268400000.0,131900000.0,9600000.0,985200000.0,283200000.0,-123900000.0,159300000.0,3685100000.0,194200000.0,196700000.0,198400000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 19:59:02+00:00,0.49,0.49,0.19,77300000.0,0.48,,56700000.0,88700000.0,88700000.0,88700000.0,0.0,499500000.0,834000000.0,-1600000.0,4600000.0,0.0,0.0,85600000.0,499500000.0,334500000.0,22600000.0,2600000.0,167500000.0,167000000.0,-21600000.0,145400000.0,834000000.0,181000000.0,182300000.0,184100000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 06:32:30+00:00,0.22,0.22,0.17,76200000.0,0.22,,27000000.0,40700000.0,40700000.0,40700000.0,0.0,577500000.0,827500000.0,700000.0,4500000.0,0.0,0.0,83700000.0,577500000.0,250000000.0,21100000.0,2500000.0,164400000.0,85600000.0,-17900000.0,67700000.0,827500000.0,185000000.0,182000000.0,183900000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q4,2009-10-01,2009-12-31,,0.38,0.08,0.19,211000000.0,0.09,7300000.0,44600000.0,35900000.0,35900000.0,35600000.0,300000.0,1201100000.0,1999000000.0,400000.0,21400000.0,,7300000.0,221700000.0,1201100000.0,797900000.0,249400000.0,300000.0,468700000.0,329200000.0,-248700000.0,80500000.0,1999000000.0,380800000.0,379700000.0,381000000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 13:58:44+00:00,1.3,1.3,0.76,869700000.0,1.3,-137000000.0,368500000.0,496500000.0,496500000.0,495000000.0,1500000.0,4844200000.0,8199100000.0,3200000.0,88800000.0,,63200000.0,880400000.0,4844200000.0,3354900000.0,730000000.0,2000000.0,1765100000.0,1589800000.0,-724800000.0,865000000.0,8199100000.0,380800000.0,379700000.0,381000000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.21,1.21,0.57,658700000.0,1.21,-144300000.0,323900000.0,460600000.0,460600000.0,459400000.0,1200000.0,3643100000.0,6200100000.0,2800000.0,67400000.0,,55900000.0,658700000.0,3643100000.0,2557000000.0,480600000.0,1700000.0,1296400000.0,1260600000.0,-476100000.0,784500000.0,6200100000.0,376600000.0,379732000.0,381134000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 19:47:53+00:00,0.32,0.32,0.19,218300000.0,0.32,900000.0,91100000.0,121000000.0,121000000.0,120500000.0,500000.0,1207500000.0,2073500000.0,1300000.0,22200000.0,,12300000.0,225400000.0,1207500000.0,866000000.0,176600000.0,500000.0,479100000.0,386900000.0,-174800000.0,212100000.0,2073500000.0,376600000.0,379732000.0,381134000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.89,0.89,0.38,440400000.0,0.89,-145200000.0,232800000.0,339600000.0,339600000.0,338900000.0,700000.0,2435600000.0,4126600000.0,1500000.0,45200000.0,,43600000.0,433300000.0,2435600000.0,1691000000.0,304000000.0,1200000.0,817300000.0,873700000.0,-301300000.0,572400000.0,4126600000.0,376500000.0,379169000.0,379932000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 18:04:23+00:00,0.6,0.6,0.19,218600000.0,0.59,-150100000.0,145800000.0,226200000.0,226200000.0,225900000.0,300000.0,1226900000.0,2066100000.0,1300000.0,21900000.0,,12300000.0,215800000.0,1226900000.0,839200000.0,150500000.0,500000.0,318500000.0,520700000.0,-148700000.0,372000000.0,2066100000.0,376500000.0,379169000.0,379932000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 20:51:48+00:00,,0.3,0.19,221800000.0,0.3,4900000.0,87000000.0,113400000.0,113400000.0,113000000.0,400000.0,1208700000.0,2060500000.0,200000.0,23300000.0,,31300000.0,217500000.0,1208700000.0,851800000.0,153500000.0,700000.0,498800000.0,353000000.0,-152600000.0,200400000.0,2060500000.0,,378900000.0,379900000.0
