company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 16:17:26+00:00,-4400000.0,116600000.0,188900000.0,42100000.0,81600000.0,31300000.0,313500000.0,-408300000.0,-260300000.0,661300000.0,-408300000.0,-260300000.0,661300000.0,-7300000.0,290200000.0,290200000.0,-16000000.0,6000000.0,-11600000.0,-93900000.0,,-292500000.0,-302400000.0,-362800000.0,,6100000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 16:11:53+00:00,-553800000.0,131500000.0,222600000.0,3300000.0,-38100000.0,24600000.0,1453400000.0,469400000.0,-934700000.0,512200000.0,469400000.0,-934700000.0,512200000.0,46900000.0,73900000.0,73900000.0,122300000.0,500000.0,-5500000.0,-128300000.0,,-386900000.0,-740600000.0,-140200000.0,,8200000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,Q4,2008-10-01,2008-12-31,,-540400000.0,50300000.0,76900000.0,3300000.0,-86200000.0,4400000.0,760000000.0,647200000.0,-656400000.0,38000000.0,647200000.0,-656400000.0,38000000.0,28800000.0,-131600000.0,-131600000.0,128600000.0,-3400000.0,1100000.0,-34600000.0,,-122800000.0,-77400000.0,-1800000.0,,2400000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,Q3,2008-07-01,2008-09-30,,-1200000.0,27900000.0,49400000.0,,2000000.0,5300000.0,526400000.0,-44900000.0,-91000000.0,162700000.0,-44900000.0,-91000000.0,162700000.0,26800000.0,88700000.0,88700000.0,-5300000.0,1100000.0,6400000.0,-31000000.0,,-98700000.0,-546700000.0,,,2500000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-03 19:59:02+00:00,-13400000.0,81200000.0,145700000.0,0.0,48100000.0,20200000.0,693400000.0,-177800000.0,-278300000.0,474200000.0,-177800000.0,-278300000.0,474200000.0,18100000.0,205500000.0,205500000.0,-6300000.0,3900000.0,-6600000.0,-93700000.0,,-264100000.0,-663200000.0,-138400000.0,,5800000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 06:32:30+00:00,-12200000.0,53300000.0,96300000.0,0.0,46100000.0,14900000.0,167000000.0,-132900000.0,-187300000.0,311500000.0,-132900000.0,-187300000.0,311500000.0,-8700000.0,116800000.0,116800000.0,-1000000.0,2800000.0,-13000000.0,-62700000.0,,-165400000.0,-116500000.0,-138400000.0,,3300000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q4,2009-10-01,2009-12-31,,,80300000.0,130700000.0,37800000.0,-80300000.0,21700000.0,1124400000.0,-220300000.0,-223100000.0,384100000.0,-220300000.0,-223100000.0,384100000.0,-59300000.0,35900000.0,35900000.0,217500000.0,-4200000.0,13900000.0,-72200000.0,,-283800000.0,-1289500000.0,-500000.0,,9000000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 13:58:44+00:00,-100000.0,349100000.0,520600000.0,511100000.0,-153800000.0,39600000.0,2718000000.0,-1174700000.0,-242500000.0,1396500000.0,-1174700000.0,-242500000.0,1396500000.0,-20700000.0,496500000.0,496500000.0,184100000.0,-11800000.0,41000000.0,-288300000.0,,-826300000.0,-3631200000.0,-1000000.0,,31800000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q3TTM,2008-10-01,2009-09-30,,-540500000.0,319100000.0,466800000.0,476600000.0,-159700000.0,22300000.0,2353600000.0,-307200000.0,-675800000.0,1050400000.0,-307200000.0,-675800000.0,1050400000.0,67400000.0,329000000.0,329000000.0,95200000.0,-11000000.0,28200000.0,-250700000.0,,-665300000.0,-2419100000.0,-2300000.0,,25200000.0
Republic Services Inc,RSG,NKNQHM6BLECKVOQP7O46,1060391,2009.0,Q3,2009-07-01,2009-09-30,,,88500000.0,129700000.0,55000000.0,-57000000.0,11100000.0,914100000.0,-163200000.0,-121900000.0,324800000.0,-163200000.0,-121900000.0,324800000.0,39700000.0,121100000.0,121100000.0,42500000.0,-8100000.0,4400000.0,-72100000.0,,-187400000.0,-1008200000.0,,,6100000.0
