company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,retainedearnings,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Big Lots Inc,BIG,,768835,2009.0,FY,,2010-01-30,2011-03-30 16:01:46+00:00,309862000.0,52519000.0,-13135000.0,44695000.0,,283733000.0,516236000.0,51012000.0,18993000.0,47402000.0,,,,731337000.0,491256000.0,31490000.0,28136000.0,28577000.0,56884000.0,39570000.0,4786000.0,27135000.0,20799000.0,69388000.0,1289353000.0,1669493000.0,1001412000.0,1122966000.0,542520000.0,1001412000.0,1001412000.0,668081000.0,1669493000.0,55271000.0,125561000.0,0.0,-791042000.0
Big Lots Inc,BIG,,768835,2010.0,FY,,2011-01-29,2012-03-26 16:49:56+00:00,302818000.0,53771000.0,-10470000.0,46145000.0,,177539000.0,524516000.0,50252000.0,25215000.0,43433000.0,0.0,,0.0,762146000.0,524906000.0,42037000.0,6666000.0,19142000.0,61782000.0,37741000.0,3552000.0,36308000.0,23551000.0,75401000.0,1511877000.0,1619599000.0,946793000.0,1051719000.0,541931000.0,946793000.0,946793000.0,672806000.0,1619599000.0,42974000.0,130875000.0,0.0,-1079130000.0
Big Lots Inc,BIG,,768835,2010.0,Q3,,2010-10-30,2010-12-08 16:18:23+00:00,469896000.0,58841000.0,-14051000.0,45779000.0,,50780000.0,519747000.0,57872000.0,960000.0,41097000.0,,,128500000.0,1006385000.0,527244000.0,42630000.0,17340000.0,18015000.0,84806000.0,37853000.0,3671000.0,36762000.0,24322000.0,79717000.0,1401822000.0,1781189000.0,828004000.0,1199843000.0,692035000.0,829908000.0,829908000.0,951281000.0,1781189000.0,54102000.0,259246000.0,0.0,-1079514000.0
Big Lots Inc,BIG,,768835,2010.0,Q2,,2010-07-31,2010-09-08 16:01:57+00:00,340969000.0,58119000.0,-12478000.0,45919000.0,,170711000.0,514415000.0,52415000.0,738000.0,36133000.0,,,,734208000.0,503766000.0,35765000.0,20658000.0,19646000.0,72030000.0,37619000.0,3768000.0,36178000.0,22649000.0,76969000.0,1384128000.0,1589966000.0,911672000.0,1029364000.0,554315000.0,911672000.0,911672000.0,678294000.0,1589966000.0,56836000.0,123979000.0,0.0,-974393000.0
Big Lots Inc,BIG,,768835,2011.0,FY,,2012-01-28,2013-04-02 16:21:01+00:00,350117000.0,56088000.0,-15519000.0,49794000.0,,68547000.0,543335000.0,42784000.0,36775000.0,29170000.0,12282000.0,,65900000.0,825195000.0,572767000.0,59320000.0,6549000.0,18681000.0,70130000.0,35159000.0,3115000.0,43056000.0,39562000.0,74396000.0,1718941000.0,1641310000.0,823233000.0,1006656000.0,584820000.0,823233000.0,823233000.0,818077000.0,1641310000.0,61887000.0,233257000.0,0.0,-1423524000.0
Big Lots Inc,BIG,,768835,2011.0,Q3,,2011-10-29,2011-12-07 16:26:44+00:00,549724000.0,69116000.0,-10321000.0,47415000.0,,59947000.0,537983000.0,50005000.0,811000.0,26115000.0,12423000.0,,285100000.0,1100457000.0,578856000.0,59371000.0,10480000.0,16970000.0,101465000.0,37124000.0,3233000.0,49288000.0,35157000.0,82580000.0,1604221000.0,1962921000.0,750205000.0,1311874000.0,768703000.0,750205000.0,750205000.0,1212716000.0,1962921000.0,72191000.0,444013000.0,0.0,-1381678000.0
Big Lots Inc,BIG,,768835,2011.0,Q2,,2011-07-30,2011-09-07 16:24:26+00:00,367542000.0,61846000.0,-9980000.0,46898000.0,,57829000.0,531931000.0,47086000.0,1395000.0,21353000.0,21507000.0,,60400000.0,780070000.0,542462000.0,50966000.0,12404000.0,18857000.0,99026000.0,37668000.0,3342000.0,40034000.0,35951000.0,77653000.0,1600031000.0,1600418000.0,816547000.0,984011000.0,570799000.0,816547000.0,816547000.0,783871000.0,1600418000.0,73945000.0,213072000.0,0.0,-1305435000.0
Big Lots Inc,BIG,,768835,2011.0,Q1,,2011-04-30,2011-06-07 16:03:23+00:00,372425000.0,60270000.0,-10258000.0,47077000.0,,283895000.0,526253000.0,51136000.0,32792000.0,24222000.0,,,,784865000.0,521925000.0,44924000.0,10786000.0,18221000.0,63206000.0,37848000.0,3452000.0,42009000.0,29930000.0,79845000.0,1564348000.0,1757822000.0,1006816000.0,1183102000.0,610854000.0,1006816000.0,1006816000.0,751006000.0,1757822000.0,52795000.0,140152000.0,0.0,-1073527000.0
Big Lots Inc,BIG,,768835,2012.0,FY,,2013-02-02,2014-04-01 16:02:19+00:00,393652000.0,53788000.0,-13330000.0,63332000.0,,60581000.0,553020000.0,37696000.0,40538000.0,26753000.0,13522000.0,,171200000.0,918023000.0,593562000.0,73658000.0,0.0,19028000.0,74330000.0,36861000.0,3069000.0,55912000.0,38632000.0,74973000.0,1896062000.0,1753626000.0,758142000.0,1090630000.0,629634000.0,758142000.0,758142000.0,995484000.0,1753626000.0,69434000.0,365850000.0,0.0,-1677610000.0
Big Lots Inc,BIG,,768835,2012.0,Q3,,2012-10-27,2012-12-05 17:20:45+00:00,574183000.0,68628000.0,-14712000.0,50702000.0,,66257000.0,549639000.0,45598000.0,372000.0,27155000.0,13513000.0,,463100000.0,1190749000.0,601943000.0,72491000.0,3845000.0,15799000.0,102907000.0,36784000.0,3069000.0,40090000.0,38553000.0,81275000.0,1775775000.0,2064902000.0,632791000.0,1405511000.0,791466000.0,632791000.0,632791000.0,1432111000.0,2064902000.0,57448000.0,640645000.0,0.0,-1677911000.0
