company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Big Lots Inc,BIG,,768835,2008.0,FY,2008-02-03,2009-01-31,2011-03-30 16:01:46+00:00,,,92433000.0,5568000.0,73787000.0,,,-25875000.0,,352000.0,-125229000.0,-88192000.0,207944000.0,3119000.0,-125229000.0,-88192000.0,211063000.0,-2358000.0,151547000.0,151547000.0,8485000.0,15450000.0,-7000.0,,-88735000.0,-103523000.0,-37508000.0,550000.0
Big Lots Inc,BIG,,768835,2009.0,Q4,2009-11-01,2010-01-30,,,,-80125000.0,-218000.0,17629000.0,,,128968000.0,-102000.0,-238688000.0,2535000.0,-16797000.0,250291000.0,1797000.0,2535000.0,-16797000.0,252088000.0,237826000.0,105366000.0,105366000.0,-1672000.0,4171000.0,,,-16833000.0,237154000.0,,36000.0
Big Lots Inc,BIG,,768835,2009.0,FY,2009-02-01,2010-01-30,2012-03-26 16:49:56+00:00,0.0,,,,71501000.0,,0.0,117767000.0,,112000.0,-65129000.0,-77937000.0,391617000.0,409000.0,-65129000.0,-77937000.0,392026000.0,248960000.0,200369000.0,200369000.0,1980000.0,6499000.0,-90000.0,,-78708000.0,-69891000.0,-1849000.0,861000.0
Big Lots Inc,BIG,,768835,2009.0,Q3,2009-08-02,2009-10-31,,,,2795000.0,41000.0,17329000.0,,,-69698000.0,24000.0,6200000.0,1377000.0,-22483000.0,-30093000.0,-1169000.0,1377000.0,-22483000.0,-31262000.0,-52368000.0,30329000.0,30329000.0,-8053000.0,1095000.0,-33000.0,,-23028000.0,-5847000.0,-95000.0,578000.0
Big Lots Inc,BIG,,768835,2009.0,Q3YTD,2009-02-01,2009-10-31,2010-12-08 16:18:23+00:00,,,80125000.0,218000.0,53872000.0,,,-11201000.0,102000.0,238800000.0,-67664000.0,-61140000.0,141326000.0,-1388000.0,-67664000.0,-61140000.0,139938000.0,11134000.0,95003000.0,95003000.0,3652000.0,2328000.0,-90000.0,,-61875000.0,-307045000.0,-1849000.0,825000.0
Big Lots Inc,BIG,,768835,2009.0,Q2YTD,2009-02-01,2009-08-01,2010-09-08 16:01:57+00:00,,,77330000.0,177000.0,36543000.0,,,58497000.0,78000.0,232600000.0,-69041000.0,-38657000.0,171419000.0,-219000.0,-69041000.0,-38657000.0,171200000.0,63502000.0,64674000.0,64674000.0,11705000.0,1233000.0,-57000.0,,-38847000.0,-301198000.0,-1754000.0,247000.0
Big Lots Inc,BIG,,768835,2010.0,Q4,2010-10-31,2011-01-29,,,,-89407000.0,-167000.0,19624000.0,,,156092000.0,,-128501000.0,-128844000.0,-23438000.0,279041000.0,,-128844000.0,-23438000.0,279041000.0,126759000.0,110055000.0,110055000.0,-6730000.0,272000.0,-3000.0,,-23693000.0,-598000.0,-17000.0,258000.0
Big Lots Inc,BIG,,768835,2010.0,FY,2010-01-31,2011-01-29,2013-04-02 16:21:01+00:00,0.0,,,,74041000.0,,0.0,2707000.0,,96000.0,-306899000.0,-114552000.0,315257000.0,,-306899000.0,-114552000.0,315257000.0,-106194000.0,222524000.0,222524000.0,15985000.0,46291000.0,-8290000.0,,-107563000.0,-2463000.0,-350823000.0,1301000.0
Big Lots Inc,BIG,,768835,2010.0,Q3TTM,2009-11-01,2010-10-30,,,,9282000.0,-51000.0,72046000.0,,,-24417000.0,-102000.0,-110091000.0,-175520000.0,-107911000.0,286507000.0,1797000.0,-175520000.0,-107911000.0,288304000.0,4873000.0,217835000.0,217835000.0,21043000.0,50190000.0,-8287000.0,,-100703000.0,235289000.0,-350806000.0,1079000.0
Big Lots Inc,BIG,,768835,2010.0,Q3,2010-08-01,2010-10-30,,,,20164000.0,129000.0,18248000.0,,,-144603000.0,,128536000.0,22336000.0,-40811000.0,-101456000.0,,22336000.0,-40811000.0,-101456000.0,-119931000.0,17694000.0,17694000.0,7205000.0,2748000.0,-266000.0,,-41252000.0,-602000.0,-108346000.0,707000.0
Big Lots Inc,BIG,,768835,2010.0,Q3YTD,2010-01-31,2010-10-30,2011-12-07 16:26:44+00:00,0.0,,89407000.0,167000.0,54417000.0,,0.0,-153385000.0,,128597000.0,-178055000.0,-91114000.0,36216000.0,,-178055000.0,-91114000.0,36216000.0,-232953000.0,112469000.0,112469000.0,22715000.0,46019000.0,-8287000.0,,-83870000.0,-1865000.0,-350806000.0,1043000.0
Big Lots Inc,BIG,,768835,2010.0,Q2TTM,2009-08-02,2010-07-31,,,,-8087000.0,-139000.0,71127000.0,,,50488000.0,-78000.0,-232427000.0,-196479000.0,-89583000.0,357870000.0,628000.0,-196479000.0,-89583000.0,358498000.0,72436000.0,230470000.0,230470000.0,5785000.0,48537000.0,-8054000.0,,-82479000.0,230044000.0,-242555000.0,950000.0
Big Lots Inc,BIG,,768835,2010.0,Q2,2010-05-02,2010-07-31,,,,46321000.0,-3000.0,17894000.0,,,-33627000.0,,-1000.0,-81272000.0,-38876000.0,29911000.0,,-81272000.0,-38876000.0,29911000.0,-90237000.0,38877000.0,38877000.0,6767000.0,3177000.0,-8012000.0,,-31134000.0,-617000.0,-83831000.0,270000.0
