company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Big Lots Inc,BIG,,768835,2016.0,Q2YTD,2016-01-31,2016-07-30,,1.31,1.31,0.42,60476000.0,1.29,38335000.0,61374000.0,61374000.0,,61374000.0,1511626000.0,2515730000.0,358000.0,,,842149000.0,1511626000.0,1004104000.0,2128000.0,,902625000.0,101479000.0,-1770000.0,99709000.0,2515730000.0,44500000.0,44402000.0,45014000.0
Big Lots Inc,BIG,,768835,2016.0,Q2TTM,2015-08-02,2016-07-30,,3.18,3.18,0.8,121113000.0,3.15,92328000.0,154398000.0,154228000.0,170000.0,154398000.0,3124877000.0,5216171000.0,-3182000.0,,,1716097000.0,3124877000.0,2091294000.0,4346000.0,,1837210000.0,254084000.0,-7528000.0,246556000.0,5216171000.0,44500000.0,44402000.0,45014000.0
Big Lots Inc,BIG,,768835,2016.0,Q1,2016-01-31,2016-04-30,2017-06-07 16:03:47+00:00,0.8,0.8,0.21,29719000.0,0.79,24030000.0,38659000.0,38659000.0,,38659000.0,794894000.0,1312575000.0,764000.0,,,425403000.0,794894000.0,517681000.0,634000.0,,455122000.0,62559000.0,130000.0,62689000.0,1312575000.0,48300000.0,48466000.0,48888000.0
Big Lots Inc,BIG,,768835,2016.0,Q1TTM,2015-05-03,2016-04-30,,3.02,3.02,0.78,121348000.0,2.99,88138000.0,149319000.0,149224000.0,95000.0,149319000.0,3141997000.0,5222702000.0,-4518000.0,,,1713656000.0,3141997000.0,2080705000.0,3821000.0,,1835004000.0,245701000.0,-8339000.0,237362000.0,5222702000.0,48300000.0,48466000.0,48888000.0
Big Lots Inc,BIG,,768835,2017.0,FY,2017-01-29,2018-02-03,2020-03-31 16:05:20+00:00,4.43,4.43,1.0,117093000.0,4.38,105522000.0,189832000.0,189832000.0,,189832000.0,3121920000.0,5264362000.0,712000.0,0.0,,1723996000.0,3121920000.0,2142442000.0,6711000.0,,1841089000.0,301353000.0,-5999000.0,295354000.0,5264362000.0,42818000.0,42818000.0,42818000.0
Big Lots Inc,BIG,,768835,2017.0,Q4,2017-10-29,2018-02-03,,2.49,2.49,0.25,29604000.0,2.46,61436000.0,104828000.0,104828000.0,,104828000.0,958570000.0,1640611000.0,389000.0,,,484556000.0,958570000.0,682041000.0,2006000.0,,514160000.0,167881000.0,-1617000.0,166264000.0,1640611000.0,42818000.0,42818000.0,42818000.0
Big Lots Inc,BIG,,768835,2017.0,Q3,2017-07-30,2017-10-28,2018-12-12 16:19:25+00:00,0.1,0.1,0.25,29508000.0,0.1,-240000.0,4372000.0,4372000.0,,4372000.0,665558000.0,1109184000.0,405000.0,,,408314000.0,665558000.0,443626000.0,2077000.0,,437822000.0,5804000.0,-1672000.0,4132000.0,1109184000.0,43700000.0,41967000.0,42524000.0
Big Lots Inc,BIG,,768835,2017.0,Q3YTD,2017-01-29,2017-10-28,,1.94,1.94,0.75,87489000.0,1.92,44086000.0,85004000.0,85004000.0,,85004000.0,2163350000.0,3623751000.0,323000.0,,,1239440000.0,2163350000.0,1460401000.0,4705000.0,,1326929000.0,133472000.0,-4382000.0,129090000.0,3623751000.0,43700000.0,41967000.0,42524000.0
Big Lots Inc,BIG,,768835,2017.0,Q3TTM,2016-10-30,2017-10-28,,3.97,3.97,0.96,117179000.0,3.92,97587000.0,175082000.0,175082000.0,,175082000.0,3082794000.0,5196518000.0,679000.0,,,1718552000.0,3082794000.0,2113724000.0,6003000.0,,1835731000.0,277993000.0,-5324000.0,272669000.0,5196518000.0,43700000.0,41967000.0,42524000.0
Big Lots Inc,BIG,,768835,2017.0,Q2,2017-04-30,2017-07-29,2018-09-12 16:15:28+00:00,0.68,0.68,0.25,29386000.0,0.67,17656000.0,29120000.0,29120000.0,,29120000.0,727097000.0,1219597000.0,435000.0,,,415154000.0,727097000.0,492500000.0,1619000.0,,444540000.0,47960000.0,-1184000.0,46776000.0,1219597000.0,42800000.0,43136000.0,43564000.0
Big Lots Inc,BIG,,768835,2017.0,Q2YTD,2017-01-29,2017-07-29,,1.84,1.84,0.5,57981000.0,1.82,44326000.0,80632000.0,80632000.0,,80632000.0,1497792000.0,2514567000.0,-82000.0,,,831126000.0,1497792000.0,1016775000.0,2628000.0,,889107000.0,127668000.0,-2710000.0,124958000.0,2514567000.0,42800000.0,43136000.0,43564000.0
Big Lots Inc,BIG,,768835,2017.0,Q2TTM,2016-07-31,2017-07-29,,3.9,3.9,0.92,117965000.0,3.85,97462000.0,172086000.0,172086000.0,,172086000.0,3080742000.0,5192832000.0,947000.0,,,1719933000.0,3080742000.0,2112090000.0,5591000.0,,1837898000.0,274192000.0,-4644000.0,269548000.0,5192832000.0,42800000.0,43136000.0,43564000.0
Big Lots Inc,BIG,,768835,2017.0,Q1,2017-01-29,2017-04-29,2018-06-13 16:04:08+00:00,1.16,1.16,0.25,28595000.0,1.15,26670000.0,51512000.0,51512000.0,,51512000.0,770695000.0,1294970000.0,-517000.0,,,415972000.0,770695000.0,524275000.0,1009000.0,,444567000.0,79708000.0,-1526000.0,78182000.0,1294970000.0,44400000.0,44361000.0,44728000.0
Big Lots Inc,BIG,,768835,2017.0,Q1TTM,2016-05-01,2017-04-29,,3.73,3.73,0.88,119336000.0,3.68,94111000.0,165681000.0,165681000.0,,165681000.0,3070377000.0,5176390000.0,106000.0,,,1721525000.0,3070377000.0,2106013000.0,5466000.0,,1840861000.0,265152000.0,-5360000.0,259792000.0,5176390000.0,44400000.0,44361000.0,44728000.0
Big Lots Inc,BIG,,768835,2018.0,FY,2018-02-04,2019-02-02,2020-03-31 16:05:20+00:00,3.84,3.84,1.2,124970000.0,3.83,50719000.0,156894000.0,156894000.0,,156894000.0,3116210000.0,5238105000.0,-558000.0,0.0,,1778416000.0,3116210000.0,2121895000.0,10338000.0,,1903386000.0,218509000.0,-10896000.0,207613000.0,5238105000.0,40809000.0,40809000.0,40809000.0
Big Lots Inc,BIG,,768835,2018.0,Q4,2018-11-04,2019-02-02,,2.67,2.67,0.3,34034000.0,2.66,35879000.0,108047000.0,108047000.0,,108047000.0,939207000.0,1598551000.0,-1274000.0,,,476893000.0,939207000.0,659344000.0,3217000.0,,510927000.0,148417000.0,-4491000.0,143926000.0,1598551000.0,40809000.0,40809000.0,40809000.0
Big Lots Inc,BIG,,768835,2018.0,Q3,2018-08-05,2018-11-03,2019-12-11 16:09:52+00:00,-0.16,-0.16,0.3,31911000.0,-0.16,-6086000.0,-6556000.0,-6556000.0,,-6556000.0,690228000.0,1149402000.0,59000.0,0.0,,436826000.0,690228000.0,459174000.0,3138000.0,,468737000.0,-9563000.0,-3079000.0,-12642000.0,1149402000.0,41000000.0,40021000.0,40021000.0
Big Lots Inc,BIG,,768835,2018.0,Q3YTD,2018-02-04,2018-11-03,,1.17,1.17,0.9,90936000.0,1.17,14840000.0,48847000.0,48847000.0,,48847000.0,2177003000.0,3639554000.0,716000.0,,,1301523000.0,2177003000.0,1462551000.0,7121000.0,,1392459000.0,70092000.0,-6405000.0,63687000.0,3639554000.0,41000000.0,40021000.0,40021000.0
Big Lots Inc,BIG,,768835,2018.0,Q3TTM,2017-10-29,2018-11-03,,3.66,3.66,1.15,120540000.0,3.63,76276000.0,153675000.0,153675000.0,,153675000.0,3135573000.0,5280165000.0,1105000.0,,,1786079000.0,3135573000.0,2144592000.0,9127000.0,,1906619000.0,237973000.0,-8022000.0,229951000.0,5280165000.0,41000000.0,40021000.0,40021000.0
Big Lots Inc,BIG,,768835,2018.0,Q2,2018-05-06,2018-08-04,2019-09-11 16:09:24+00:00,0.59,0.59,0.3,30496000.0,0.59,7896000.0,24164000.0,24164000.0,,24164000.0,730750000.0,1222169000.0,149000.0,,,426605000.0,730750000.0,491419000.0,2407000.0,,457101000.0,34318000.0,-2258000.0,32060000.0,1222169000.0,41000000.0,41061000.0,41281000.0
Big Lots Inc,BIG,,768835,2018.0,Q2YTD,2018-02-04,2018-08-04,,1.33,1.33,0.6,59025000.0,1.33,20926000.0,55403000.0,55403000.0,,55403000.0,1486775000.0,2490152000.0,657000.0,,,864697000.0,1486775000.0,1003377000.0,3983000.0,,923722000.0,79655000.0,-3326000.0,76329000.0,2490152000.0,41000000.0,41061000.0,41281000.0
Big Lots Inc,BIG,,768835,2018.0,Q2TTM,2017-07-30,2018-08-04,,3.92,3.92,1.1,118137000.0,3.89,82122000.0,164603000.0,164603000.0,,164603000.0,3110903000.0,5239947000.0,1451000.0,,,1757567000.0,3110903000.0,2129044000.0,8066000.0,,1875704000.0,253340000.0,-6615000.0,246725000.0,5239947000.0,41000000.0,41061000.0,41281000.0
Big Lots Inc,BIG,,768835,2018.0,Q1,2018-02-04,2018-05-05,2019-06-12 16:08:55+00:00,0.74,0.74,0.3,28529000.0,0.74,13030000.0,31239000.0,31239000.0,,31239000.0,756025000.0,1267983000.0,508000.0,,,438092000.0,756025000.0,511958000.0,1576000.0,,466621000.0,45337000.0,-1068000.0,44269000.0,1267983000.0,42200000.0,42113000.0,42218000.0
Big Lots Inc,BIG,,768835,2018.0,Q1TTM,2017-04-30,2018-05-05,,4.01,4.01,1.05,117027000.0,3.97,91882000.0,169559000.0,169559000.0,,169559000.0,3107250000.0,5237375000.0,1737000.0,,,1746116000.0,3107250000.0,2130125000.0,7278000.0,,1863143000.0,266982000.0,-5541000.0,261441000.0,5237375000.0,42200000.0,42113000.0,42218000.0
Big Lots Inc,BIG,,768835,2019.0,Q4,2019-11-03,2020-02-01,,2.38,2.38,0.3,37409000.0,2.36,28362000.0,93764000.0,93764000.0,,93764000.0,972963000.0,1606982000.0,-250000.0,,,471064000.0,972963000.0,634019000.0,3170000.0,,508473000.0,125546000.0,-3420000.0,122126000.0,1606982000.0,39244000.0,39244000.0,39244000.0
Big Lots Inc,BIG,,768835,2019.0,FY,2019-02-03,2020-02-01,2020-03-31 16:05:20+00:00,6.18,6.18,1.2,134981000.0,6.16,75084000.0,242464000.0,242464000.0,,242464000.0,3208498000.0,5323180000.0,-451000.0,-178534000.0,,1823409000.0,3208498000.0,2114682000.0,16827000.0,,1779856000.0,334826000.0,-17278000.0,317548000.0,5323180000.0,39244000.0,39244000.0,39244000.0
Big Lots Inc,BIG,,768835,2019.0,Q3YTD,2019-02-03,2019-11-02,,3.8,3.8,0.9,97572000.0,3.8,46722000.0,148700000.0,148700000.0,,148700000.0,2235535000.0,3716198000.0,-201000.0,-178534000.0,,1352345000.0,2235535000.0,1480663000.0,13657000.0,,1271383000.0,209280000.0,-13858000.0,195422000.0,3716198000.0,39100000.0,39017000.0,39094000.0
Big Lots Inc,BIG,,768835,2019.0,Q3TTM,2018-11-04,2019-11-02,,6.47,6.47,1.2,131606000.0,6.46,82601000.0,256747000.0,256747000.0,,256747000.0,3174742000.0,5314749000.0,-1475000.0,-178534000.0,,1829238000.0,3174742000.0,2140007000.0,16874000.0,,1782310000.0,357697000.0,-18349000.0,339348000.0,5314749000.0,39100000.0,39017000.0,39094000.0
Big Lots Inc,BIG,,768835,2019.0,Q3,2019-08-04,2019-11-02,2019-12-11 16:09:52+00:00,3.25,3.25,0.3,34752000.0,3.25,37791000.0,126982000.0,126982000.0,,126982000.0,704602000.0,1167988000.0,-322000.0,-178534000.0,,436714000.0,704602000.0,463386000.0,5359000.0,,292932000.0,170454000.0,-5681000.0,164773000.0,1167988000.0,39100000.0,39017000.0,39094000.0
Big Lots Inc,BIG,,768835,2019.0,Q2YTD,2019-02-03,2019-08-03,,0.55,0.55,0.6,62820000.0,0.55,8931000.0,21718000.0,21718000.0,,21718000.0,1530933000.0,2548210000.0,121000.0,,,915631000.0,1530933000.0,1017277000.0,8298000.0,,978451000.0,38826000.0,-8177000.0,30649000.0,2548210000.0,38600000.0,39000000.0,39077000.0
Big Lots Inc,BIG,,768835,2019.0,Q2TTM,2018-08-05,2019-08-03,,3.06,3.06,1.2,128765000.0,3.05,38724000.0,123209000.0,123209000.0,,123209000.0,3160368000.0,5296163000.0,-1094000.0,,,1829350000.0,3160368000.0,2135795000.0,14653000.0,,1958115000.0,177680000.0,-15747000.0,161933000.0,5296163000.0,38600000.0,39000000.0,39077000.0
Big Lots Inc,BIG,,768835,2019.0,Q2,2019-05-05,2019-08-03,2019-09-11 16:09:24+00:00,0.16,0.16,0.3,30023000.0,0.16,1649000.0,6178000.0,6178000.0,,6178000.0,754184000.0,1252414000.0,-789000.0,,,455026000.0,754184000.0,498230000.0,4565000.0,,485049000.0,13181000.0,-5354000.0,7827000.0,1252414000.0,38600000.0,39000000.0,39077000.0
Big Lots Inc,BIG,,768835,2019.0,Q1,2019-02-03,2019-05-04,2020-06-10 16:21:02+00:00,0.39,0.39,0.3,32797000.0,0.39,7282000.0,15540000.0,15540000.0,,15540000.0,776749000.0,1295796000.0,910000.0,,,460605000.0,776749000.0,519047000.0,3733000.0,,493402000.0,25645000.0,-2823000.0,22822000.0,1295796000.0,39800000.0,39922000.0,40002000.0
Big Lots Inc,BIG,,768835,2019.0,Q1TTM,2018-05-06,2019-05-04,,3.49,3.49,1.2,129238000.0,3.48,44971000.0,141195000.0,141195000.0,,141195000.0,3136934000.0,5265918000.0,-156000.0,,,1800929000.0,3136934000.0,2128984000.0,12495000.0,,1930167000.0,198817000.0,-12651000.0,186166000.0,5265918000.0,39800000.0,39922000.0,40002000.0
Big Lots Inc,BIG,,768835,2020.0,Q1TTM,2019-05-05,2020-05-02,,7.05,7.05,1.2,139874000.0,7.03,86275000.0,276247000.0,276247000.0,,276247000.0,3300142000.0,5466533000.0,-4678000.0,-178534000.0,,1821435000.0,3300142000.0,2166391000.0,16416000.0,,1782775000.0,383616000.0,-21094000.0,362522000.0,5466533000.0,39100000.0,39129000.0,39240000.0
Big Lots Inc,BIG,,768835,2020.0,Q1,2020-02-02,2020-05-02,2020-06-10 16:21:02+00:00,1.26,1.26,0.3,37690000.0,1.26,18473000.0,49323000.0,49323000.0,,49323000.0,868393000.0,1439149000.0,-3317000.0,,,458631000.0,868393000.0,570756000.0,3322000.0,,496321000.0,74435000.0,-6639000.0,67796000.0,1439149000.0,39100000.0,39129000.0,39240000.0
