company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NiSource Inc,NI,,1111711,2011.0,Q4,2011-10-01,2011-12-31,,0.21,0.19,0.23,266500000.0,0.18,15700000.0,38900000.0,54900000.0,64200000.0,-9300000.0,54900000.0,1675100000.0,2564000000.0,,,-12300000.0,140900000.0,-113300000.0,,1675100000.0,775600000.0,245200000.0,8100000.0,423100000.0,352500000.0,-249400000.0,103100000.0,2450700000.0,282200000.0,280442000.0,288491000.0
NiSource Inc,NI,,1111711,2011.0,FY,2011-01-01,2011-12-31,2014-02-18 10:20:54+00:00,1.06,1.06,0.92,535700000.0,1.03,16800000.0,166700000.0,299100000.0,309600000.0,-10500000.0,299100000.0,4005600000.0,5700200000.0,,,-7400000.0,293100000.0,50800000.0,,4005600000.0,1745400000.0,430700000.0,14600000.0,845600000.0,899800000.0,-423500000.0,476300000.0,5751000000.0,282200000.0,280442000.0,288491000.0
NiSource Inc,NI,,1111711,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.85,0.87,0.69,269200000.0,0.85,1100000.0,127800000.0,244200000.0,245400000.0,-1200000.0,244200000.0,2330500000.0,3136200000.0,,,4900000.0,152200000.0,164100000.0,,2330500000.0,969800000.0,185500000.0,6500000.0,422500000.0,547300000.0,-174100000.0,373200000.0,3300300000.0,289200000.0,280765000.0,289010000.0
NiSource Inc,NI,,1111711,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.94,0.96,0.69,409500000.0,0.93,1900000.0,138000000.0,268200000.0,263400000.0,4800000.0,268200000.0,3596700000.0,4787000000.0,,,1400000.0,226000000.0,216600000.0,,3596700000.0,1406900000.0,379700000.0,10200000.0,637400000.0,769500000.0,-368100000.0,401400000.0,5003600000.0,289200000.0,280765000.0,289010000.0
NiSource Inc,NI,,1111711,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 06:32:15+00:00,0.12,0.12,0.23,134900000.0,0.12,400000.0,17000000.0,34700000.0,36300000.0,-1600000.0,34700000.0,730300000.0,1014700000.0,,,1600000.0,59200000.0,54000000.0,,730300000.0,338400000.0,95700000.0,3500000.0,194500000.0,143900000.0,-90600000.0,53300000.0,1068700000.0,289200000.0,280765000.0,289010000.0
NiSource Inc,NI,,1111711,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.73,0.75,0.46,134300000.0,0.73,700000.0,110800000.0,209500000.0,209100000.0,400000.0,209500000.0,1600200000.0,2121500000.0,,,3300000.0,93000000.0,110100000.0,,1600200000.0,631400000.0,89800000.0,3000000.0,228000000.0,403400000.0,-83500000.0,319900000.0,2231600000.0,,,
NiSource Inc,NI,,1111711,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.94,0.96,0.69,427700000.0,0.93,2600000.0,115400000.0,266700000.0,260500000.0,6200000.0,266700000.0,3668500000.0,4767700000.0,,,1900000.0,228800000.0,305300000.0,,3668500000.0,1404500000.0,381600000.0,10200000.0,659100000.0,745400000.0,-369500000.0,375900000.0,5073000000.0,,,
NiSource Inc,NI,,1111711,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.04,1.06,0.92,579300000.0,1.03,2600000.0,130800000.0,294800000.0,288500000.0,6300000.0,294800000.0,4484700000.0,5826800000.0,,,4500000.0,293300000.0,417300000.0,,4484700000.0,1759400000.0,480000000.0,10600000.0,875200000.0,884200000.0,-464900000.0,419300000.0,6244100000.0,287000000.0,279300000.0,285000000.0
NiSource Inc,NI,,1111711,2011.0,Q1,2011-01-01,2011-03-31,2012-05-01 12:26:05+00:00,0.73,0.75,0.46,134300000.0,0.73,700000.0,110800000.0,209500000.0,209100000.0,400000.0,209500000.0,1600200000.0,2121500000.0,,,3300000.0,93000000.0,110100000.0,,1600200000.0,631400000.0,89800000.0,3000000.0,228000000.0,403400000.0,-83500000.0,319900000.0,2231600000.0,287000000.0,279300000.0,285000000.0
NiSource Inc,NI,,1111711,2012.0,FY,2012-01-01,2012-12-31,2015-02-18 10:36:47+00:00,1.43,1.43,0.94,561900000.0,1.39,-3800000.0,214700000.0,416100000.0,408800000.0,7300000.0,416100000.0,3177200000.0,4929900000.0,,,1700000.0,287700000.0,101000000.0,,3177200000.0,1853700000.0,418300000.0,32200000.0,845800000.0,1007900000.0,-384400000.0,623500000.0,5030900000.0,291927000.0,291927000.0,291927000.0
NiSource Inc,NI,,1111711,2012.0,Q4,2012-10-01,2012-12-31,,0.44,0.44,,143900000.0,0.44,,67000000.0,134000000.0,131400000.0,2600000.0,134000000.0,873200000.0,1355900000.0,,,-3600000.0,72000000.0,31100000.0,,873200000.0,513800000.0,103900000.0,8000000.0,215900000.0,297900000.0,-99500000.0,198400000.0,1387000000.0,291927000.0,291927000.0,291927000.0
NiSource Inc,NI,,1111711,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.99,0.99,0.94,418000000.0,0.95,-3800000.0,147700000.0,282100000.0,277400000.0,4700000.0,282100000.0,2304000000.0,3574000000.0,,,5300000.0,215700000.0,69900000.0,,2304000000.0,1339900000.0,314400000.0,24200000.0,629900000.0,710000000.0,-284900000.0,425100000.0,3643900000.0,321700000.0,290328000.0,300012000.0
NiSource Inc,NI,,1111711,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.2,1.18,1.17,684500000.0,1.13,11900000.0,186600000.0,337000000.0,341600000.0,-4600000.0,337000000.0,3979100000.0,6138000000.0,,,-7000000.0,356600000.0,-43400000.0,,3979100000.0,2115500000.0,559600000.0,32300000.0,1053000000.0,1062500000.0,-534300000.0,528200000.0,6094600000.0,321700000.0,290328000.0,300012000.0
NiSource Inc,NI,,1111711,2012.0,Q3,2012-07-01,2012-09-30,2013-10-31 10:01:05+00:00,0.06,0.06,0.24,125300000.0,0.06,-700000.0,9200000.0,19300000.0,16600000.0,2700000.0,19300000.0,645800000.0,922600000.0,,,2200000.0,62300000.0,33600000.0,,645800000.0,310400000.0,107900000.0,8000000.0,186900000.0,123500000.0,-97700000.0,25800000.0,956200000.0,321700000.0,290328000.0,300012000.0
NiSource Inc,NI,,1111711,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.93,0.93,0.7,292700000.0,0.89,-3100000.0,138500000.0,262800000.0,260800000.0,2000000.0,262800000.0,1658200000.0,2651400000.0,,,3100000.0,153400000.0,36300000.0,,1658200000.0,1029500000.0,206500000.0,16200000.0,443000000.0,586500000.0,-187200000.0,399300000.0,2687700000.0,277600000.0,284370000.0,295767000.0
NiSource Inc,NI,,1111711,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.26,1.24,1.16,694100000.0,1.19,13000000.0,194400000.0,352400000.0,361300000.0,-8900000.0,352400000.0,4063600000.0,6230100000.0,,,-7600000.0,353500000.0,-23000000.0,,4063600000.0,2143500000.0,547400000.0,27800000.0,1060600000.0,1082900000.0,-527200000.0,555700000.0,6207100000.0,277600000.0,284370000.0,295767000.0
NiSource Inc,NI,,1111711,2012.0,Q2,2012-04-01,2012-06-30,2013-07-31 09:47:49+00:00,0.25,0.25,0.24,147300000.0,0.23,-1500000.0,36300000.0,69400000.0,68300000.0,1100000.0,69400000.0,629900000.0,1015900000.0,,,2800000.0,66600000.0,22900000.0,,629900000.0,408900000.0,103200000.0,8500000.0,212400000.0,196500000.0,-91900000.0,104600000.0,1038800000.0,277600000.0,284370000.0,295767000.0
NiSource Inc,NI,,1111711,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.01,0.99,0.92,546800000.0,0.96,14500000.0,158100000.0,283000000.0,293000000.0,-10000000.0,283000000.0,3433700000.0,5214200000.0,,,-10400000.0,286900000.0,-45900000.0,,3433700000.0,1734600000.0,444200000.0,19300000.0,848200000.0,886400000.0,-435300000.0,451100000.0,5168300000.0,284400000.0,282925000.0,293099000.0
NiSource Inc,NI,,1111711,2012.0,Q1,2012-01-01,2012-03-31,2013-04-30 11:59:14+00:00,0.68,0.68,0.46,145400000.0,0.66,-1600000.0,102200000.0,193400000.0,192500000.0,900000.0,193400000.0,1028300000.0,1635500000.0,,,300000.0,86800000.0,13400000.0,,1028300000.0,620600000.0,103300000.0,7700000.0,230600000.0,390000000.0,-95300000.0,294700000.0,1648900000.0,284400000.0,282925000.0,293099000.0
NiSource Inc,NI,,1111711,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 11:29:02+00:00,1.7,1.7,0.98,470400000.0,1.7,1100000.0,108600000.0,532100000.0,221000000.0,,532100000.0,3217400000.0,4609700000.0,311100000.0,,6800000.0,238400000.0,15700000.0,,3217400000.0,1408000000.0,375300000.0,,709900000.0,698100000.0,-368500000.0,329600000.0,4625400000.0,313000000.0,312402000.0,313646000.0
NiSource Inc,NI,,1111711,2013.0,Q4,2013-10-01,2013-12-31,,0.47,0.47,,39000000.0,0.48,11300000.0,-70600000.0,151800000.0,-116900000.0,-42400000.0,151800000.0,573500000.0,712000000.0,311100000.0,,-15300000.0,16700000.0,-147100000.0,,573500000.0,-8600000.0,71000000.0,-25600000.0,67000000.0,-75600000.0,-111900000.0,-187500000.0,564900000.0,313000000.0,312402000.0,313646000.0
NiSource Inc,NI,,1111711,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.23,1.23,0.98,431400000.0,1.22,-10200000.0,179200000.0,380300000.0,337900000.0,42400000.0,380300000.0,2643900000.0,3897700000.0,,,22100000.0,221700000.0,162800000.0,,2643900000.0,1416600000.0,304300000.0,25600000.0,642900000.0,773700000.0,-256600000.0,517100000.0,4060500000.0,300600000.0,312842000.0,313813000.0
NiSource Inc,NI,,1111711,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.67,1.67,0.98,575300000.0,1.66,-10200000.0,246200000.0,514300000.0,469300000.0,45000000.0,514300000.0,3517100000.0,5253600000.0,,,18500000.0,293700000.0,193900000.0,,3517100000.0,1930400000.0,408200000.0,33600000.0,858800000.0,1071600000.0,-356100000.0,715500000.0,5447500000.0,300600000.0,312842000.0,313813000.0
NiSource Inc,NI,,1111711,2013.0,Q3,2013-07-01,2013-09-30,2014-10-30 10:23:36+00:00,0.16,0.16,0.25,144500000.0,0.16,-9800000.0,27900000.0,48100000.0,49500000.0,-1400000.0,48100000.0,711900000.0,1015400000.0,,,4700000.0,64300000.0,61400000.0,,711900000.0,364900000.0,103700000.0,10500000.0,199000000.0,165900000.0,-88500000.0,77400000.0,1076800000.0,300600000.0,312842000.0,313813000.0
NiSource Inc,NI,,1111711,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.07,1.07,0.73,286900000.0,1.06,-400000.0,151300000.0,332200000.0,288400000.0,43800000.0,332200000.0,1932000000.0,2882300000.0,,,17400000.0,157400000.0,101400000.0,,1932000000.0,1051700000.0,200600000.0,15100000.0,443900000.0,607800000.0,-168100000.0,439700000.0,2983700000.0,311700000.0,312177000.0,313169000.0
NiSource Inc,NI,,1111711,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.57,1.57,0.97,556100000.0,1.56,-1100000.0,227500000.0,485500000.0,436400000.0,49100000.0,485500000.0,3451000000.0,5160800000.0,,,16000000.0,291700000.0,166100000.0,,3451000000.0,1875900000.0,412400000.0,31100000.0,846700000.0,1029200000.0,-365300000.0,663900000.0,5326900000.0,311700000.0,312177000.0,313169000.0
NiSource Inc,NI,,1111711,2013.0,Q2,2013-04-01,2013-06-30,2014-07-31 09:47:38+00:00,0.23,0.23,0.25,143300000.0,0.23,-200000.0,32900000.0,71700000.0,72400000.0,-700000.0,71700000.0,801700000.0,1144300000.0,,,13300000.0,70700000.0,57200000.0,,801700000.0,399800000.0,102000000.0,8000000.0,213800000.0,186000000.0,-80700000.0,105300000.0,1201500000.0,311700000.0,312177000.0,313169000.0
NiSource Inc,NI,,1111711,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.59,1.59,0.96,560100000.0,1.56,-2400000.0,230900000.0,483200000.0,432300000.0,50900000.0,483200000.0,3279200000.0,5032400000.0,,,5500000.0,287600000.0,131800000.0,,3279200000.0,1885000000.0,413600000.0,31600000.0,845300000.0,1039700000.0,-376500000.0,663200000.0,5164200000.0,310100000.0,311120000.0,312075000.0
NiSource Inc,NI,,1111711,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 09:42:01+00:00,0.84,0.84,0.48,143600000.0,0.83,-200000.0,118400000.0,260500000.0,216000000.0,44500000.0,260500000.0,1130300000.0,1738000000.0,,,4100000.0,86700000.0,44200000.0,,1130300000.0,651900000.0,98600000.0,7100000.0,230100000.0,421800000.0,-87400000.0,334400000.0,1782200000.0,310100000.0,311120000.0,312075000.0
NiSource Inc,NI,,1111711,2014.0,FY,2014-01-01,2014-12-31,2017-05-08 16:55:36+00:00,1.68,1.68,1.02,486900000.0,1.67,3000000.0,166800000.0,530000000.0,256200000.0,,530000000.0,3740200000.0,5257200000.0,273800000.0,,13400000.0,253200000.0,15200000.0,,3740200000.0,1532200000.0,379500000.0,,743100000.0,789100000.0,-366100000.0,423000000.0,5272400000.0,315500000.0,315120000.0,316636000.0
NiSource Inc,NI,,1111711,2014.0,Q4,2014-10-01,2014-12-31,,0.48,0.48,,65300000.0,0.47,19300000.0,-34700000.0,154200000.0,-71500000.0,-48100000.0,154200000.0,683100000.0,959900000.0,273800000.0,,-4300000.0,25300000.0,-181300000.0,,683100000.0,95500000.0,66600000.0,-20900000.0,109900000.0,-14400000.0,-91800000.0,-106200000.0,778600000.0,315500000.0,315120000.0,316636000.0
NiSource Inc,NI,,1111711,2014.0,Q3,2014-07-01,2014-09-30,2015-11-03 10:28:29+00:00,0.1,0.1,0.26,123800000.0,0.1,100000.0,-700000.0,31400000.0,-17200000.0,48600000.0,31400000.0,589800000.0,835400000.0,,,5700000.0,53400000.0,2800000.0,,589800000.0,248400000.0,94700000.0,,177300000.0,71100000.0,-89000000.0,-17900000.0,838200000.0,314000000.0,315418000.0,315418000.0
NiSource Inc,NI,,1111711,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.2,1.2,1.02,421600000.0,1.2,-16300000.0,201500000.0,375800000.0,327700000.0,48100000.0,375800000.0,3057100000.0,4297300000.0,,,17700000.0,227900000.0,196500000.0,,3057100000.0,1436700000.0,312900000.0,20900000.0,633200000.0,803500000.0,-274300000.0,529200000.0,4493800000.0,314000000.0,315418000.0,315418000.0
NiSource Inc,NI,,1111711,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.67,1.67,1.02,460600000.0,1.68,-5000000.0,130900000.0,527600000.0,210800000.0,5700000.0,527600000.0,3630600000.0,5009300000.0,311100000.0,,2400000.0,244600000.0,49400000.0,,3630600000.0,1428100000.0,383900000.0,-4700000.0,700200000.0,727900000.0,-386200000.0,341700000.0,5058700000.0,314000000.0,315418000.0,315418000.0
NiSource Inc,NI,,1111711,2014.0,Q2,2014-04-01,2014-06-30,2015-08-03 11:00:59+00:00,0.25,0.25,0.26,149100000.0,0.25,-700000.0,39500000.0,78200000.0,78500000.0,-300000.0,78200000.0,904800000.0,1218400000.0,,,7500000.0,73400000.0,116700000.0,,904800000.0,430300000.0,109100000.0,11100000.0,221800000.0,208500000.0,-90500000.0,118000000.0,1335100000.0,312800000.0,315013000.0,316101000.0
NiSource Inc,NI,,1111711,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.1,1.1,0.76,297800000.0,1.1,-16400000.0,202200000.0,344400000.0,344900000.0,-500000.0,344400000.0,2467300000.0,3461900000.0,,,12000000.0,174500000.0,193700000.0,,2467300000.0,1188300000.0,218200000.0,20900000.0,455900000.0,732400000.0,-185300000.0,547100000.0,3655600000.0,312800000.0,315013000.0,316101000.0
NiSource Inc,NI,,1111711,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.73,1.73,1.01,481300000.0,1.74,-14900000.0,159500000.0,544300000.0,277500000.0,-44300000.0,544300000.0,3752700000.0,5189300000.0,311100000.0,,1400000.0,255500000.0,108000000.0,,3752700000.0,1544600000.0,392900000.0,5800000.0,721900000.0,822700000.0,-385700000.0,437000000.0,5297300000.0,312800000.0,315013000.0,316101000.0
NiSource Inc,NI,,1111711,2014.0,Q1,2014-01-01,2014-03-31,2015-04-30 17:17:46+00:00,0.85,0.85,0.5,148700000.0,0.85,-15700000.0,162700000.0,266200000.0,266400000.0,-200000.0,266200000.0,1562500000.0,2243500000.0,,,4500000.0,101100000.0,77000000.0,,1562500000.0,758000000.0,109100000.0,9800000.0,234100000.0,523900000.0,-94800000.0,429100000.0,2320500000.0,313200000.0,314222000.0,315122000.0
NiSource Inc,NI,,1111711,2014.0,Q1TTM,2013-04-01,2014-03-31,,1.71,1.71,1.0,475500000.0,1.72,-14400000.0,152900000.0,537800000.0,271400000.0,-44700000.0,537800000.0,3649600000.0,5115200000.0,311100000.0,,7200000.0,252800000.0,48500000.0,,3649600000.0,1514100000.0,385800000.0,2700000.0,713900000.0,800200000.0,-375900000.0,424300000.0,5163700000.0,313200000.0,314222000.0,315122000.0
NiSource Inc,NI,,1111711,2015.0,FY,2015-01-01,2015-12-31,2018-02-20 11:00:43+00:00,0.9,0.9,0.83,524400000.0,0.9,1600000.0,141300000.0,302100000.0,198600000.0,,286500000.0,3069800000.0,4624600000.0,103500000.0,15600000.0,17400000.0,256100000.0,27200000.0,,3069800000.0,1582000000.0,477400000.0,,782100000.0,799900000.0,-460000000.0,339900000.0,4651800000.0,318300000.0,317746000.0,319836000.0
NiSource Inc,NI,,1111711,2015.0,Q4,2015-10-01,2015-12-31,,0.18,0.18,,133400000.0,0.18,400000.0,66600000.0,59400000.0,64400000.0,-108500000.0,59400000.0,685600000.0,1090500000.0,103500000.0,,5800000.0,58900000.0,7300000.0,,685600000.0,412200000.0,94300000.0,,192700000.0,219500000.0,-88500000.0,131000000.0,1097800000.0,318300000.0,317746000.0,319836000.0
NiSource Inc,NI,,1111711,2015.0,Q3,2015-07-01,2015-09-30,2016-11-01 11:50:38+00:00,-0.02,-0.02,0.31,132500000.0,-0.02,1100000.0,5800000.0,-4900000.0,14800000.0,-19700000.0,-4900000.0,520200000.0,809400000.0,,,5800000.0,53700000.0,7800000.0,,520200000.0,297000000.0,94900000.0,,187300000.0,109700000.0,-89100000.0,20600000.0,817200000.0,245000000.0,318090000.0,321465000.0
NiSource Inc,NI,,1111711,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.72,0.72,0.83,391000000.0,0.72,1200000.0,74700000.0,242700000.0,134200000.0,108500000.0,227100000.0,2384200000.0,3534100000.0,,15600000.0,11600000.0,197200000.0,19900000.0,,2384200000.0,1169800000.0,383100000.0,,589400000.0,580400000.0,-371500000.0,208900000.0,3554000000.0,245000000.0,318090000.0,321465000.0
NiSource Inc,NI,,1111711,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.2,1.2,0.83,456300000.0,1.19,20500000.0,40000000.0,396900000.0,62700000.0,60400000.0,381300000.0,3067300000.0,4494000000.0,273800000.0,15600000.0,7300000.0,222500000.0,-161400000.0,,3067300000.0,1265300000.0,449700000.0,-20900000.0,699300000.0,566000000.0,-463300000.0,102700000.0,4332600000.0,245000000.0,318090000.0,321465000.0
NiSource Inc,NI,,1111711,2015.0,Q2,2015-04-01,2015-06-30,2016-08-02 09:50:29+00:00,-0.11,-0.11,0.0,133500000.0,-0.11,-200000.0,-35600000.0,-27700000.0,-73100000.0,45400000.0,-36400000.0,606700000.0,880100000.0,,8700000.0,2300000.0,60200000.0,4500000.0,,606700000.0,277900000.0,195400000.0,,193500000.0,84400000.0,-193100000.0,-108700000.0,884600000.0,330900000.0,317500000.0,317500000.0
NiSource Inc,NI,,1111711,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.74,0.74,0.52,258500000.0,0.74,100000.0,68900000.0,247600000.0,119400000.0,128200000.0,232000000.0,1864000000.0,2724700000.0,,15600000.0,5800000.0,143500000.0,12100000.0,,1864000000.0,872800000.0,288200000.0,,402100000.0,470700000.0,-282400000.0,188300000.0,2736800000.0,330900000.0,317500000.0,317500000.0
NiSource Inc,NI,,1111711,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.32,1.32,0.78,447600000.0,1.31,19500000.0,33500000.0,433200000.0,30700000.0,128700000.0,417600000.0,3136900000.0,4520000000.0,273800000.0,15600000.0,7200000.0,222200000.0,-166400000.0,,3136900000.0,1216700000.0,449500000.0,-20900000.0,689300000.0,527400000.0,-463200000.0,64200000.0,4353600000.0,330900000.0,317500000.0,317500000.0
NiSource Inc,NI,,1111711,2015.0,Q1,2015-01-01,2015-03-31,2016-05-03 09:45:39+00:00,0.85,0.85,0.52,125000000.0,0.85,300000.0,104500000.0,275300000.0,192500000.0,82800000.0,268400000.0,1257300000.0,1844600000.0,,6900000.0,3500000.0,83300000.0,7600000.0,,1257300000.0,594900000.0,92800000.0,,208600000.0,386300000.0,-89300000.0,297000000.0,1852200000.0,315800000.0,316587000.0,317400000.0
NiSource Inc,NI,,1111711,2015.0,Q1TTM,2014-04-01,2015-03-31,,1.68,1.68,1.04,463200000.0,1.67,19000000.0,108600000.0,539100000.0,182300000.0,83000000.0,532200000.0,3435000000.0,4858300000.0,273800000.0,6900000.0,12400000.0,235400000.0,-54200000.0,,3435000000.0,1369100000.0,363200000.0,-9800000.0,717600000.0,651500000.0,-360600000.0,290900000.0,4804100000.0,315800000.0,316587000.0,317400000.0
NiSource Inc,NI,,1111711,2016.0,FY,2016-01-01,2016-12-31,2019-02-20 11:33:16+00:00,1.03,1.03,0.64,547100000.0,1.02,-1000000.0,182100000.0,331500000.0,331500000.0,,331500000.0,2836000000.0,4492500000.0,,,-3000000.0,244300000.0,,0.0,2836000000.0,1656500000.0,349500000.0,,790400000.0,866100000.0,-352500000.0,513600000.0,4492500000.0,321800000.0,321805000.0,323524000.0
NiSource Inc,NI,,1111711,2016.0,Q4,2016-10-01,2016-12-31,,0.93,0.28,,141100000.0,0.27,-600000.0,51500000.0,88800000.0,92200000.0,-3400000.0,88800000.0,857500000.0,1309500000.0,,,-1100000.0,66200000.0,-12500000.0,,857500000.0,439500000.0,88000000.0,,206700000.0,232800000.0,-89100000.0,143700000.0,1297000000.0,321800000.0,321805000.0,323524000.0
