company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
NiSource Inc,NI,,1111711,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 14:19:33+00:00,-39200000.0,7700000.0,567000000.0,,-344000000.0,1300000.0,1061800000.0,,516100000.0,-1511500000.0,587800000.0,,397200000.0,-2500000.0,516100000.0,-1114300000.0,585300000.0,-12900000.0,79000000.0,187200000.0,-108200000.0,169900000.0,,-220200000.0,,-252400000.0,,-1299900000.0,-294600000.0,,,47800000.0
NiSource Inc,NI,,1111711,2009.0,Q4,2009-10-01,2009-12-31,,26500000.0,3100000.0,149200000.0,,362900000.0,10000000.0,494900000.0,,-461500000.0,-151900000.0,614700000.0,,,-69400000.0,-461500000.0,-151900000.0,545300000.0,-68100000.0,88800000.0,87800000.0,1000000.0,11700000.0,,9500000.0,,-63700000.0,,-191200000.0,-901000000.0,-1700000.0,,3300000.0
NiSource Inc,NI,,1111711,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 14:26:10+00:00,,13000000.0,589900000.0,,1074700000.0,10600000.0,1460000000.0,,-1015600000.0,-662400000.0,1920700000.0,,7600000.0,-254500000.0,-1015600000.0,-654800000.0,1666200000.0,-4200000.0,217000000.0,229800000.0,-12800000.0,13300000.0,,109100000.0,,-253300000.0,,-777200000.0,-2230300000.0,-2600000.0,,5700000.0
NiSource Inc,NI,,1111711,2009.0,Q3,2009-07-01,2009-09-30,,-6300000.0,3700000.0,148800000.0,,-222200000.0,200000.0,1600000.0,,137500000.0,-183100000.0,3900000.0,,100000.0,-122800000.0,137500000.0,-183000000.0,-118900000.0,-164400000.0,-15400000.0,-13200000.0,-2200000.0,86800000.0,,23100000.0,,-63400000.0,,-200200000.0,199100000.0,,,300000.0
NiSource Inc,NI,,1111711,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 12:00:51+00:00,-26500000.0,9900000.0,440700000.0,,711800000.0,600000.0,965100000.0,,-554100000.0,-510500000.0,1306000000.0,,7600000.0,-185100000.0,-554100000.0,-502900000.0,1120900000.0,63900000.0,128200000.0,142000000.0,-13800000.0,1600000.0,,99600000.0,,-189600000.0,,-586000000.0,-1329300000.0,-900000.0,,2400000.0
NiSource Inc,NI,,1111711,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-03 13:32:06+00:00,-20200000.0,6200000.0,291900000.0,,934000000.0,400000.0,963500000.0,,-691600000.0,-327400000.0,1302100000.0,,7500000.0,-62300000.0,-691600000.0,-319900000.0,1239800000.0,228300000.0,143600000.0,155200000.0,-11600000.0,-85200000.0,,76500000.0,,-126200000.0,,-385800000.0,-1528400000.0,-900000.0,,2100000.0
NiSource Inc,NI,,1111711,2010.0,Q4,2010-10-01,2010-12-31,,,2200000.0,140300000.0,,118800000.0,3800000.0,902500000.0,,-212400000.0,-179700000.0,384800000.0,,-2500000.0,8100000.0,-212400000.0,-182200000.0,392900000.0,-1700000.0,24000000.0,18600000.0,5400000.0,105500000.0,,67700000.0,,-64200000.0,,-247600000.0,-1054400000.0,-100000.0,,200000.0
NiSource Inc,NI,,1111711,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 11:56:41+00:00,,10300000.0,594800000.0,,-231300000.0,14400000.0,1524100000.0,,210700000.0,-941200000.0,772200000.0,,-2100000.0,-46800000.0,210700000.0,-943300000.0,725400000.0,-7200000.0,282600000.0,276800000.0,5800000.0,121600000.0,,-140400000.0,,-255600000.0,,-801300000.0,-1070700000.0,-1500000.0,,500000.0
NiSource Inc,NI,,1111711,2010.0,Q3TTM,2009-10-01,2010-09-30,,26500000.0,11200000.0,603700000.0,,12800000.0,20600000.0,1116500000.0,,-38400000.0,-913400000.0,1002100000.0,,400000.0,-124300000.0,-38400000.0,-913000000.0,877800000.0,-73600000.0,347400000.0,346000000.0,1400000.0,27800000.0,,-198600000.0,,-255100000.0,,-744900000.0,-917300000.0,-3100000.0,,3600000.0
NiSource Inc,NI,,1111711,2010.0,Q3,2010-07-01,2010-09-30,,,,,,,3800000.0,511800000.0,,440700000.0,-367200000.0,-59900000.0,,,-10100000.0,440700000.0,-367200000.0,-70000000.0,3500000.0,0.0,,0.0,,,-150400000.0,,-63800000.0,,-216800000.0,-11100000.0,,,
