company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2007.0,FY,2006-10-01,2007-09-30,2009-11-23 16:52:34+00:00,-295000000.0,656000000.0,,46000000.0,224000000.0,501000000.0,-1994000000.0,-870000000.0,3016000000.0,,,-1994000000.0,-870000000.0,3016000000.0,198000000.0,2136000000.0,2136000000.0,,,,106000000.0,-837000000.0,-681000000.0,-805000000.0,-853000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2008.0,Q4,2008-07-01,2008-09-30,,-149000000.0,177000000.0,201000000.0,-96000000.0,356000000.0,-253000000.0,-1138000000.0,-341000000.0,1295000000.0,,,-1138000000.0,-341000000.0,1295000000.0,-280000000.0,762000000.0,762000000.0,,,,-140000000.0,-232000000.0,-253000000.0,-260000000.0,-393000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2008.0,FY,2007-10-01,2008-09-30,2010-11-23 17:12:24+00:00,-561000000.0,707000000.0,201000000.0,2000000.0,100000000.0,921000000.0,-1454000000.0,-1072000000.0,3293000000.0,,,-1454000000.0,-1072000000.0,3293000000.0,769000000.0,2486000000.0,2486000000.0,,,,2000000.0,-940000000.0,-714000000.0,-315000000.0,-1120000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2008.0,Q3YTD,2007-10-01,2008-06-30,2009-08-05 13:26:47+00:00,-412000000.0,530000000.0,,98000000.0,-256000000.0,1174000000.0,-316000000.0,-731000000.0,1998000000.0,,,-316000000.0,-731000000.0,1998000000.0,1049000000.0,1724000000.0,1724000000.0,,,,142000000.0,-708000000.0,-461000000.0,-55000000.0,-727000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q4,2009-07-01,2009-09-30,,-41000000.0,185000000.0,4000000.0,31000000.0,647000000.0,-48000000.0,-1001000000.0,-204000000.0,1352000000.0,,,-1001000000.0,-204000000.0,1352000000.0,178000000.0,520000000.0,520000000.0,,,,-24000000.0,-249000000.0,-143000000.0,-704000000.0,
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,FY,2008-10-01,2009-09-30,2011-11-21 21:41:04+00:00,-776000000.0,727000000.0,4000000.0,-46000000.0,588000000.0,1246000000.0,-1948000000.0,-1309000000.0,3086000000.0,,,-1948000000.0,-1309000000.0,3086000000.0,-217000000.0,1771000000.0,1771000000.0,,,,-6000000.0,-998000000.0,-531000000.0,-1478000000.0,-718000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q3TTM,2008-07-01,2009-06-30,,-884000000.0,719000000.0,201000000.0,-173000000.0,297000000.0,1041000000.0,-2085000000.0,-1446000000.0,3029000000.0,,,-2085000000.0,-1446000000.0,3029000000.0,-675000000.0,2013000000.0,2013000000.0,,,,-122000000.0,-981000000.0,-641000000.0,-1034000000.0,-1111000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q3,2009-04-01,2009-06-30,,-302000000.0,184000000.0,,28000000.0,334000000.0,-92000000.0,-632000000.0,-437000000.0,916000000.0,,,-632000000.0,-437000000.0,916000000.0,-125000000.0,398000000.0,398000000.0,,,,-19000000.0,-247000000.0,-116000000.0,-293000000.0,
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q3YTD,2008-10-01,2009-06-30,2010-08-04 11:34:39+00:00,-735000000.0,542000000.0,,-77000000.0,-59000000.0,1294000000.0,-947000000.0,-1105000000.0,1734000000.0,,,-947000000.0,-1105000000.0,1734000000.0,-395000000.0,1251000000.0,1251000000.0,,,,18000000.0,-749000000.0,-388000000.0,-774000000.0,-718000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q2,2009-01-01,2009-03-31,,-162000000.0,182000000.0,,-28000000.0,-65000000.0,416000000.0,-379000000.0,-253000000.0,499000000.0,,,-379000000.0,-253000000.0,499000000.0,-161000000.0,382000000.0,382000000.0,,,,49000000.0,-250000000.0,-140000000.0,-260000000.0,-285000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q2YTD,2008-10-01,2009-03-31,2010-05-05 15:56:37+00:00,-433000000.0,358000000.0,,-105000000.0,-393000000.0,1386000000.0,-315000000.0,-668000000.0,818000000.0,,,-315000000.0,-668000000.0,818000000.0,-270000000.0,853000000.0,853000000.0,,,,37000000.0,-502000000.0,-272000000.0,-481000000.0,-718000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q1,2008-10-01,2008-12-31,2010-02-03 16:50:21+00:00,-271000000.0,176000000.0,,-77000000.0,-328000000.0,970000000.0,64000000.0,-415000000.0,319000000.0,,,64000000.0,-415000000.0,319000000.0,-109000000.0,471000000.0,471000000.0,,,,-12000000.0,-252000000.0,-132000000.0,-221000000.0,-433000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2010.0,Q4,2010-07-01,2010-09-30,,-1471000000.0,211000000.0,846000000.0,66000000.0,298000000.0,-1394000000.0,-2306000000.0,-862000000.0,1270000000.0,,,-2306000000.0,-862000000.0,1270000000.0,-1832000000.0,761000000.0,761000000.0,,,,-13000000.0,-253000000.0,-224000000.0,-630000000.0,-29000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2010.0,FY,2009-10-01,2010-09-30,2012-11-20 11:55:46+00:00,-2843000000.0,816000000.0,846000000.0,-17000000.0,259000000.0,1063000000.0,-726000000.0,-2517000000.0,3292000000.0,,,-726000000.0,-2517000000.0,3292000000.0,32000000.0,2217000000.0,2217000000.0,,0.0,,4000000.0,-1009000000.0,-524000000.0,-680000000.0,-100000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2010.0,Q3TTM,2009-07-01,2010-06-30,,-1413000000.0,790000000.0,4000000.0,-52000000.0,608000000.0,2409000000.0,579000000.0,-1859000000.0,3374000000.0,,,579000000.0,-1859000000.0,3374000000.0,2042000000.0,1976000000.0,1976000000.0,,,,-7000000.0,-1005000000.0,-443000000.0,-754000000.0,-71000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2010.0,Q3,2010-04-01,2010-06-30,,-32000000.0,203000000.0,,-58000000.0,-101000000.0,1087000000.0,788000000.0,-168000000.0,703000000.0,,,788000000.0,-168000000.0,703000000.0,1265000000.0,601000000.0,601000000.0,,,,-14000000.0,-252000000.0,-122000000.0,,-47000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2010.0,Q3YTD,2009-10-01,2010-06-30,2011-08-04 10:11:20+00:00,-1372000000.0,605000000.0,,-83000000.0,-39000000.0,2457000000.0,1580000000.0,-1655000000.0,2022000000.0,,,1580000000.0,-1655000000.0,2022000000.0,1864000000.0,1456000000.0,1456000000.0,,,,17000000.0,-756000000.0,-300000000.0,-50000000.0,-71000000.0
