company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2007.0,FY,2006-10-01,2007-09-30,2009-11-23 16:52:34+00:00,2.69,2.69,1.05,2.66,,964000000.0,2136000000.0,2129000000.0,7000000.0,2136000000.0,,14066000000.0,22131000000.0,-175000000.0,,4569000000.0,14066000000.0,8065000000.0,228000000.0,,4569000000.0,3496000000.0,-403000000.0,3093000000.0,22131000000.0,794100000.0,794100000.0,803000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2008.0,FY,2007-10-01,2008-09-30,2010-11-23 17:12:24+00:00,3.09,3.09,1.2,3.06,,1125000000.0,2486000000.0,2520000000.0,-34000000.0,2412000000.0,74000000.0,14813000000.0,23751000000.0,-190000000.0,,4915000000.0,14813000000.0,8938000000.0,188000000.0,,4915000000.0,4023000000.0,-378000000.0,3645000000.0,23751000000.0,780300000.0,780300000.0,780300000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2008.0,Q3,2008-04-01,2008-06-30,2009-08-05 13:26:47+00:00,0.79,0.79,0.3,0.78,,299000000.0,612000000.0,647000000.0,-35000000.0,612000000.0,,4155000000.0,6568000000.0,-100000000.0,,1321000000.0,4155000000.0,2413000000.0,46000000.0,,1321000000.0,1092000000.0,-146000000.0,946000000.0,6568000000.0,774700000.0,774700000.0,784600000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q4,2009-07-01,2009-09-30,,1.27,0.67,0.33,0.67,,147000000.0,520000000.0,511000000.0,9000000.0,506000000.0,14000000.0,2620000000.0,4509000000.0,-153000000.0,,1015000000.0,2620000000.0,1889000000.0,-157000000.0,-220000000.0,1015000000.0,874000000.0,-216000000.0,658000000.0,4509000000.0,753700000.0,753700000.0,753700000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,FY,2008-10-01,2009-09-30,2011-11-21 21:41:04+00:00,2.29,2.29,1.32,2.27,,688000000.0,1771000000.0,1762000000.0,9000000.0,1724000000.0,47000000.0,12542000000.0,20102000000.0,-474000000.0,,4416000000.0,12542000000.0,7560000000.0,,-220000000.0,4416000000.0,3144000000.0,-694000000.0,2450000000.0,20102000000.0,753700000.0,753700000.0,753700000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q3YTD,2008-10-01,2009-06-30,,1.62,1.62,1.0,1.62,,541000000.0,1251000000.0,1251000000.0,,1218000000.0,33000000.0,9922000000.0,15593000000.0,-321000000.0,,3401000000.0,9922000000.0,5671000000.0,157000000.0,,3401000000.0,2270000000.0,-478000000.0,1792000000.0,15593000000.0,749600000.0,749600000.0,749600000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q3,2009-04-01,2009-06-30,2010-08-04 11:34:39+00:00,0.52,0.52,0.33,0.51,,155000000.0,398000000.0,398000000.0,0.0,387000000.0,11000000.0,3253000000.0,5091000000.0,-131000000.0,,1089000000.0,3253000000.0,1838000000.0,65000000.0,,1089000000.0,749000000.0,-196000000.0,553000000.0,5091000000.0,749600000.0,749600000.0,749600000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q2YTD,2008-10-01,2009-03-31,,1.11,1.11,0.67,1.11,,386000000.0,853000000.0,853000000.0,,831000000.0,22000000.0,6669000000.0,10502000000.0,-190000000.0,,2312000000.0,6669000000.0,3833000000.0,92000000.0,,2312000000.0,1521000000.0,-282000000.0,1239000000.0,10502000000.0,746000000.0,746000000.0,761200000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q2,2009-01-01,2009-03-31,2010-05-05 15:56:37+00:00,0.5,0.5,0.33,0.49,,176000000.0,382000000.0,382000000.0,,373000000.0,9000000.0,3250000000.0,5087000000.0,-111000000.0,,1119000000.0,3250000000.0,1837000000.0,49000000.0,,1119000000.0,718000000.0,-160000000.0,558000000.0,5087000000.0,746000000.0,746000000.0,761200000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2009.0,Q1,2008-10-01,2008-12-31,2010-02-03 16:50:21+00:00,,0.6,0.33,0.6,,210000000.0,471000000.0,471000000.0,0.0,458000000.0,13000000.0,3419000000.0,5415000000.0,-79000000.0,,1193000000.0,3419000000.0,1996000000.0,43000000.0,,1193000000.0,803000000.0,-122000000.0,681000000.0,5415000000.0,,763300000.0,763300000.0
