company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2011.0,Q1,,2010-12-31,2011-02-02 15:03:06+00:00,2243000000.0,3956000000.0,2447000000.0,,-432000000.0,1493000000.0,822000000.0,110000000.0,8666000000.0,,2096000000.0,4352000000.0,2207000000.0,3255000000.0,153000000.0,649000000.0,,,381000000.0,2428000000.0,,,16088000000.0,800000000.0,22703000000.0,10170000000.0,8305000000.0,5600000000.0,10170000000.0,10323000000.0,12380000000.0,22703000000.0,11143000000.0,6780000000.0,0.0,-6308000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2012.0,FY,,2012-09-30,2013-11-19 12:06:10+00:00,2767000000.0,4983000000.0,2732000000.0,,-731000000.0,2367000000.0,801000000.0,128000000.0,8026000000.0,,1838000000.0,3787000000.0,2125000000.0,3509000000.0,147000000.0,651000000.0,,,319000000.0,2456000000.0,,,18107000000.0,1506000000.0,23818000000.0,10295000000.0,10126000000.0,7133000000.0,10295000000.0,10442000000.0,13376000000.0,23818000000.0,10183000000.0,6243000000.0,,-7882000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2012.0,Q3,,2012-06-30,2012-08-08 13:16:08+00:00,2617000000.0,4601000000.0,2561000000.0,,-767000000.0,2292000000.0,794000000.0,158000000.0,8739000000.0,,1856000000.0,3789000000.0,2367000000.0,3418000000.0,146000000.0,743000000.0,,,310000000.0,2476000000.0,,,18115000000.0,2060000000.0,24326000000.0,10519000000.0,10003000000.0,7396000000.0,10519000000.0,10665000000.0,13661000000.0,24326000000.0,10905000000.0,6265000000.0,0.0,-7623000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2012.0,Q2,,2012-03-31,2012-05-02 16:10:11+00:00,2419000000.0,4319000000.0,2500000000.0,,-496000000.0,2153000000.0,788000000.0,178000000.0,8866000000.0,,1936000000.0,4018000000.0,2402000000.0,3449000000.0,144000000.0,670000000.0,,,339000000.0,2536000000.0,,,17638000000.0,1828000000.0,24134000000.0,10511000000.0,9544000000.0,6925000000.0,10511000000.0,10655000000.0,13479000000.0,24134000000.0,11141000000.0,6554000000.0,0.0,-7419000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2012.0,Q1,,2011-12-31,2012-02-08 12:34:53+00:00,2302000000.0,4040000000.0,2484000000.0,,-629000000.0,2076000000.0,783000000.0,170000000.0,8723000000.0,,1893000000.0,4041000000.0,2317000000.0,3415000000.0,143000000.0,642000000.0,,,338000000.0,2536000000.0,,,17387000000.0,1578000000.0,23444000000.0,10190000000.0,9075000000.0,6534000000.0,10190000000.0,10333000000.0,13111000000.0,23444000000.0,10954000000.0,6577000000.0,0.0,-7351000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2013.0,FY,,2013-09-30,2014-11-19 14:26:00+00:00,2725000000.0,4808000000.0,3184000000.0,,-189000000.0,3275000000.0,829000000.0,129000000.0,7509000000.0,,1672000000.0,4055000000.0,1895000000.0,3605000000.0,133000000.0,1021000000.0,,,926000000.0,2313000000.0,,,18930000000.0,1587000000.0,24711000000.0,10585000000.0,10999000000.0,7625000000.0,10585000000.0,10718000000.0,13993000000.0,24711000000.0,10107000000.0,6368000000.0,,-8985000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2013.0,Q3,,2013-06-30,2013-08-07 16:52:13+00:00,2614000000.0,4725000000.0,2783000000.0,,-745000000.0,2810000000.0,821000000.0,67000000.0,7514000000.0,,1698000000.0,4059000000.0,2304000000.0,3475000000.0,148000000.0,667000000.0,,,320000000.0,2240000000.0,,,18428000000.0,1486000000.0,23513000000.0,10116000000.0,10506000000.0,6950000000.0,10116000000.0,10264000000.0,13249000000.0,23513000000.0,9532000000.0,6299000000.0,0.0,-8388000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2013.0,Q2,,2013-03-31,2013-05-08 14:50:18+00:00,2460000000.0,4559000000.0,2651000000.0,,-708000000.0,2615000000.0,813000000.0,48000000.0,8007000000.0,,1734000000.0,4059000000.0,2327000000.0,3481000000.0,142000000.0,688000000.0,,,313000000.0,2347000000.0,,,18529000000.0,1485000000.0,23724000000.0,10532000000.0,10189000000.0,6644000000.0,10532000000.0,10674000000.0,13050000000.0,23724000000.0,10054000000.0,6406000000.0,0.0,-8102000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2013.0,Q1,,2012-12-31,2013-02-06 15:37:06+00:00,2431000000.0,4556000000.0,2648000000.0,,-617000000.0,2527000000.0,803000000.0,212000000.0,8068000000.0,,1798000000.0,3542000000.0,2308000000.0,3503000000.0,140000000.0,695000000.0,,,316000000.0,2408000000.0,,,18264000000.0,1912000000.0,23771000000.0,10478000000.0,10086000000.0,7203000000.0,10478000000.0,10618000000.0,13153000000.0,23771000000.0,10182000000.0,5950000000.0,0.0,-7972000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2014.0,FY,,2014-09-30,2015-11-18 17:24:04+00:00,2951000000.0,5019000000.0,2876000000.0,,-575000000.0,3149000000.0,638000000.0,162000000.0,7182000000.0,,1689000000.0,3559000000.0,2057000000.0,3802000000.0,48000000.0,642000000.0,,,637000000.0,1997000000.0,,,19867000000.0,2465000000.0,24177000000.0,10119000000.0,10867000000.0,8454000000.0,10119000000.0,10167000000.0,14010000000.0,24177000000.0,9508000000.0,5556000000.0,,-9811000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2014.0,Q3,,2014-06-30,2014-08-06 15:56:53+00:00,2645000000.0,4772000000.0,2736000000.0,,-52000000.0,3049000000.0,697000000.0,177000000.0,7917000000.0,,1768000000.0,3565000000.0,2253000000.0,3737000000.0,53000000.0,739000000.0,,,880000000.0,2144000000.0,,,19757000000.0,2975000000.0,25115000000.0,10820000000.0,10813000000.0,8533000000.0,10820000000.0,10873000000.0,14242000000.0,25115000000.0,10565000000.0,5709000000.0,,-9582000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2014.0,Q2,,2014-03-31,2014-05-07 17:13:24+00:00,2522000000.0,4563000000.0,2583000000.0,,-128000000.0,2724000000.0,677000000.0,66000000.0,7875000000.0,,1810000000.0,3836000000.0,2233000000.0,3692000000.0,48000000.0,683000000.0,,,766000000.0,2153000000.0,,,19333000000.0,2661000000.0,24346000000.0,10477000000.0,10203000000.0,7832000000.0,10477000000.0,10525000000.0,13821000000.0,24346000000.0,10451000000.0,5989000000.0,,-9405000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2014.0,Q1,,2013-12-31,2014-02-05 12:55:54+00:00,2425000000.0,4429000000.0,2526000000.0,,-146000000.0,2737000000.0,1005000000.0,199000000.0,7871000000.0,,1839000000.0,3834000000.0,2162000000.0,3639000000.0,142000000.0,671000000.0,,,776000000.0,2299000000.0,,,19088000000.0,1958000000.0,24124000000.0,10741000000.0,9999000000.0,7108000000.0,10741000000.0,10883000000.0,13241000000.0,24124000000.0,10486000000.0,6133000000.0,,-9206000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2015.0,FY,,2015-09-30,2016-11-16 17:15:14+00:00,1537000000.0,2870000000.0,2058000000.0,,-1617000000.0,3054000000.0,647000000.0,87000000.0,3847000000.0,,938000000.0,4289000000.0,1265000000.0,2929000000.0,47000000.0,724000000.0,2136000000.0,1566000000.0,239000000.0,1539000000.0,4086000000.0,332000000.0,21308000000.0,2552000000.0,22088000000.0,8081000000.0,10049000000.0,7800000000.0,8081000000.0,8128000000.0,13960000000.0,22088000000.0,9110000000.0,6160000000.0,,-12257000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2015.0,Q3,,2015-06-30,2015-08-05 13:32:06+00:00,2402000000.0,4272000000.0,2678000000.0,,-1056000000.0,3393000000.0,639000000.0,53000000.0,6930000000.0,,1575000000.0,4290000000.0,2144000000.0,3610000000.0,50000000.0,835000000.0,,,705000000.0,2063000000.0,,,20969000000.0,3179000000.0,23464000000.0,8749000000.0,10644000000.0,8312000000.0,8749000000.0,8799000000.0,14665000000.0,23464000000.0,9210000000.0,6353000000.0,,-11803000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2015.0,Q2,,2015-03-31,2015-05-06 14:51:50+00:00,2407000000.0,4299000000.0,2595000000.0,,-1273000000.0,3256000000.0,650000000.0,410000000.0,6805000000.0,,1555000000.0,3272000000.0,2107000000.0,3570000000.0,50000000.0,682000000.0,,,694000000.0,1958000000.0,,,20718000000.0,3358000000.0,22968000000.0,8918000000.0,10344000000.0,8770000000.0,8918000000.0,8968000000.0,14000000000.0,22968000000.0,9054000000.0,5230000000.0,,-11177000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2015.0,Q1,,2014-12-31,2015-02-04 12:02:08+00:00,2468000000.0,4404000000.0,2640000000.0,,-875000000.0,3122000000.0,639000000.0,285000000.0,6940000000.0,,1649000000.0,3289000000.0,2121000000.0,3631000000.0,43000000.0,836000000.0,,,1021000000.0,2002000000.0,,,20066000000.0,3484000000.0,23724000000.0,9513000000.0,10483000000.0,8877000000.0,9513000000.0,9556000000.0,14168000000.0,23724000000.0,9610000000.0,5291000000.0,,-10317000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2016.0,FY,,2016-09-30,2017-11-20 13:57:46+00:00,1517000000.0,2701000000.0,2126000000.0,,-1999000000.0,3182000000.0,682000000.0,180000000.0,3909000000.0,,902000000.0,5780000000.0,1208000000.0,2931000000.0,50000000.0,669000000.0,2200000000.0,1601000000.0,200000000.0,,3830000000.0,326000000.0,21716000000.0,2584000000.0,21732000000.0,7568000000.0,9960000000.0,8008000000.0,7568000000.0,7618000000.0,14114000000.0,21732000000.0,8841000000.0,6106000000.0,,-12831000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2016.0,Q3,,2016-06-30,2016-08-03 16:10:48+00:00,2230000000.0,4014000000.0,2797000000.0,,-1564000000.0,3516000000.0,677000000.0,79000000.0,6667000000.0,,1411000000.0,4062000000.0,1949000000.0,3521000000.0,54000000.0,741000000.0,,,263000000.0,1739000000.0,,,21583000000.0,3220000000.0,22082000000.0,7901000000.0,10220000000.0,8326000000.0,7901000000.0,7955000000.0,14127000000.0,22082000000.0,8341000000.0,5801000000.0,,-12795000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2016.0,Q2,,2016-03-31,2016-05-05 10:53:05+00:00,2140000000.0,3874000000.0,2722000000.0,,-1582000000.0,3322000000.0,666000000.0,88000000.0,6642000000.0,,1437000000.0,4062000000.0,1950000000.0,3523000000.0,51000000.0,767000000.0,,,249000000.0,1777000000.0,,,21410000000.0,3232000000.0,21764000000.0,7692000000.0,9913000000.0,8182000000.0,7692000000.0,7743000000.0,14021000000.0,21764000000.0,8328000000.0,5839000000.0,,-12802000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2016.0,Q1,,2015-12-31,2016-02-03 13:56:54+00:00,2075000000.0,3842000000.0,2616000000.0,,-1738000000.0,3109000000.0,655000000.0,102000000.0,6601000000.0,,1467000000.0,4043000000.0,1903000000.0,3520000000.0,41000000.0,840000000.0,,,270000000.0,1810000000.0,,,21347000000.0,3409000000.0,21552000000.0,7456000000.0,9694000000.0,8202000000.0,7456000000.0,7497000000.0,14055000000.0,21552000000.0,8338000000.0,5853000000.0,,-12808000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2017.0,FY,,2017-09-30,2018-11-19 14:49:23+00:00,1776000000.0,3072000000.0,2342000000.0,,-1019000000.0,3062000000.0,774000000.0,65000000.0,5316000000.0,,1890000000.0,5774000000.0,1696000000.0,3321000000.0,52000000.0,422000000.0,,,810000000.0,,,,21995000000.0,862000000.0,19589000000.0,8718000000.0,8252000000.0,5045000000.0,8718000000.0,8770000000.0,10819000000.0,19589000000.0,8016000000.0,5774000000.0,,-13032000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2017.0,Q3,,2017-06-30,2017-08-02 13:13:08+00:00,1613000000.0,2926000000.0,2175000000.0,,-1575000000.0,3140000000.0,827000000.0,219000000.0,5296000000.0,,1868000000.0,6010000000.0,1891000000.0,3304000000.0,56000000.0,597000000.0,0.0,0.0,380000000.0,,0.0,0.0,21800000000.0,1363000000.0,19402000000.0,7966000000.0,8554000000.0,5370000000.0,7966000000.0,8022000000.0,11380000000.0,19402000000.0,7544000000.0,6010000000.0,,-13086000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2017.0,Q2,,2017-03-31,2017-05-04 12:58:43+00:00,1368000000.0,2479000000.0,1952000000.0,,-1690000000.0,5039000000.0,814000000.0,199000000.0,3891000000.0,,869000000.0,3816000000.0,1331000000.0,2880000000.0,51000000.0,597000000.0,0.0,0.0,191000000.0,1633000000.0,0.0,0.0,21696000000.0,252000000.0,17277000000.0,8006000000.0,9446000000.0,3771000000.0,8006000000.0,8057000000.0,9220000000.0,17277000000.0,4951000000.0,5449000000.0,,-12814000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2017.0,Q1,,2016-12-31,2017-02-08 15:05:31+00:00,1335000000.0,2426000000.0,1872000000.0,,-2030000000.0,4151000000.0,783000000.0,396000000.0,3861000000.0,,879000000.0,3815000000.0,1278000000.0,2861000000.0,41000000.0,552000000.0,470000000.0,289000000.0,179000000.0,1667000000.0,814000000.0,89000000.0,21714000000.0,254000000.0,17471000000.0,7713000000.0,8877000000.0,4146000000.0,7713000000.0,7754000000.0,9717000000.0,17471000000.0,5733000000.0,5571000000.0,,-12754000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2018.0,FY,,2018-09-30,2019-11-18 16:01:51+00:00,1943000000.0,3023000000.0,2598000000.0,,-1015000000.0,1093000000.0,825000000.0,,6455000000.0,,2751000000.0,5236000000.0,1813000000.0,3562000000.0,43000000.0,690000000.0,,,1003000000.0,,,,23072000000.0,1623000000.0,20390000000.0,8947000000.0,6619000000.0,6164000000.0,8947000000.0,8990000000.0,11400000000.0,20390000000.0,10209000000.0,5236000000.0,,-13935000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2018.0,Q3,,2018-06-30,2018-08-08 16:12:05+00:00,1647000000.0,3027000000.0,2392000000.0,,-1092000000.0,3411000000.0,809000000.0,53000000.0,5745000000.0,,2157000000.0,5073000000.0,1805000000.0,3260000000.0,47000000.0,333000000.0,,,749000000.0,,,,22660000000.0,2862000000.0,20487000000.0,8413000000.0,8576000000.0,6954000000.0,8413000000.0,8460000000.0,12027000000.0,20487000000.0,8651000000.0,5073000000.0,,-13964000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2018.0,Q2,,2018-03-31,2018-05-02 16:47:08+00:00,1603000000.0,3042000000.0,2362000000.0,,-827000000.0,2444000000.0,800000000.0,147000000.0,5821000000.0,,2203000000.0,5303000000.0,1897000000.0,3299000000.0,45000000.0,342000000.0,,,737000000.0,,,,22254000000.0,1833000000.0,19785000000.0,8492000000.0,7725000000.0,5945000000.0,8492000000.0,8537000000.0,11248000000.0,19785000000.0,8761000000.0,5303000000.0,,-13735000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2018.0,Q1,,2017-12-31,2018-02-07 13:31:14+00:00,1596000000.0,2881000000.0,2286000000.0,,-992000000.0,3096000000.0,783000000.0,217000000.0,5616000000.0,,2118000000.0,5278000000.0,1845000000.0,3279000000.0,39000000.0,330000000.0,,,693000000.0,,,,22079000000.0,2093000000.0,19858000000.0,8349000000.0,8152000000.0,6192000000.0,8349000000.0,8388000000.0,11470000000.0,19858000000.0,8427000000.0,5278000000.0,,-13521000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2019.0,FY,,2019-09-30,2020-04-24 13:53:28+00:00,1874000000.0,2985000000.0,2658000000.0,,-1722000000.0,1494000000.0,870000000.0,,6536000000.0,,2615000000.0,6248000000.0,1880000000.0,3642000000.0,40000000.0,780000000.0,,,565000000.0,,,,24199000000.0,1444000000.0,20497000000.0,8233000000.0,7139000000.0,5976000000.0,8233000000.0,8273000000.0,12224000000.0,20497000000.0,9716000000.0,6248000000.0,,-15114000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2019.0,Q3,,2019-06-30,2019-08-07 11:10:44+00:00,1785000000.0,2901000000.0,2453000000.0,,-1016000000.0,1603000000.0,864000000.0,103000000.0,6544000000.0,,2691000000.0,6295000000.0,2061000000.0,3614000000.0,49000000.0,785000000.0,,,1118000000.0,,,,23777000000.0,1877000000.0,21317000000.0,8755000000.0,7350000000.0,6218000000.0,8755000000.0,8804000000.0,12513000000.0,21317000000.0,10353000000.0,6295000000.0,,-14870000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2019.0,Q2,,2019-03-31,2019-05-09 16:17:10+00:00,1730000000.0,2911000000.0,2349000000.0,,-928000000.0,1384000000.0,857000000.0,84000000.0,6509000000.0,,2701000000.0,5785000000.0,2073000000.0,3615000000.0,46000000.0,784000000.0,,,1094000000.0,,,,23475000000.0,2551000000.0,21071000000.0,8526000000.0,7152000000.0,6714000000.0,8526000000.0,8572000000.0,12499000000.0,21071000000.0,10304000000.0,5785000000.0,,-14878000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2019.0,Q1,,2018-12-31,2019-02-06 14:25:19+00:00,1794000000.0,2733000000.0,2288000000.0,,-1052000000.0,1248000000.0,852000000.0,138000000.0,6468000000.0,,2714000000.0,4613000000.0,1980000000.0,3551000000.0,40000000.0,697000000.0,,,1038000000.0,,,,23252000000.0,3320000000.0,20429000000.0,8236000000.0,6658000000.0,7540000000.0,8236000000.0,8276000000.0,12153000000.0,20429000000.0,10220000000.0,4613000000.0,,-14816000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2020.0,Q2,,2020-03-31,2020-04-24 13:53:28+00:00,1521000000.0,2641000000.0,2678000000.0,,-1903000000.0,2583000000.0,930000000.0,,6520000000.0,,2498000000.0,6208000000.0,2058000000.0,3553000000.0,46000000.0,750000000.0,,,1108000000.0,,,,24431000000.0,3741000000.0,21711000000.0,7517000000.0,8032000000.0,7940000000.0,7517000000.0,7563000000.0,14148000000.0,21711000000.0,10126000000.0,6208000000.0,,-15941000000.0
Emerson Electric Co,EMR,FGLT0EWZSUIRRITFOA30,32604,2020.0,Q1,,2019-12-31,2020-02-05 14:35:41+00:00,1649000000.0,2726000000.0,2707000000.0,,-1576000000.0,1635000000.0,924000000.0,,6578000000.0,,2567000000.0,6302000000.0,2064000000.0,3633000000.0,38000000.0,771000000.0,,,1127000000.0,,,,24220000000.0,1984000000.0,21101000000.0,8421000000.0,7196000000.0,6340000000.0,8421000000.0,8459000000.0,12642000000.0,21101000000.0,10272000000.0,6302000000.0,,-15147000000.0
