company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2007.0,FY,2006-10-01,2007-09-29,2010-01-25 16:25:58+00:00,4.04,4.04,,3.93,1511000000.0,3495000000.0,3495000000.0,3495000000.0,16426000000.0,24578000000.0,599000000.0,782000000.0,2963000000.0,16426000000.0,8152000000.0,3745000000.0,4407000000.0,599000000.0,5006000000.0,24578000000.0,865100000.0,864595000.0,889292000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2008.0,FY,2007-09-30,2008-09-27,2010-10-27 16:36:21+00:00,6.94,6.94,,6.78,2828000000.0,6119000000.0,6119000000.0,6119000000.0,24294000000.0,37491000000.0,620000000.0,1109000000.0,3761000000.0,24294000000.0,13197000000.0,4870000000.0,8327000000.0,620000000.0,8947000000.0,37491000000.0,881700000.0,881592000.0,902139000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2008.0,Q3,2008-03-30,2008-06-28,2009-07-22 16:41:33+00:00,1.21,1.21,,1.19,438000000.0,1072000000.0,1072000000.0,1072000000.0,4864000000.0,7464000000.0,118000000.0,292000000.0,916000000.0,4864000000.0,2600000000.0,1208000000.0,1392000000.0,118000000.0,1510000000.0,7464000000.0,886000000.0,883738000.0,903167000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q4,2009-06-28,2009-09-26,,2.81,2.81,,2.78,1197000000.0,2532000000.0,2532000000.0,2532000000.0,7102000000.0,12207000000.0,45000000.0,358000000.0,1063000000.0,7102000000.0,5105000000.0,1421000000.0,3684000000.0,45000000.0,3729000000.0,12207000000.0,893200000.0,893016000.0,907005000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,FY,2008-09-28,2009-09-26,2011-10-26 16:35:25+00:00,9.22,9.22,,9.08,3831000000.0,8235000000.0,8235000000.0,8235000000.0,25683000000.0,42905000000.0,326000000.0,1333000000.0,4149000000.0,25683000000.0,17222000000.0,5482000000.0,11740000000.0,326000000.0,12066000000.0,42905000000.0,893200000.0,893016000.0,907005000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q3YTD,2008-09-28,2009-06-27,,6.41,6.41,,6.3,2634000000.0,5703000000.0,5703000000.0,5703000000.0,18581000000.0,30698000000.0,281000000.0,975000000.0,3086000000.0,18581000000.0,12117000000.0,4061000000.0,8056000000.0,281000000.0,8337000000.0,30698000000.0,891700000.0,893712000.0,909160000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q3,2009-03-29,2009-06-27,2010-07-21 16:37:45+00:00,2.05,2.05,,2.01,864000000.0,1828000000.0,1828000000.0,1828000000.0,5751000000.0,9734000000.0,60000000.0,341000000.0,1010000000.0,5751000000.0,3983000000.0,1351000000.0,2632000000.0,60000000.0,2692000000.0,9734000000.0,891700000.0,893712000.0,909160000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q2YTD,2008-09-28,2009-03-28,,4.36,4.36,,4.29,1770000000.0,3875000000.0,3875000000.0,3875000000.0,12830000000.0,20964000000.0,221000000.0,634000000.0,2076000000.0,12830000000.0,8134000000.0,2710000000.0,5424000000.0,221000000.0,5645000000.0,20964000000.0,890100000.0,891180000.0,902993000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q2,2008-12-28,2009-03-28,2010-04-21 16:39:23+00:00,1.82,1.82,,1.79,766000000.0,1620000000.0,1620000000.0,1620000000.0,5457000000.0,9084000000.0,63000000.0,319000000.0,985000000.0,5457000000.0,3627000000.0,1304000000.0,2323000000.0,63000000.0,2386000000.0,9084000000.0,890100000.0,891180000.0,902993000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2009.0,Q1,2008-09-28,2008-12-27,2010-01-25 16:23:57+00:00,2.54,2.54,,2.5,1004000000.0,2255000000.0,2255000000.0,2255000000.0,7373000000.0,11880000000.0,158000000.0,315000000.0,1091000000.0,7373000000.0,4507000000.0,1406000000.0,3101000000.0,158000000.0,3259000000.0,11880000000.0,887800000.0,889142000.0,901494000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,Q4,2010-06-27,2010-09-25,,4.71,4.71,,4.64,1153000000.0,4308000000.0,4308000000.0,4308000000.0,12831000000.0,20343000000.0,14000000.0,494000000.0,1571000000.0,12831000000.0,7512000000.0,2065000000.0,5447000000.0,14000000.0,5461000000.0,20343000000.0,909300000.0,909461000.0,924712000.0
Apple Inc,AAPL,HWUPKR0MPOU8FGXBT394,320193,2010.0,FY,2009-09-27,2010-09-25,2012-10-31 17:07:19+00:00,15.41,15.41,0.0,15.15,4527000000.0,14013000000.0,14013000000.0,14013000000.0,39541000000.0,65225000000.0,155000000.0,1782000000.0,5517000000.0,39541000000.0,25684000000.0,7299000000.0,18385000000.0,155000000.0,18540000000.0,65225000000.0,909300000.0,909461000.0,924712000.0
